SymbolName;Camera.cameraData.robotPosition[2].x;Camera.cameraData.robotPosition[2].y;SymbolName;WheelEncoders.vXCartesianFromMotors;SymbolName;MotorDrivers.vXCartesianToMotors;SymbolName;WheelEncoders.vYCartesianFromMotors;SymbolName;MotorDrivers.vYCartesianToMotors;SymbolName;WheelEncoders.vthetaCartesianFromMotors;SymbolName;MotorDrivers.vThetaCartesianToMotors;SymbolName;ParameterEstimation.i1;SymbolName;Camera.cameraData.robotPosition[2].x;SymbolName;Camera.cameraData.robotPosition[2].y;SymbolName;Camera.cameraData.robotPosition[2].e;SymbolName;Camera.cameraData.robotPosition[2].theta
NetID;5.53.207.184.1.1;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1
Port;851;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851
Offset;0;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0
ScaleFactor;1;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1
BitMask;0xffffffffffffffff;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff
Unit;(None);(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None)
Unit ScaleFactor;1;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1
Unit Offset;0;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0

32060;0;0;32060;0;32060;0;32060;0;32060;0;32060;0;32060;0;32060;-12;32060;0;32060;0;32060;0;32060;0
32070;0;0;32070;0;32070;0;32070;0;32070;0;32070;0;32070;0;32070;-8;32070;0;32070;0;32070;0;32070;0
32080;4661.677734375;1616.1837158203125;32080;0;32080;0;32080;0;32080;0;32080;0;32080;0;32080;-12;32080;4661.677734375;32080;1616.1837158203125;32080;1.3139193058013916;32080;-0.788596510887146
32090;4661.677734375;1616.1837158203125;32090;0;32090;0;32090;0;32090;0;32090;0;32090;0;32090;-1;32090;4661.677734375;32090;1616.1837158203125;32090;1.3139193058013916;32090;-0.788596510887146
32100;4661.677734375;1616.1837158203125;32100;0;32100;0;32100;0;32100;0;32100;0;32100;0;32100;-4;32100;4661.677734375;32100;1616.1837158203125;32100;1.3139193058013916;32100;-0.788596510887146
32110;4661.677734375;1616.1837158203125;32110;0;32110;0;32110;0;32110;0;32110;0;32110;0;32110;-9;32110;4661.677734375;32110;1616.1837158203125;32110;1.3139193058013916;32110;-0.788596510887146
32120;0;0;32120;0;32120;0;32120;0;32120;0;32120;0;32120;0;32120;-4;32120;0;32120;0;32120;0;32120;0
32130;0;0;32130;0;32130;0;32130;0;32130;0;32130;0;32130;0;32130;-4;32130;0;32130;0;32130;0;32130;0
32140;0;0;32140;0;32140;0;32140;0;32140;0;32140;0;32140;0;32140;-2;32140;0;32140;0;32140;0;32140;0
32150;0;0;32150;0;32150;0;32150;0;32150;0;32150;0;32150;0;32150;-9;32150;0;32150;0;32150;0;32150;0
32160;4663.517578125;1614.77783203125;32160;0;32160;0;32160;0;32160;0;32160;0;32160;0;32160;-7;32160;4663.517578125;32160;1614.77783203125;32160;2.0057954788208008;32160;-0.79300844669342041
32170;4663.517578125;1614.77783203125;32170;0;32170;0;32170;0;32170;0;32170;0;32170;0;32170;-6;32170;4663.517578125;32170;1614.77783203125;32170;2.0057954788208008;32170;-0.79300844669342041
32180;4663.517578125;1614.77783203125;32180;0;32180;0;32180;0;32180;0;32180;0;32180;0;32180;-6;32180;4663.517578125;32180;1614.77783203125;32180;2.0057954788208008;32180;-0.79300844669342041
32190;4663.517578125;1614.77783203125;32190;0;32190;0;32190;0;32190;0;32190;0;32190;0;32190;-4;32190;4663.517578125;32190;1614.77783203125;32190;2.0057954788208008;32190;-0.79300844669342041
32200;0;0;32200;0;32200;0;32200;0;32200;0;32200;0;32200;0;32200;-4;32200;0;32200;0;32200;0;32200;0
32210;0;0;32210;0;32210;0;32210;0;32210;0;32210;0;32210;0;32210;-4;32210;0;32210;0;32210;0;32210;0
32220;0;0;32220;0;32220;0;32220;0;32220;0;32220;0;32220;0;32220;-9;32220;0;32220;0;32220;0;32220;0
32230;0;0;32230;0;32230;0;32230;0;32230;0;32230;0;32230;0;32230;-6;32230;0;32230;0;32230;0;32230;0
32240;0;0;32240;0;32240;0;32240;0;32240;0;32240;0;32240;0;32240;-4;32240;0;32240;0;32240;0;32240;0
32250;0;0;32250;0;32250;0;32250;0;32250;0;32250;0;32250;0;32250;-11;32250;0;32250;0;32250;0;32250;0
32260;0;0;32260;0;32260;0;32260;0;32260;0;32260;0;32260;0;32260;-9;32260;0;32260;0;32260;0;32260;0
32270;0;0;32270;0;32270;0;32270;0;32270;0;32270;0;32270;0;32270;-1;32270;0;32270;0;32270;0;32270;0
32280;0;0;32280;0;32280;0;32280;0;32280;0;32280;0;32280;0;32280;-4;32280;0;32280;0;32280;0;32280;0
32290;0;0;32290;0;32290;0;32290;0;32290;0;32290;0;32290;0;32290;-11;32290;0;32290;0;32290;0;32290;0
32300;0;0;32300;0;32300;0;32300;0;32300;0;32300;0;32300;0;32300;-17;32300;0;32300;0;32300;0;32300;0
32310;0;0;32310;0;32310;0;32310;0;32310;0;32310;0;32310;0;32310;-6;32310;0;32310;0;32310;0;32310;0
32320;4663.57275390625;1614.8074951171875;32320;0;32320;0;32320;0;32320;0;32320;0;32320;0;32320;-11;32320;4663.57275390625;32320;1614.8074951171875;32320;1.8896497488021851;32320;-0.793379008769989
32330;4663.57275390625;1614.8074951171875;32330;0;32330;0;32330;0;32330;0;32330;0;32330;0;32330;-4;32330;4663.57275390625;32330;1614.8074951171875;32330;1.8896497488021851;32330;-0.793379008769989
32340;4663.57275390625;1614.8074951171875;32340;0;32340;0;32340;0;32340;0;32340;0;32340;0;32340;-2;32340;4663.57275390625;32340;1614.8074951171875;32340;1.8896497488021851;32340;-0.793379008769989
32350;4663.57275390625;1614.8074951171875;32350;0;32350;0;32350;0;32350;0;32350;0;32350;0;32350;-11;32350;4663.57275390625;32350;1614.8074951171875;32350;1.8896497488021851;32350;-0.793379008769989
32360;4663.4482421875;1614.6087646484375;32360;0;32360;0;32360;0;32360;0;32360;0;32360;0;32360;-7;32360;4663.4482421875;32360;1614.6087646484375;32360;2.2987611293792725;32360;-0.79150724411010742
32370;4663.4482421875;1614.6087646484375;32370;0;32370;0;32370;0;32370;0;32370;0;32370;0;32370;-11;32370;4663.4482421875;32370;1614.6087646484375;32370;2.2987611293792725;32370;-0.79150724411010742
32380;4663.4482421875;1614.6087646484375;32380;0;32380;0;32380;0;32380;0;32380;0;32380;0;32380;-16;32380;4663.4482421875;32380;1614.6087646484375;32380;2.2987611293792725;32380;-0.79150724411010742
32390;4663.4482421875;1614.6087646484375;32390;0;32390;0;32390;0;32390;0;32390;0;32390;0;32390;-6;32390;4663.4482421875;32390;1614.6087646484375;32390;2.2987611293792725;32390;-0.79150724411010742
32400;4663.4482421875;1614.6087646484375;32400;0;32400;0;32400;0;32400;0;32400;0;32400;0;32400;-7;32400;4663.4482421875;32400;1614.6087646484375;32400;2.2987611293792725;32400;-0.79150724411010742
32410;0;0;32410;0;32410;0;32410;0;32410;0;32410;0;32410;0;32410;-6;32410;0;32410;0;32410;0;32410;0
32420;0;0;32420;0;32420;0;32420;0;32420;0;32420;0;32420;0;32420;-8;32420;0;32420;0;32420;0;32420;0
32430;0;0;32430;0;32430;0;32430;0;32430;0;32430;0;32430;0;32430;-11;32430;0;32430;0;32430;0;32430;0
32440;0;0;32440;0;32440;0;32440;0;32440;0;32440;0;32440;0;32440;-11;32440;0;32440;0;32440;0;32440;0
32450;4661.69775390625;1616.1337890625;32450;0;32450;0;32450;0;32450;0;32450;0;32450;0;32450;-10;32450;4661.69775390625;32450;1616.1337890625;32450;1.4283417463302612;32450;-0.7890850305557251
32460;4661.69775390625;1616.1337890625;32460;0;32460;0;32460;0;32460;0;32460;0;32460;0;32460;-8;32460;4661.69775390625;32460;1616.1337890625;32460;1.4283417463302612;32460;-0.7890850305557251
32470;4661.69775390625;1616.1337890625;32470;0;32470;0;32470;0;32470;0;32470;0;32470;0;32470;-10;32470;4661.69775390625;32470;1616.1337890625;32470;1.4283417463302612;32470;-0.7890850305557251
32480;4661.69775390625;1616.1337890625;32480;0;32480;0;32480;0;32480;0;32480;0;32480;0;32480;-11;32480;4661.69775390625;32480;1616.1337890625;32480;1.4283417463302612;32480;-0.7890850305557251
32490;4663.37939453125;1614.6951904296875;32490;0;32490;0;32490;0;32490;0;32490;0;32490;0;32490;-11;32490;4663.37939453125;32490;1614.6951904296875;32490;1.8187843561172485;32490;-0.79196047782897949
32500;4663.37939453125;1614.6951904296875;32500;0;32500;0;32500;0;32500;0;32500;0;32500;0;32500;-11;32500;4663.37939453125;32500;1614.6951904296875;32500;1.8187843561172485;32500;-0.79196047782897949
32510;4663.37939453125;1614.6951904296875;32510;0;32510;0;32510;0;32510;0;32510;0;32510;0;32510;-9;32510;4663.37939453125;32510;1614.6951904296875;32510;1.8187843561172485;32510;-0.79196047782897949
32520;4663.37939453125;1614.6951904296875;32520;0;32520;0;32520;0;32520;0;32520;0;32520;0;32520;-10;32520;4663.37939453125;32520;1614.6951904296875;32520;1.8187843561172485;32520;-0.79196047782897949
32530;4663.39013671875;1614.7568359375;32530;0;32530;0;32530;0;32530;0;32530;0;32530;0;32530;-9;32530;4663.39013671875;32530;1614.7568359375;32530;1.7626601457595825;32530;-0.79246032238006592
32540;4663.39013671875;1614.7568359375;32540;0;32540;0;32540;0;32540;0;32540;0;32540;0;32540;-6;32540;4663.39013671875;32540;1614.7568359375;32540;1.7626601457595825;32540;-0.79246032238006592
32550;4663.39013671875;1614.7568359375;32550;0;32550;0;32550;0;32550;0;32550;0;32550;0;32550;0;32550;4663.39013671875;32550;1614.7568359375;32550;1.7626601457595825;32550;-0.79246032238006592
32560;4663.39013671875;1614.7568359375;32560;0;32560;0;32560;0;32560;0;32560;0;32560;0;32560;-1;32560;4663.39013671875;32560;1614.7568359375;32560;1.7626601457595825;32560;-0.79246032238006592
32570;4663.39013671875;1614.7568359375;32570;0;32570;0;32570;0;32570;0;32570;0;32570;0;32570;-4;32570;4663.39013671875;32570;1614.7568359375;32570;1.7626601457595825;32570;-0.79246032238006592
32580;4659.1396484375;1617.015380859375;32580;0;32580;0;32580;0;32580;0;32580;0;32580;0;32580;-2;32580;4659.1396484375;32580;1617.015380859375;32580;0.93064332008361816;32580;-0.8055158257484436
32590;4659.1396484375;1617.015380859375;32590;0;32590;0;32590;0;32590;0;32590;0;32590;0;32590;-6;32590;4659.1396484375;32590;1617.015380859375;32590;0.93064332008361816;32590;-0.8055158257484436
32600;4659.1396484375;1617.015380859375;32600;0;32600;0;32600;0;32600;0;32600;0;32600;0;32600;-11;32600;4659.1396484375;32600;1617.015380859375;32600;0.93064332008361816;32600;-0.8055158257484436
32610;4659.1396484375;1617.015380859375;32610;0;32610;0;32610;0;32610;0;32610;0;32610;0;32610;-17;32610;4659.1396484375;32610;1617.015380859375;32610;0.93064332008361816;32610;-0.8055158257484436
32620;4661.6787109375;1616.1446533203125;32620;0;32620;0;32620;0;32620;0;32620;0;32620;0;32620;-6;32620;4661.6787109375;32620;1616.1446533203125;32620;1.4032269716262817;32620;-0.78856390714645386
32630;4661.6787109375;1616.1446533203125;32630;0;32630;0;32630;0;32630;0;32630;0;32630;0;32630;-11;32630;4661.6787109375;32630;1616.1446533203125;32630;1.4032269716262817;32630;-0.78856390714645386
32640;4661.6787109375;1616.1446533203125;32640;0;32640;0;32640;0;32640;0;32640;0;32640;0;32640;-4;32640;4661.6787109375;32640;1616.1446533203125;32640;1.4032269716262817;32640;-0.78856390714645386
32650;4661.6787109375;1616.1446533203125;32650;0;32650;0;32650;0;32650;0;32650;0;32650;0;32650;-16;32650;4661.6787109375;32650;1616.1446533203125;32650;1.4032269716262817;32650;-0.78856390714645386
32660;4663.4755859375;1614.74462890625;32660;0;32660;0;32660;0;32660;0;32660;0;32660;0;32660;-15;32660;4663.4755859375;32660;1614.74462890625;32660;1.918815016746521;32660;-0.79200392961502075
32670;4663.4755859375;1614.74462890625;32670;0;32670;0;32670;0;32670;0;32670;0;32670;0;32670;-11;32670;4663.4755859375;32670;1614.74462890625;32670;1.918815016746521;32670;-0.79200392961502075
32680;4663.4755859375;1614.74462890625;32680;0;32680;0;32680;0;32680;0;32680;0;32680;0;32680;-11;32680;4663.4755859375;32680;1614.74462890625;32680;1.918815016746521;32680;-0.79200392961502075
32690;4663.4755859375;1614.74462890625;32690;0;32690;0;32690;0;32690;0;32690;0;32690;0;32690;-13;32690;4663.4755859375;32690;1614.74462890625;32690;1.918815016746521;32690;-0.79200392961502075
32700;0;0;32700;0;32700;0;32700;0;32700;0;32700;0;32700;0;32700;-12;32700;0;32700;0;32700;0;32700;0
32710;0;0;32710;0;32710;0;32710;0;32710;0;32710;0;32710;0;32710;-12;32710;0;32710;0;32710;0;32710;0
32720;0;0;32720;0;32720;0;32720;0;32720;0;32720;0;32720;0;32720;-14;32720;0;32720;0;32720;0;32720;0
32730;0;0;32730;0;32730;0;32730;0;32730;0;32730;0;32730;0;32730;-13;32730;0;32730;0;32730;0;32730;0
32740;4663.48291015625;1614.7305908203125;32740;0;32740;0;32740;0;32740;0;32740;0;32740;0;32740;-5;32740;4663.48291015625;32740;1614.7305908203125;32740;2.2914798259735107;32740;-0.79303807020187378
32750;4663.48291015625;1614.7305908203125;32750;0;32750;0;32750;0;32750;0;32750;0;32750;0;32750;-5;32750;4663.48291015625;32750;1614.7305908203125;32750;2.2914798259735107;32750;-0.79303807020187378
32760;4663.48291015625;1614.7305908203125;32760;0;32760;0;32760;0;32760;0;32760;0;32760;0;32760;-11;32760;4663.48291015625;32760;1614.7305908203125;32760;2.2914798259735107;32760;-0.79303807020187378
32770;4663.48291015625;1614.7305908203125;32770;0;32770;0;32770;0;32770;0;32770;0;32770;0;32770;-4;32770;4663.48291015625;32770;1614.7305908203125;32770;2.2914798259735107;32770;-0.79303807020187378
32780;4663.41650390625;1614.707763671875;32780;0;32780;0;32780;0;32780;0;32780;0;32780;0;32780;-17;32780;4663.41650390625;32780;1614.707763671875;32780;1.8935084342956543;32780;-0.79290986061096191
32790;4663.41650390625;1614.707763671875;32790;0;32790;0;32790;0;32790;0;32790;0;32790;0;32790;-11;32790;4663.41650390625;32790;1614.707763671875;32790;1.8935084342956543;32790;-0.79290986061096191
32800;4663.41650390625;1614.707763671875;32800;0;32800;0;32800;0;32800;0;32800;0;32800;0;32800;-9;32800;4663.41650390625;32800;1614.707763671875;32800;1.8935084342956543;32800;-0.79290986061096191
32810;4663.41650390625;1614.707763671875;32810;0;32810;0;32810;0;32810;0;32810;0;32810;0;32810;-6;32810;4663.41650390625;32810;1614.707763671875;32810;1.8935084342956543;32810;-0.79290986061096191
32820;4663.41650390625;1614.707763671875;32820;0;32820;0;32820;0;32820;0;32820;0;32820;0;32820;-11;32820;4663.41650390625;32820;1614.707763671875;32820;1.8935084342956543;32820;-0.79290986061096191
32830;4663.6162109375;1614.847412109375;32830;0;32830;0;32830;0;32830;0;32830;0;32830;0;32830;-14;32830;4663.6162109375;32830;1614.847412109375;32830;2.2081937789916992;32830;-0.79409581422805786
32840;4663.6162109375;1614.847412109375;32840;0;32840;0;32840;0;32840;0;32840;0;32840;0;32840;-11;32840;4663.6162109375;32840;1614.847412109375;32840;2.2081937789916992;32840;-0.79409581422805786
32850;4663.6162109375;1614.847412109375;32850;0;32850;0;32850;0;32850;0;32850;0;32850;0;32850;-11;32850;4663.6162109375;32850;1614.847412109375;32850;2.2081937789916992;32850;-0.79409581422805786
32860;4663.6162109375;1614.847412109375;32860;0;32860;0;32860;0;32860;0;32860;0;32860;0;32860;-11;32860;4663.6162109375;32860;1614.847412109375;32860;2.2081937789916992;32860;-0.79409581422805786
32870;0;0;32870;0;32870;0;32870;0;32870;0;32870;0;32870;0;32870;-24;32870;0;32870;0;32870;0;32870;0
32880;0;0;32880;0;32880;0;32880;0;32880;0;32880;0;32880;0;32880;-14;32880;0;32880;0;32880;0;32880;0
32890;0;0;32890;0;32890;0;32890;0;32890;0;32890;0;32890;0;32890;-12;32890;0;32890;0;32890;0;32890;0
32900;0;0;32900;0;32900;0;32900;0;32900;0;32900;0;32900;0;32900;-16;32900;0;32900;0;32900;0;32900;0
32910;0;0;32910;0;32910;0;32910;0;32910;0;32910;0;32910;0;32910;-11;32910;0;32910;0;32910;0;32910;0
32920;0;0;32920;0;32920;0;32920;0;32920;0;32920;0;32920;0;32920;-14;32920;0;32920;0;32920;0;32920;0
32930;0;0;32930;0;32930;0;32930;0;32930;0;32930;0;32930;0;32930;-11;32930;0;32930;0;32930;0;32930;0
32940;0;0;32940;0;32940;0;32940;0;32940;0;32940;0;32940;0;32940;-18;32940;0;32940;0;32940;0;32940;0
32950;0;0;32950;0;32950;0;32950;0;32950;0;32950;0;32950;0;32950;-14;32950;0;32950;0;32950;0;32950;0
32960;0;0;32960;0;32960;0;32960;0;32960;0;32960;0;32960;0;32960;-7;32960;0;32960;0;32960;0;32960;0
32970;0;0;32970;0;32970;0;32970;0;32970;0;32970;0;32970;0;32970;-11;32970;0;32970;0;32970;0;32970;0
32980;0;0;32980;0;32980;0;32980;0;32980;0;32980;0;32980;0;32980;-12;32980;0;32980;0;32980;0;32980;0
32990;4659.04248046875;1617.0450439453125;32990;0;32990;0;32990;0;32990;0;32990;0;32990;0;32990;-13;32990;4659.04248046875;32990;1617.0450439453125;32990;0.88680100440979;32990;-0.8054434061050415
33000;4659.04248046875;1617.0450439453125;33000;0;33000;0;33000;0;33000;0;33000;0;33000;0;33000;-9;33000;4659.04248046875;33000;1617.0450439453125;33000;0.88680100440979;33000;-0.8054434061050415
33010;4659.04248046875;1617.0450439453125;33010;0;33010;0;33010;0;33010;0;33010;0;33010;0;33010;-9;33010;4659.04248046875;33010;1617.0450439453125;33010;0.88680100440979;33010;-0.8054434061050415
33020;4659.04248046875;1617.0450439453125;33020;0;33020;0;33020;0;33020;0;33020;0;33020;0;33020;-8;33020;4659.04248046875;33020;1617.0450439453125;33020;0.88680100440979;33020;-0.8054434061050415
33030;0;0;33030;0;33030;0;33030;0;33030;0;33030;0;33030;0;33030;-12;33030;0;33030;0;33030;0;33030;0
33040;0;0;33040;0;33040;0;33040;0;33040;0;33040;0;33040;0;33040;-18;33040;0;33040;0;33040;0;33040;0
33050;0;0;33050;0;33050;0;33050;0;33050;0;33050;0;33050;0;33050;-15;33050;0;33050;0;33050;0;33050;0
33060;0;0;33060;0;33060;0;33060;0;33060;0;33060;0;33060;0;33060;-15;33060;0;33060;0;33060;0;33060;0
33070;0;0;33070;0;33070;0;33070;0;33070;0;33070;0;33070;0;33070;-14;33070;0;33070;0;33070;0;33070;0
33080;4663.5546875;1614.8033447265625;33080;0;33080;0;33080;0;33080;0;33080;0;33080;0;33080;-11;33080;4663.5546875;33080;1614.8033447265625;33080;1.9775276184082031;33080;-0.79379528760910034
33090;4663.5546875;1614.8033447265625;33090;0;33090;0;33090;0;33090;0;33090;0;33090;0;33090;-10;33090;4663.5546875;33090;1614.8033447265625;33090;1.9775276184082031;33090;-0.79379528760910034
33100;4663.5546875;1614.8033447265625;33100;0;33100;0;33100;0;33100;0;33100;0;33100;0;33100;-18;33100;4663.5546875;33100;1614.8033447265625;33100;1.9775276184082031;33100;-0.79379528760910034
33110;4663.5546875;1614.8033447265625;33110;0;33110;0;33110;0;33110;0;33110;0;33110;0;33110;-11;33110;4663.5546875;33110;1614.8033447265625;33110;1.9775276184082031;33110;-0.79379528760910034
33120;4663.501953125;1614.7396240234375;33120;0;33120;0;33120;0;33120;0;33120;0;33120;0;33120;-14;33120;4663.501953125;33120;1614.7396240234375;33120;2.0716335773468018;33120;-0.79255908727645874
33130;4663.501953125;1614.7396240234375;33130;0;33130;0;33130;0;33130;0;33130;0;33130;0;33130;-11;33130;4663.501953125;33130;1614.7396240234375;33130;2.0716335773468018;33130;-0.79255908727645874
33140;4663.501953125;1614.7396240234375;33140;0;33140;0;33140;0;33140;0;33140;0;33140;0;33140;-11;33140;4663.501953125;33140;1614.7396240234375;33140;2.0716335773468018;33140;-0.79255908727645874
33150;4663.501953125;1614.7396240234375;33150;0;33150;0;33150;0;33150;0;33150;0;33150;0;33150;-11;33150;4663.501953125;33150;1614.7396240234375;33150;2.0716335773468018;33150;-0.79255908727645874
33160;4663.4755859375;1614.772216796875;33160;0;33160;0;33160;0;33160;0;33160;0;33160;0;33160;-10;33160;4663.4755859375;33160;1614.772216796875;33160;2.0808990001678467;33160;-0.79294389486312866
33170;4663.4755859375;1614.772216796875;33170;0;33170;0;33170;0;33170;0;33170;0;33170;0;33170;-4;33170;4663.4755859375;33170;1614.772216796875;33170;2.0808990001678467;33170;-0.79294389486312866
33180;4663.4755859375;1614.772216796875;33180;0;33180;0;33180;0;33180;0;33180;0;33180;0;33180;-7;33180;4663.4755859375;33180;1614.772216796875;33180;2.0808990001678467;33180;-0.79294389486312866
33190;4663.4755859375;1614.772216796875;33190;0;33190;0;33190;0;33190;0;33190;0;33190;0;33190;-11;33190;4663.4755859375;33190;1614.772216796875;33190;2.0808990001678467;33190;-0.79294389486312866
33200;4663.3857421875;1614.6837158203125;33200;0;33200;0;33200;0;33200;0;33200;0;33200;0;33200;-10;33200;4663.3857421875;33200;1614.6837158203125;33200;1.9097976684570313;33200;-0.79220300912857056
33210;4663.3857421875;1614.6837158203125;33210;0;33210;0;33210;0;33210;0;33210;0;33210;0;33210;-6;33210;4663.3857421875;33210;1614.6837158203125;33210;1.9097976684570313;33210;-0.79220300912857056
33220;4663.3857421875;1614.6837158203125;33220;0;33220;0;33220;0;33220;0;33220;0;33220;0;33220;-7;33220;4663.3857421875;33220;1614.6837158203125;33220;1.9097976684570313;33220;-0.79220300912857056
33230;4663.3857421875;1614.6837158203125;33230;0;33230;0;33230;0;33230;0;33230;0;33230;0;33230;-4;33230;4663.3857421875;33230;1614.6837158203125;33230;1.9097976684570313;33230;-0.79220300912857056
33240;0;0;33240;0;33240;0;33240;0;33240;0;33240;0;33240;0;33240;-3;33240;0;33240;0;33240;0;33240;0
33250;0;0;33250;0;33250;0;33250;0;33250;0;33250;0;33250;0;33250;-6;33250;0;33250;0;33250;0;33250;0
33260;0;0;33260;0;33260;0;33260;0;33260;0;33260;0;33260;0;33260;-6;33260;0;33260;0;33260;0;33260;0
33270;0;0;33270;0;33270;0;33270;0;33270;0;33270;0;33270;0;33270;-9;33270;0;33270;0;33270;0;33270;0
33280;0;0;33280;0;33280;0;33280;0;33280;0;33280;0;33280;0;33280;-11;33280;0;33280;0;33280;0;33280;0
33290;0;0;33290;0;33290;0;33290;0;33290;0;33290;0;33290;0;33290;-9;33290;0;33290;0;33290;0;33290;0
33300;0;0;33300;0;33300;0;33300;0;33300;0;33300;0;33300;0;33300;-8;33300;0;33300;0;33300;0;33300;0
33310;0;0;33310;0;33310;0;33310;0;33310;0;33310;0;33310;0;33310;-11;33310;0;33310;0;33310;0;33310;0
33320;4659.05517578125;1617.093505859375;33320;0;33320;0;33320;0;33320;0;33320;0;33320;0;33320;-11;33320;4659.05517578125;33320;1617.093505859375;33320;0.98933118581771851;33320;-0.805269718170166
33330;4659.05517578125;1617.093505859375;33330;0;33330;0;33330;0;33330;0;33330;0;33330;0;33330;3;33330;4659.05517578125;33330;1617.093505859375;33330;0.98933118581771851;33330;-0.805269718170166
33340;4659.05517578125;1617.093505859375;33340;0;33340;0;33340;0;33340;0;33340;0;33340;0;33340;-4;33340;4659.05517578125;33340;1617.093505859375;33340;0.98933118581771851;33340;-0.805269718170166
33350;4659.05517578125;1617.093505859375;33350;0;33350;0;33350;0;33350;0;33350;0;33350;0;33350;-4;33350;4659.05517578125;33350;1617.093505859375;33350;0.98933118581771851;33350;-0.805269718170166
33360;4659.05517578125;1617.093505859375;33360;0;33360;0;33360;0;33360;0;33360;0;33360;0;33360;0;33360;4659.05517578125;33360;1617.093505859375;33360;0.98933118581771851;33360;-0.805269718170166
33370;4663.3818359375;1614.67431640625;33370;0;33370;0;33370;0;33370;0;33370;0;33370;0;33370;-2;33370;4663.3818359375;33370;1614.67431640625;33370;2.0389461517333984;33370;-0.791948139667511
33380;4663.3818359375;1614.67431640625;33380;0;33380;0;33380;0;33380;0;33380;0;33380;0;33380;-8;33380;4663.3818359375;33380;1614.67431640625;33380;2.0389461517333984;33380;-0.791948139667511
33390;4663.3818359375;1614.67431640625;33390;0;33390;0;33390;0;33390;0;33390;0;33390;0;33390;-11;33390;4663.3818359375;33390;1614.67431640625;33390;2.0389461517333984;33390;-0.791948139667511
33400;4663.3818359375;1614.67431640625;33400;0;33400;0;33400;0;33400;0;33400;0;33400;0;33400;-11;33400;4663.3818359375;33400;1614.67431640625;33400;2.0389461517333984;33400;-0.791948139667511
33410;4659.0517578125;1617.0750732421875;33410;0;33410;0;33410;0;33410;0;33410;0;33410;0;33410;-1;33410;4659.0517578125;33410;1617.0750732421875;33410;0.95452994108200073;33410;-0.80593132972717285
33420;4659.0517578125;1617.0750732421875;33420;0;33420;0;33420;0;33420;0;33420;0;33420;0;33420;-7;33420;4659.0517578125;33420;1617.0750732421875;33420;0.95452994108200073;33420;-0.80593132972717285
33430;4659.0517578125;1617.0750732421875;33430;0;33430;0;33430;0;33430;0;33430;0;33430;0;33430;-9;33430;4659.0517578125;33430;1617.0750732421875;33430;0.95452994108200073;33430;-0.80593132972717285
33440;4659.0517578125;1617.0750732421875;33440;0;33440;0;33440;0;33440;0;33440;0;33440;0;33440;-9;33440;4659.0517578125;33440;1617.0750732421875;33440;0.95452994108200073;33440;-0.80593132972717285
33450;4663.5322265625;1614.7767333984375;33450;0;33450;0;33450;0;33450;0;33450;0;33450;0;33450;-4;33450;4663.5322265625;33450;1614.7767333984375;33450;2.0188601016998291;33450;-0.79369044303894043
33460;4663.5322265625;1614.7767333984375;33460;0;33460;0;33460;0;33460;0;33460;0;33460;0;33460;-2;33460;4663.5322265625;33460;1614.7767333984375;33460;2.0188601016998291;33460;-0.79369044303894043
33470;4663.5322265625;1614.7767333984375;33470;0;33470;0;33470;0;33470;0;33470;0;33470;0;33470;0;33470;4663.5322265625;33470;1614.7767333984375;33470;2.0188601016998291;33470;-0.79369044303894043
33480;4663.5322265625;1614.7767333984375;33480;0;33480;0;33480;0;33480;0;33480;0;33480;0;33480;-4;33480;4663.5322265625;33480;1614.7767333984375;33480;2.0188601016998291;33480;-0.79369044303894043
