SymbolName;Camera.cameraData.robotPosition[2].x;Camera.cameraData.robotPosition[2].y;SymbolName;WheelEncoders.vXCartesianFromMotors;SymbolName;MotorDrivers.vXCartesianToMotors;SymbolName;WheelEncoders.vYCartesianFromMotors;SymbolName;MotorDrivers.vYCartesianToMotors;SymbolName;WheelEncoders.vthetaCartesianFromMotors;SymbolName;MotorDrivers.vThetaCartesianToMotors;SymbolName;ParameterEstimation.i1;SymbolName;Camera.cameraData.robotPosition[2].x;SymbolName;Camera.cameraData.robotPosition[2].y;SymbolName;Camera.cameraData.robotPosition[2].e;SymbolName;Camera.cameraData.robotPosition[2].theta
NetID;5.53.207.184.1.1;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1;NetID;5.53.207.184.1.1
Port;851;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851
Offset;0;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0;Offset;0
ScaleFactor;1;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1;ScaleFactor;1
BitMask;0xffffffffffffffff;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff;BitMask;0xffffffffffffffff
Unit;(None);(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None);Unit;(None)
Unit ScaleFactor;1;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1;Unit ScaleFactor;1
Unit Offset;0;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0;Unit Offset;0

16290;4686.095703125;1625.929931640625;16290;-33.6544803496949;16290;0;16290;25.566346433333326;16290;0;16290;3.0925810167135808;16290;3;16290;-453;16290;4686.095703125;16290;1625.929931640625;16290;5.1707968711853027;16290;-1.2901524305343628
16300;4686.095703125;1625.929931640625;16300;15.941595955118654;16300;0;16300;27.611654148000014;16300;0;16300;2.9429705449925923;16300;3;16300;-34;16300;4686.095703125;16300;1625.929931640625;16300;5.1707968711853027;16300;-1.2901524305343628
16310;4686.095703125;1625.929931640625;16310;34.982946679288148;16310;0;16310;14.061490538333336;16310;0;16310;2.6948822944172837;16310;3;16310;488;16310;4686.095703125;16310;1625.929931640625;16310;5.1707968711853027;16310;-1.2901524305343628
16320;4686.095703125;1625.929931640625;16320;-19.48417283403391;16320;0;16320;-18.407769431999991;16320;0;16320;2.6929884909777777;16320;3;16320;751;16320;4686.095703125;16320;1625.929931640625;16320;5.1707968711853027;16320;-1.2901524305343628
16330;4686.02734375;1621.997314453125;16330;-57.124052172508485;16330;0;16330;-8.43689432299999;16330;0;16330;2.9941032378592594;16330;3;16330;150;16330;4686.02734375;16330;1621.997314453125;16330;5.1338291168212891;16330;-1.1985224485397339
16340;4686.02734375;1621.997314453125;16340;-52.253008964000017;16340;0;16340;-25.566346433333326;16340;0;16340;3.0149350756938271;16340;3;16340;-569;16340;4686.02734375;16340;1621.997314453125;16340;5.1338291168212891;16340;-1.1985224485397339
16350;4686.02734375;1621.997314453125;16350;-5.3138653183728843;16350;0;16350;-72.608423870666641;16350;0;16350;2.9221387071580254;16350;3;16350;-566;16350;4686.02734375;16350;1621.997314453125;16350;5.1338291168212891;16350;-1.1985224485397339
16360;4686.02734375;1621.997314453125;16360;-6.1995095381017151;16360;0;16360;-62.893212226;16360;0;16360;2.7668468251185185;16360;3;16360;237;16360;4686.02734375;16360;1621.997314453125;16360;5.1338291168212891;16360;-1.1985224485397339
16370;4686.2392578125;1622.4385986328125;16370;-35.868590899016979;16370;0;16370;-2.8122981076666824;16370;0;16370;2.7573778079209874;16370;3;16370;332;16370;4686.2392578125;16370;1622.4385986328125;16370;5.43627405166626;16370;-1.0881688594818115
16380;4686.2392578125;1622.4385986328125;16380;-47.381965755491542;16380;0;16380;-0.25566346433331927;16380;0;16380;2.73654597008642;16380;3;16380;-386;16380;4686.2392578125;16380;1622.4385986328125;16380;5.43627405166626;16380;-1.0881688594818115
16390;4686.2392578125;1622.4385986328125;16390;-8.8564421972881089;16390;0;16390;-50.110039009333342;16390;0;16390;2.7138203288123455;16390;3;16390;-757;16390;4686.2392578125;16390;1622.4385986328125;16390;5.43627405166626;16390;-1.0881688594818115
16400;4686.2392578125;1622.4385986328125;16400;-11.513374856474567;16400;0;16400;-43.462788936666676;16400;0;16400;2.7914662698320991;16400;3;16400;-454;16400;4686.2392578125;16400;1622.4385986328125;16400;5.43627405166626;16400;-1.0881688594818115
16410;4681.53369140625;1622.5224609375;16410;-15.055951735389824;16410;0;16410;-3.5792885006666779;16410;0;16410;2.7687406285580245;16410;3;16410;-458;16410;4681.53369140625;16410;1622.5224609375;16410;5.1728911399841309;16410;-0.87905979156494141
16420;4681.53369140625;1622.5224609375;16420;31.440369800372892;16420;0;16420;54.456317903000013;16420;0;16420;2.7327583632074077;16420;3;16420;-995;16420;4681.53369140625;16420;1622.5224609375;16420;5.1728911399841309;16420;-0.87905979156494141
16430;4681.53369140625;1622.5224609375;16430;32.326014020101724;16430;0;16430;68.773471905666653;16430;0;16430;2.8899440486864196;16430;3;16430;-428;16430;4681.53369140625;16430;1622.5224609375;16430;5.1728911399841309;16430;-0.87905979156494141
16440;4681.53369140625;1622.5224609375;16440;-12.399019076203397;16440;0;16440;48.576058223333327;16440;0;16440;2.8312361420617282;16440;3;16440;-447;16440;4681.53369140625;16440;1622.5224609375;16440;5.1728911399841309;16440;-0.87905979156494141
16450;4682.47802734375;1620.7607421875;16450;8.85644219728814;16450;0;16450;14.828480931333331;16450;0;16450;2.7289707563283954;16450;3;16450;-588;16450;4682.47802734375;16450;1620.7607421875;16450;4.3722200393676758;16450;-0.79881137609481812
16460;4682.47802734375;1620.7607421875;16460;62.880739600745784;16460;0;16460;-11.249192430666653;16460;0;16460;2.8823688349283949;16460;3;16460;-341;16460;4682.47802734375;16460;1620.7607421875;16460;4.3722200393676758;16460;-0.79881137609481812
16470;4682.47802734375;1620.7607421875;16470;46.939143645627134;16470;0;16470;20.964404075333334;16470;0;16470;2.9505457587506174;16470;3;16470;-238;16470;4682.47802734375;16470;1620.7607421875;16470;4.3722200393676758;16470;-0.79881137609481812
16480;4682.47802734375;1620.7607421875;16480;17.270062284711866;16480;0;16480;24.79935604033335;16480;0;16480;2.8141919111061728;16480;3;16480;-781;16480;4682.47802734375;16480;1620.7607421875;16480;4.3722200393676758;16480;-0.79881137609481812
16490;4677.841796875;1613.833251953125;16490;3.0997547690508411;16490;0;16490;10.482202037666676;16490;0;16490;2.8388113558197534;16490;3;16490;-1129;16490;4677.841796875;16490;1613.833251953125;16490;10.76479434967041;16490;-0.77792388200759888
16500;4677.841796875;1613.833251953125;16500;-15.055951735389824;16500;0;16500;46.019423579999987;16500;0;16500;3.0509173410444448;16500;3;16500;-240;16500;4677.841796875;16500;1613.833251953125;16500;10.76479434967041;16500;-0.77792388200759888
16510;4677.841796875;1613.833251953125;16510;1.7712884394576283;16510;0;16510;47.553404365999974;16510;0;16510;3.0225102894518523;16510;3;16510;-222;16510;4677.841796875;16510;1613.833251953125;16510;10.76479434967041;16510;-0.77792388200759888
16520;4677.841796875;1613.833251953125;16520;21.255461273491537;16520;0;16520;0.51132692866667639;16520;0;16520;2.7706344319975309;16520;3;16520;-33;16520;4677.841796875;16520;1613.833251953125;16520;10.76479434967041;16520;-0.77792388200759888
16530;4677.9404296875;1614.240966796875;16530;8.85644219728814;16530;0;16530;-3.0679615720000015;16530;0;16530;2.5452718226962965;16530;3;16530;583;16530;4677.9404296875;16530;1614.240966796875;16530;10.526005744934082;16530;-0.68095582723617554
16540;4677.9404296875;1614.240966796875;16540;-3.9853989887796715;16540;0;16540;24.79935604033335;16540;0;16540;2.836917552380247;16540;3;16540;568;16540;4677.9404296875;16540;1614.240966796875;16540;10.526005744934082;16540;-0.68095582723617554
16550;4677.9404296875;1614.240966796875;16550;-40.296811997661031;16550;0;16550;-5.3689327510000071;16550;0;16550;3.0850058029555552;16550;3;16550;-281;16550;4677.9404296875;16550;1614.240966796875;16550;10.526005744934082;16550;-0.68095582723617554
16560;4677.9404296875;1614.240966796875;16560;-26.569326591864424;16560;0;16560;-37.83819272133335;16560;0;16560;3.0490235376049384;16560;3;16560;-790;16560;4677.9404296875;16560;1614.240966796875;16560;10.526005744934082;16560;-0.68095582723617554
16570;4677.9404296875;1614.240966796875;16570;17.270062284711866;16570;0;16570;-37.071202328333321;16570;0;16570;2.8728998177308642;16570;3;16570;-275;16570;4677.9404296875;16570;1614.240966796875;16570;10.526005744934082;16570;-0.68095582723617554
16580;4685.2216796875;1620.75927734375;16580;-5.3138653183728843;16580;0;16580;-11.249192430666673;16580;0;16580;2.7119265253728395;16580;3;16580;299;16580;4685.2216796875;16580;1620.75927734375;16580;5.7607145309448242;16580;-0.50458389520645142
16590;4685.2216796875;1620.75927734375;16590;-32.326014020101688;16590;0;16590;-3.8349519650000161;16590;0;16590;2.8407051592592594;16590;3;16590;163;16590;4685.2216796875;16590;1620.75927734375;16590;5.7607145309448242;16590;-0.50458389520645142
16600;4685.2216796875;1620.75927734375;16600;-23.469571822813549;16600;0;16600;-34.51456768500001;16600;0;16600;2.9202449037185185;16600;3;16600;-511;16600;4685.2216796875;16600;1620.75927734375;16600;5.7607145309448242;16600;-0.50458389520645142
16610;4685.2216796875;1620.75927734375;16610;-7.97079797755931;16610;0;16610;-43.462788936666676;16610;0;16610;2.8312361420617282;16610;3;16610;-638;16610;4685.2216796875;16610;1620.75927734375;16610;5.7607145309448242;16610;-0.50458389520645142
16620;4680.5888671875;1621.6339111328125;16620;7.527975867694928;16620;0;16620;-8.9482212516666859;16620;0;16620;2.82555473174321;16620;3;16620;-447;16620;4680.5888671875;16620;1621.6339111328125;16620;7.9522418975830078;16620;-0.28012537956237793
16630;4680.5888671875;1621.6339111328125;16630;0.88564421972883045;16630;0;16630;23.009711789999983;16630;0;16630;2.8634308005333335;16630;3;16630;-550;16630;4680.5888671875;16630;1621.6339111328125;16630;7.9522418975830078;16630;-0.28012537956237793
16640;4680.5888671875;1621.6339111328125;16640;15.941595955118654;16640;0;16640;65.449846869333314;16640;0;16640;2.8198733214246912;16640;3;16640;-899;16640;4680.5888671875;16640;1621.6339111328125;16640;7.9522418975830078;16640;-0.28012537956237793
16650;4680.5888671875;1621.6339111328125;16650;24.355216042542345;16650;0;16650;58.546933332333332;16650;0;16650;2.8312361420617282;16650;3;16650;-920;16650;4680.5888671875;16650;1621.6339111328125;16650;7.9522418975830078;16650;-0.28012537956237793
16660;4679.2060546875;1620.1708984375;16660;19.484172834033878;16660;0;16660;12.783173216666683;16660;0;16660;2.9013068693234572;16660;3;16660;-315;16660;4679.2060546875;16660;1620.1708984375;16660;7.2355880737304688;16660;-0.18122684955596924
16670;4679.2060546875;1620.1708984375;16670;28.340615031322017;16670;0;16670;2.0453077146666865;16670;0;16670;2.8444927661382717;16670;3;16670;-233;16670;4679.2060546875;16670;1620.1708984375;16670;7.2355880737304688;16670;-0.18122684955596924
16680;4679.2060546875;1620.1708984375;16680;24.798038152406761;16680;0;16680;14.317154002666655;16680;0;16680;2.7706344319975309;16680;3;16680;-380;16680;4679.2060546875;16680;1620.1708984375;16680;7.2355880737304688;16680;-0.18122684955596924
16690;4679.2060546875;1620.1708984375;16690;19.484172834033878;16690;0;16690;10.737865502000014;16690;0;16690;2.9770590069037044;16690;3;16690;-653;16690;4679.2060546875;16690;1620.1708984375;16690;7.2355880737304688;16690;-0.18122684955596924
16700;4679.38232421875;1619.21142578125;16700;9.2992643071525567;16700;0;16700;35.025894613666672;16700;0;16700;3.0490235376049379;16700;3;16700;-942;16700;4679.38232421875;16700;1619.21142578125;16700;6.5046272277832031;16700;-0.078098408877849579
16710;4679.38232421875;1619.21142578125;16710;-22.141105493220337;16710;0;16710;57.779942939333353;16710;0;16710;3.086899606395062;16710;3;16710;-344;16710;4679.38232421875;16710;1619.21142578125;16710;6.5046272277832031;16710;-0.078098408877849579
16720;4679.38232421875;1619.21142578125;16720;-11.5133748564746;16720;0;16720;21.475731003999993;16720;0;16720;2.8691122108518519;16720;3;16720;-192;16720;4679.38232421875;16720;1619.21142578125;16720;6.5046272277832031;16720;-0.078098408877849579
16730;4679.38232421875;1619.21142578125;16730;6.64233164796613;16730;0;16730;-2.3009711789999869;16730;0;16730;2.6589000290666669;16730;3;16730;156;16730;4679.38232421875;16730;1619.21142578125;16730;6.5046272277832031;16730;-0.078098408877849579
16740;4680.03125;1618.89208984375;16740;7.085153757830513;16740;0;16740;23.521038718666659;16740;0;16740;2.7422273804049384;16740;3;16740;648;16740;4680.03125;16740;1618.89208984375;16740;6.640723705291748;16740;0.010946692898869515
16750;4680.03125;1618.89208984375;16750;-35.425768789152528;16750;0;16750;32.724923434666664;16750;0;16750;2.9240325105975309;16750;3;16750;219;16750;4680.03125;16750;1618.89208984375;16750;6.640723705291748;16750;0.010946692898869515
16760;4680.03125;1618.89208984375;16760;-38.5255235582034;16760;0;16760;-10.482202037666676;16760;0;16760;3.0357669135283953;16760;3;16760;-481;16760;4680.03125;16760;1618.89208984375;16760;6.640723705291748;16760;0.010946692898869515
16770;4680.03125;1618.89208984375;16770;8.413620087423725;16770;0;16770;-18.66343289633333;16770;0;16770;2.9240325105975309;16770;3;16770;-509;16770;4680.03125;16770;1618.89208984375;16770;6.640723705291748;16770;0.010946692898869515
16780;4680.03125;1618.89208984375;16780;-1.7712884394576283;16780;0;16780;-58.80259679666667;16780;0;16780;2.9619085793876545;16780;3;16780;109;16780;4680.03125;16780;1618.89208984375;16780;6.640723705291748;16780;0.010946692898869515
16790;4678.2333984375;1615.088134765625;16790;-16.38441806498307;16790;0;16790;-34.514567684999996;16790;0;16790;2.9770590069037035;16790;3;16790;220;16790;4678.2333984375;16790;1615.088134765625;16790;8.84968376159668;16790;0.15481956303119659
16800;4678.2333984375;1615.088134765625;16800;-23.026749712949133;16800;0;16800;14.828480931333312;16800;0;16800;2.8028290904691362;16800;3;16800;-263;16800;4678.2333984375;16800;1615.088134765625;16800;8.84968376159668;16800;0.15481956303119659
16810;4678.2333984375;1615.088134765625;16810;-31.440369800372892;16810;0;16810;10.482202037666676;16810;0;16810;2.8274485351827159;16810;3;16810;-572;16810;4678.2333984375;16810;1615.088134765625;16810;8.84968376159668;16810;0.15481956303119659
16820;4678.2333984375;1615.088134765625;16820;-25.240860262271177;16820;0;16820;-57.012952546333338;16820;0;16820;2.8615369970938271;16820;3;16820;-522;16820;4678.2333984375;16820;1615.088134765625;16820;8.84968376159668;16820;0.15481956303119659
16830;4683.89990234375;1620.1990966796875;16830;-18.155706504440666;16830;0;16830;-56.501625617666662;16830;0;16830;2.9221387071580245;16830;3;16830;-425;16830;4683.89990234375;16830;1620.1990966796875;16830;4.9139761924743652;16830;0.35010147094726562
16840;4683.89990234375;1620.1990966796875;16840;-1.3284663295932129;16840;0;16840;23.265375254333339;16840;0;16840;2.990315630980247;16840;3;16840;-402;16840;4683.89990234375;16840;1620.1990966796875;16840;4.9139761924743652;16840;0.35010147094726562
16850;4683.89990234375;1620.1990966796875;16850;21.255461273491537;16850;0;16850;46.01942358;16850;0;16850;2.9600147759481481;16850;3;16850;-683;16850;4683.89990234375;16850;1620.1990966796875;16850;4.9139761924743652;16850;0.35010147094726562
16860;4683.89990234375;1620.1990966796875;16860;12.399019076203397;16860;0;16860;29.65696186266668;16860;0;16860;2.9581209725086421;16860;3;16860;-866;16860;4683.89990234375;16860;1620.1990966796875;16860;4.9139761924743652;16860;0.35010147094726562
16870;4678.8837890625;1617.9765625;16870;-18.155706504440666;16870;0;16870;18.152105967666653;16870;0;16870;2.8672184074123459;16870;3;16870;-694;16870;4678.8837890625;16870;1617.9765625;16870;5.1689157485961914;16870;0.43129003047943115
16880;4678.8837890625;1617.9765625;16880;-13.72748540579661;16880;0;16880;1.7896442503333294;16880;0;16880;2.82555473174321;16880;3;16880;-653;16880;4678.8837890625;16880;1617.9765625;16880;5.1689157485961914;16880;0.43129003047943115
16890;4678.8837890625;1617.9765625;16890;20.812639163627122;16890;0;16890;-5.8802596796666649;16890;0;16890;2.9959970412987658;16890;3;16890;-621;16890;4678.8837890625;16890;1617.9765625;16890;5.1689157485961914;16890;0.43129003047943115
16900;4678.8837890625;1617.9765625;16900;-3.5425768789152565;16900;0;16900;35.792885006666666;16900;0;16900;3.1058376407901238;16900;3;16900;-588;16900;4678.8837890625;16900;1617.9765625;16900;5.1689157485961914;16900;0.43129003047943115
16910;4678.8046875;1616.43212890625;16910;-51.8101868541356;16910;0;16910;53.43366404566666;16910;0;16910;3.1853773852493825;16910;3;16910;-763;16910;4678.8046875;16910;1616.43212890625;16910;5.4399585723876953;16910;0.53932756185531616
16920;4678.8046875;1616.43212890625;16920;-33.654480349694936;16920;0;16920;36.815538864;16920;0;16920;2.9770590069037035;16920;3;16920;-726;16920;4678.8046875;16920;1616.43212890625;16920;5.4399585723876953;16920;0.53932756185531616
16930;4678.8046875;1616.43212890625;16930;24.798038152406793;16930;0;16930;8.6925577873333477;16930;0;16930;2.8028290904691358;16930;3;16930;-73;16930;4678.8046875;16930;1616.43212890625;16930;5.4399585723876953;16930;0.53932756185531616
16940;4678.8046875;1616.43212890625;16940;30.997547690508476;16940;0;16940;0;16940;0;16940;2.7327583632074077;16940;3;16940;818;16940;4678.8046875;16940;1616.43212890625;16940;5.4399585723876953;16940;0.53932756185531616
16950;0;0;16950;-38.968345668067819;16950;0;16950;24.543692576000012;16950;0;16950;2.7441211838444444;16950;3;16950;621;16950;0;16950;0;16950;0;16950;0
16960;0;0;16960;-61.995095381016988;16960;0;16960;24.543692575999994;16960;0;16960;3.0225102894518523;16960;3;16960;-373;16960;0;16960;0;16960;0;16960;0
16970;0;0;16970;-31.440369800372892;16970;0;16970;-17.129452110333357;16970;0;16970;3.0092536653753088;16970;3;16970;-866;16970;0;16970;0;16970;0;16970;0
16980;0;0;16980;9.2992643071525229;16980;0;16980;-80.533991265;16980;0;16980;2.95433336562963;16980;3;16980;-288;16980;0;16980;0;16980;0;16980;0
16990;4677.4716796875;1615.363525390625;16990;7.527975867694928;16990;0;16990;-44.229779329666655;16990;0;16990;2.933501527795062;16990;3;16990;399;16990;4677.4716796875;16990;1615.363525390625;16990;5.9711060523986816;16990;0.840487539768219
17000;4677.4716796875;1615.363525390625;17000;-37.197057228610156;17000;0;17000;-9.203884715999985;17000;0;17000;2.8975192624444444;17000;3;17000;265;17000;4677.4716796875;17000;1615.363525390625;17000;5.9711060523986816;17000;0.840487539768219
17010;4677.4716796875;1615.363525390625;17010;-26.569326591864424;17010;0;17010;-7.6699039300000136;17010;0;17010;2.9202449037185185;17010;3;17010;-494;17010;4677.4716796875;17010;1615.363525390625;17010;5.9711060523986816;17010;0.840487539768219
17020;4677.4716796875;1615.363525390625;17020;0;17020;0;17020;-38.349519650000012;17020;0;17020;2.8407051592592594;17020;3;17020;-674;17020;4677.4716796875;17020;1615.363525390625;17020;5.9711060523986816;17020;0.840487539768219
17030;4677.4716796875;1615.363525390625;17030;-14.170307515660992;17030;0;17030;-51.64401979533335;17030;0;17030;2.8160857145456788;17030;3;17030;-300;17030;4677.4716796875;17030;1615.363525390625;17030;5.9711060523986816;17030;0.840487539768219
17040;4678.990234375;1616.8638916015625;17040;-19.48417283403391;17040;0;17040;-19.941750218000021;17040;0;17040;2.8975192624444444;17040;3;17040;-249;17040;4678.990234375;17040;1616.8638916015625;17040;4.2055416107177734;17040;0.95525068044662476
17050;4678.990234375;1616.8638916015625;17050;7.527975867694928;17050;0;17050;9.4595481803333232;17050;0;17050;2.9562271690691357;17050;3;17050;-677;17050;4678.990234375;17050;1616.8638916015625;17050;4.2055416107177734;17050;0.95525068044662476
17060;4678.990234375;1616.8638916015625;17060;31.440369800372892;17060;0;17060;55.990298689000007;17060;0;17060;2.9827404172222223;17060;3;17060;-859;17060;4678.990234375;17060;1616.8638916015625;17060;4.2055416107177734;17060;0.95525068044662476
17070;4678.990234375;1616.8638916015625;17070;18.155706504440698;17070;0;17070;51.38835633099999;17070;0;17070;2.9145634934000006;17070;3;17070;-619;17070;4678.990234375;17070;1616.8638916015625;17070;4.2055416107177734;17070;0.95525068044662476
17080;4674.9873046875;1607.202392578125;17080;3.9853989887796715;17080;0;17080;14.061490538333336;17080;0;17080;2.7687406285580245;17080;3;17080;-466;17080;4674.9873046875;17080;1607.202392578125;17080;12.271387100219727;17080;1.0667555332183838
17090;4674.9873046875;1607.202392578125;17090;25.683682372135593;17090;0;17090;-1.5339807860000103;17090;0;17090;2.8236609283037035;17090;3;17090;-318;17090;4674.9873046875;17090;1607.202392578125;17090;12.271387100219727;17090;1.0667555332183838
17100;4674.9873046875;1607.202392578125;17100;17.712884394576282;17100;0;17100;12.271846288000006;17100;0;17100;3.0509173410444448;17100;3;17100;-335;17100;4674.9873046875;17100;1607.202392578125;17100;12.271387100219727;17100;1.0667555332183838
17110;4674.9873046875;1607.202392578125;17110;-10.184908526881355;17110;0;17110;48.320394758999974;17110;0;17110;3.18158977837037;17110;3;17110;-700;17110;4674.9873046875;17110;1607.202392578125;17110;12.271387100219727;17110;1.0667555332183838
17120;4677.828125;1604.4044189453125;17120;-7.08515375783048;17120;0;17120;31.190942648666674;17120;0;17120;3.0660677685604938;17120;3;17120;-882;17120;4677.828125;17120;1604.4044189453125;17120;9.9827041625976562;17120;1.2767096757888794
17130;4677.828125;1604.4044189453125;17130;2.6569326591864257;17130;0;17130;25.566346433333326;17130;0;17130;2.8710060142913583;17130;3;17130;-361;17130;4677.828125;17130;1604.4044189453125;17130;9.9827041625976562;17130;1.2767096757888794
17140;4677.828125;1604.4044189453125;17140;10.184908526881387;17140;0;17140;9.4595481803333428;17140;0;17140;2.7687406285580245;17140;3;17140;348;17140;4677.828125;17140;1604.4044189453125;17140;9.9827041625976562;17140;1.2767096757888794
17150;4677.828125;1604.4044189453125;17150;5.3138653183728843;17150;0;17150;16.873788645999998;17150;0;17150;2.7895724663925927;17150;3;17150;477;17150;4677.828125;17150;1604.4044189453125;17150;9.9827041625976562;17150;1.2767096757888794
17160;4681.5576171875;1612.124755859375;17160;-26.126504482000009;17160;0;17160;35.537221542333349;17160;0;17160;2.780103449195062;17160;3;17160;111;17160;4681.5576171875;17160;1612.124755859375;17160;6.2771449089050293;17160;1.3671815395355225
17170;4681.5576171875;1612.124755859375;17170;-23.469571822813581;17170;0;17170;-18.152105967666653;17170;0;17170;3.0528111444839507;17170;3;17170;-295;17170;4681.5576171875;17170;1612.124755859375;17170;6.2771449089050293;17170;1.3671815395355225
17180;4681.5576171875;1612.124755859375;17180;-11.070552746610151;17180;0;17180;-51.899683259666666;17180;0;17180;3.1039438373506174;17180;3;17180;-338;17180;4681.5576171875;17180;1612.124755859375;17180;6.2771449089050293;17180;1.3671815395355225
17190;4681.5576171875;1612.124755859375;17190;-9.7420864170169388;17190;0;17190;-6.6472500726666413;17190;0;17190;2.9107758865209874;17190;3;17190;53;17190;4681.5576171875;17190;1612.124755859375;17190;6.2771449089050293;17190;1.3671815395355225
17200;4679.7939453125;1609.542724609375;17200;9.2992643071525229;17200;0;17200;-15.08414439566665;17200;0;17200;2.8482803730172841;17200;3;17200;327;17200;4679.7939453125;17200;1609.542724609375;17200;6.0823640823364258;17200;1.4689691066741943
17210;4679.7939453125;1609.542724609375;17210;15.941595955118654;17210;0;17210;-35.28155807800001;17210;0;17210;2.7838910560740744;17210;3;17210;292;17210;4679.7939453125;17210;1609.542724609375;17210;6.0823640823364258;17210;1.4689691066741943
17220;4679.7939453125;1609.542724609375;17220;-2.2141105493220437;17220;0;17220;-6.902913536999999;17220;0;17220;2.7838910560740744;17220;3;17220;102;17220;4679.7939453125;17220;1609.542724609375;17220;6.0823640823364258;17220;1.4689691066741943
17230;4679.7939453125;1609.542724609375;17230;-37.197057228610156;17230;0;17230;-13.294500145333322;17230;0;17230;2.9126696899604942;17230;3;17230;-370;17230;4679.7939453125;17230;1609.542724609375;17230;6.0823640823364258;17230;1.4689691066741943
17240;4682.04248046875;1611.923828125;17240;-29.226259251050848;17240;0;17240;-54.71198136733333;17240;0;17240;2.9126696899604942;17240;3;17240;-814;17240;4682.04248046875;17240;1611.923828125;17240;7.7366361618041992;17240;1.6830987930297852
17250;4682.04248046875;1611.923828125;17250;28.783437141186432;17250;0;17250;-40.139163900333322;17250;0;17250;2.7592716113604934;17250;3;17250;-546;17250;4682.04248046875;17250;1611.923828125;17250;7.7366361618041992;17250;1.6830987930297852
17260;4682.04248046875;1611.923828125;17260;19.926994943898293;17260;0;17260;26.33333682633334;17260;0;17260;2.780103449195062;17260;3;17260;-171;17260;4682.04248046875;17260;1611.923828125;17260;7.7366361618041992;17260;1.6830987930297852
17270;4682.04248046875;1611.923828125;17270;21.255461273491537;17270;0;17270;65.449846869333328;17270;0;17270;2.797147680150617;17270;3;17270;-468;17270;4682.04248046875;17270;1611.923828125;17270;7.7366361618041992;17270;1.6830987930297852
17280;4682.04248046875;1611.923828125;17280;42.510922546983075;17280;0;17280;53.68932751;17280;0;17280;2.6645814393851852;17280;3;17280;-1072;17280;4682.04248046875;17280;1611.923828125;17280;7.7366361618041992;17280;1.6830987930297852
17290;4682.9912109375;1611.4017333984375;17290;38.968345668067791;17290;0;17290;11.249192430666673;17290;0;17290;2.7195017391308642;17290;3;17290;-255;17290;4682.9912109375;17290;1611.4017333984375;17290;5.1043491363525391;17290;1.7826077938079834
17300;4682.9912109375;1611.4017333984375;17300;17.712884394576282;17300;0;17300;7.1585770013333176;17300;0;17300;2.8710060142913583;17300;3;17300;-246;17300;4682.9912109375;17300;1611.4017333984375;17300;5.1043491363525391;17300;1.7826077938079834
17310;4682.9912109375;1611.4017333984375;17310;-13.284663295932228;17310;0;17310;30.168288791333321;17310;0;17310;2.9335015277950616;17310;3;17310;-658;17310;4682.9912109375;17310;1611.4017333984375;17310;5.1043491363525391;17310;1.7826077938079834
17320;4682.9912109375;1611.4017333984375;17320;-18.155706504440698;17320;0;17320;33.491913827666657;17320;0;17320;3.0490235376049384;17320;3;17320;-887;17320;4682.9912109375;17320;1611.4017333984375;17320;5.1043491363525391;17320;1.7826077938079834
17330;4684.5439453125;1612.3763427734375;17330;17.712884394576282;17330;0;17330;48.576058223333348;17330;0;17330;2.9505457587506174;17330;3;17330;-753;17330;4684.5439453125;17330;1612.3763427734375;17330;4.9475851058959961;17330;1.8800182342529297
17340;4684.5439453125;1612.3763427734375;17340;23.912393932677965;17340;0;17340;48.064731294666672;17340;0;17340;2.85017417645679;17340;3;17340;-106;17340;4684.5439453125;17340;1612.3763427734375;17340;4.9475851058959961;17340;1.8800182342529297
