Name;MeasurementsNew;
File;E:\hawino\Matlab\Reglertuning\tuning1_3.csv;
Starttime of export;133271624926263000;Freitag, 28. April 2023;15:34:52.626
Endtime of export;133271625050003000;Freitag, 28. April 2023;15:35:05.000


Name;xCam, yCam X;xCam, yCam Y;xObs, yObs X;xObs, yObs Y;xRef, yRef X;xRef, yRef Y;xKalman, yKalman X;xKalman, yKalman Y;xAdaptKalman, yAdaptKalman X;xAdaptKalman, yAdaptKalman Y;xObs;xRef;xCam;xKalman;xAdaptKalman;yObs;yRef;yCam;yKalman;yAdaptKalman;thetaObs;thetaCam;thetaKalman;thetaRef;thetaAdaptKalman;vX;vXRef;vXContr;vY;vYRef;vYContr;vTheta;vThetaRef;vThetaContr;accuracyTheta;accuracyXY;arcLengthSlow;Name;FeedForwardLinearization;Name;kObsDelayedCycles;maxAcc;maxRadius;maxRotAcc;maxRotVel;maxSlowVel;maxVel;samplingTime;sObsDelayedCycles;thetaDZ;vrot_max;vtrans_max;controllerKX;controllerKY;controllerKTheta;newCamDataArrived;bumper;enableGW2Dummy;state (Controller);yBoArrivedAtDestination;enableRobot (1);i1;i2;i3;enableRobot;K[0,0]
24;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;116;0;24;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-5;0;4;0;4
26;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;126;0;26;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-5;0;2;0;4
28;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;136;0;28;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-7;2;2;0;4
30;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;146;0;30;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-7;2;2;0;4
32;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;156;0;32;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-7;2;2;0;4
34;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;166;0;34;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-7;2;2;0;4
36;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;176;0;36;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-7;2;2;0;4
38;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;186;0;38;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-6;1;2;0;4
40;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;196;0;40;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-6;1;2;0;4
42;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;206;0;42;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-6;1;2;0;4
44;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;216;0;44;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-6;1;-2;0;4
46;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;226;0;46;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-6;1;0;0;4
48;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;236;0;48;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;0;0;0;0;4
50;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;246;0;50;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;0;0;0;0;4
52;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;256;0;52;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;0;0;2;0;4
54;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;266;0;54;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;0;0;2;0;4
56;2487.5205078125;2939.85888671875;2482.5982817273848;2939.8265045098829;3235;2941;2487.5204138215181;2939.858935149407;2487.70458984375;2938.80908203125;2482.5982817273848;3235;2487.5205078125;2487.5204138215181;2487.70458984375;2939.8265045098829;2941;2939.85888671875;2939.858935149407;2938.80908203125;-3.0841146147830667;-3.0660595893859863;-3.0682018823030814;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;276;0;56;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;0;0;5;0;4
58;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;286;0;58;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;1;0;0;4;0;0;-3;0;2;0;4
60;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;296;0;60;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-3;0;-1;0;4
62;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;306;0;62;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-3;0;-6;0;4
64;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;316;0;64;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-3;0;7;0;4
66;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;326;0;66;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-3;0;2;0;4
68;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;336;0;68;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-3;0;2;0;4
70;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;346;0;70;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-3;0;2;0;4
72;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;356;0;72;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-3;0;-2;0;4
74;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;366;0;74;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-3;0;0;0;4
76;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;376;0;76;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-3;0;0;0;4
78;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;386;0;78;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-5;0;-4;0;4
80;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;396;0;80;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-5;0;0;0;4
82;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;406;0;82;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-5;0;-5;0;4
84;2503.6337890625;2938.21142578125;2483.3555599914489;2939.7683616756522;3235;2941;2503.633685488222;2938.2114984107798;2487.70458984375;2938.80908203125;2483.3555599914489;3235;2503.6337890625;2503.633685488222;2487.70458984375;2939.7683616756522;2941;2938.21142578125;2938.2114984107798;2938.80908203125;-3.0848947276340306;-3.1057844161987305;-3.1092421594560817;-6.2831853071795862;-3.1177077293395996;0;0;0;0;0;0;0;0;0;0.01;2;0.2;416;0;84;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;4;0;0;0;4;0;0;-5;0;0;0;4
