Name;MeasurementsNew;
File;E:\hawino\Matlab\Reglertuning\tuning1_5.csv;
Starttime of export;133271629787172000;Freitag, 28. April 2023;15:42:58.717
Endtime of export;133271629905012000;Freitag, 28. April 2023;15:43:10.501


Name;xCam, yCam X;xCam, yCam Y;xObs, yObs X;xObs, yObs Y;xRef, yRef X;xRef, yRef Y;xKalman, yKalman X;xKalman, yKalman Y;xAdaptKalman, yAdaptKalman X;xAdaptKalman, yAdaptKalman Y;xObs;xRef;xCam;xKalman;xAdaptKalman;yObs;yRef;yCam;yKalman;yAdaptKalman;thetaObs;thetaCam;thetaKalman;thetaRef;thetaAdaptKalman;vX;vXRef;vXContr;vY;vYRef;vYContr;vTheta;vThetaRef;vThetaContr;accuracyTheta;accuracyXY;arcLengthSlow;Name;FeedForwardLinearization;Name;kObsDelayedCycles;maxAcc;maxRadius;maxRotAcc;maxRotVel;maxSlowVel;maxVel;samplingTime;sObsDelayedCycles;thetaDZ;vrot_max;vtrans_max;controllerKX;controllerKY;controllerKTheta;newCamDataArrived;bumper;enableGW2Dummy;state (Controller);yBoArrivedAtDestination;enableRobot (1);i1;i2;i3;enableRobot;K[0,0]

0;2486.33837890625;2935.140625;2487.2257470274635;2934.922441714778;3235;2941;2486.3384134380044;2935.1406016743022;2486.36083984375;2935.134765625;2487.2257470274635;3235;2486.33837890625;2486.3384134380044;2486.36083984375;2934.922441714778;2941;2935.140625;2935.1406016743022;2935.134765625;-3.1401976727781853;-3.1345925331115723;-3.133490366972687;-6.2831853071795862;-3.1349442005157471;0;0;0;0;0;0;0;0;0;0.01;2;0.2;-4;0;0;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;1;0;0;0;4
2;2486.33837890625;2935.140625;2487.2257470274635;2934.922441714778;3235;2941;2486.3384134380044;2935.1406016743022;2486.36083984375;2935.134765625;2487.2257470274635;3235;2486.33837890625;2486.3384134380044;2486.36083984375;2934.922441714778;2941;2935.140625;2935.1406016743022;2935.134765625;-3.1401976727781853;-3.1345925331115723;-3.133490366972687;-6.2831853071795862;-3.1349442005157471;0;0;0;0;0;0;0;0;0;0.01;2;0.2;6;0;2;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;1;0;-2;0;4
4;2486.33837890625;2935.140625;2487.2257470274635;2934.922441714778;3235;2941;2486.3384134380044;2935.1406016743022;2486.36083984375;2935.134765625;2487.2257470274635;3235;2486.33837890625;2486.3384134380044;2486.36083984375;2934.922441714778;2941;2935.140625;2935.1406016743022;2935.134765625;-3.1401976727781853;-3.1345925331115723;-3.133490366972687;-6.2831853071795862;-3.1349442005157471;0;0;0;0;0;0;0;0;0;0.01;2;0.2;16;0;4;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;1;0;-6;0;4
6;2486.33837890625;2935.140625;2487.2257470274635;2934.922441714778;3235;2941;2486.3384134380044;2935.1406016743022;2486.36083984375;2935.134765625;2487.2257470274635;3235;2486.33837890625;2486.3384134380044;2486.36083984375;2934.922441714778;2941;2935.140625;2935.1406016743022;2935.134765625;-3.1401976727781853;-3.1345925331115723;-3.133490366972687;-6.2831853071795862;-3.1349442005157471;0;0;0;0;0;0;0;0;0;0.01;2;0.2;26;0;6;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;1;0;-3;0;4
8;2486.33837890625;2935.140625;2487.2257470274635;2934.922441714778;3235;2941;2486.3384134380044;2935.1406016743022;2486.36083984375;2935.134765625;2487.2257470274635;3235;2486.33837890625;2486.3384134380044;2486.36083984375;2934.922441714778;2941;2935.140625;2935.1406016743022;2935.134765625;-3.1401976727781853;-3.1345925331115723;-3.133490366972687;-6.2831853071795862;-3.1349442005157471;0;0;0;0;0;0;0;0;0;0.01;2;0.2;36;0;8;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-8;3;0;0;4
10;2486.33837890625;2935.140625;2487.2257470274635;2934.922441714778;3235;2941;2486.3384134380044;2935.1406016743022;2486.36083984375;2935.134765625;2487.2257470274635;3235;2486.33837890625;2486.3384134380044;2486.36083984375;2934.922441714778;2941;2935.140625;2935.1406016743022;2935.134765625;-3.1401976727781853;-3.1345925331115723;-3.133490366972687;-6.2831853071795862;-3.1349442005157471;0;0;0;0;0;0;0;0;0;0.01;2;0.2;46;0;10;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-8;3;0;0;4
12;2486.33837890625;2935.140625;2487.2257470274635;2934.922441714778;3235;2941;2486.3384134380044;2935.1406016743022;2486.36083984375;2935.134765625;2487.2257470274635;3235;2486.33837890625;2486.3384134380044;2486.36083984375;2934.922441714778;2941;2935.140625;2935.1406016743022;2935.134765625;-3.1401976727781853;-3.1345925331115723;-3.133490366972687;-6.2831853071795862;-3.1349442005157471;0;0;0;0;0;0;0;0;0;0.01;2;0.2;56;0;12;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-8;3;-1;0;4
14;2486.33837890625;2935.140625;2487.2257470274635;2934.922441714778;3235;2941;2486.3384134380044;2935.1406016743022;2486.36083984375;2935.134765625;2487.2257470274635;3235;2486.33837890625;2486.3384134380044;2486.36083984375;2934.922441714778;2941;2935.140625;2935.1406016743022;2935.134765625;-3.1401976727781853;-3.1345925331115723;-3.133490366972687;-6.2831853071795862;-3.1349442005157471;0;0;0;0;0;0;0;0;0;0.01;2;0.2;66;0;14;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-8;3;-4;0;4
16;2486.33837890625;2935.140625;2487.2257470274635;2934.922441714778;3235;2941;2486.3384134380044;2935.1406016743022;2486.36083984375;2935.134765625;2487.2257470274635;3235;2486.33837890625;2486.3384134380044;2486.36083984375;2934.922441714778;2941;2935.140625;2935.1406016743022;2935.134765625;-3.1401976727781853;-3.1345925331115723;-3.133490366972687;-6.2831853071795862;-3.1349442005157471;0;0;0;0;0;0;0;0;0;0.01;2;0.2;76;0;16;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-8;3;0;0;4
