SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVYfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVXfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVThetafromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[2];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[1];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[0];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstY;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstX;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstTheta;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutDebugCase
NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1
Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350

6320;0;6320;0;6320;0;6320;-0.055300135165452957;6320;1617.9276123046875;6320;3776.077880859375;6320;1617.9276123046875;6320;3776.077880859375;6320;-0.055300135165452957;6320;1
6330;0;6330;0;6330;0;6330;-0.055300135165452957;6330;1617.9276123046875;6330;3776.077880859375;6330;1617.9276123046875;6330;3776.077880859375;6330;-0.055300135165452957;6330;1
6340;0;6340;0;6340;0;6340;-0.056910905987024307;6340;1617.8245849609375;6340;3775.98095703125;6340;1617.9276123046875;6340;3776.077880859375;6340;-0.055300135165452957;6340;1
6350;0;6350;0;6350;0;6350;-0.056910905987024307;6350;1617.8245849609375;6350;3775.98095703125;6350;1617.8245849609375;6350;3775.98095703125;6350;-0.056910905987024307;6350;1
6360;0;6360;0;6360;0;6360;-0.056910905987024307;6360;1617.8245849609375;6360;3775.98095703125;6360;1617.8245849609375;6360;3775.98095703125;6360;-0.056910905987024307;6360;1
6370;0;6370;0;6370;0;6370;-0.056910905987024307;6370;1617.8245849609375;6370;3775.98095703125;6370;1617.8245849609375;6370;3775.98095703125;6370;-0.056910905987024307;6370;1
6380;0;6380;0;6380;0;6380;-0.056910905987024307;6380;1617.8245849609375;6380;3775.98095703125;6380;1617.8245849609375;6380;3775.98095703125;6380;-0.056910905987024307;6380;1
6390;0;6390;0;6390;0;6390;-0.056910905987024307;6390;1617.8245849609375;6390;3775.98095703125;6390;1617.8245849609375;6390;3775.98095703125;6390;-0.056910905987024307;6390;1
6400;0;6400;0;6400;0;6400;-0.05577850341796875;6400;1617.8865966796875;6400;3776.057373046875;6400;1617.8245849609375;6400;3775.98095703125;6400;-0.056910905987024307;6400;1
6410;0;6410;0;6410;0;6410;-0.05577850341796875;6410;1617.8865966796875;6410;3776.057373046875;6410;1617.8865966796875;6410;3776.057373046875;6410;-0.05577850341796875;6410;1
6420;0;6420;0;6420;0;6420;-0.05577850341796875;6420;1617.8865966796875;6420;3776.057373046875;6420;1617.8865966796875;6420;3776.057373046875;6420;-0.05577850341796875;6420;1
6430;0;6430;0;6430;0;6430;-0.05577850341796875;6430;1617.8865966796875;6430;3776.057373046875;6430;1617.8865966796875;6430;3776.057373046875;6430;-0.05577850341796875;6430;1
6440;0;6440;0;6440;0;6440;-0.05577850341796875;6440;1617.8865966796875;6440;3776.057373046875;6440;1617.8865966796875;6440;3776.057373046875;6440;-0.05577850341796875;6440;1
6450;0;6450;0;6450;0;6450;-0.056805793195962906;6450;1617.9150390625;6450;3776.092529296875;6450;1617.8865966796875;6450;3776.057373046875;6450;-0.05577850341796875;6450;1
6460;0;6460;0;6460;0;6460;-0.056805793195962906;6460;1617.9150390625;6460;3776.092529296875;6460;1617.9150390625;6460;3776.092529296875;6460;-0.056805793195962906;6460;1
6470;0;6470;0;6470;0;6470;-0.056805793195962906;6470;1617.9150390625;6470;3776.092529296875;6470;1617.9150390625;6470;3776.092529296875;6470;-0.056805793195962906;6470;1
6480;0;6480;0;6480;0;6480;-0.056805793195962906;6480;1617.9150390625;6480;3776.092529296875;6480;1617.9150390625;6480;3776.092529296875;6480;-0.056805793195962906;6480;1
6490;0;6490;0;6490;0;6490;-0.056805793195962906;6490;1617.9150390625;6490;3776.092529296875;6490;1617.9150390625;6490;3776.092529296875;6490;-0.056805793195962906;6490;1
6500;0;6500;0;6500;0;6500;-0.056805793195962906;6500;1617.9150390625;6500;3776.092529296875;6500;1617.9150390625;6500;3776.092529296875;6500;-0.056805793195962906;6500;1
6510;0;6510;0;6510;0;6510;-0.056153584271669388;6510;1617.92236328125;6510;3775.9638671875;6510;1617.9150390625;6510;3776.092529296875;6510;-0.056805793195962906;6510;1
6520;0;6520;0;6520;0;6520;-0.056153584271669388;6520;1617.92236328125;6520;3775.9638671875;6520;1617.92236328125;6520;3775.9638671875;6520;-0.056153584271669388;6520;1
6530;0;6530;0;6530;0;6530;-0.056153584271669388;6530;1617.92236328125;6530;3775.9638671875;6530;1617.92236328125;6530;3775.9638671875;6530;-0.056153584271669388;6530;1
6540;0;6540;0;6540;0;6540;-0.056153584271669388;6540;1617.92236328125;6540;3775.9638671875;6540;1617.92236328125;6540;3775.9638671875;6540;-0.056153584271669388;6540;1
6550;0;6550;0;6550;0;6550;-0.056153584271669388;6550;1617.92236328125;6550;3775.9638671875;6550;1617.92236328125;6550;3775.9638671875;6550;-0.056153584271669388;6550;1
6560;0;6560;0;6560;0;6560;-0.056283596903085709;6560;1617.776123046875;6560;3776.159912109375;6560;1617.92236328125;6560;3775.9638671875;6560;-0.056153584271669388;6560;1
6570;0;6570;0;6570;0;6570;-0.056283596903085709;6570;1617.776123046875;6570;3776.159912109375;6570;1617.776123046875;6570;3776.159912109375;6570;-0.056283596903085709;6570;1
6580;0;6580;0;6580;0;6580;-0.056283596903085709;6580;1617.776123046875;6580;3776.159912109375;6580;1617.776123046875;6580;3776.159912109375;6580;-0.056283596903085709;6580;1
6590;0;6590;0;6590;0;6590;-0.056283596903085709;6590;1617.776123046875;6590;3776.159912109375;6590;1617.776123046875;6590;3776.159912109375;6590;-0.056283596903085709;6590;1
6600;0;6600;0;6600;0;6600;-0.056283596903085709;6600;1617.776123046875;6600;3776.159912109375;6600;1617.776123046875;6600;3776.159912109375;6600;-0.056283596903085709;6600;1
6610;0;6610;0;6610;0;6610;-0.056283596903085709;6610;1617.776123046875;6610;3776.159912109375;6610;1617.776123046875;6610;3776.159912109375;6610;-0.056283596903085709;6610;1
6620;0;6620;0;6620;0;6620;-0.054611999541521072;6620;1617.9481201171875;6620;3776.04736328125;6620;1617.776123046875;6620;3776.159912109375;6620;-0.056283596903085709;6620;1
6630;0;6630;0;6630;0;6630;-0.054611999541521072;6630;1617.9481201171875;6630;3776.04736328125;6630;1617.9481201171875;6630;3776.04736328125;6630;-0.054611999541521072;6630;1
6640;0;6640;0;6640;0;6640;-0.054611999541521072;6640;1617.9481201171875;6640;3776.04736328125;6640;1617.9481201171875;6640;3776.04736328125;6640;-0.054611999541521072;6640;1
6650;0;6650;0;6650;0;6650;-0.054611999541521072;6650;1617.9481201171875;6650;3776.04736328125;6650;1617.9481201171875;6650;3776.04736328125;6650;-0.054611999541521072;6650;1
6660;0;6660;0;6660;0;6660;-0.057627059519290924;6660;1617.744384765625;6660;3776.04931640625;6660;1617.9481201171875;6660;3776.04736328125;6660;-0.054611999541521072;6660;1
6670;0;6670;0;6670;0;6670;-0.057627059519290924;6670;1617.744384765625;6670;3776.04931640625;6670;1617.744384765625;6670;3776.04931640625;6670;-0.057627059519290924;6670;1
6680;0;6680;0;6680;0;6680;-0.057627059519290924;6680;1617.744384765625;6680;3776.04931640625;6680;1617.744384765625;6680;3776.04931640625;6680;-0.057627059519290924;6680;1
6690;0;6690;0;6690;0;6690;-0.057627059519290924;6690;1617.744384765625;6690;3776.04931640625;6690;1617.744384765625;6690;3776.04931640625;6690;-0.057627059519290924;6690;1
6700;0;6700;0;6700;0;6700;-0.057627059519290924;6700;1617.744384765625;6700;3776.04931640625;6700;1617.744384765625;6700;3776.04931640625;6700;-0.057627059519290924;6700;1
6710;0;6710;0;6710;0;6710;-0.057627059519290924;6710;1617.744384765625;6710;3776.04931640625;6710;1617.744384765625;6710;3776.04931640625;6710;-0.057627059519290924;6710;1
6720;0;6720;0;6720;0;6720;-0.057582177221775055;6720;1617.727294921875;6720;3775.98876953125;6720;1617.744384765625;6720;3776.04931640625;6720;-0.057627059519290924;6720;1
6730;0;6730;0;6730;0;6730;-0.057582177221775055;6730;1617.727294921875;6730;3775.98876953125;6730;1617.727294921875;6730;3775.98876953125;6730;-0.057582177221775055;6730;1
6740;0;6740;0;6740;0;6740;-0.057582177221775055;6740;1617.727294921875;6740;3775.98876953125;6740;1617.727294921875;6740;3775.98876953125;6740;-0.057582177221775055;6740;1
6750;0;6750;0;6750;0;6750;-0.057582177221775055;6750;1617.727294921875;6750;3775.98876953125;6750;1617.727294921875;6750;3775.98876953125;6750;-0.057582177221775055;6750;1
6760;0;6760;0;6760;0;6760;-0.057582177221775055;6760;1617.727294921875;6760;3775.98876953125;6760;1617.727294921875;6760;3775.98876953125;6760;-0.057582177221775055;6760;1
6770;0;6770;0;6770;0;6770;-0.056376188993453979;6770;1617.78955078125;6770;3776.0224609375;6770;1617.727294921875;6770;3775.98876953125;6770;-0.057582177221775055;6770;1
6780;0;6780;0;6780;0;6780;-0.056376188993453979;6780;1617.78955078125;6780;3776.0224609375;6780;1617.78955078125;6780;3776.0224609375;6780;-0.056376188993453979;6780;1
6790;0;6790;0;6790;0;6790;-0.056376188993453979;6790;1617.78955078125;6790;3776.0224609375;6790;1617.78955078125;6790;3776.0224609375;6790;-0.056376188993453979;6790;1
6800;0;6800;0;6800;0;6800;-0.056376188993453979;6800;1617.78955078125;6800;3776.0224609375;6800;1617.78955078125;6800;3776.0224609375;6800;-0.056376188993453979;6800;1
6810;0;6810;0;6810;0;6810;-0.056376188993453979;6810;1617.78955078125;6810;3776.0224609375;6810;1617.78955078125;6810;3776.0224609375;6810;-0.056376188993453979;6810;1
6820;0;6820;0;6820;0;6820;-0.056376188993453979;6820;1617.78955078125;6820;3776.0224609375;6820;1617.78955078125;6820;3776.0224609375;6820;-0.056376188993453979;6820;1
6830;0;6830;0;6830;0;6830;-0.055908296257257462;6830;1617.899169921875;6830;3776.005615234375;6830;1617.78955078125;6830;3776.0224609375;6830;-0.056376188993453979;6830;1
6840;0;6840;0;6840;0;6840;-0.055908296257257462;6840;1617.899169921875;6840;3776.005615234375;6840;1617.899169921875;6840;3776.005615234375;6840;-0.055908296257257462;6840;1
6850;0;6850;0;6850;0;6850;-0.055908296257257462;6850;1617.899169921875;6850;3776.005615234375;6850;1617.899169921875;6850;3776.005615234375;6850;-0.055908296257257462;6850;1
6860;0;6860;0;6860;0;6860;-0.055908296257257462;6860;1617.899169921875;6860;3776.005615234375;6860;1617.899169921875;6860;3776.005615234375;6860;-0.055908296257257462;6860;1
6870;0;6870;0;6870;0;6870;-0.055908296257257462;6870;1617.899169921875;6870;3776.005615234375;6870;1617.899169921875;6870;3776.005615234375;6870;-0.055908296257257462;6870;1
6880;0;6880;0;6880;0;6880;-0.055993195623159409;6880;1617.8614501953125;6880;3776.13330078125;6880;1617.899169921875;6880;3776.005615234375;6880;-0.055908296257257462;6880;1
6890;0;6890;0;6890;0;6890;-0.055993195623159409;6890;1617.8614501953125;6890;3776.13330078125;6890;1617.8614501953125;6890;3776.13330078125;6890;-0.055993195623159409;6890;1
6900;0;6900;0;6900;0;6900;-0.055993195623159409;6900;1617.8614501953125;6900;3776.13330078125;6900;1617.8614501953125;6900;3776.13330078125;6900;-0.055993195623159409;6900;1
6910;0;6910;0;6910;0;6910;-0.055993195623159409;6910;1617.8614501953125;6910;3776.13330078125;6910;1617.8614501953125;6910;3776.13330078125;6910;-0.055993195623159409;6910;1
6920;0;6920;0;6920;0;6920;-0.055993195623159409;6920;1617.8614501953125;6920;3776.13330078125;6920;1617.8614501953125;6920;3776.13330078125;6920;-0.055993195623159409;6920;1
6930;0;6930;0;6930;0;6930;-0.055993195623159409;6930;1617.8614501953125;6930;3776.13330078125;6930;1617.8614501953125;6930;3776.13330078125;6930;-0.055993195623159409;6930;1
6940;0;6940;0;6940;0;6940;-0.057117737829685211;6940;1617.722412109375;6940;3775.939697265625;6940;1617.8614501953125;6940;3776.13330078125;6940;-0.055993195623159409;6940;1
6950;0;6950;0;6950;0;6950;-0.057117737829685211;6950;1617.722412109375;6950;3775.939697265625;6950;1617.722412109375;6950;3775.939697265625;6950;-0.057117737829685211;6950;1
6960;0;6960;0;6960;0;6960;-0.057117737829685211;6960;1617.722412109375;6960;3775.939697265625;6960;1617.722412109375;6960;3775.939697265625;6960;-0.057117737829685211;6960;1
6970;0;6970;0;6970;0;6970;-0.057117737829685211;6970;1617.722412109375;6970;3775.939697265625;6970;1617.722412109375;6970;3775.939697265625;6970;-0.057117737829685211;6970;1
6980;0;6980;0;6980;0;6980;-0.057117737829685211;6980;1617.722412109375;6980;3775.939697265625;6980;1617.722412109375;6980;3775.939697265625;6980;-0.057117737829685211;6980;1
6990;0;6990;0;6990;0;6990;-0.057117737829685211;6990;1617.722412109375;6990;3775.939697265625;6990;1617.722412109375;6990;3775.939697265625;6990;-0.057117737829685211;6990;1
7000;0;7000;0;7000;0;7000;-0.058005526661872864;7000;1617.7230224609375;7000;3776.087158203125;7000;1617.722412109375;7000;3775.939697265625;7000;-0.057117737829685211;7000;1
7010;0;7010;0;7010;0;7010;-0.058005526661872864;7010;1617.7230224609375;7010;3776.087158203125;7010;1617.7230224609375;7010;3776.087158203125;7010;-0.058005526661872864;7010;1
7020;0;7020;0;7020;0;7020;-0.058005526661872864;7020;1617.7230224609375;7020;3776.087158203125;7020;1617.7230224609375;7020;3776.087158203125;7020;-0.058005526661872864;7020;1
7030;0;7030;0;7030;0;7030;-0.058005526661872864;7030;1617.7230224609375;7030;3776.087158203125;7030;1617.7230224609375;7030;3776.087158203125;7030;-0.058005526661872864;7030;1
7040;0;7040;0;7040;0;7040;-0.058005526661872864;7040;1617.7230224609375;7040;3776.087158203125;7040;1617.7230224609375;7040;3776.087158203125;7040;-0.058005526661872864;7040;1
7050;0;7050;0;7050;0;7050;-0.058005526661872864;7050;1617.7230224609375;7050;3776.087158203125;7050;1617.7230224609375;7050;3776.087158203125;7050;-0.058005526661872864;7050;1
7060;0;7060;0;7060;0;7060;-0.056809160858392715;7060;1617.7559814453125;7060;3776.12939453125;7060;1617.7230224609375;7060;3776.087158203125;7060;-0.058005526661872864;7060;1
7070;0;7070;0;7070;0;7070;-0.056809160858392715;7070;1617.7559814453125;7070;3776.12939453125;7070;1617.7559814453125;7070;3776.12939453125;7070;-0.056809160858392715;7070;1
7080;0;7080;0;7080;0;7080;-0.056809160858392715;7080;1617.7559814453125;7080;3776.12939453125;7080;1617.7559814453125;7080;3776.12939453125;7080;-0.056809160858392715;7080;1
7090;0;7090;0;7090;0;7090;-0.056809160858392715;7090;1617.7559814453125;7090;3776.12939453125;7090;1617.7559814453125;7090;3776.12939453125;7090;-0.056809160858392715;7090;1
7100;0;7100;0;7100;0;7100;-0.056809160858392715;7100;1617.7559814453125;7100;3776.12939453125;7100;1617.7559814453125;7100;3776.12939453125;7100;-0.056809160858392715;7100;1
7110;0;7110;0;7110;0;7110;-0.056522838771343231;7110;1617.8955078125;7110;3776.068359375;7110;1617.7559814453125;7110;3776.12939453125;7110;-0.056809160858392715;7110;1
7120;0;7120;0;7120;0;7120;-0.056522838771343231;7120;1617.8955078125;7120;3776.068359375;7120;1617.8955078125;7120;3776.068359375;7120;-0.056522838771343231;7120;1
7130;0;7130;0;7130;0;7130;-0.056522838771343231;7130;1617.8955078125;7130;3776.068359375;7130;1617.8955078125;7130;3776.068359375;7130;-0.056522838771343231;7130;1
7140;0;7140;0;7140;0;7140;-0.056522838771343231;7140;1617.8955078125;7140;3776.068359375;7140;1617.8955078125;7140;3776.068359375;7140;-0.056522838771343231;7140;1
7150;0;7150;0;7150;0;7150;-0.056522838771343231;7150;1617.8955078125;7150;3776.068359375;7150;1617.8955078125;7150;3776.068359375;7150;-0.056522838771343231;7150;1
7160;0;7160;0;7160;0;7160;-0.056917086243629456;7160;1617.829345703125;7160;3776.061279296875;7160;1617.8955078125;7160;3776.068359375;7160;-0.056522838771343231;7160;1
7170;0;7170;0;7170;0;7170;-0.056917086243629456;7170;1617.829345703125;7170;3776.061279296875;7170;1617.829345703125;7170;3776.061279296875;7170;-0.056917086243629456;7170;1
7180;0;7180;0;7180;0;7180;-0.056917086243629456;7180;1617.829345703125;7180;3776.061279296875;7180;1617.829345703125;7180;3776.061279296875;7180;-0.056917086243629456;7180;1
7190;0;7190;0;7190;0;7190;-0.056917086243629456;7190;1617.829345703125;7190;3776.061279296875;7190;1617.829345703125;7190;3776.061279296875;7190;-0.056917086243629456;7190;1
7200;0;7200;0;7200;0;7200;-0.056917086243629456;7200;1617.829345703125;7200;3776.061279296875;7200;1617.829345703125;7200;3776.061279296875;7200;-0.056917086243629456;7200;1
7210;0;7210;0;7210;0;7210;-0.056917086243629456;7210;1617.829345703125;7210;3776.061279296875;7210;1617.829345703125;7210;3776.061279296875;7210;-0.056917086243629456;7210;1
7220;0;7220;0;7220;0;7220;-0.057043388485908508;7220;1617.8203125;7220;3776.002685546875;7220;1617.829345703125;7220;3776.061279296875;7220;-0.056917086243629456;7220;1
7230;0;7230;0;7230;0;7230;-0.057043388485908508;7230;1617.8203125;7230;3776.002685546875;7230;1617.8203125;7230;3776.002685546875;7230;-0.057043388485908508;7230;1
7240;0;7240;0;7240;0;7240;-0.057043388485908508;7240;1617.8203125;7240;3776.002685546875;7240;1617.8203125;7240;3776.002685546875;7240;-0.057043388485908508;7240;1
7250;0;7250;0;7250;0;7250;-0.057043388485908508;7250;1617.8203125;7250;3776.002685546875;7250;1617.8203125;7250;3776.002685546875;7250;-0.057043388485908508;7250;1
7260;0;7260;0;7260;0;7260;-0.057043388485908508;7260;1617.8203125;7260;3776.002685546875;7260;1617.8203125;7260;3776.002685546875;7260;-0.057043388485908508;7260;1
7270;0;7270;0;7270;0;7270;-0.057074524462223053;7270;1617.7265625;7270;3776.22607421875;7270;1617.8203125;7270;3776.002685546875;7270;-0.057043388485908508;7270;1
7280;0;7280;0;7280;0;7280;-0.057074524462223053;7280;1617.7265625;7280;3776.22607421875;7280;1617.7265625;7280;3776.22607421875;7280;-0.057074524462223053;7280;1
7290;0;7290;0;7290;0;7290;-0.057074524462223053;7290;1617.7265625;7290;3776.22607421875;7290;1617.7265625;7290;3776.22607421875;7290;-0.057074524462223053;7290;1
7300;0;7300;0;7300;0;7300;-0.057074524462223053;7300;1617.7265625;7300;3776.22607421875;7300;1617.7265625;7300;3776.22607421875;7300;-0.057074524462223053;7300;1
7310;0;7310;0;7310;0;7310;-0.057074524462223053;7310;1617.7265625;7310;3776.22607421875;7310;1617.7265625;7310;3776.22607421875;7310;-0.057074524462223053;7310;1
7320;0;7320;0;7320;0;7320;-0.057074524462223053;7320;1617.7265625;7320;3776.22607421875;7320;1617.7265625;7320;3776.22607421875;7320;-0.057074524462223053;7320;1
7330;0;7330;0;7330;0;7330;-0.055671259760856628;7330;1617.8956298828125;7330;3776.06201171875;7330;1617.7265625;7330;3776.22607421875;7330;-0.057074524462223053;7330;1
7340;0;7340;0;7340;0;7340;-0.055671259760856628;7340;1617.8956298828125;7340;3776.06201171875;7340;1617.8956298828125;7340;3776.06201171875;7340;-0.055671259760856628;7340;1
7350;0;7350;0;7350;0;7350;-0.055671259760856628;7350;1617.8956298828125;7350;3776.06201171875;7350;1617.8956298828125;7350;3776.06201171875;7350;-0.055671259760856628;7350;1
7360;0;7360;0;7360;0;7360;-0.055671259760856628;7360;1617.8956298828125;7360;3776.06201171875;7360;1617.8956298828125;7360;3776.06201171875;7360;-0.055671259760856628;7360;1
7370;0;7370;0;7370;0;7370;-0.055671259760856628;7370;1617.8956298828125;7370;3776.06201171875;7370;1617.8956298828125;7370;3776.06201171875;7370;-0.055671259760856628;7370;1
7380;0;7380;0;7380;0;7380;-0.055671259760856628;7380;1617.8956298828125;7380;3776.06201171875;7380;1617.8956298828125;7380;3776.06201171875;7380;-0.055671259760856628;7380;1
7390;0;7390;0;7390;0;7390;-0.055990226566791534;7390;1617.83349609375;7390;3776.101806640625;7390;1617.8956298828125;7390;3776.06201171875;7390;-0.055671259760856628;7390;1
7400;0;7400;0;7400;0;7400;-0.055990226566791534;7400;1617.83349609375;7400;3776.101806640625;7400;1617.83349609375;7400;3776.101806640625;7400;-0.055990226566791534;7400;1
7410;0;7410;0;7410;0;7410;-0.055990226566791534;7410;1617.83349609375;7410;3776.101806640625;7410;1617.83349609375;7410;3776.101806640625;7410;-0.055990226566791534;7410;1
7420;0;7420;0;7420;0;7420;-0.055990226566791534;7420;1617.83349609375;7420;3776.101806640625;7420;1617.83349609375;7420;3776.101806640625;7420;-0.055990226566791534;7420;1
7430;0;7430;0;7430;0;7430;-0.055990226566791534;7430;1617.83349609375;7430;3776.101806640625;7430;1617.83349609375;7430;3776.101806640625;7430;-0.055990226566791534;7430;1
7440;0;7440;0;7440;0;7440;-0.056816801428794861;7440;1617.8983154296875;7440;3775.916748046875;7440;1617.83349609375;7440;3776.101806640625;7440;-0.055990226566791534;7440;1
7450;0;7450;0;7450;0;7450;-0.056816801428794861;7450;1617.8983154296875;7450;3775.916748046875;7450;1617.8983154296875;7450;3775.916748046875;7450;-0.056816801428794861;7450;1
7460;0;7460;0;7460;0;7460;-0.056816801428794861;7460;1617.8983154296875;7460;3775.916748046875;7460;1617.8983154296875;7460;3775.916748046875;7460;-0.056816801428794861;7460;1
7470;0;7470;0;7470;0;7470;-0.056816801428794861;7470;1617.8983154296875;7470;3775.916748046875;7470;1617.8983154296875;7470;3775.916748046875;7470;-0.056816801428794861;7470;1
7480;0;7480;0;7480;0;7480;-0.056816801428794861;7480;1617.8983154296875;7480;3775.916748046875;7480;1617.8983154296875;7480;3775.916748046875;7480;-0.056816801428794861;7480;1
7490;0;7490;0;7490;0;7490;-0.056675206869840622;7490;1617.818603515625;7490;3776.15185546875;7490;1617.8983154296875;7490;3775.916748046875;7490;-0.056816801428794861;7490;1
7500;0;7500;0;7500;0;7500;-0.056675206869840622;7500;1617.818603515625;7500;3776.15185546875;7500;1617.818603515625;7500;3776.15185546875;7500;-0.056675206869840622;7500;1
7510;0;7510;0;7510;0;7510;-0.056675206869840622;7510;1617.818603515625;7510;3776.15185546875;7510;1617.818603515625;7510;3776.15185546875;7510;-0.056675206869840622;7510;1
7520;0;7520;0;7520;0;7520;-0.056675206869840622;7520;1617.818603515625;7520;3776.15185546875;7520;1617.818603515625;7520;3776.15185546875;7520;-0.056675206869840622;7520;1
7530;0;7530;0;7530;0;7530;-0.056675206869840622;7530;1617.818603515625;7530;3776.15185546875;7530;1617.818603515625;7530;3776.15185546875;7530;-0.056675206869840622;7530;1
7540;0;7540;0;7540;0;7540;-0.056675206869840622;7540;1617.818603515625;7540;3776.15185546875;7540;1617.818603515625;7540;3776.15185546875;7540;-0.056675206869840622;7540;1
7550;0;7550;0;7550;0;7550;-0.056371603161096573;7550;1617.8111572265625;7550;3775.96728515625;7550;1617.818603515625;7550;3776.15185546875;7550;-0.056675206869840622;7550;1
7560;0;7560;0;7560;0;7560;-0.056371603161096573;7560;1617.8111572265625;7560;3775.96728515625;7560;1617.8111572265625;7560;3775.96728515625;7560;-0.056371603161096573;7560;1
7570;0;7570;0;7570;0;7570;-0.056371603161096573;7570;1617.8111572265625;7570;3775.96728515625;7570;1617.8111572265625;7570;3775.96728515625;7570;-0.056371603161096573;7570;1
7580;0;7580;0;7580;0;7580;-0.056371603161096573;7580;1617.8111572265625;7580;3775.96728515625;7580;1617.8111572265625;7580;3775.96728515625;7580;-0.056371603161096573;7580;1
7590;0;7590;0;7590;0;7590;-0.056371603161096573;7590;1617.8111572265625;7590;3775.96728515625;7590;1617.8111572265625;7590;3775.96728515625;7590;-0.056371603161096573;7590;1
7600;0;7600;0;7600;0;7600;-0.056371603161096573;7600;1617.8111572265625;7600;3775.96728515625;7600;1617.8111572265625;7600;3775.96728515625;7600;-0.056371603161096573;7600;1
7610;0;7610;0;7610;0;7610;-0.05671430379152298;7610;1617.8861083984375;7610;3776.169921875;7610;1617.8111572265625;7610;3775.96728515625;7610;-0.056371603161096573;7610;1
7620;0;7620;0;7620;0;7620;-0.05671430379152298;7620;1617.8861083984375;7620;3776.169921875;7620;1617.8861083984375;7620;3776.169921875;7620;-0.05671430379152298;7620;1
7630;0;7630;0;7630;0;7630;-0.05671430379152298;7630;1617.8861083984375;7630;3776.169921875;7630;1617.8861083984375;7630;3776.169921875;7630;-0.05671430379152298;7630;1
7640;0;7640;0;7640;0;7640;-0.05671430379152298;7640;1617.8861083984375;7640;3776.169921875;7640;1617.8861083984375;7640;3776.169921875;7640;-0.05671430379152298;7640;1
7650;0;7650;0;7650;0;7650;-0.05671430379152298;7650;1617.8861083984375;7650;3776.169921875;7650;1617.8861083984375;7650;3776.169921875;7650;-0.05671430379152298;7650;1
7660;0;7660;0;7660;0;7660;-0.055778827518224716;7660;1617.8544921875;7660;3776.07470703125;7660;1617.8861083984375;7660;3776.169921875;7660;-0.05671430379152298;7660;1
7670;0;7670;0;7670;0;7670;-0.055778827518224716;7670;1617.8544921875;7670;3776.07470703125;7670;1617.8544921875;7670;3776.07470703125;7670;-0.055778827518224716;7670;1
7680;0;7680;0;7680;0;7680;-0.055778827518224716;7680;1617.8544921875;7680;3776.07470703125;7680;1617.8544921875;7680;3776.07470703125;7680;-0.055778827518224716;7680;1
7690;0;7690;0;7690;0;7690;-0.055778827518224716;7690;1617.8544921875;7690;3776.07470703125;7690;1617.8544921875;7690;3776.07470703125;7690;-0.055778827518224716;7690;1
7700;0;7700;0;7700;0;7700;-0.055778827518224716;7700;1617.8544921875;7700;3776.07470703125;7700;1617.8544921875;7700;3776.07470703125;7700;-0.055778827518224716;7700;1
7710;0;7710;0;7710;0;7710;-0.055778827518224716;7710;1617.8544921875;7710;3776.07470703125;7710;1617.8544921875;7710;3776.07470703125;7710;-0.055778827518224716;7710;1
7720;0;7720;0;7720;0;7720;-0.057100336998701096;7720;1617.7099609375;7720;3776.072021484375;7720;1617.8544921875;7720;3776.07470703125;7720;-0.055778827518224716;7720;1
7730;0;7730;0;7730;0;7730;-0.057100336998701096;7730;1617.7099609375;7730;3776.072021484375;7730;1617.7099609375;7730;3776.072021484375;7730;-0.057100336998701096;7730;1
7740;0;7740;0;7740;0;7740;-0.057100336998701096;7740;1617.7099609375;7740;3776.072021484375;7740;1617.7099609375;7740;3776.072021484375;7740;-0.057100336998701096;7740;1
7750;0;7750;0;7750;0;7750;-0.057100336998701096;7750;1617.7099609375;7750;3776.072021484375;7750;1617.7099609375;7750;3776.072021484375;7750;-0.057100336998701096;7750;1
7760;0;7760;0;7760;0;7760;-0.057100336998701096;7760;1617.7099609375;7760;3776.072021484375;7760;1617.7099609375;7760;3776.072021484375;7760;-0.057100336998701096;7760;1
7770;0;7770;0;7770;0;7770;-0.057100336998701096;7770;1617.7099609375;7770;3776.072021484375;7770;1617.7099609375;7770;3776.072021484375;7770;-0.057100336998701096;7770;1
