SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVYfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVXfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVThetafromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[2];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[1];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[0];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstY;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstX;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstTheta;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutDebugCase
NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1
Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350

26440;2.300971179000006;26440;480.4619892028814;26440;0.0170442309555556;26440;-0.056738264858722687;26440;1617.724853515625;26440;3776.177490234375;26440;1619.0800564759393;26440;3843.4904461546212;26440;-0.054181630215389909;26440;1
26450;19.430423289333323;26450;434.8513118868475;26450;0.14392906140246906;26450;-0.057110756635665894;26450;1617.8023681640625;26450;3776.04150390625;26450;1618.9770861454729;26450;3843.7258123904739;26450;-0.054314196456155317;26450;1
26460;16.618125181666681;26460;445.92186463345769;26460;0.12309722356790133;26460;-0.057110756635665894;26460;1617.8023681640625;26460;3776.04150390625;26460;1618.8041840356286;26460;3843.6989167864394;26460;-0.05510332498978987;26460;1
26470;-4.8576058223333307;26470;505.26002735528823;26470;-0.035982265350617264;26470;-0.057110756635665894;26470;1617.8023681640625;26470;3776.04150390625;26470;1619.0710807194121;26470;3843.3023830917127;26470;-0.054573060026728237;26470;1
26480;-14.317154002666674;26480;532.27217605701708;26480;-0.10605299261234573;26480;-0.057110756635665894;26480;1617.8023681640625;26480;3776.04150390625;26480;1619.7116426936705;26480;3842.7306295465514;26480;-0.053455715997419606;26480;1
26490;6.135923144000003;26490;487.1043208508475;26490;0.045451282548148168;26490;-0.057110756635665894;26490;1617.8023681640625;26490;3776.04150390625;26490;1620.22018181579;26490;3842.6567963729076;26490;-0.052679256587222056;26490;1
26500;29.401298398333324;26500;417.58124960213564;26500;0.21778739554320981;26500;-0.057110756635665894;26500;1617.8023681640625;26500;3776.04150390625;26500;1620.236159152287;26500;3842.96263105457;26500;-0.052603504449641791;26500;1
26510;23.521038718666659;26510;425.10922546983056;26510;0.17422991643456784;26510;-0.057875286787748337;26510;1617.7716064453125;26510;3776.135009765625;26510;1620.2790281045486;26510;3843.1510618942575;26510;-0.052546690346456426;26510;1
26520;14.317154002666655;26520;471.1627248957289;26520;0.10605299261234559;26520;-0.057875286787748337;26520;1617.7716064453125;26520;3776.135009765625;26520;1620.5470325732586;26520;3842.7802589570356;26520;-0.052648389294711606;26520;1
26530;15.851134788666665;26530;494.18947460867804;26530;0.1174158132493827;26530;-0.057875286787748337;26530;1617.7716064453125;26530;3776.135009765625;26530;1621.1280130213872;26530;3842.0832114542527;26530;-0.051531045265402975;26530;1
26540;1.0226538573333339;26540;498.61769570732213;26540;0.007575213758024695;26540;-0.057875286787748337;26540;1617.7716064453125;26540;3776.135009765625;26540;1622.2078701921623;26540;3841.6788581286746;26540;-0.049788746101057324;26540;1
26550;-10.993528966333335;26550;482.23327764233903;26550;-0.081433547898765432;26550;-0.057875286787748337;26550;1617.7716064453125;26550;3776.135009765625;26550;1623.0503153732716;26550;3841.6937862343757;26550;-0.0484441456590079;26550;1
26560;-8.1812308586666713;26560;471.1627248957289;26560;-0.06060171006419756;26560;-0.057875286787748337;26560;1617.7716064453125;26560;3776.135009765625;26560;1622.5359499872441;26560;3842.22743504186;26560;-0.049334233275575734;26560;1
26570;6.6472500726666794;26570;480.019167093017;26570;0.049238889427160586;26570;-0.057418856769800186;26570;1617.7696533203125;26570;3776.112548828125;26570;1621.3107827276792;26570;3842.5318790423316;26570;-0.051379540990242223;26570;1
26580;12.271846288000006;26580;502.1602725862374;26580;0.090902565096296337;26580;-0.057418856769800186;26580;1617.7696533203125;26580;3776.112548828125;26580;1620.9418095511498;26580;3842.1858384598763;26580;-0.05152912807293597;26580;1
26590;1.2783173216666721;26590;516.7734022117628;26590;0.0094690171975309045;26590;-0.057418856769800186;26590;1617.7696533203125;26590;3776.112548828125;26590;1621.7666822608333;26590;3841.7766920179147;26590;-0.050241341734071687;26590;1
26600;-17.640779039000012;26600;495.51794093827124;26600;-0.13067243732592604;26600;-0.057418856769800186;26600;1617.7696533203125;26600;3776.112548828125;26600;1622.2398487516789;26600;3841.9628916550737;26600;-0.049502758392664381;26600;1
26610;-20.708740610999996;26610;474.26247966477968;26610;-0.15339807859999996;26610;-0.057418856769800186;26610;1617.7696533203125;26610;3776.112548828125;26610;1621.4855500929575;26610;3842.8545926865372;26610;-0.050847358834713585;26610;1
26620;-0.51132692866665741;26620;478.24787865355944;26620;-0.0037876068790122772;26620;-0.056278061121702194;26620;1617.9359130859375;26620;3776.19189453125;26620;1619.9525260721316;26620;3843.3394692644288;26620;-0.053385055443651686;26620;1
26630;16.106798253000004;26630;508.8026042342035;26630;0.11930961668888891;26630;-0.056278061121702194;26630;1617.9359130859375;26630;3776.19189453125;26630;1619.4197798133455;26630;3843.0265251741494;26630;-0.053418417928047468;26630;1
26640;6.135923144000003;26640;527.84395495837293;26640;0.045451282548148168;26640;-0.056278061121702194;26640;1617.9359130859375;26640;3776.19189453125;26640;1620.1023526333013;26640;3842.5312887646778;26640;-0.052395764070714;26640;1
26650;-21.220067539666672;26650;507.03131579474586;26650;-0.15718568547901238;26650;-0.056278061121702194;26650;1617.9359130859375;26650;3776.19189453125;26650;1620.5852720413855;26650;3842.7007480346792;26650;-0.051657180729306695;26650;1
26660;-29.912625327;26660;469.83425856613565;26660;-0.22157500242222222;26660;-0.056278061121702194;26660;1617.9359130859375;26660;3776.19189453125;26660;1619.6970623380844;26660;3843.9573047054791;26660;-0.053380541859257224;26660;1
26670;-7.1585770013333372;26670;470.27708067600008;26670;-0.053026496306172864;26670;-0.056278061121702194;26670;1617.9359130859375;26670;3776.19189453125;26670;1617.7251996853736;26670;3844.7859335889489;26670;-0.0566946978783931;26670;1
26680;17.896442503333333;26680;507.47413790461025;26680;0.13256624076543208;26680;-0.056289691478013992;26680;1617.76904296875;26680;3776.22900390625;26680;1615.7597353371184;26680;3844.6336753173719;26680;-0.059970977828738725;26680;1
26690;13.55016360966666;26690;536.25757504579667;26690;0.1003715822938271;26690;-0.056289691478013992;26690;1617.76904296875;26690;3776.22900390625;26690;1614.5357812842426;26690;3844.47385202472;26690;-0.061687031280605931;26690;1
26700;-15.595471324333326;26700;514.11646955257629;26700;-0.11552200980987649;26700;-0.056289691478013992;26700;1617.76904296875;26700;3776.22900390625;26700;1615.335948913448;26700;3844.4944557623039;26700;-0.060437121010531891;26700;1
26710;-34.770231149333334;26710;471.1627248957289;26710;-0.25755726777283949;26710;-0.056289691478013992;26710;1617.76904296875;26710;3776.22900390625;26710;1616.5099522374803;26710;3845.0190543640028;26710;-0.058619069708605975;26710;1
26720;-15.851134788666665;26720;458.76370581952546;26720;-0.1174158132493827;26720;-0.056289691478013992;26720;1617.76904296875;26720;3776.22900390625;26720;1616.1294594983731;26720;3845.4099526744067;26720;-0.059168272706062952;26720;1
26730;19.430423289333344;26730;495.0751188284068;26730;0.14392906140246919;26730;-0.056289691478013992;26730;1617.76904296875;26730;3776.22900390625;26730;1614.2904318602352;26730;3845.0864986240003;26730;-0.062236234278062907;26730;1
26740;20.964404075333334;26740;533.15782027674584;26740;0.15529188203950617;26740;0;26740;0;26740;0;26740;1613.0175276843963;26740;3844.6342498289087;26740;-0.06431941806151964;26740;1
26750;-20.708740610999996;26750;516.7734022117628;26750;-0.15339807859999996;26750;0;26750;0;26750;0;26750;1613.9199221747513;26750;3849.5059410801059;26750;-0.062880127447495049;26750;2
26760;-50.877029402333335;26760;454.77830683074581;26760;-0.37686688446172839;26760;0;26760;0;26760;0;26760;1614.9516705216258;26760;3854.740936028028;26760;-0.061327208627099949;26760;2
26770;-25.822009897666664;26770;429.98026867833909;26770;-0.19127414739012344;26770;0;26770;0;26770;0;26770;1613.9573996135691;26770;3859.8163459108373;26770;-0.062861189413099927;26770;2
26780;2.8122981076666633;26780;441.4936435348136;26780;0.020831837834567875;26780;0;26780;0;26780;0;26780;1611.8107084120429;26780;3863.8577435569186;26780;-0.066629858257717167;26780;2
26790;-8.43689432300001;26790;472.4911912253221;26790;-0.062495513503703769;26790;0;26790;0;26790;0;26790;1610.7397622091116;26790;3868.0300396867751;26790;-0.06854259973161847;26790;2
26800;-19.686086753666661;26800;512.34518111311877;26800;-0.14582286484197526;26800;0;26800;0;26800;0;26800;1610.8598436761661;26800;3872.44343238078;26800;-0.0683342813532728;26800;2
26810;-17.385115574666674;26810;527.843954958373;26810;-0.12877863388641983;26810;0;26810;0;26810;0;26810;1610.4805458207622;26810;3877.1538510282062;26810;-0.068959236488309816;26810;2
26820;1.0226538573333339;26820;486.21867663111874;26820;0.007575213758024695;26820;0;26820;0;26820;0;26820;1609.5413028861385;26820;3882.1943207852737;26820;-0.070417465136729529;26820;2
26830;16.106798253000004;26830;438.8367108756272;26830;0.11930961668888891;26830;0;26830;0;26830;0;26830;1608.6910183384332;26830;3887.4067256516382;26830;-0.071705251475593812;26830;2
26840;6.1359231439999844;26840;457.87806159979669;26840;0.04545128254814803;26840;0;26840;0;26840;0;26840;1608.7380763354147;26840;3892.2686954456112;26840;-0.071629499338013547;26840;2
26850;-1.5339807860000103;26850;499.50333992705094;26850;-0.011362820637037113;26850;0;26850;0;26850;0;26850;1609.420332413122;26850;3896.60669445675;26850;-0.070436403171124651;26850;2
26860;4.6019423579999925;26860;503.04591680596616;26860;0.034088461911111055;26860;0;26860;0;26860;0;26860;1609.6896680824061;26860;3901.1779585250333;26860;-0.069981890345643061;26860;2
26870;10.993528966333335;26870;476.91941232396618;26870;0.081433547898765432;26870;0;26870;0;26870;0;26870;1609.6175728175906;26870;3906.1724951644346;26870;-0.070095518552013347;26870;2
26880;7.9255673943333322;26880;465.40603746749156;26880;0.058707906624691351;26880;0;26880;0;26880;0;26880;1609.8350129128719;26880;3911.1984634327218;26880;-0.069754633932902266;26880;2
26890;-3.834951964999997;26890;490.20407561989833;26890;-0.028407051592592571;26890;0;26890;0;26890;0;26890;1610.3325271870235;26890;3915.9429104921874;26890;-0.0689402984539147;26890;2
26900;-5.1132692866666689;26900;502.16027258623728;26900;-0.037876068790123472;26900;0;26900;0;26900;0;26900;1610.6847195337764;26900;3920.5843025230179;26900;-0.0683532193876677;26900;2
26910;3.834951964999997;26910;505.26002735528823;26910;0.028407051592592571;26910;0;26910;0;26910;0;26910;1610.507151689485;26910;3925.48327628512;26910;-0.068637289903593635;26910;2
26920;14.572817467000013;26920;491.08971983962721;26920;0.10794679605185194;26920;0;26920;0;26920;0;26920;1610.2659025724538;26920;3930.4993412121521;26920;-0.06901605059149496;26920;2
26930;11.249192430666653;26930;476.47659021410175;26930;0.0833273513382715;26930;0;26930;0;26930;0;26930;1610.4477467935237;26930;3935.5488137478951;26930;-0.068731980075569021;26930;2
26940;-2.300971179000006;26940;486.66149874098312;26940;-0.0170442309555556;26940;0;26940;0;26940;0;26940;1611.1217134310853;26940;3940.4154262212242;26940;-0.067652512115050412;26940;2
26950;-7.9255673943333322;26950;507.03131579474581;26950;-0.058707906624691351;26950;0;26950;0;26950;0;26950;1611.6303910566387;26950;3945.1542969314778;26950;-0.066819238601667719;26950;2
26960;-1.7896442503333294;26960;512.34518111311877;26960;-0.013256624076543181;26960;0;26960;0;26960;0;26960;1611.5244409932516;26960;3950.0198128821849;26960;-0.06698968091122337;26960;2
26970;13.038836681000001;26970;492.86100827908484;26970;0.096583975414814824;26970;0;26970;0;26970;0;26970;1611.1478253522384;26970;3955.0767405700653;26970;-0.067576759977470369;26970;2
26980;17.640779038999995;26980;469.83425856613565;26980;0.13067243732592587;26980;0;26980;0;26980;0;26980;1611.0620127969489;26980;3960.1995049555308;26980;-0.067709326218235777;26980;2
26990;1.7896442503333485;26990;485.77585452125436;26990;0.013256624076543322;26990;0;26990;0;26990;0;26990;1611.6670784782978;26990;3965.0925708651257;26990;-0.066743486464087676;26990;2
27000;-13.038836681000001;27000;505.26002735528823;27000;-0.096583975414814824;27000;0;27000;0;27000;0;27000;1612.4541804608014;27000;3969.7278716352903;27000;-0.065436762090828493;27000;2
27010;-10.226538573333338;27010;518.98751276108487;27010;-0.075752137580246945;27010;0;27010;0;27010;0;27010;1612.536470923508;27010;3974.5849661007078;27010;-0.065304195850063085;27010;2
27020;10.737865502000014;27020;497.73205148759331;27020;0.079539744459259362;27020;0;27020;0;27020;0;27020;1611.9194483867243;27020;3979.60144433146;27020;-0.066270035604211186;27020;2
27030;23.265375254333339;27030;471.60554700559334;27030;0.17233611299506177;27030;0;27030;0;27030;0;27030;1611.4247080394491;27030;3984.7686964095074;27030;-0.067027556980013614;27030;2
27040;7.6699039300000136;27040;474.70530177464411;27040;0.056814103185185282;27040;0;27040;0;27040;0;27040;1611.9272246952858;27040;3989.7217486698783;27040;-0.066232159535420942;27040;2
27050;-16.362461717333321;27050;502.16027258623728;27050;-0.12120342012839498;27050;0;27050;0;27050;0;27050;1612.9651616907383;27050;3994.3280480260519;27050;-0.064508798405470413;27050;2
27060;-19.686086753666682;27060;523.85855596959323;27060;-0.1458228648419754;27060;0;27060;0;27060;0;27060;1613.311291469244;27060;3999.0630864918257;27060;-0.063940657373618537;27060;2
27070;3.834951964999997;27070;505.26002735528823;27070;0.028407051592592571;27070;0;27070;0;27070;0;27070;1612.5417208769538;27070;4004.0280666584749;27070;-0.065152691574902555;27070;2
27080;27.355990683666676;27080;468.062970126678;27080;0.20263696802716055;27080;0;27080;0;27080;0;27080;1611.5857482475926;27080;4009.1824482120019;27080;-0.066610920223322267;27080;2
27090;16.618125181666681;27090;460.09217214911871;27090;0.12309722356790133;27090;0;27090;0;27090;0;27090;1611.7675924686625;27090;4014.2319207477449;27090;-0.066326849707396329;27090;2
27100;-16.362461717333343;27100;490.64689772976277;27100;-0.12120342012839512;27100;0;27100;0;27100;0;27100;1612.9775461071256;27100;4018.7617266614434;27100;-0.06430048002712474;27100;2
27110;-25.822009897666664;27110;522.0872675301357;27110;-0.19127414739012344;27110;0;27110;0;27110;0;27110;1613.7074013179624;27110;4023.3074288367907;27110;-0.063069507791445822;27110;2
27120;8.43689432299999;27120;499.94616203691538;27120;0.06249551350370363;27120;0;27120;0;27120;0;27120;1612.9517511887091;27120;4028.15811989299;27120;-0.06428154199272984;27120;2
27130;44.229779329666677;27130;450.35008573210177;27130;0.32762799503456796;27130;0;27130;0;27130;0;27130;1611.7057004075921;27130;4033.23468827745;27130;-0.066194283466631143;27130;2
27140;30.423952255666677;27140;442.37928775454242;27140;0.22536260930123464;27140;0;27140;0;27140;0;27140;1612.1021452211171;27140;4038.2191206545576;27140;-0.065569328331594123;27140;2
27150;1.5339807860000103;27150;454.33548472088137;27150;0.011362820637037113;27150;0;27150;0;27150;0;27150;1613.9701344758425;27150;4042.3407421138954;27150;-0.062293048381248495;27150;2
27160;-2.8122981076666633;27160;460.97781636884747;27160;-0.020831837834567875;27160;0;27160;0;27160;0;27160;1615.2552206832306;27160;4046.5846858635332;27160;-0.060039422288236111;27160;2
27170;2.8122981076666633;27170;498.17487359745769;27170;0.020831837834567875;27170;0;27170;0;27170;0;27170;1615.3221837161154;27170;4051.127573109502;27170;-0.059925794081865824;27170;2
27180;13.55016360966666;27180;515.00211377230517;27180;0.1003715822938271;27180;0;27180;0;27180;0;27180;1615.1980436313377;27180;4055.7357652560859;27180;-0.0601341124602115;27180;2
27190;10.993528966333335;27190;495.51794093827124;27190;0.081433547898765432;27190;0;27190;0;27190;0;27190;1615.3299319863145;27190;4060.7158472666824;27190;-0.059925794081865824;27190;2
27200;-4.6019423579999925;27200;451.67855206169503;27200;-0.034088461911111055;27200;0;27200;0;27200;0;27200;1615.9807999095103;27200;4065.8263706605176;27200;-0.058922078258927479;27200;2
27210;-13.550163609666678;27210;453.892662611017;27210;-0.10037158229382724;27210;0;27210;0;27210;0;27210;1616.4934428916145;27210;4070.7561866733095;27210;-0.058107742779939908;27210;2
27220;-5.1132692866666689;27220;504.81720524542379;27220;-0.037876068790123472;27220;0;27220;0;27220;0;27220;1616.2935097498578;27220;4075.2687797156113;27220;-0.05844862739905099;27220;2
27230;9.715211644666681;27230;537.58604137538987;27230;0.07196453070123468;27230;0;27230;0;27230;0;27230;1615.70387541292;27230;4079.7712842363535;27230;-0.059452343221989334;27230;2
27240;13.805827073999998;27240;508.35978212433906;27240;0.10226538573333331;27240;0;27240;0;27240;0;27240;1615.4616201948456;27240;4084.8138994341225;27240;-0.059831103909890659;27240;2
27250;-2.0453077146666678;27250;452.56419628142379;27250;-0.01515042751604939;27250;0;27250;0;27250;0;27250;1615.9450582803224;27250;4090.1688598764977;27250;-0.059111458602878253;27250;2
27260;-20.708740610999996;27260;445.03622041372893;27260;-0.15339807859999996;27260;0;27260;0;27260;0;27260;1616.6013656625553;27260;4095.2118042063803;27260;-0.058088804745545008;27260;2
27270;-16.873788645999998;27270;495.0751188284068;27270;-0.1249910270074074;27270;0;27270;0;27270;0;27270;1616.5123521451976;27270;4099.73661692048;27270;-0.058240309020705538;27270;2
27280;4.8576058223333307;27280;544.228373023356;27280;0.035982265350617264;27280;0;27280;0;27280;0;27280;1615.6276936315783;27280;4104.1030786752717;27280;-0.059774289806705516;27280;2
27290;18.407769432000009;27290;532.27217605701708;27290;0.13635384764444453;27290;0;27290;0;27290;0;27290;1614.8430825975174;27290;4108.9941721448195;27290;-0.061024200076779556;27290;2
27300;4.0906154293333357;27300;463.19192691816954;27300;0.03030085503209878;27300;0;27300;0;27300;0;27300;1615.0874106561973;27300;4114.4311856295863;27300;-0.060664377423273352;27300;2
27310;-21.987057932666669;27310;425.10922546983056;27310;-0.16286709579753086;27310;0;27310;0;27310;0;27310;1615.993306486067;27310;4119.6794809988869;27310;-0.059300838946828804;27310;2
27320;-26.33333682633334;27320;476.91941232396618;27320;-0.19506175426913586;27320;0;27320;0;27320;0;27320;1616.1745235012156;27320;4124.3080347495843;27320;-0.058997830396507744;27320;2
27330;-5.6245962153333453;27330;547.32812779240692;27330;-0.0416636756691359;27330;0;27330;0;27330;0;27330;1615.2682563859321;27330;4128.4672183648345;27330;-0.060626501354483109;27330;2
27340;17.640779038999995;27340;543.34272880362721;27340;0.13067243732592587;27340;0;27340;0;27340;0;27340;1614.0855177958447;27340;4133.0949269204266;27340;-0.062577118897174433;27340;2
27350;8.9482212516666664;27350;462.74910480830516;27350;0.06628312038271604;27350;0;27350;0;27350;0;27350;1613.8013495959656;27350;4138.5611157197372;27350;-0.062993755653865779;27350;2
27360;-7.1585770013333372;27360;434.8513118868475;27360;-0.053026496306172864;27360;0;27360;0;27360;0;27360;1614.6842337594824;27360;4143.9252342266964;27360;-0.0616870312806066;27360;2
27370;0.51132692866667639;27370;521.64444542027127;27370;0.0037876068790124178;27370;0;27370;0;27370;0;27370;1615.0800194749963;27370;4148.5366368477917;27370;-0.061024200076779334;27370;2
27380;2.0453077146666678;27380;572.12616594481358;27380;0.01515042751604939;27380;0;27380;0;27380;0;27380;1614.7780559549819;27380;4152.875243640302;27380;-0.061554465039840967;27380;2
27390;-5.8802596796666649;27390;517.65904643149156;27390;-0.04355747910864196;27390;0;27390;0;27390;0;27390;1614.8029269812491;27390;4158.0916313100752;27390;-0.061516588971050945;27390;2
27400;-14.317154002666674;27400;407.39634107525427;27400;-0.10605299261234573;27400;0;27400;0;27400;0;27400;1614.9100539551921;27400;4163.8119265048781;27400;-0.061365084695890415;27400;2
27410;-11.504855895000011;27410;399.86836520755935;27410;-0.085221154777777849;27410;0;27410;0;27410;0;27410;1614.6258991921022;27410;4168.9810466090394;27410;-0.061800659486976883;27410;2
27420;-16.106798253000004;27420;468.94861434640683;27420;-0.11930961668888891;27420;0;27420;0;27420;0;27420;1614.0522854790968;27420;4173.016965744785;27420;-0.062861189413100371;27420;2
27430;-23.00971179;27430;513.673647442712;27430;-0.17044230955555556;27430;0;27430;0;27430;0;27430;1613.5972943424988;27430;4176.9913449649794;27430;-0.063713400960878186;27430;2
27440;6.6472500726666608;27440;500.38898414677976;27440;0.049238889427160447;27440;0;27440;0;27440;0;27440;1612.8791970416255;27440;4181.6283223696273;27440;-0.064906497127767082;27440;2
27450;34.258904220666672;27450;448.1359751827797;27450;0.25376966089382724;27450;0;27450;0;27450;0;27450;1611.7811497338678;27450;4186.6515980341019;27450;-0.066610920223322712;27450;2
27460;20.453077146666676;27460;434.8513118868475;27460;0.15150427516049389;27460;0;27460;0;27460;0;27460;1612.0938281021552;27460;4191.6461515053243;27460;-0.0661185313290511;27460;2
27470;-3.0679615720000015;27470;453.44984050115255;27470;-0.022725641274074084;27470;0;27470;0;27470;0;27470;1613.5505112813491;27470;4195.8979777708946;27470;-0.063580834720112778;27470;2
27480;-1.7896442503333294;27480;472.4911912253221;27480;-0.013256624076543181;27480;0;27480;0;27480;0;27480;1614.4090000359054;27480;4200.1658105042325;27480;-0.062065791968507922;27480;2
27490;6.3915866083333412;27490;507.03131579474581;27490;0.047345085987654377;27490;0;27490;0;27490;0;27490;1614.2752878278798;27490;4204.69844087404;27490;-0.062293048381248717;27490;2
27500;10.737865501999997;27500;502.16027258623728;27500;0.079539744459259223;27500;0;27500;0;27500;0;27500;1614.1947584114646;27500;4209.4227003794331;27500;-0.062425614622014125;27500;2
27510;2.8122981076666633;27510;482.23327764233903;27510;0.020831837834567875;27510;0;27510;0;27510;0;27510;1614.4985673952779;27510;4214.4843069286371;27510;-0.061952163762137635;27510;2
27520;-7.669903929999994;27520;465.848859577356;27520;-0.056814103185185143;27520;0;27520;0;27520;0;27520;1615.0046025341314;27520;4219.4815013965544;27520;-0.061156766317544964;27520;2
27530;-6.902913536999999;27530;477.805056543695;27530;-0.051132692866666656;27530;0;27530;0;27530;0;27530;1615.1331702018802;27530;4224.30220203686;27530;-0.060948447939199291;27530;2
27540;4.85760582233335;27540;507.91696001447463;27540;0.035982265350617409;27540;0;27540;0;27540;0;27540;1614.7920694250929;27540;4228.9488189782114;27540;-0.061516588971051167;27540;2
27550;12.016182823666668;27550;518.54469065122044;27550;0.089008761656790128;27550;0;27550;0;27550;0;27550;1614.4789223664366;27550;4233.71709656525;27550;-0.0620279158997179;27550;2
27560;5.8802596796666649;27560;497.28922937772887;27560;0.04355747910864196;27560;0;27560;0;27560;0;27560;1614.7101875753572;27560;4238.7912309607518;27560;-0.0616680932462117;27560;2
27570;-9.2038847160000046;27570;471.1627248957289;27570;-0.068176923822222263;27570;0;27570;0;27570;0;27570;1615.2908147291248;27570;4243.9454690803514;27570;-0.060778005629643861;27570;2
27580;-15.595471324333326;27580;476.03376810423731;27580;-0.11552200980987649;27580;0;27580;0;27580;0;27580;1615.5660997187301;27580;4248.9110842170085;27580;-0.060342430838557393;27580;2
27590;-0.51132692866667639;27590;508.35978212433906;27590;-0.0037876068790124178;27590;0;27590;0;27590;0;27590;1615.1532992281266;27590;4253.6054956005009;27590;-0.061024200076779556;27590;2
27600;16.61812518166666;27600;515.88775799203393;27600;0.12309722356790119;27600;0;27600;0;27600;0;27600;1614.4496825526403;27600;4258.3161282845585;27600;-0.06217942017487843;27600;2
27610;12.271846287999987;27610;503.04591680596616;27610;0.0909025650962962;27610;0;27610;0;27610;0;27610;1614.4253146959909;27610;4263.3996702742779;27610;-0.062217296243668452;27610;2
27620;-10.993528966333335;27620;483.11892186206785;27620;-0.081433547898765432;27620;0;27620;0;27620;0;27620;1615.2236793976335;27620;4268.4991063113539;27620;-0.060986324007989534;27620;2
27630;-23.521038718666659;27630;476.47659021410175;27630;-0.17422991643456784;27630;0;27630;0;27630;0;27630;1615.8025433093167;27630;4273.4976556843621;27630;-0.060077298357026576;27630;2
27640;-5.3689327509999885;27640;494.63229671854242;27640;-0.039769872229629542;27640;0;27640;0;27640;0;27640;1615.2999861325143;27640;4278.3038923949371;27640;-0.060891633836014147;27640;2
27650;17.896442503333333;27650;518.98751276108487;27650;0.13256624076543208;27650;0;27650;0;27650;0;27650;1614.2423657080408;27650;4282.9557476233576;27650;-0.0626339330003598;27650;2
27660;19.686086753666661;27660;515.00211377230517;27660;0.14582286484197526;27660;0;27660;0;27660;0;27660;1613.9920560524686;27660;4287.8960247933073;27660;-0.063031631722656023;27660;2
27670;-5.6245962153333267;27670;484.4473881916611;27670;-0.041663675669135751;27670;0;27670;0;27670;0;27670;1614.855439104974;27670;4293.0167085181893;27670;-0.061705969315001719;27670;2
27680;-29.145634934000004;27680;464.96321535762723;27680;-0.21589359210370374;27680;0;27680;0;27680;0;27680;1615.7985427383833;27680;4298.0834656129009;27680;-0.060247740666582006;27680;2
27690;-17.896442503333333;27690;487.98996507057637;27690;-0.13256624076543208;27690;0;27690;0;27690;0;27690;1615.5405653870923;27690;4302.9213926986531;27690;-0.060664377423273352;27690;2
27700;7.1585770013333372;27700;495.96076304813562;27700;0.053026496306172864;27700;0;27700;0;27700;0;27700;1614.259829212089;27700;4307.4006494246269;27700;-0.06282331334431035;27700;2
27710;5.3689327510000071;27710;479.57634498315264;27710;0.039769872229629681;27710;0;27710;0;27710;0;27710;1613.4374181910141;27710;4312.2140774108757;27710;-0.064148975751964654;27710;2
27720;-11.249192430666673;27720;472.04836911545772;27720;-0.083327351338271641;27720;0;27720;0;27720;0;27720;1613.7717707282873;27720;4317.1629197756738;27720;-0.063618710788903021;27720;2
27730;-20.453077146666658;27730;485.33303241138992;27730;-0.15150427516049375;27730;0;27730;0;27730;0;27730;1614.0160942293755;27730;4321.95275647826;27730;-0.0632210120666068;27730;2
27740;-6.902913536999999;27740;501.7174504763729;27740;-0.051132692866666656;27740;0;27740;0;27740;0;27740;1613.5111022545304;27740;4326.6474986241965;27740;-0.064054285579989489;27740;2
27750;13.805827074000016;27750;503.04591680596616;27750;0.10226538573333345;27750;0;27750;0;27750;0;27750;1612.5764237882993;27750;4331.4143659640968;27750;-0.065569328331594345;27750;2
27760;14.061490538333336;27760;491.08971983962721;27760;0.10415918917283952;27760;0;27760;0;27760;0;27760;1612.2510550060438;27760;4336.4214549575454;27760;-0.066080655260261079;27760;2
27770;-7.6699039300000136;27770;478.24787865355944;27770;-0.056814103185185282;27770;0;27770;0;27770;0;27770;1612.901937610538;27770;4341.4115382597365;27770;-0.065058001402927834;27770;2
27780;-24.032365647333336;27780;479.1335228732882;27780;-0.17801752331358026;27780;0;27780;0;27780;0;27780;1613.5523810858695;27780;4346.2812001710226;27780;-0.064016409511199468;27780;2
27790;-10.737865502000014;27790;501.27462836650852;27790;-0.079539744459259362;27790;0;27790;0;27790;0;27790;1613.2042397066762;27790;4351.0516072465653;27790;-0.064584550543051344;27790;2
27800;17.640779039000012;27800;502.60309469610172;27800;0.13067243732592604;27800;0;27800;0;27800;0;27800;1612.1192701852654;27800;4355.7246672581177;27800;-0.066364725776187239;27800;2
