SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True
SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVYfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVXfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVThetafromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[3];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[2];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[1];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[0];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstY;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstX;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstTheta;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutDebugCase
NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1
Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350

1510;0;1510;0;1510;0;1510;0.1485104113817215;1510;-0.057016730308532715;1510;1617.8118896484375;1510;3775.999267578125;1510;1617.8118896484375;1510;3775.999267578125;1510;-0.057016730308532715;1510;2
1520;0;1520;0;1520;0;1520;1.0947821140289307;1520;-0.056342877447605133;1520;1617.858642578125;1520;3776.017578125;1520;1617.8118896484375;1520;3775.999267578125;1520;-0.057016730308532715;1520;2
1530;0;1530;0;1530;0;1530;1.0947821140289307;1530;-0.056342877447605133;1530;1617.858642578125;1530;3776.017578125;1530;1617.858642578125;1530;3776.017578125;1530;-0.056342877447605133;1530;1
1540;0;1540;0;1540;0;1540;1.0947821140289307;1540;-0.056342877447605133;1540;1617.858642578125;1540;3776.017578125;1540;1617.858642578125;1540;3776.017578125;1540;-0.056342877447605133;1540;2
1550;0;1550;0;1550;0;1550;1.0947821140289307;1550;-0.056342877447605133;1550;1617.858642578125;1550;3776.017578125;1550;1617.858642578125;1550;3776.017578125;1550;-0.056342877447605133;1550;2
1560;0;1560;0;1560;0;1560;1.0947821140289307;1560;-0.056342877447605133;1560;1617.858642578125;1560;3776.017578125;1560;1617.858642578125;1560;3776.017578125;1560;-0.056342877447605133;1560;2
1570;0;1570;0;1570;0;1570;0.70272940397262573;1570;-0.056998573243618011;1570;1617.76171875;1570;3776.136474609375;1570;1617.858642578125;1570;3776.017578125;1570;-0.056342877447605133;1570;2
1580;0;1580;0;1580;0;1580;0.70272940397262573;1580;-0.056998573243618011;1580;1617.76171875;1580;3776.136474609375;1580;1617.76171875;1580;3776.136474609375;1580;-0.056998573243618011;1580;1
1590;0;1590;0;1590;0;1590;0.70272940397262573;1590;-0.056998573243618011;1590;1617.76171875;1590;3776.136474609375;1590;1617.76171875;1590;3776.136474609375;1590;-0.056998573243618011;1590;2
1600;0;1600;0;1600;0;1600;0.70272940397262573;1600;-0.056998573243618011;1600;1617.76171875;1600;3776.136474609375;1600;1617.76171875;1600;3776.136474609375;1600;-0.056998573243618011;1600;2
1610;0;1610;0;1610;0;1610;0.70272940397262573;1610;-0.056998573243618011;1610;1617.76171875;1610;3776.136474609375;1610;1617.76171875;1610;3776.136474609375;1610;-0.056998573243618011;1610;2
1620;0;1620;0;1620;0;1620;0.50437992811203;1620;-0.057397045195102692;1620;1617.7078857421875;1620;3776.013671875;1620;1617.76171875;1620;3776.136474609375;1620;-0.056998573243618011;1620;2
1630;0;1630;0;1630;0;1630;0.50437992811203;1630;-0.057397045195102692;1630;1617.7078857421875;1630;3776.013671875;1630;1617.7078857421875;1630;3776.013671875;1630;-0.057397045195102692;1630;1
1640;0;1640;0;1640;0;1640;0.50437992811203;1640;-0.057397045195102692;1640;1617.7078857421875;1640;3776.013671875;1640;1617.7078857421875;1640;3776.013671875;1640;-0.057397045195102692;1640;2
1650;0;1650;0;1650;0;1650;0.50437992811203;1650;-0.057397045195102692;1650;1617.7078857421875;1650;3776.013671875;1650;1617.7078857421875;1650;3776.013671875;1650;-0.057397045195102692;1650;2
1660;0;1660;0;1660;0;1660;0.50437992811203;1660;-0.057397045195102692;1660;1617.7078857421875;1660;3776.013671875;1660;1617.7078857421875;1660;3776.013671875;1660;-0.057397045195102692;1660;2
1670;0;1670;0;1670;0;1670;0.50437992811203;1670;-0.057397045195102692;1670;1617.7078857421875;1670;3776.013671875;1670;1617.7078857421875;1670;3776.013671875;1670;-0.057397045195102692;1670;2
1680;0;1680;0;1680;0;1680;0.41961562633514404;1680;-0.057417184114456177;1680;1617.7257080078125;1680;3776.2080078125;1680;1617.7078857421875;1680;3776.013671875;1680;-0.057397045195102692;1680;2
1690;0;1690;0;1690;0;1690;0.41961562633514404;1690;-0.057417184114456177;1690;1617.7257080078125;1690;3776.2080078125;1690;1617.7257080078125;1690;3776.2080078125;1690;-0.057417184114456177;1690;1
1700;0;1700;0;1700;0;1700;0.41961562633514404;1700;-0.057417184114456177;1700;1617.7257080078125;1700;3776.2080078125;1700;1617.7257080078125;1700;3776.2080078125;1700;-0.057417184114456177;1700;2
1710;0;1710;0;1710;0;1710;0.41961562633514404;1710;-0.057417184114456177;1710;1617.7257080078125;1710;3776.2080078125;1710;1617.7257080078125;1710;3776.2080078125;1710;-0.057417184114456177;1710;2
1720;0;1720;0;1720;0;1720;0.41961562633514404;1720;-0.057417184114456177;1720;1617.7257080078125;1720;3776.2080078125;1720;1617.7257080078125;1720;3776.2080078125;1720;-0.057417184114456177;1720;2
1730;0;1730;0;1730;0;1730;0.41928094625473022;1730;-0.056271344423294067;1730;1617.8016357421875;1730;3775.96435546875;1730;1617.7257080078125;1730;3776.2080078125;1730;-0.057417184114456177;1730;2
1740;0;1740;0;1740;0;1740;0.41928094625473022;1740;-0.056271344423294067;1740;1617.8016357421875;1740;3775.96435546875;1740;1617.8016357421875;1740;3775.96435546875;1740;-0.056271344423294067;1740;1
1750;0;1750;0;1750;0;1750;0.41928094625473022;1750;-0.056271344423294067;1750;1617.8016357421875;1750;3775.96435546875;1750;1617.8016357421875;1750;3775.96435546875;1750;-0.056271344423294067;1750;2
1760;0;1760;0;1760;0;1760;0.41928094625473022;1760;-0.056271344423294067;1760;1617.8016357421875;1760;3775.96435546875;1760;1617.8016357421875;1760;3775.96435546875;1760;-0.056271344423294067;1760;2
1770;0;1770;0;1770;0;1770;0.41928094625473022;1770;-0.056271344423294067;1770;1617.8016357421875;1770;3775.96435546875;1770;1617.8016357421875;1770;3775.96435546875;1770;-0.056271344423294067;1770;2
1780;0;1780;0;1780;0;1780;0.3073151707649231;1780;-0.057212386280298233;1780;1617.67138671875;1780;3776.046875;1780;1617.8016357421875;1780;3775.96435546875;1780;-0.056271344423294067;1780;2
1790;0;1790;0;1790;0;1790;0.3073151707649231;1790;-0.057212386280298233;1790;1617.67138671875;1790;3776.046875;1790;1617.67138671875;1790;3776.046875;1790;-0.057212386280298233;1790;1
1800;0;1800;0;1800;0;1800;0.3073151707649231;1800;-0.057212386280298233;1800;1617.67138671875;1800;3776.046875;1800;1617.67138671875;1800;3776.046875;1800;-0.057212386280298233;1800;2
1810;0;1810;0;1810;0;1810;0.3073151707649231;1810;-0.057212386280298233;1810;1617.67138671875;1810;3776.046875;1810;1617.67138671875;1810;3776.046875;1810;-0.057212386280298233;1810;2
1820;0;1820;0;1820;0;1820;0.3073151707649231;1820;-0.057212386280298233;1820;1617.67138671875;1820;3776.046875;1820;1617.67138671875;1820;3776.046875;1820;-0.057212386280298233;1820;2
1830;0;1830;0;1830;0;1830;0.3073151707649231;1830;-0.057212386280298233;1830;1617.67138671875;1830;3776.046875;1830;1617.67138671875;1830;3776.046875;1830;-0.057212386280298233;1830;2
1840;0;1840;0;1840;0;1840;0.22726817429065704;1840;-0.057378172874450684;1840;1617.7557373046875;1840;3776.1416015625;1840;1617.67138671875;1840;3776.046875;1840;-0.057212386280298233;1840;2
1850;0;1850;0;1850;0;1850;0.22726817429065704;1850;-0.057378172874450684;1850;1617.7557373046875;1850;3776.1416015625;1850;1617.7557373046875;1850;3776.1416015625;1850;-0.057378172874450684;1850;1
1860;0;1860;0;1860;0;1860;0.22726817429065704;1860;-0.057378172874450684;1860;1617.7557373046875;1860;3776.1416015625;1860;1617.7557373046875;1860;3776.1416015625;1860;-0.057378172874450684;1860;2
1870;0;1870;0;1870;0;1870;0.22726817429065704;1870;-0.057378172874450684;1870;1617.7557373046875;1870;3776.1416015625;1870;1617.7557373046875;1870;3776.1416015625;1870;-0.057378172874450684;1870;2
1880;0;1880;0;1880;0;1880;0.22726817429065704;1880;-0.057378172874450684;1880;1617.7557373046875;1880;3776.1416015625;1880;1617.7557373046875;1880;3776.1416015625;1880;-0.057378172874450684;1880;2
1890;0;1890;0;1890;0;1890;0.49887925386428833;1890;-0.056490197777748108;1890;1617.7490234375;1890;3776.182861328125;1890;1617.7557373046875;1890;3776.1416015625;1890;-0.057378172874450684;1890;2
1900;0;1900;0;1900;0;1900;0.49887925386428833;1900;-0.056490197777748108;1900;1617.7490234375;1900;3776.182861328125;1900;1617.7490234375;1900;3776.182861328125;1900;-0.056490197777748108;1900;1
1910;0;1910;0;1910;0;1910;0.49887925386428833;1910;-0.056490197777748108;1910;1617.7490234375;1910;3776.182861328125;1910;1617.7490234375;1910;3776.182861328125;1910;-0.056490197777748108;1910;2
1920;0;1920;0;1920;0;1920;0.49887925386428833;1920;-0.056490197777748108;1920;1617.7490234375;1920;3776.182861328125;1920;1617.7490234375;1920;3776.182861328125;1920;-0.056490197777748108;1920;2
1930;0;1930;0;1930;0;1930;0.49887925386428833;1930;-0.056490197777748108;1930;1617.7490234375;1930;3776.182861328125;1930;1617.7490234375;1930;3776.182861328125;1930;-0.056490197777748108;1930;2
1940;0;1940;0;1940;0;1940;0.10179705172777176;1940;-0.056453514844179153;1940;1617.8262939453125;1940;3776.04052734375;1940;1617.7490234375;1940;3776.182861328125;1940;-0.056490197777748108;1940;2
1950;0;1950;0;1950;0;1950;0.10179705172777176;1950;-0.056453514844179153;1950;1617.8262939453125;1950;3776.04052734375;1950;1617.8262939453125;1950;3776.04052734375;1950;-0.056453514844179153;1950;1
1960;0;1960;0;1960;0;1960;0.10179705172777176;1960;-0.056453514844179153;1960;1617.8262939453125;1960;3776.04052734375;1960;1617.8262939453125;1960;3776.04052734375;1960;-0.056453514844179153;1960;2
1970;0;1970;0;1970;0;1970;0.10179705172777176;1970;-0.056453514844179153;1970;1617.8262939453125;1970;3776.04052734375;1970;1617.8262939453125;1970;3776.04052734375;1970;-0.056453514844179153;1970;2
1980;0;1980;0;1980;0;1980;0.10179705172777176;1980;-0.056453514844179153;1980;1617.8262939453125;1980;3776.04052734375;1980;1617.8262939453125;1980;3776.04052734375;1980;-0.056453514844179153;1980;2
1990;0;1990;0;1990;0;1990;0.10179705172777176;1990;-0.056453514844179153;1990;1617.8262939453125;1990;3776.04052734375;1990;1617.8262939453125;1990;3776.04052734375;1990;-0.056453514844179153;1990;2
2000;0;2000;0;2000;0;2000;0.2000662088394165;2000;-0.05582253634929657;2000;1617.7877197265625;2000;3776.037353515625;2000;1617.8262939453125;2000;3776.04052734375;2000;-0.056453514844179153;2000;2
2010;0;2010;0;2010;0;2010;0.2000662088394165;2010;-0.05582253634929657;2010;1617.7877197265625;2010;3776.037353515625;2010;1617.7877197265625;2010;3776.037353515625;2010;-0.05582253634929657;2010;1
2020;0;2020;0;2020;0;2020;0.2000662088394165;2020;-0.05582253634929657;2020;1617.7877197265625;2020;3776.037353515625;2020;1617.7877197265625;2020;3776.037353515625;2020;-0.05582253634929657;2020;2
2030;0;2030;0;2030;0;2030;0.2000662088394165;2030;-0.05582253634929657;2030;1617.7877197265625;2030;3776.037353515625;2030;1617.7877197265625;2030;3776.037353515625;2030;-0.05582253634929657;2030;2
2040;0;2040;0;2040;0;2040;0.2000662088394165;2040;-0.05582253634929657;2040;1617.7877197265625;2040;3776.037353515625;2040;1617.7877197265625;2040;3776.037353515625;2040;-0.05582253634929657;2040;2
2050;0;2050;0;2050;0;2050;0.84771901369094849;2050;-0.056417621672153473;2050;1617.875732421875;2050;3776.013427734375;2050;1617.7877197265625;2050;3776.037353515625;2050;-0.05582253634929657;2050;2
2060;0;2060;0;2060;0;2060;0.84771901369094849;2060;-0.056417621672153473;2060;1617.875732421875;2060;3776.013427734375;2060;1617.875732421875;2060;3776.013427734375;2060;-0.056417621672153473;2060;1
2070;0;2070;0;2070;0;2070;0.84771901369094849;2070;-0.056417621672153473;2070;1617.875732421875;2070;3776.013427734375;2070;1617.875732421875;2070;3776.013427734375;2070;-0.056417621672153473;2070;2
2080;0;2080;0;2080;0;2080;0.84771901369094849;2080;-0.056417621672153473;2080;1617.875732421875;2080;3776.013427734375;2080;1617.875732421875;2080;3776.013427734375;2080;-0.056417621672153473;2080;2
2090;0;2090;0;2090;0;2090;0.84771901369094849;2090;-0.056417621672153473;2090;1617.875732421875;2090;3776.013427734375;2090;1617.875732421875;2090;3776.013427734375;2090;-0.056417621672153473;2090;2
2100;0;2100;0;2100;0;2100;0.549693763256073;2100;-0.057249631732702255;2100;1617.7032470703125;2100;3775.850830078125;2100;1617.875732421875;2100;3776.013427734375;2100;-0.056417621672153473;2100;2
2110;0;2110;0;2110;0;2110;0.549693763256073;2110;-0.057249631732702255;2110;1617.7032470703125;2110;3775.850830078125;2110;1617.7032470703125;2110;3775.850830078125;2110;-0.057249631732702255;2110;1
2120;0;2120;0;2120;0;2120;0.549693763256073;2120;-0.057249631732702255;2120;1617.7032470703125;2120;3775.850830078125;2120;1617.7032470703125;2120;3775.850830078125;2120;-0.057249631732702255;2120;2
2130;0;2130;0;2130;0;2130;0.549693763256073;2130;-0.057249631732702255;2130;1617.7032470703125;2130;3775.850830078125;2130;1617.7032470703125;2130;3775.850830078125;2130;-0.057249631732702255;2130;2
2140;0;2140;0;2140;0;2140;0.549693763256073;2140;-0.057249631732702255;2140;1617.7032470703125;2140;3775.850830078125;2140;1617.7032470703125;2140;3775.850830078125;2140;-0.057249631732702255;2140;2
2150;0;2150;0;2150;0;2150;0.549693763256073;2150;-0.057249631732702255;2150;1617.7032470703125;2150;3775.850830078125;2150;1617.7032470703125;2150;3775.850830078125;2150;-0.057249631732702255;2150;2
2160;0;2160;0;2160;0;2160;0.23358213901519775;2160;-0.057526096701622009;2160;1617.6558837890625;2160;3775.96240234375;2160;1617.7032470703125;2160;3775.850830078125;2160;-0.057249631732702255;2160;2
2170;0;2170;0;2170;0;2170;0.23358213901519775;2170;-0.057526096701622009;2170;1617.6558837890625;2170;3775.96240234375;2170;1617.6558837890625;2170;3775.96240234375;2170;-0.057526096701622009;2170;1
2180;0;2180;0;2180;0;2180;0.23358213901519775;2180;-0.057526096701622009;2180;1617.6558837890625;2180;3775.96240234375;2180;1617.6558837890625;2180;3775.96240234375;2180;-0.057526096701622009;2180;2
2190;0;2190;0;2190;0;2190;0.23358213901519775;2190;-0.057526096701622009;2190;1617.6558837890625;2190;3775.96240234375;2190;1617.6558837890625;2190;3775.96240234375;2190;-0.057526096701622009;2190;2
2200;0;2200;0;2200;0;2200;0.23358213901519775;2200;-0.057526096701622009;2200;1617.6558837890625;2200;3775.96240234375;2200;1617.6558837890625;2200;3775.96240234375;2200;-0.057526096701622009;2200;2
2210;0;2210;0;2210;0;2210;0.52849340438842773;2210;-0.056807473301887512;2210;1617.763916015625;2210;3776.05224609375;2210;1617.6558837890625;2210;3775.96240234375;2210;-0.057526096701622009;2210;2
2220;0;2220;0;2220;0;2220;0.52849340438842773;2220;-0.056807473301887512;2220;1617.763916015625;2220;3776.05224609375;2220;1617.763916015625;2220;3776.05224609375;2220;-0.056807473301887512;2220;1
2230;0;2230;0;2230;0;2230;0.52849340438842773;2230;-0.056807473301887512;2230;1617.763916015625;2230;3776.05224609375;2230;1617.763916015625;2230;3776.05224609375;2230;-0.056807473301887512;2230;2
2240;0;2240;0;2240;0;2240;0.52849340438842773;2240;-0.056807473301887512;2240;1617.763916015625;2240;3776.05224609375;2240;1617.763916015625;2240;3776.05224609375;2240;-0.056807473301887512;2240;2
2250;0;2250;0;2250;0;2250;0.52849340438842773;2250;-0.056807473301887512;2250;1617.763916015625;2250;3776.05224609375;2250;1617.763916015625;2250;3776.05224609375;2250;-0.056807473301887512;2250;2
2260;0;2260;0;2260;0;2260;0.52849340438842773;2260;-0.056807473301887512;2260;1617.763916015625;2260;3776.05224609375;2260;1617.763916015625;2260;3776.05224609375;2260;-0.056807473301887512;2260;2
2270;0;2270;0;2270;0;2270;0.40759885311126709;2270;-0.056001175194978714;2270;1617.79296875;2270;3776.163330078125;2270;1617.763916015625;2270;3776.05224609375;2270;-0.056807473301887512;2270;2
2280;0;2280;0;2280;0;2280;0.40759885311126709;2280;-0.056001175194978714;2280;1617.79296875;2280;3776.163330078125;2280;1617.79296875;2280;3776.163330078125;2280;-0.056001175194978714;2280;1
2290;0;2290;0;2290;0;2290;0.40759885311126709;2290;-0.056001175194978714;2290;1617.79296875;2290;3776.163330078125;2290;1617.79296875;2290;3776.163330078125;2290;-0.056001175194978714;2290;2
2300;0;2300;0;2300;0;2300;0.40759885311126709;2300;-0.056001175194978714;2300;1617.79296875;2300;3776.163330078125;2300;1617.79296875;2300;3776.163330078125;2300;-0.056001175194978714;2300;2
2310;0;2310;0;2310;0;2310;0.40759885311126709;2310;-0.056001175194978714;2310;1617.79296875;2310;3776.163330078125;2310;1617.79296875;2310;3776.163330078125;2310;-0.056001175194978714;2310;2
2320;0;2320;0;2320;0;2320;0.30044436454772949;2320;-0.055024012923240662;2320;1617.882568359375;2320;3775.994140625;2320;1617.79296875;2320;3776.163330078125;2320;-0.056001175194978714;2320;2
2330;0;2330;0;2330;0;2330;0.30044436454772949;2330;-0.055024012923240662;2330;1617.882568359375;2330;3775.994140625;2330;1617.882568359375;2330;3775.994140625;2330;-0.055024012923240662;2330;1
2340;0;2340;0;2340;0;2340;0.30044436454772949;2340;-0.055024012923240662;2340;1617.882568359375;2340;3775.994140625;2340;1617.882568359375;2340;3775.994140625;2340;-0.055024012923240662;2340;2
2350;0;2350;0;2350;0;2350;0.30044436454772949;2350;-0.055024012923240662;2350;1617.882568359375;2350;3775.994140625;2350;1617.882568359375;2350;3775.994140625;2350;-0.055024012923240662;2350;2
2360;0;2360;0;2360;0;2360;0.30044436454772949;2360;-0.055024012923240662;2360;1617.882568359375;2360;3775.994140625;2360;1617.882568359375;2360;3775.994140625;2360;-0.055024012923240662;2360;2
2370;0;2370;0;2370;0;2370;0.34077355265617371;2370;-0.056235082447528839;2370;1617.8140869140625;2370;3776.023681640625;2370;1617.882568359375;2370;3775.994140625;2370;-0.055024012923240662;2370;2
2380;0;2380;0;2380;0;2380;0.34077355265617371;2380;-0.056235082447528839;2380;1617.8140869140625;2380;3776.023681640625;2380;1617.8140869140625;2380;3776.023681640625;2380;-0.056235082447528839;2380;1
2390;0;2390;0;2390;0;2390;0.34077355265617371;2390;-0.056235082447528839;2390;1617.8140869140625;2390;3776.023681640625;2390;1617.8140869140625;2390;3776.023681640625;2390;-0.056235082447528839;2390;2
2400;0;2400;0;2400;0;2400;0.34077355265617371;2400;-0.056235082447528839;2400;1617.8140869140625;2400;3776.023681640625;2400;1617.8140869140625;2400;3776.023681640625;2400;-0.056235082447528839;2400;2
2410;0;2410;0;2410;0;2410;0.34077355265617371;2410;-0.056235082447528839;2410;1617.8140869140625;2410;3776.023681640625;2410;1617.8140869140625;2410;3776.023681640625;2410;-0.056235082447528839;2410;2
2420;0;2420;0;2420;0;2420;0.34077355265617371;2420;-0.056235082447528839;2420;1617.8140869140625;2420;3776.023681640625;2420;1617.8140869140625;2420;3776.023681640625;2420;-0.056235082447528839;2420;2
2430;0;2430;0;2430;0;2430;0.11778134107589722;2430;-0.056239861994981766;2430;1617.7879638671875;2430;3776.086669921875;2430;1617.8140869140625;2430;3776.023681640625;2430;-0.056235082447528839;2430;2
2440;0;2440;0;2440;0;2440;0.11778134107589722;2440;-0.056239861994981766;2440;1617.7879638671875;2440;3776.086669921875;2440;1617.7879638671875;2440;3776.086669921875;2440;-0.056239861994981766;2440;1
2450;0;2450;0;2450;0;2450;0.11778134107589722;2450;-0.056239861994981766;2450;1617.7879638671875;2450;3776.086669921875;2450;1617.7879638671875;2450;3776.086669921875;2450;-0.056239861994981766;2450;2
2460;0;2460;0;2460;0;2460;0.11778134107589722;2460;-0.056239861994981766;2460;1617.7879638671875;2460;3776.086669921875;2460;1617.7879638671875;2460;3776.086669921875;2460;-0.056239861994981766;2460;2
2470;0;2470;0;2470;0;2470;0.11778134107589722;2470;-0.056239861994981766;2470;1617.7879638671875;2470;3776.086669921875;2470;1617.7879638671875;2470;3776.086669921875;2470;-0.056239861994981766;2470;2
2480;0;2480;0;2480;0;2480;0.46993011236190796;2480;-0.05707554891705513;2480;1617.6983642578125;2480;3776.029296875;2480;1617.7879638671875;2480;3776.086669921875;2480;-0.056239861994981766;2480;2
2490;0;2490;0;2490;0;2490;0.46993011236190796;2490;-0.05707554891705513;2490;1617.6983642578125;2490;3776.029296875;2490;1617.6983642578125;2490;3776.029296875;2490;-0.05707554891705513;2490;1
2500;0;2500;0;2500;0;2500;0.46993011236190796;2500;-0.05707554891705513;2500;1617.6983642578125;2500;3776.029296875;2500;1617.6983642578125;2500;3776.029296875;2500;-0.05707554891705513;2500;2
2510;0;2510;0;2510;0;2510;0.46993011236190796;2510;-0.05707554891705513;2510;1617.6983642578125;2510;3776.029296875;2510;1617.6983642578125;2510;3776.029296875;2510;-0.05707554891705513;2510;2
2520;0;2520;0;2520;0;2520;0.46993011236190796;2520;-0.05707554891705513;2520;1617.6983642578125;2520;3776.029296875;2520;1617.6983642578125;2520;3776.029296875;2520;-0.05707554891705513;2520;2
2530;0;2530;0;2530;0;2530;0.46993011236190796;2530;-0.05707554891705513;2530;1617.6983642578125;2530;3776.029296875;2530;1617.6983642578125;2530;3776.029296875;2530;-0.05707554891705513;2530;2
2540;0;2540;0;2540;0;2540;0.58649802207946777;2540;-0.056706055998802185;2540;1617.7005615234375;2540;3776.1220703125;2540;1617.6983642578125;2540;3776.029296875;2540;-0.05707554891705513;2540;2
2550;0;2550;0;2550;0;2550;0.58649802207946777;2550;-0.056706055998802185;2550;1617.7005615234375;2550;3776.1220703125;2550;1617.7005615234375;2550;3776.1220703125;2550;-0.056706055998802185;2550;1
2560;0;2560;0;2560;0;2560;0.58649802207946777;2560;-0.056706055998802185;2560;1617.7005615234375;2560;3776.1220703125;2560;1617.7005615234375;2560;3776.1220703125;2560;-0.056706055998802185;2560;2
2570;0;2570;0;2570;0;2570;0.58649802207946777;2570;-0.056706055998802185;2570;1617.7005615234375;2570;3776.1220703125;2570;1617.7005615234375;2570;3776.1220703125;2570;-0.056706055998802185;2570;2
2580;0;2580;0;2580;0;2580;0.58649802207946777;2580;-0.056706055998802185;2580;1617.7005615234375;2580;3776.1220703125;2580;1617.7005615234375;2580;3776.1220703125;2580;-0.056706055998802185;2580;2
2590;0;2590;0;2590;0;2590;0.07777143269777298;2590;-0.057589739561080933;2590;1617.7012939453125;2590;3776.00390625;2590;1617.7005615234375;2590;3776.1220703125;2590;-0.056706055998802185;2590;2
2600;0;2600;0;2600;0;2600;0.07777143269777298;2600;-0.057589739561080933;2600;1617.7012939453125;2600;3776.00390625;2600;1617.7012939453125;2600;3776.00390625;2600;-0.057589739561080933;2600;1
2610;0;2610;0;2610;0;2610;0.07777143269777298;2610;-0.057589739561080933;2610;1617.7012939453125;2610;3776.00390625;2610;1617.7012939453125;2610;3776.00390625;2610;-0.057589739561080933;2610;2
2620;0;2620;0;2620;0;2620;0.07777143269777298;2620;-0.057589739561080933;2620;1617.7012939453125;2620;3776.00390625;2620;1617.7012939453125;2620;3776.00390625;2620;-0.057589739561080933;2620;2
2630;0;2630;0;2630;0;2630;0.07777143269777298;2630;-0.057589739561080933;2630;1617.7012939453125;2630;3776.00390625;2630;1617.7012939453125;2630;3776.00390625;2630;-0.057589739561080933;2630;2
2640;0;2640;0;2640;0;2640;0.73593235015869141;2640;-0.056545183062553406;2640;1617.81640625;2640;3776.177490234375;2640;1617.7012939453125;2640;3776.00390625;2640;-0.057589739561080933;2640;2
2650;0;2650;0;2650;0;2650;0.73593235015869141;2650;-0.056545183062553406;2650;1617.81640625;2650;3776.177490234375;2650;1617.81640625;2650;3776.177490234375;2650;-0.056545183062553406;2650;1
2660;0;2660;0;2660;0;2660;0.73593235015869141;2660;-0.056545183062553406;2660;1617.81640625;2660;3776.177490234375;2660;1617.81640625;2660;3776.177490234375;2660;-0.056545183062553406;2660;2
2670;0;2670;0;2670;0;2670;0.73593235015869141;2670;-0.056545183062553406;2670;1617.81640625;2670;3776.177490234375;2670;1617.81640625;2670;3776.177490234375;2670;-0.056545183062553406;2670;2
2680;0;2680;0;2680;0;2680;0.73593235015869141;2680;-0.056545183062553406;2680;1617.81640625;2680;3776.177490234375;2680;1617.81640625;2680;3776.177490234375;2680;-0.056545183062553406;2680;2
2690;0;2690;0;2690;0;2690;0.73593235015869141;2690;-0.056545183062553406;2690;1617.81640625;2690;3776.177490234375;2690;1617.81640625;2690;3776.177490234375;2690;-0.056545183062553406;2690;2
2700;0;2700;0;2700;0;2700;0.46269646286964417;2700;-0.056078411638736725;2700;1617.6929931640625;2700;3776.15771484375;2700;1617.81640625;2700;3776.177490234375;2700;-0.056545183062553406;2700;2
2710;0;2710;0;2710;0;2710;0.46269646286964417;2710;-0.056078411638736725;2710;1617.6929931640625;2710;3776.15771484375;2710;1617.6929931640625;2710;3776.15771484375;2710;-0.056078411638736725;2710;1
2720;0;2720;0;2720;0;2720;0.46269646286964417;2720;-0.056078411638736725;2720;1617.6929931640625;2720;3776.15771484375;2720;1617.6929931640625;2720;3776.15771484375;2720;-0.056078411638736725;2720;2
2730;0;2730;0;2730;0;2730;0.46269646286964417;2730;-0.056078411638736725;2730;1617.6929931640625;2730;3776.15771484375;2730;1617.6929931640625;2730;3776.15771484375;2730;-0.056078411638736725;2730;2
2740;0;2740;0;2740;0;2740;0.46269646286964417;2740;-0.056078411638736725;2740;1617.6929931640625;2740;3776.15771484375;2740;1617.6929931640625;2740;3776.15771484375;2740;-0.056078411638736725;2740;2
2750;0;2750;0;2750;0;2750;0.13232225179672241;2750;-0.056374981999397278;2750;1617.745361328125;2750;3775.856689453125;2750;1617.6929931640625;2750;3776.15771484375;2750;-0.056078411638736725;2750;2
2760;0;2760;0;2760;0;2760;0.13232225179672241;2760;-0.056374981999397278;2760;1617.745361328125;2760;3775.856689453125;2760;1617.745361328125;2760;3775.856689453125;2760;-0.056374981999397278;2760;1
2770;0;2770;0;2770;0;2770;0.13232225179672241;2770;-0.056374981999397278;2770;1617.745361328125;2770;3775.856689453125;2770;1617.745361328125;2770;3775.856689453125;2770;-0.056374981999397278;2770;2
