Name;XY Scope Project;
File;E:\hawino\Measurements\Trajectory\testauftrag.csv;
Starttime of export;133245718363175000;Mittwoch, 29. März 2023;15:57:16.317
Endtime of export;133245718651045081;Mittwoch, 29. März 2023;15:57:45.104


Name;xCam, yCam X;xCam, yCam Y;xObs, yObs X;xObs, yObs Y;xRef, yRef X;xRef, yRef Y;thetaObs (1);thetaRef;thetaCam;thetaObs
SampleTime[ms];10;10;10;10;10;10;10;10;10;10
SymbolBased;True;True;True;True;True;True;True;True;True;True
SymbolName;ControlPRG.observer.xCameraPose.x;ControlPRG.observer.xCameraPose.y;ControlPRG.observer.yObserverdPose.x;ControlPRG.observer.yObserverdPose.y;ControlPRG.trajectory.referencePose.x;ControlPRG.trajectory.referencePose.y;ControlPRG.observer.yObserverdPose.theta;ControlPRG.trajectory.referencePose.theta;ControlPRG.observer.xCameraPose.theta;ControlPRG.observer.yObserverdPose.theta
NetID;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1
Port;851;851;851;851;851;851;851;851;851;851

4150;1400.7012939453125;1754.143310546875;1424.0601315599779;1794.5533453743317;1400;1912.229467619147;-1.5369005132315305;-1.5291812963491938;-1.4770935773849487;-1.5369005132315305
4160;1396.38916015625;1762.6441650390625;1422.7795803370009;1797.647553740406;1400;1912.229467619147;-1.5361888156666943;-1.5291812963491938;-1.4780346155166626;-1.5361888156666943
4170;1396.38916015625;1762.6441650390625;1421.6143232492389;1800.3824704394172;1400;1912.229467619147;-1.5349350320800497;-1.5291812963491938;-1.4780346155166626;-1.5349350320800497
4180;1396.38916015625;1762.6441650390625;1420.5484797142528;1802.8752205325493;1400;1928.6370217886592;-1.5352371774965887;-1.5262591810006954;-1.4780346155166626;-1.5352371774965887
4190;1396.38916015625;1762.6441650390625;1419.3878309603153;1805.8174172024126;1400;1928.6370217886592;-1.5362938228347647;-1.5262591810006954;-1.4780346155166626;-1.5362938228347647
4200;1389.2176513671875;1777.9051513671875;1418.1632298602444;1808.7929426465421;1400;1928.6370217886592;-1.5358059209335591;-1.5262591810006954;-1.5004955530166626;-1.5358059209335591
4210;1389.2176513671875;1777.9051513671875;1416.8607959656993;1811.5673932535804;1400;1928.6370217886592;-1.5344517484691926;-1.5262591810006954;-1.5004955530166626;-1.5344517484691926
4220;1389.2176513671875;1777.9051513671875;1415.6945718911218;1814.4788935925494;1400;1928.6370217886592;-1.5345288232713588;-1.5262591810006954;-1.5004955530166626;-1.5345288232713588
4230;1389.2176513671875;1777.9051513671875;1414.6718302159973;1817.4231163373461;1400;1946.0445759581712;-1.5346240653598982;-1.5230722215747412;-1.5004955530166626;-1.5346240653598982
4240;1383.107666015625;1791.127197265625;1413.7207998368297;1820.2816610208949;1400;1946.0445759581712;-1.534017647754935;-1.5230722215747412;-1.4956684112548828;-1.534017647754935
4250;1383.107666015625;1791.127197265625;1412.9191937881947;1823.4224897028771;1400;1946.0445759581712;-1.5333226041540462;-1.5230722215747412;-1.4956684112548828;-1.5333226041540462
4260;1383.107666015625;1791.127197265625;1412.1211907436318;1826.8744852742673;1400;1946.0445759581712;-1.5317150899893754;-1.5230722215747412;-1.4956684112548828;-1.5317150899893754
4270;1383.107666015625;1791.127197265625;1411.3658374307668;1830.1910989560686;1400;1946.0445759581712;-1.52970701420966;-1.5230722215747412;-1.4956684112548828;-1.52970701420966
4280;1383.107666015625;1791.127197265625;1410.5815083140521;1833.2203625382601;1400;1989.6865691173464;-1.5296317606616432;-1.5146921877745689;-1.4956684112548828;-1.5296317606616432
4290;1380.4281005859375;1802.4130859375;1409.8857332979321;1836.1731456655609;1400;1989.6865691173464;-1.5293868173395508;-1.5146921877745689;-1.4900131225585938;-1.5293868173395508
4300;1380.4281005859375;1802.4130859375;1409.3032825069729;1839.2065672469823;1400;1989.6865691173464;-1.528386802074877;-1.5146921877745689;-1.4900131225585938;-1.528386802074877
4310;1380.4281005859375;1802.4130859375;1408.5416049280573;1842.6794044005812;1400;1989.6865691173464;-1.5287984627243068;-1.5146921877745689;-1.4900131225585938;-1.5287984627243068
4320;1380.4281005859375;1802.4130859375;1407.7933501062664;1846.1398368686218;1400;1989.6865691173464;-1.5293764490767978;-1.5146921877745689;-1.4900131225585938;-1.5293764490767978
4330;1373.55078125;1818.79541015625;1407.1353693968435;1849.2719153108933;1400;2007.8030625744648;-1.5286608692268997;-1.511050819872126;-1.4971230030059815;-1.5286608692268997
4340;1373.55078125;1818.79541015625;1406.6134883681041;1852.1876303315378;1400;2007.8030625744648;-1.5269487293525623;-1.511050819872126;-1.4971230030059815;-1.5269487293525623
4350;1373.55078125;1818.79541015625;1405.8721205097152;1855.5285601848761;1400;2007.8030625744648;-1.5280518866343311;-1.511050819872126;-1.4971230030059815;-1.5280518866343311
4360;1373.55078125;1818.79541015625;1405.0657964843742;1859.2760610946052;1400;2007.8030625744648;-1.528784189689776;-1.511050819872126;-1.4971230030059815;-1.528784189689776
4370;1369.9013671875;1833.21728515625;1404.5668384369033;1862.7105837250319;1400;2007.8030625744648;-1.5263654560050863;-1.511050819872126;-1.5062463283538818;-1.5263654560050863
4380;1369.9013671875;1833.21728515625;1404.1155138861016;1866.2898950911967;1400;2024.9195560315832;-1.5242549801731693;-1.507523394994218;-1.5062463283538818;-1.5242549801731693
4390;1369.9013671875;1833.21728515625;1403.4055070468667;1870.5708508102839;1400;2024.9195560315832;-1.5229764876600629;-1.507523394994218;-1.5062463283538818;-1.5229764876600629
4400;1369.9013671875;1833.21728515625;1402.7578622126546;1874.6381753194062;1400;2024.9195560315832;-1.5220706027255937;-1.507523394994218;-1.5062463283538818;-1.5220706027255937
4410;1369.9013671875;1833.21728515625;1402.3446336753516;1878.1299480957364;1400;2024.9195560315832;-1.5213631569844197;-1.507523394994218;-1.5062463283538818;-1.5213631569844197
4420;1367.7000732421875;1845.203369140625;1401.9947962799813;1881.5277005550938;1400;2024.9195560315832;-1.5206627857006576;-1.507523394994218;-1.5073120594024658;-1.5206627857006576
4430;1367.7000732421875;1845.203369140625;1401.7477289044361;1884.9363630943583;1400;2041.0360494887011;-1.5188520741004243;-1.5041251158882334;-1.5073120594024658;-1.5188520741004243
4440;1367.7000732421875;1845.203369140625;1401.375205860674;1888.5498892776857;1400;2041.0360494887011;-1.5175625158209509;-1.5041251158882334;-1.5073120594024658;-1.5175625158209509
4450;1367.7000732421875;1845.203369140625;1400.7160710735334;1892.4497980688398;1400;2041.0360494887011;-1.5182364706669635;-1.5041251158882334;-1.5073120594024658;-1.5182364706669635
4460;1365.447265625;1867.948974609375;1400.1369719961783;1896.4207641385974;1400;2041.0360494887011;-1.517918908175973;-1.5041251158882334;-1.4916223287582398;-1.517918908175973
4470;1365.447265625;1867.948974609375;1399.9778034858884;1900.0636530124129;1400;2041.0360494887011;-1.5147827541850281;-1.5041251158882334;-1.4916223287582398;-1.5147827541850281
4480;1365.447265625;1867.948974609375;1399.8167421232961;1903.9293517138783;1400;2056.1525429458197;-1.5116157545995257;-1.5008701940100335;-1.4916223287582398;-1.5116157545995257
4490;1365.447265625;1867.948974609375;1399.320722939653;1907.9471263158423;1400;2056.1525429458197;-1.510828741274866;-1.5008701940100335;-1.4916223287582398;-1.510828741274866
4500;1365.447265625;1867.948974609375;1398.7747178128082;1912.1569771201598;1400;2056.1525429458197;-1.5105988010809097;-1.5008701940100335;-1.4916223287582398;-1.5105988010809097
4510;1363.919921875;1882.802734375;1398.4685044677306;1916.4452626045279;1400;2056.1525429458197;-1.5092159401907941;-1.5008701940100335;-1.5017789602279663;-1.5092159401907941
4520;1363.919921875;1882.802734375;1398.4625243683258;1920.3715997747288;1400;2056.1525429458197;-1.5061046087452339;-1.5008701940100335;-1.5017789602279663;-1.5061046087452339
4530;1363.919921875;1882.802734375;1398.3626059987323;1924.2517692580564;1400;2070.2690364029381;-1.5039402924078142;-1.4977718650482852;-1.5017789602279663;-1.5039402924078142
4540;1363.919921875;1882.802734375;1398.2027520477486;1928.0723317106274;1400;2070.2690364029381;-1.501873371371349;-1.4977718650482852;-1.5017789602279663;-1.501873371371349
4550;1363.231689453125;1895.2437744140625;1397.9416875294814;1931.9337483474924;1400;2070.2690364029381;-1.5003384464739151;-1.4977718650482852;-1.4979139566421509;-1.5003384464739151
4560;1363.231689453125;1895.2437744140625;1397.6717866543334;1935.9030349079833;1400;2070.2690364029381;-1.499841524682789;-1.4977718650482852;-1.4979139566421509;-1.499841524682789
4570;1363.231689453125;1895.2437744140625;1397.5080266076968;1939.8588969752325;1400;2070.2690364029381;-1.4989889754889998;-1.4977718650482852;-1.4979139566421509;-1.4989889754889998
4580;1363.231689453125;1895.2437744140625;1397.328751332263;1943.8146877018021;1400;2083.3855298600561;-1.4971222979298153;-1.4948424044583943;-1.4979139566421509;-1.4971222979298153
4590;1362.7257080078125;1921.0594482421875;1397.0829308555074;1947.8683601620003;1400;2083.3855298600561;-1.4950091546646918;-1.4948424044583943;-1.4865212440490723;-1.4950091546646918
4600;1362.7257080078125;1921.0594482421875;1396.7378520358868;1951.9233734563907;1400;2083.3855298600561;-1.494356433446244;-1.4948424044583943;-1.4865212440490723;-1.494356433446244
4610;1362.7257080078125;1921.0594482421875;1396.2221551182392;1956.0775637527988;1400;2083.3855298600561;-1.493539498210865;-1.4948424044583943;-1.4865212440490723;-1.493539498210865
4620;1362.7257080078125;1921.0594482421875;1396.0125920864778;1960.120140843025;1400;2083.3855298600561;-1.4911588754730496;-1.4948424044583943;-1.4865212440490723;-1.4911588754730496
4630;1362.7257080078125;1921.0594482421875;1396.1426236516925;1964.0640588235119;1400;2095.5020233171745;-1.4895027662352296;-1.492093142812988;-1.4865212440490723;-1.4895027662352296
4640;1361.6129150390625;1938.094970703125;1396.1088354769938;1967.77006598079;1400;2095.5020233171745;-1.4897191454605039;-1.492093142812988;-1.4739218950271606;-1.4897191454605039
4650;1361.6129150390625;1938.094970703125;1395.8256017204651;1971.553837045074;1400;2095.5020233171745;-1.489535662171229;-1.492093142812988;-1.4739218950271606;-1.489535662171229
4660;1361.6129150390625;1938.094970703125;1395.5141803618139;1975.7224014388053;1400;2095.5020233171745;-1.4878644817481834;-1.492093142812988;-1.4739218950271606;-1.4878644817481834
4670;1361.6129150390625;1938.094970703125;1395.4354338002365;1979.8456332021199;1400;2095.5020233171745;-1.4861153229573929;-1.492093142812988;-1.4739218950271606;-1.4861153229573929
4680;1362.8138427734375;1951.535400390625;1395.4618185169118;1983.54971460089;1399.8756185206817;2106.9291702307992;-1.4859933886780905;-1.4894621240358503;-1.4635999202728272;-1.4859933886780905
4690;1362.8138427734375;1951.535400390625;1395.2402252223087;1986.9973835448802;1399.8756185206817;2106.9291702307992;-1.4848310818498529;-1.4894621240358503;-1.4635999202728272;-1.4848310818498529
4700;1362.8138427734375;1951.535400390625;1394.9813035270906;1990.6791504372252;1399.8756185206817;2106.9291702307992;-1.4829711612417122;-1.4894621240358503;-1.4635999202728272;-1.4829711612417122
4710;1362.8138427734375;1951.535400390625;1394.8788733786573;1994.5905511160288;1399.8756185206817;2106.9291702307992;-1.4826638206256531;-1.4894621240358503;-1.4635999202728272;-1.4826638206256531
4720;1362.8138427734375;1951.535400390625;1394.9659386477817;1998.5108751493526;1399.8756185206817;2106.9291702307992;-1.4830034465851865;-1.4894621240358503;-1.4635999202728272;-1.4830034465851865
4730;1361.824951171875;1965.3221435546875;1394.7132144458731;2002.1858028009156;1399.1397940333006;2117.6892518873669;-1.4813701207080381;-1.4869452501353953;-1.4643377065658569;-1.4813701207080381
4740;1361.824951171875;1965.3221435546875;1394.3824286041122;2005.4435738621303;1399.1397940333006;2117.6892518873669;-1.4789387926106736;-1.4869452501353953;-1.4643377065658569;-1.4789387926106736
4750;1361.824951171875;1965.3221435546875;1394.2557689012554;2008.5850237268694;1399.1397940333006;2117.6892518873669;-1.4784897731999045;-1.4869452501353953;-1.4643377065658569;-1.4784897731999045
4760;1361.824951171875;1965.3221435546875;1393.9460214358221;2011.8260854771525;1399.1397940333006;2117.6892518873669;-1.4799011713539592;-1.4869452501353953;-1.4643377065658569;-1.4799011713539592
4770;1361.526611328125;1993.369140625;1393.6325561786955;2015.3462439855086;1399.1397940333006;2117.6892518873669;-1.4794235901213622;-1.4869452501353953;-1.4581990242004395;-1.4794235901213622
4780;1361.526611328125;1993.369140625;1393.7395719140968;2018.8522146078858;1397.742784979383;2127.790846618143;-1.4774925560526713;-1.4845354882187969;-1.4581990242004395;-1.4774925560526713
4790;1361.526611328125;1993.369140625;1393.7996721419579;2022.1494651990415;1397.742784979383;2127.790846618143;-1.4766367895303219;-1.4845354882187969;-1.4581990242004395;-1.4766367895303219
4800;1361.526611328125;1993.369140625;1393.5155460555657;2025.3070000987852;1397.742784979383;2127.790846618143;-1.4782136490757638;-1.4845354882187969;-1.4581990242004395;-1.4782136490757638
4810;1361.526611328125;1993.369140625;1393.2123509646503;2028.7607199935612;1397.742784979383;2127.790846618143;-1.4792065989938994;-1.4845354882187969;-1.4581990242004395;-1.4792065989938994
4820;1362.89306640625;2006.415771484375;1393.1233141120497;2032.0311379203051;1397.742784979383;2127.790846618143;-1.4785420104204834;-1.4845354882187969;-1.4522982835769653;-1.4785420104204834
4830;1362.89306640625;2006.415771484375;1393.19069792033;2034.7887513183835;1395.681619315114;2137.2430470330637;-1.4779598198703816;-1.4822225419556427;-1.4522982835769653;-1.4779598198703816
4840;1362.89306640625;2006.415771484375;1393.1820203883081;2037.6181725235451;1395.681619315114;2137.2430470330637;-1.48007045880683;-1.4822225419556427;-1.4522982835769653;-1.48007045880683
4850;1362.89306640625;2006.415771484375;1392.910112536289;2040.7733307789929;1395.681619315114;2137.2430470330637;-1.4822546815258895;-1.4822225419556427;-1.4522982835769653;-1.4822546815258895
4860;1363.984130859375;2025.1011962890625;1392.7225003190636;2043.9091853256844;1395.681619315114;2137.2430470330637;-1.4814059145489433;-1.4822225419556427;-1.4531213045120239;-1.4814059145489433
4870;1363.984130859375;2025.1011962890625;1392.7787824333261;2046.4656325818728;1395.681619315114;2137.2430470330637;-1.4795997954876186;-1.4822225419556427;-1.4531213045120239;-1.4795997954876186
4880;1363.984130859375;2025.1011962890625;1392.5710803919703;2048.7886785757605;1392.9495393422446;2146.0549464407886;-1.4795812050249984;-1.4799925288133973;-1.4531213045120239;-1.4795812050249984
4890;1363.984130859375;2025.1011962890625;1392.0720341042747;2051.3025376580672;1392.9495393422446;2146.0549464407886;-1.4806043923587329;-1.4799925288133973;-1.4531213045120239;-1.4806043923587329
4900;1363.984130859375;2025.1011962890625;1391.7757148900591;2054.4097104257903;1392.9495393422446;2146.0549464407886;-1.4805568178930064;-1.4799925288133973;-1.4531213045120239;-1.4805568178930064
4910;1363.651123046875;2042.99609375;1391.73427667724;2057.3132044541444;1392.9495393422446;2146.0549464407886;-1.4801309584840361;-1.4799925288133973;-1.4619184732437134;-1.4801309584840361
4920;1363.651123046875;2042.99609375;1391.7278219710095;2059.3587936323252;1392.9495393422446;2146.0549464407886;-1.4799744901506864;-1.4799925288133973;-1.4619184732437134;-1.4799744901506864
4930;1363.651123046875;2042.99609375;1391.510737700833;2061.4418704066384;1389.5348302211505;2154.2346595218505;-1.4799833103255673;-1.47782766673517;-1.4619184732437134;-1.4799833103255673
4940;1363.651123046875;2042.99609375;1391.171755638077;2064.2088346023456;1389.5348302211505;2154.2346595218505;-1.4799162901611191;-1.47782766673517;-1.4619184732437134;-1.4799162901611191
4950;1364.4814453125;2050.347412109375;1390.8335645107516;2067.0279628956405;1389.5348302211505;2154.2346595218505;-1.4806074615741178;-1.47782766673517;-1.4623175859451294;-1.4806074615741178
4960;1364.4814453125;2050.347412109375;1390.4987169559836;2069.143019872788;1389.5348302211505;2154.2346595218505;-1.4812917212729866;-1.47782766673517;-1.4623175859451294;-1.4812917212729866
4970;1364.4814453125;2050.347412109375;1390.3310737801699;2071.2356938820826;1389.5348302211505;2154.2346595218505;-1.480477024784671;-1.47782766673517;-1.4623175859451294;-1.480477024784671
4980;1364.4814453125;2050.347412109375;1390.3304993222205;2073.76682041967;1385.4161097760266;2161.7938296267093;-1.4794053427797078;-1.4757043208340335;-1.4623175859451294;-1.4794053427797078
4990;1364.361572265625;2066.01416015625;1390.0370958943634;2076.1526436637851;1385.4161097760266;2161.7938296267093;-1.4799162344495842;-1.4757043208340335;-1.4676874876022339;-1.4799162344495842
5000;1364.361572265625;2066.01416015625;1389.5506806728004;2077.990143434668;1385.4161097760266;2161.7938296267093;-1.4806682116498977;-1.4757043208340335;-1.4676874876022339;-1.4806682116498977
5010;1364.361572265625;2066.01416015625;1389.15535906128;2080.191797502122;1385.4161097760266;2161.7938296267093;-1.4801407056871248;-1.4757043208340335;-1.4676874876022339;-1.4801407056871248
5020;1364.361572265625;2066.01416015625;1388.8882048136065;2082.7962507988173;1385.4161097760266;2161.7938296267093;-1.4790503337521277;-1.4757043208340335;-1.4676874876022339;-1.4790503337521277
5030;1364.361572265625;2066.01416015625;1388.6375462341746;2084.9889106554133;1380.6047520880447;2168.684824549312;-1.4787662629810732;-1.4736115157251535;-1.4676874876022339;-1.4787662629810732
5040;1363.8968505859375;2075.16650390625;1388.3307477608973;2086.9721169998752;1380.6047520880447;2168.684824549312;-1.4785229089865193;-1.4736115157251535;-1.4629545211791992;-1.4785229089865193
5050;1363.8968505859375;2075.16650390625;1387.990122344592;2089.1990590713854;1380.6047520880447;2168.684824549312;-1.4779032278440099;-1.4736115157251535;-1.4629545211791992;-1.4779032278440099
5060;1363.8968505859375;2075.16650390625;1387.5483811082256;2091.5127549802373;1380.6047520880447;2168.684824549312;-1.4779052450525223;-1.4736115157251535;-1.4629545211791992;-1.4779052450525223
5070;1363.8968505859375;2075.16650390625;1387.0806471110873;2093.6537505897977;1380.6047520880447;2168.684824549312;-1.4781723745704805;-1.4736115157251535;-1.4629545211791992;-1.4781723745704805
5080;1364.310791015625;2081.805908203125;1386.7462318298451;2095.8653630650665;1375.0280026773512;2174.9719816308607;-1.4778118776582219;-1.4714993573544675;-1.4656984806060791;-1.4778118776582219
5090;1364.310791015625;2081.805908203125;1386.4283043480068;2098.0516362285116;1375.0280026773512;2174.9719816308607;-1.4775307378526663;-1.4714993573544675;-1.4656984806060791;-1.4775307378526663
5100;1364.310791015625;2081.805908203125;1386.031252469729;2100.1142732043941;1375.0280026773512;2174.9719816308607;-1.4776396716929412;-1.4714993573544675;-1.4656984806060791;-1.4776396716929412
5110;1364.310791015625;2081.805908203125;1385.4867680014913;2102.1466236486376;1375.0280026773512;2174.9719816308607;-1.4774445076444924;-1.4714993573544675;-1.4656984806060791;-1.4774445076444924
5120;1364.310791015625;2081.805908203125;1385.0079421814726;2104.386626489536;1375.0280026773512;2174.9719816308607;-1.4764180217231453;-1.4714993573544675;-1.4656984806060791;-1.4764180217231453
5130;1363.6181640625;2091.28369140625;1384.682150549834;2106.5869511586911;1368.7470538250811;2180.5557228537727;-1.4756858711769376;-1.4693679055004489;-1.4576296806335449;-1.4756858711769376
5140;1363.6181640625;2091.28369140625;1384.4035863586614;2108.5648213008035;1368.7470538250811;2180.5557228537727;-1.4750557323081672;-1.4693679055004489;-1.4576296806335449;-1.4750557323081672
5150;1363.6181640625;2091.28369140625;1384.0913095118926;2110.526069227431;1368.7470538250811;2180.5557228537727;-1.4741618264844087;-1.4693679055004489;-1.4576296806335449;-1.4741618264844087
5160;1363.6181640625;2091.28369140625;1383.6505483459166;2112.6731895714884;1368.7470538250811;2180.5557228537727;-1.473693496475579;-1.4693679055004489;-1.4576296806335449;-1.473693496475579
5170;1363.6181640625;2091.28369140625;1383.1503976698289;2114.9395079859578;1368.7470538250811;2180.5557228537727;-1.4741009993490106;-1.4693679055004489;-1.4576296806335449;-1.4741009993490106
5180;1362.841064453125;2106.65087890625;1382.6896248203404;2117.0173802765853;1361.8612076429517;2185.3744334239154;-1.474864249847214;-1.4672172204876175;-1.4525789022445679;-1.474864249847214
5190;1362.841064453125;2106.65087890625;1382.1762473147448;2118.8330752910997;1361.8612076429517;2185.3744334239154;-1.4751274789461637;-1.4672172204876175;-1.4525789022445679;-1.4751274789461637
5200;1362.841064453125;2106.65087890625;1381.6623395090137;2120.7978859799241;1361.8612076429517;2185.3744334239154;-1.4750345594199132;-1.4672172204876175;-1.4525789022445679;-1.4750345594199132
5210;1362.841064453125;2106.65087890625;1380.9774457821141;2122.8552028970521;1361.8612076429517;2185.3744334239154;-1.4754917720863821;-1.4672172204876175;-1.4525789022445679;-1.4754917720863821
5220;1363.201416015625;2114.1201171875;1380.251202866687;2124.8918451517525;1361.8612076429517;2185.3744334239154;-1.4759633506605812;-1.4672172204876175;-1.4560792446136475;-1.4759633506605812
5230;1363.201416015625;2114.1201171875;1379.809383097705;2126.74787146968;1354.3078051574264;2189.4998091259654;-1.4752371172821495;-1.4649950752998906;-1.4560792446136475;-1.4752371172821495
5240;1363.201416015625;2114.1201171875;1379.308998618782;2128.5335907087328;1354.3078051574264;2189.4998091259654;-1.4737766902509952;-1.4649950752998906;-1.4560792446136475;-1.4737766902509952
5250;1363.201416015625;2114.1201171875;1378.4434353533993;2130.3419328257851;1354.3078051574264;2189.4998091259654;-1.4734482115194612;-1.4649950752998906;-1.4560792446136475;-1.4734482115194612
5260;1362.984375;2125.651123046875;1377.4545208754378;2132.2615148032987;1354.3078051574264;2189.4998091259654;-1.4740509812606006;-1.4649950752998906;-1.4730510711669922;-1.4740509812606006
5270;1362.984375;2125.651123046875;1376.6529273280062;2133.9691317232437;1354.3078051574264;2189.4998091259654;-1.473227370724699;-1.4649950752998906;-1.4730510711669922;-1.473227370724699
5280;1362.984375;2125.651123046875;1376.0786662310534;2135.5784411945106;1346.1339663202571;2192.92093260779;-1.4721082636998133;-1.4626864859808442;-1.4730510711669922;-1.4721082636998133
5290;1362.984375;2125.651123046875;1375.4699600802248;2137.25245334664;1346.1339663202571;2192.92093260779;-1.4718714973273492;-1.4626864859808442;-1.4730510711669922;-1.4718714973273492
5300;1362.984375;2125.651123046875;1374.6055190277666;2139.128563202707;1346.1339663202571;2192.92093260779;-1.4722052396504617;-1.4626864859808442;-1.4730510711669922;-1.4722052396504617
5310;1358.6103515625;2138.0302734375;1373.7372484999955;2140.8550223738757;1346.1339663202571;2192.92093260779;-1.4711152919707133;-1.4626864859808442;-1.47006356716156;-1.4711152919707133
5320;1358.6103515625;2138.0302734375;1373.0327743757018;2142.3169287569212;1346.1339663202571;2192.92093260779;-1.4701498719741328;-1.4626864859808442;-1.47006356716156;-1.4701498719741328
5330;1358.6103515625;2138.0302734375;1372.1716223405374;2143.9118844024692;1337.3279954499687;2195.6592994299858;-1.4703762653387478;-1.4602615371458454;-1.47006356716156;-1.4703762653387478
5340;1358.6103515625;2138.0302734375;1371.2379342121531;2145.6156802017272;1337.3279954499687;2195.6592994299858;-1.4700133157034698;-1.4602615371458454;-1.47006356716156;-1.4700133157034698
5350;1358.6103515625;2138.0302734375;1370.6502519882563;2147.2334708532476;1337.3279954499687;2195.6592994299858;-1.4693131109454334;-1.4602615371458454;-1.47006356716156;-1.4693131109454334
5360;1357.283447265625;2147.158203125;1369.9594840688237;2148.7218056422348;1337.3279954499687;2195.6592994299858;-1.4691691112324341;-1.4602615371458454;-1.4697258472442627;-1.4691691112324341
5370;1357.283447265625;2147.158203125;1368.8811713758487;2150.0751042075822;1337.3279954499687;2195.6592994299858;-1.469348498101281;-1.4602615371458454;-1.4697258472442627;-1.469348498101281
5380;1357.283447265625;2147.158203125;1368.1060662528907;2151.5723159239083;1327.8818036480693;2197.7266697487917;-1.4702802352780688;-1.4576944590512289;-1.4697258472442627;-1.4702802352780688
5390;1357.283447265625;2147.158203125;1367.5973153080483;2153.1876834749869;1327.8818036480693;2197.7266697487917;-1.4708996465327677;-1.4576944590512289;-1.4697258472442627;-1.4708996465327677
5400;1354.7110595703125;2151.9921875;1366.7189991509679;2154.6330714773803;1327.8818036480693;2197.7266697487917;-1.4707553422991173;-1.4576944590512289;-1.463135838508606;-1.4707553422991173
5410;1354.7110595703125;2151.9921875;1365.3348594511497;2155.9325721701862;1327.8818036480693;2197.7266697487917;-1.4701958443511121;-1.4576944590512289;-1.463135838508606;-1.4701958443511121
5420;1354.7110595703125;2151.9921875;1364.4239986177522;2157.178796202888;1327.8818036480693;2197.7266697487917;-1.4706744472901439;-1.4576944590512289;-1.463135838508606;-1.4706744472901439
5430;1354.7110595703125;2151.9921875;1363.6066763483477;2158.5678008531913;1317.7863018488308;2199.129841189133;-1.4705801231679334;-1.4549616748342102;-1.463135838508606;-1.4705801231679334
5440;1350.465087890625;2162.8251953125;1362.3008227856615;2159.8657513382541;1317.7863018488308;2199.129841189133;-1.4695966546703771;-1.4549616748342102;-1.4732722043991089;-1.4695966546703771
5450;1350.465087890625;2162.8251953125;1361.1796767370067;2161.0349671892909;1317.7863018488308;2199.129841189133;-1.4693237281304137;-1.4549616748342102;-1.4732722043991089;-1.4693237281304137
5460;1350.465087890625;2162.8251953125;1360.2920492615615;2162.3496100695947;1317.7863018488308;2199.129841189133;-1.469779849649792;-1.4549616748342102;-1.4732722043991089;-1.469779849649792
5470;1350.465087890625;2162.8251953125;1359.0583284509683;2163.6411277966281;1317.7863018488308;2199.129841189133;-1.4688678714775321;-1.4549616748342102;-1.4732722043991089;-1.4688678714775321
5480;1350.465087890625;2162.8251953125;1357.7920040425856;2164.8525645390064;1307.03242960982;2199.871813958744;-1.46805970325897;-1.452041564329567;-1.4732722043991089;-1.46805970325897
5490;1346.688720703125;2167.4755859375;1356.6854958036392;2166.0005207643071;1307.03242960982;2199.871813958744;-1.468320146648717;-1.452041564329567;-1.4684840440750122;-1.468320146648717
5500;1346.688720703125;2167.4755859375;1355.429146702649;2167.2665993538203;1307.03242960982;2199.871813958744;-1.4680098445727148;-1.452041564329567;-1.4684840440750122;-1.4680098445727148
5510;1346.688720703125;2167.4755859375;1353.9948679793174;2168.5410139336605;1307.03242960982;2199.871813958744;-1.4670866228823798;-1.452041564329567;-1.4684840440750122;-1.4670866228823798
5520;1346.688720703125;2167.4755859375;1352.7373373594121;2169.6015750582205;1307.03242960982;2199.871813958744;-1.4671763492318863;-1.452041564329567;-1.4684840440750122;-1.4671763492318863
5530;1343.4151611328125;2173.04296875;1351.6978611054258;2170.6991027234162;1295.6115531996256;2200;-1.4678711954185397;-1.4489141960149941;-1.4790216684341431;-1.4678711954185397
5540;1343.4151611328125;2173.04296875;1350.4176263084198;2171.7676217353028;1295.6115531996256;2200;-1.4673470589420428;-1.4489141960149941;-1.4790216684341431;-1.4673470589420428
5550;1343.4151611328125;2173.04296875;1348.7346022260397;2172.7078523218956;1295.6115531996256;2200;-1.4668199118675316;-1.4489141960149941;-1.4790216684341431;-1.4668199118675316
5560;1343.4151611328125;2173.04296875;1347.2628656796953;2173.704337882275;1295.6115531996256;2200;-1.46766157474021;-1.4489141960149941;-1.4790216684341431;-1.46766157474021
5570;1336.71337890625;2184.68017578125;1345.7492360370948;2174.7599760467015;1295.6115531996256;2200;-1.4668661500261864;-1.4489141960149941;-1.4635387659072876;-1.4668661500261864
5580;1336.71337890625;2184.68017578125;1344.174022784671;2175.6226941511677;1283.5016567817975;2200;-1.4652454060459204;-1.4455610344859247;-1.4635387659072876;-1.4652454060459204
5590;1336.71337890625;2184.68017578125;1342.6644530346073;2176.3660852589051;1283.5016567817975;2200;-1.4647359507502624;-1.4455610344859247;-1.4635387659072876;-1.4647359507502624
5600;1336.71337890625;2184.68017578125;1341.0948313370097;2177.1509957922863;1283.5016567817975;2200;-1.4642884041107462;-1.4455610344859247;-1.4635387659072876;-1.4642884041107462
