Name;XY Scope Project;
File;E:\hawino\Measurements\Trajectory\Rectangle_P3_vRef500.csv;
Starttime of export;133228422645538000;Donnerstag, 9. März 2023;14:31:04.553
Endtime of export;133228422862727344;Donnerstag, 9. März 2023;14:31:26.272


Name;x, y X;x, y Y;xRef, yRef X;xRef, yRef Y;xObs, yObs X;xObs, yObs Y;vYworldToSimulink;vXworldToSimulink
SampleTime[ms];10;10;10;10;10;10;10;10
SymbolBased;True;True;True;True;True;True;True;True
SymbolName;TrackingController.observer.xCameraPose.x;TrackingController.observer.xCameraPose.y;TrackingController.trajectory.xRef;TrackingController.trajectory.yRef;TrackingController.observer.yObserverdPose.x;TrackingController.observer.yObserverdPose.y;TrackingController.observer.vYworldToSimulink;TrackingController.observer.vXworldToSimulink
NetID;5.53.207.184.1.1;5.53.207.184.1.1;5.53.207.184.1.1;5.53.207.184.1.1;5.53.207.184.1.1;5.53.207.184.1.1;5.53.207.184.1.1;5.53.207.184.1.1
Port;851;851;851;851;851;851;851;851

5580;3287.44287109375;989.771484375;3550;1000;3358.2706524579125;991.93228879940864;50.902211965149796;535.0368578273692
5590;3304.2509765625;989.358642578125;3550;1000;3359.0134682361922;992.20661700050528;42.830090262714187;551.25615756936372
5600;3304.2509765625;989.358642578125;3550;1000;3376.2624512714588;992.37590468051769;34.296697580874316;571.25129817111917
5610;3304.2509765625;989.358642578125;3550;1000;3376.7771862788563;993.11114855838309;30.49482365433586;525.412799862621
5620;3304.2509765625;989.358642578125;3550;1000;3377.3836734512047;993.49345816872562;41.491123386265521;494.03037368480636
5630;3320.133056640625;990.222412109375;3575;1000;3377.5479574024657;993.42424430585754;51.480096564969045;513.87482620857679
5640;3320.133056640625;990.222412109375;3575;1000;3393.7911203251624;994.473352133425;41.412380386603964;547.14361517591976
5650;3320.133056640625;990.222412109375;3575;1000;3394.3421978661872;994.85757071134742;17.441230433930841;552.79348880181374
5660;3320.133056640625;990.222412109375;3575;1000;3394.744822896726;995.19137653609312;24.641879145361031;542.47052666793866
5670;3320.133056640625;990.222412109375;3575;1000;3394.9885165723322;995.27330327912171;50.058600855953507;536.50713480489526
5680;3352.99169921875;991.73956298828125;3600;1000;3395.0922362338729;995.24097713431286;61.91208320008802;537.22002086183329
5690;3352.99169921875;991.73956298828125;3600;1000;3428.00528935133;996.849167376537;48.533428110044042;565.27020449425277
5700;3352.99169921875;991.73956298828125;3600;1000;3427.9575410514949;996.99054678797222;42.44730850594577;565.727194455546
5710;3352.99169921875;991.73956298828125;3600;1000;3428.4445768793312;997.18476126479493;50.041171752794888;544.78120067184955
5720;3369.8701171875;992.98577880859375;3600;1000;3428.8814823051266;997.41130498001519;27.227177230925179;531.98244339643611
5730;3369.8701171875;992.98577880859375;3625;1000;3445.6978741800785;998.86561006664408;17.469503307350493;540.78999382815948
5740;3369.8701171875;992.98577880859375;3625;1000;3445.6673300357688;998.62885971930177;35.550976819656043;573.79334758149844
5750;3369.8701171875;992.98577880859375;3625;1000;3445.5626683983564;998.37525384974822;50.103678989887065;549.33921102674719
5760;3387.559814453125;994.9517822265625;3625;1000;3445.58808889246;998.387796642136;33.025435143234738;499.40582259618657
5770;3387.559814453125;994.9517822265625;3625;1000;3463.517050269726;1000.5498886134602;28.914380092897645;531.01180998991981
5780;3387.559814453125;994.9517822265625;3650;1000;3463.57080475884;1000.4652317310299;20.917501467040395;567.64095154423092
5790;3387.559814453125;994.9517822265625;3650;1000;3463.7421745966535;1000.2395745663092;14.360755336640551;565.08640716178218
5800;3387.559814453125;994.9517822265625;3650;1000;3463.9471479603367;1000.0346257771136;8.1958778730357551;518.81571633474641
5810;3424.0546875;997.896728515625;3650;1000;3464.0700771439365;1000.0038210261407;30.690508951041835;492.89381583203232
5820;3424.0546875;997.896728515625;3650;1000;3500.32840208748;1002.78430730248;18.067660443082843;500.65524621102048
5830;3424.0546875;997.896728515625;3675;1000;3499.8922688977514;1002.5906263834308;-18.153411020152362;523.54398639912563
5840;3424.0546875;997.896728515625;3675;1000;3499.526621151243;1002.1521821558608;-42.721762000651722;551.38406975221267
5850;3442.025390625;999.156494140625;3675;1000;3499.1093589702919;1001.4853137645588;-12.887603974056376;557.29093538513371
5860;3442.025390625;999.156494140625;3675;1000;3516.9366308482586;1001.8933886844928;29.863905583651331;551.314982412971
5870;3442.025390625;999.156494140625;3675;1000;3517.0617281953914;1001.2641009272243;10.744292857413527;499.30635304727645
5880;3442.025390625;999.156494140625;3700;1000;3517.2550535855571;1001.2904682107516;-20.952857498337693;458.87250382299504
5890;3442.025390625;999.156494140625;3700;1000;3516.8402171777484;1001.2232161062523;36.863156093443948;505.18753318513319
5900;3458.49365234375;999.71490478515625;3700;1000;3515.6910087401634;1000.6581777630722;3.6684684898459636;537.86623459284829
5910;3458.49365234375;999.71490478515625;3700;1000;3531.7177536804975;1001.0841831786391;-49.452239773930017;556.45891342446657
5920;3458.49365234375;999.71490478515625;3700;1000;3532.1023578004642;1000.7906135121052;-12.536771598208375;504.33112600157904
5930;3458.49365234375;999.71490478515625;3724.99999999999;1000;3532.3568288348097;1000.006947313437;29.253838563100402;456.08981413180862
5940;3493.71630859375;1002.5096435546875;3724.99999999999;1000;3531.7237305793833;999.67240458278445;16.098574488953247;509.72800547599184
5950;3493.71630859375;1002.5096435546875;3724.99999999999;1000;3565.8564208990833;1002.6160741845803;-39.182801165354306;520.03831457452577
5960;3493.71630859375;1002.5096435546875;3724.99999999999;1000;3565.7655437904955;1002.6951011507395;-6.104698158808219;505.63756243230864
5970;3493.71630859375;1002.5096435546875;3724.99999999999;1000;3566.03698877792;1001.9963680495755;31.467452051519402;512.72215790849123
5980;3493.71630859375;1002.5096435546875;3749.99999999999;1000;3566.0868119401334;1001.7546444635566;10.357217626122562;524.49924231932982
5990;3512.186767578125;1000.2709350585938;3749.99999999999;1000;3565.9785936552271;1002.2508530942733;-36.124419934726546;569.83154948732533
6000;3512.186767578125;1000.2709350585938;3749.99999999999;1000;3584.1802043652733;1000.5429343944473;-45.21974245765351;550.91699308028933
6010;3512.186767578125;1000.2709350585938;3749.99999999999;1000;3584.3056105062956;1000.3105662348406;2.7871412316974613;429.94759582125323
6020;3512.186767578125;1000.2709350585938;3749.99999999999;1000;3584.3016306129684;999.55972975442751;43.849958246584777;407.46138104257221
6030;3527.8134765625;1001.1416015625;3774.99999999999;1000;3583.6080430407083;999.48015823817036;-5.9432144811584493;522.5535819684186
6040;3527.8134765625;1001.1416015625;3774.99999999999;1000;3598.7206407972794;1000.9988528995259;-24.739489790595371;537.1445196373885
6050;3527.8134765625;1001.1416015625;3774.99999999999;1000;3598.8943012851123;1000.5707891937799;-13.291286947659557;488.79225930166558
6060;3527.8134765625;1001.1416015625;3774.99999999999;1000;3598.8870841355574;1000.2867096109754;-28.144022699016929;485.972190961535
6070;3543.77978515625;999.90838623046875;3774.99999999999;1000;3598.2104175943296;1000.6483191392381;-6.6185969322787912;490.25439656771545
6080;3543.77978515625;999.90838623046875;3799.99999999999;1000;3613.9931368376792;999.25903129619883;40.931396996619085;497.91090762213815
6090;3543.77978515625;999.90838623046875;3799.99999999999;1000;3614.3347826620384;998.900306941245;44.818462085824493;500.66825050824406
6100;3543.77978515625;999.90838623046875;3799.99999999999;1000;3614.2166116835;999.1486351663217;-26.3104487430588;453.4029492394036
6110;3543.77978515625;999.90838623046875;3799.99999999999;1000;3614.0229110428377;999.98864779883343;-31.225092998470657;452.4231666448681
6120;3574.41943359375;1003.0659790039063;3799.99999999999;1000;3613.5005649109085;999.78659029299092;3.9371495416084059;511.8606574673168
6130;3574.41943359375;1003.0659790039063;3824.99999999999;1000;3643.5372234357719;1002.3172576159285;-23.372392940589862;539.84638421478144
6140;3574.41943359375;1003.0659790039063;3824.99999999999;1000;3643.410837587252;1002.2530569350835;-46.181815593790574;538.29922271806606
6150;3574.41943359375;1003.0659790039063;3824.99999999999;1000;3643.1109859345265;1002.3805772050248;8.56894815559059;486.05307028250519
6160;3588.564453125;1002.9375;3824.99999999999;1000;3642.9848082309045;1002.3709564736635;32.747803523677312;488.00771793505095
6170;3588.564453125;1002.9375;3824.99999999999;1000;3657.6908825067671;1002.3002955389961;-47.200275093118066;500.09236926835638
6180;3588.564453125;1002.9375;3849.99999999999;1000;3658.4963458756915;1002.189273991767;-54.490832471214858;507.63057449898577
6190;3588.564453125;1002.9375;3849.99999999999;1000;3658.2717337486906;1001.7767033856475;-0.79760803518443879;524.05262228673269
6200;3605.57861328125;1001.61328125;3849.99999999999;1000;3657.9765942973067;1001.4791899588412;5.8826009725171247;523.16932506887485
6210;3605.57861328125;1001.61328125;3849.99999999999;1000;3675.3433580834071;1000.279907997966;-32.5199364216606;503.36082315151958
6220;3605.57861328125;1001.61328125;3849.99999999999;1000;3675.7153294244804;1000.6201742346813;-29.183695179106252;495.57749711852063
6230;3605.57861328125;1001.61328125;3874.99999999999;1000;3675.8463936903186;1000.3611608397875;16.175538798755468;498.61016124688621
6240;3605.57861328125;1001.61328125;3874.99999999999;1000;3675.8230595852824;999.66000991803026;-22.7012368010148;520.27305976666287
6250;3636.79443359375;998.34649658203125;3874.99999999999;1000;3675.8024786926685;999.3735806851596;-62.750764706408219;545.81136772172226
6260;3636.79443359375;998.34649658203125;3874.99999999999;1000;3707.6870001104412;996.14288813661119;-4.053890656450605;513.93422135567016
6270;3636.79443359375;998.34649658203125;3874.99999999999;1000;3708.62088212121;995.82763141953183;25.757314722006946;499.077743948283
6280;3636.79443359375;998.34649658203125;3899.99999999999;1000;3708.6416177600931;995.74772101755127;19.53369818146254;527.99664437829358
6290;3652.90283203125;997.3841552734375;3899.99999999999;1000;3708.233931357428;996.23901809417725;18.256985704702728;514.12089264738131
6300;3652.90283203125;997.3841552734375;3899.99999999999;1000;3724.2393040115303;995.933831923336;23.409036041596508;493.72609400279572
6310;3652.90283203125;997.3841552734375;3899.99999999999;1000;3724.5199822351788;996.0307122988271;1.9525813369015879;514.04111380398808
6320;3652.90283203125;997.3841552734375;3899.99999999999;1000;3724.5771659958564;995.93732462400635;-29.240525852990658;556.31730904382675
6330;3652.90283203125;997.3841552734375;3924.99999999999;1000;3724.7166534412127;996.42885318830656;-25.838799333022067;556.08382884517187
6340;3668.67919921875;995.9371337890625;3924.99999999999;1000;3725.2035207866611;996.68135625448872;-28.756968040260531;538.51467337318854
6350;3668.67919921875;995.9371337890625;3924.99999999999;1000;3741.3002000397455;994.98392285713544;-12.368578806102846;520.2147504355363
6360;3668.67919921875;995.9371337890625;3924.99999999999;1000;3741.4536535227885;994.63752716700765;41.577666856259079;484.90972950918484
6370;3668.67919921875;995.9371337890625;3924.99999999999;1000;3741.6221927956285;994.8390407431632;70.809183670599154;512.95902284905594
6380;3702.350830078125;993.203125;3949.99999999999;1000;3741.5155151195349;995.54665436351684;21.496753962687364;515.24112251975191
6390;3702.350830078125;993.203125;3949.99999999999;1000;3775.3306345949318;993.35898202317276;-37.87809014238124;530.58132528921317
6400;3702.350830078125;993.203125;3949.99999999999;1000;3775.2803152224628;993.80096193080976;-44.540928083120079;567.14434464705153
6410;3702.350830078125;993.203125;3949.99999999999;1000;3775.1280147981379;994.04968867645;-10.227328779405198;602.32118794125688
6420;3702.350830078125;993.203125;3949.99999999999;1000;3775.660116031052;993.64481830218335;15.239841185742165;529.37025033171892
6430;3718.4130859375;991.1839599609375;3974.99999999999;1000;3776.6925504709816;993.28497186716925;27.666398868539467;438.27710702131293
6440;3718.4130859375;991.1839599609375;3974.99999999999;1000;3792.7685423898906;991.22286825814956;26.369000040417546;482.40696255203625
6450;3718.4130859375;991.1839599609375;3974.99999999999;1000;3792.01010453363;991.31696238978793;33.695331063227123;486.90849427258462
6460;3718.4130859375;991.1839599609375;3974.99999999999;1000;3791.8969132191223;991.34656202977612;31.349724773841146;462.19118522884327
6470;3749.119140625;990.1947021484375;3974.99999999999;1000;3791.6255870238083;991.66398952703935;38.373765790432557;499.60693831411271
6480;3749.119140625;990.1947021484375;3999.99999999999;1000;3821.3903804731585;991.28063422080777;80.263496349650339;507.01387513164252
6490;3749.119140625;990.1947021484375;3999.99999999999;1000;3820.8256115678482;991.92275987204221;85.552603716888356;497.09465476860834
6500;3749.119140625;990.1947021484375;3999.99999999999;1000;3820.5106035854328;993.01296451594135;51.526773775626644;469.66380875670524
6510;3749.119140625;990.1947021484375;3999.99999999999;1000;3820.2794026287638;993.99217634117133;46.401498959909752;503.15347715803858
6520;3764.01220703125;990.6610107421875;3999.99999999999;1000;3820.126943421239;994.091667410365;30.922381676975007;541.31479894302811
6530;3764.01220703125;990.6610107421875;4024.99999999999;1000;3834.921954370579;994.31389915700811;32.859615652779951;532.758054891103
6540;3764.01220703125;990.6610107421875;4024.99999999999;1000;3835.1826911348116;994.4081554341509;53.233366120887041;520.86735320408093
6550;3764.01220703125;990.6610107421875;4024.99999999999;1000;3835.2044584308305;995.1155324921026;77.473512903203186;522.42358017152526
6560;3778.921875;990.823974609375;4024.99999999999;1000;3834.7416885164007;996.09327543414258;69.198184551038608;532.74686870543417
6570;3778.921875;990.823974609375;4024.99999999999;1000;3848.8523804074534;997.13324771815621;55.406073120603267;546.059255874438
6580;3778.921875;990.823974609375;4049.99999999999;1000;3848.8861465911909;997.67283115180919;89.188366863058732;550.27729893455739
6590;3778.921875;990.823974609375;4049.99999999999;1000;3849.9639680797222;997.95022789432983;61.535838005009651;594.85608655437545
6600;3778.921875;990.823974609375;4049.99999999999;1000;3850.6426714435474;998.57842156255617;30.292223746350373;632.22309648582666
6610;3811.67919921875;995.58544921875;4049.99999999999;1000;3851.7221473663653;998.85682663197406;73.678673964238982;567.14805020804818
6620;3811.67919921875;995.58544921875;4049.99999999999;1000;3886.1797906976849;1003.6077262310741;56.566246948392347;543.24914082774546
6630;3811.67919921875;995.58544921875;4074.99999999999;1000;3886.8552018166242;1003.9607753128122;29.224623955873966;518.97349883555489
6640;3811.67919921875;995.58544921875;4074.99999999999;1000;3887.2175544735856;1003.7238028187996;59.922306137726338;559.64272127613322
6650;3828.98486328125;998.10443115234375;4074.99999999999;1000;3887.436342914255;1003.1605230211894;83.91491429898862;583.94771751742383
6660;3828.98486328125;998.10443115234375;4074.99999999999;1000;3905.6417961019492;1005.7634602784042;70.4327528670396;576.35080744594143
6670;3828.98486328125;998.10443115234375;4074.99999999999;1000;3906.4497385055429;1006.138594431795;-27.220808380651007;540.88117276122728
6680;3828.98486328125;998.10443115234375;4099.99999999999;1000;3906.8000985905719;1006.5336981436957;-40.969691967592638;532.41291321099129
6690;3828.98486328125;998.10443115234375;4099.99999999999;1000;3906.8813297692732;1005.9328939033613;47.344549926176995;599.28646138792612
6700;3846.1572265625;1000.4395751953125;4099.99999999999;1000;3906.9967853693424;1004.9908633224766;6.2371492648516238;595.15779405882654
6710;3846.1572265625;1000.4395751953125;4099.99999999999;1000;3924.9377774627565;1007.024717735675;-58.9232598302049;566.4700869963649
6720;3846.1572265625;1000.4395751953125;4099.99999999999;1000;3925.5618867162902;1006.3951073828132;-60.511796644981359;539.66264068110968
6730;3846.1572265625;1000.4395751953125;4124.99999999999;1000;3925.7659950275097;1005.2518140533051;16.207624223295383;530.54260254733822
6740;3882.7392578125;1001.8865356445313;4124.99999999999;1000;3925.6598484449755;1003.7548124182247;20.031272502799652;530.03970693556141
6750;3882.7392578125;1001.8865356445313;4124.99999999999;1000;3961.5987448549054;1004.7484907296263;-18.196071455988246;533.61678409364868
6760;3882.7392578125;1001.8865356445313;4124.99999999999;1000;3960.576910959403;1004.6458812171908;-1.8482911045510804;569.97012830459482
6770;3882.7392578125;1001.8865356445313;4124.99999999999;1000;3960.2415982982589;1003.7271337629885;-49.597326094290793;613.91511664520453
6780;3902.277587890625;1002.6787109375;4149.99999999999;1000;3960.5088081730273;1003.1429883824591;-39.104658365797761;554.81664897236408
6790;3902.277587890625;1002.6787109375;4149.99999999999;1000;3980.9965544292486;1003.1469441749262;25.237438726877556;534.58757469687771
6800;3902.277587890625;1002.6787109375;4149.99999999999;1000;3980.9482937062112;1002.1566745298909;5.4364422169172;579.15623741166382
6810;3902.277587890625;1002.6787109375;4149.99999999999;1000;3980.454692278006;1001.5698997741698;-87.817892181107808;530.42020806227322
6820;3902.277587890625;1002.6787109375;4149.99999999999;1000;3980.482746577663;1000.9199366676686;-73.279287138959333;464.40215703608055
6830;3920.8359375;1002.565185546875;4174.99999999999;1000;3980.3781369306735;1000.3139658296641;-21.339220484584956;446.60429534902852
6840;3920.8359375;1002.565185546875;4174.99999999999;1000;3998.2563789782994;999.87734448732533;-40.000863905918123;514.30241131330627
6850;3920.8359375;1002.565185546875;4174.99999999999;1000;3996.7295573179103;999.19050678321776;-43.954624045801296;559.17978727979823
6860;3920.8359375;1002.565185546875;4174.99999999999;1000;3995.921003490455;998.72812665151;2.7638032055680668;479.25922755281272
6870;3940.165283203125;1001.3489990234375;4174.99999999999;1000;3995.8481004932892;998.8778130093541;0.14521744509056589;479.75626665377393
6880;3940.165283203125;1001.3489990234375;4199.99999999999;1000;4014.5734120651309;998.294382484422;-8.30060406632208;517.22266310994144
6890;3940.165283203125;1001.3489990234375;4199.99999999999;1000;4014.0655487061954;998.13375841664;-6.0112484585148991;518.49780771706628
6900;3940.165283203125;1001.3489990234375;4199.99999999999;1000;4013.937378267939;997.85043965094883;-20.884270374049194;534.418795386476
6910;3975.2412109375;1000.4579467773438;4199.99999999999;1000;4013.7861885041734;997.97228788092355;-41.080038203043586;517.31238110642335
6920;3975.2412109375;1000.4579467773438;4199.99999999999;1000;4048.5066029093668;996.89087584213485;-31.430953558282638;493.33762106220411
6930;3975.2412109375;1000.4579467773438;4224.99999999999;1000;4047.5405755539791;996.97604872104728;10.038699067108141;533.39084171728314
6940;3975.2412109375;1000.4579467773438;4224.99999999999;1000;4046.9257852748774;997.05278576912247;38.87758966262259;534.48097217206941
6950;3975.2412109375;1000.4579467773438;4224.99999999999;1000;4046.9138179450815;996.90079837252472;-19.904500229788241;495.14658757860309
6960;3991.95458984375;1001.23291015625;4224.99999999999;1000;4046.4670652926857;997.23520984698177;-38.050262365727022;477.22623167823076
6970;3991.95458984375;1001.23291015625;4224.99999999999;1000;4062.827707994099;998.68930714540124;-25.621891597235489;514.2805469775185
6980;3991.95458984375;1001.23291015625;4249.99999999999;1000;4062.9559487405204;999.04159739313354;-33.460591513329561;519.33268106415619
6990;3991.95458984375;1001.23291015625;4249.99999999999;1000;4063.6327112568056;998.998770682007;-27.647127142638439;494.37870984638693
7000;4008.333251953125;999.2845458984375;4249.99999999999;1000;4063.683013954314;999.06417340593293;-17.054798419691309;517.59786863488364
7010;4008.333251953125;999.2845458984375;4249.99999999999;1000;4079.4136652893549;997.27888411715207;2.9908302322841251;552.44296820124089
7020;4008.333251953125;999.2845458984375;4249.99999999999;1000;4079.7970517001759;997.08069810089944;5.1177452007793818;551.37993420726616
7030;4008.333251953125;999.2845458984375;4274.99999999999;1000;4080.5239187156503;997.10915422877144;-19.056591621536185;509.12553686523984
7040;4008.333251953125;999.2845458984375;4274.99999999999;1000;4080.8654914266235;997.24333772144246;-14.680917056908982;514.45985793279942
7050;4039.629150390625;998.36505126953125;4274.99999999999;1000;4080.7717687181052;997.1128842898122;-27.557251367723566;541.6616457866495
7060;4039.629150390625;998.36505126953125;4274.99999999999;1000;4111.8680777810687;996.25542319407737;-47.0782560972884;539.89246854723876
7070;4039.629150390625;998.36505126953125;4274.99999999999;1000;4112.1115704278709;996.39065106243061;-3.4383113708000934;522.8956737463692
7080;4039.629150390625;998.36505126953125;4299.99999999999;1000;4112.5771189027218;996.23417803704046;50.234008005674227;530.97095837545521
7090;4055.884765625;998.0296630859375;4299.99999999999;1000;4112.4721672230116;996.09940793266139;36.857107262978282;589.22775583853911
7100;4055.884765625;998.0296630859375;4299.99999999999;1000;4128.6926823194208;995.87758393249817;-28.271400710910427;566.79845920885919
7110;4055.884765625;998.0296630859375;4299.99999999999;1000;4129.6334940020206;996.44520000742591;-28.5323215320968;530.65125804053616
7120;4055.884765625;998.0296630859375;4299.99999999999;1000;4130.5292162773267;996.542988623974;-13.728704547606512;528.69476614650625
7130;4055.884765625;998.0296630859375;4324.99999999999;1000;4130.6929233879564;996.51388432462545;-17.418387226930733;538.44220484275934
7140;4090.244140625;998.2060546875;4324.99999999999;1000;4130.7865442387811;996.71120319428269;-26.245437138013727;510.240079944351
7150;4090.244140625;998.2060546875;4324.99999999999;1000;4165.5865541887442;996.98988219500222;-32.002905992890206;518.42896114389748
7160;4090.244140625;998.2060546875;4324.99999999999;1000;4165.5129763018385;996.897975807819;-20.916172396018482;545.98840245403471
7170;4090.244140625;998.2060546875;4324.99999999999;1000;4165.1728362312651;996.54803844556727;4.1830799606530178;505.73466392223281
7180;4108.060546875;997.048583984375;4349.99999999999;1000;4165.1189209137328;996.28769926959933;29.398262147861068;473.57747345252551
7190;4108.060546875;997.048583984375;4349.99999999999;1000;4182.9014184343032;995.36262528229622;3.0571301224777443;526.581157708494
7200;4108.060546875;997.048583984375;4349.99999999999;1000;4182.4925945895;995.80341707434388;-26.87321491050885;562.28827394180394
7210;4108.060546875;997.048583984375;4349.99999999999;1000;4182.3417897087184;996.10956088924593;-16.908835122409727;508.19658334738074
7220;4125.556640625;994.8240966796875;4349.99999999999;1000;4182.5657477626646;996.31161130111366;28.137573595121765;422.51320661416469
7230;4125.556640625;994.8240966796875;4374.99999999999;1000;4199.9148506086749;993.95241875891008;28.410897846637653;450.2743146577838
7240;4125.556640625;994.8240966796875;4374.99999999999;1000;4198.8302730910618;993.7314544148046;11.666145526089039;524.569709479747
7250;4125.556640625;994.8240966796875;4374.99999999999;1000;4197.4407386792536;993.64699232064117;27.296448894949364;477.53752259590436
7260;4125.556640625;994.8240966796875;4374.99999999999;1000;4197.0184511819625;994.04636778301119;26.692262811869512;453.95464091929705
7270;4142.982421875;995.05224609375;4374.99999999999;1000;4196.4873138275161;994.60465548728166;12.78745462752336;487.939219056155
7280;4142.982421875;995.05224609375;4399.99999999999;1000;4213.1656938252436;995.23701457493883;12.893853666104477;505.193109380422
7290;4142.982421875;995.05224609375;4399.99999999999;1000;4212.6606639673782;995.53907299348339;22.675909637028866;512.86812997745244
7300;4142.982421875;995.05224609375;4399.99999999999;1000;4212.6101942617388;995.9304659015246;21.527004796509772;502.70863699854652
7310;4175.78515625;995.60394287109375;4399.99999999999;1000;4212.5545859500744;996.47725405782376;18.524296457330941;472.21022203336696
7320;4175.78515625;995.60394287109375;4399.99999999999;1000;4244.9245226705207;997.45338260709286;18.251369746461314;467.42243789521825
7330;4175.78515625;995.60394287109375;4424.99999999999;1000;4244.5892782516312;997.59679477205964;10.962507718607924;504.62770268219458
7340;4175.78515625;995.60394287109375;4424.99999999999;1000;4244.5277278960584;997.48532584804559;-29.861818424794549;548.17880430409207
7350;4191.8203125;995.1763916015625;4424.99999999999;1000;4244.3081933457943;997.564379624007;-44.087585046086588;567.23577144327066
7360;4191.8203125;995.1763916015625;4424.99999999999;1000;4260.2022548994173;997.1069423193328;-21.808857242544235;514.03283130990394
7370;4191.8203125;995.1763916015625;4424.99999999999;1000;4260.7926467803763;996.835154820096;35.725395729369119;434.74381306819356
7380;4191.8203125;995.1763916015625;4449.99999999999;1000;4261.7078430273341;996.33569051171935;63.659777772574657;484.49702621925536
7390;4206.8349609375;992.97216796875;4449.99999999999;1000;4261.5525380114377;996.40883549054672;38.709462115756054;519.87388967820073
7400;4206.8349609375;992.97216796875;4449.99999999999;1000;4276.1664596163328;994.724548180199;18.959382326822023;519.48429459127885
7410;4206.8349609375;992.97216796875;4449.99999999999;1000;4276.589823287155;994.83867831240707;35.278527124014673;518.10611204082875
7420;4206.8349609375;992.97216796875;4449.99999999999;1000;4277.245119823875;994.76134950755659;20.085813934925241;497.63983943045753
7430;4206.8349609375;992.97216796875;4474.99999999999;1000;4277.5467887537216;994.98626023252154;40.451561159285781;491.61723121705944
7440;4237.7373046875;993.3870849609375;4474.99999999999;1000;4277.4712560542212;995.05817983520978;53.488281290324814;519.06871925568339
7450;4237.7373046875;993.3870849609375;4474.99999999999;1000;4308.1610908166176;995.65085334261983;35.537593223399675;494.4170890900939
7460;4237.7373046875;993.3870849609375;4474.99999999999;1000;4308.324691639189;995.970466107558;15.99095913552361;489.821566246458
7470;4237.7373046875;993.3870849609375;4474.99999999999;1000;4308.5467603097559;996.14059907521869;19.832296703631471;516.62410385420458
7480;4253.21630859375;996.2958984375;4499.99999999999;1000;4308.7707515932689;996.1179949691093;35.294042397628104;526.368700026325
7490;4253.21630859375;996.2958984375;4499.99999999999;1000;4324.3697195112381;999.115506335522;39.639152951902176;544.67559195852357
7500;4253.21630859375;996.2958984375;4499.99999999999;1000;4324.1516184684606;999.76706494374628;46.976873317178182;539.03328333036325
7510;4253.21630859375;996.2958984375;4499.99999999999;1000;4323.926016673613;1000.6043323237261;5.74938011759572;497.04069834918994
7520;4253.21630859375;996.2958984375;4499.99999999999;1000;4324.1760211938181;1001.2921896293234;-15.022155395577855;503.20854135923395
7530;4268.99365234375;998.6546630859375;4524.99999999999;1000;4324.7989900466282;1000.9924294732057;36.010195007119449;538.54070715102227
7540;4268.99365234375;998.6546630859375;4524.99999999999;1000;4340.7634489480279;1002.5643747899616;30.629228758177447;583.05056466080043
7550;4268.99365234375;998.6546630859375;4524.99999999999;1000;4340.9501171227566;1002.5373821188753;-31.1685336201016;567.95311348236419
7560;4268.99365234375;998.6546630859375;4524.99999999999;1000;4341.585779823452;1002.6540805831888;-36.775071720139124;474.65886654917233
7570;4285.1064453125;999.1041259765625;4524.99999999999;1000;4342.0842498378679;1001.9896099757476;16.216095799983464;459.99910556247522
7580;4285.1064453125;999.1041259765625;4549.99999999999;1000;4357.9672330778048;1001.8704640098219;6.9088725050079347;556.9424065803521
7590;4285.1064453125;999.1041259765625;4549.99999999999;1000;4357.651051821259;1001.628109356229;-3.7043656974218209;570.62882865611346
7600;4285.1064453125;999.1041259765625;4549.99999999999;1000;4358.0297886945064;1001.1623152683758;9.0032803853364243;559.43324921553676
7610;4320.9443359375;1000.5501708984375;4549.99999999999;1000;4358.7919060901659;1000.7698956791676;2.9125755047321178;563.16563568785284
7620;4320.9443359375;1000.5501708984375;4549.99999999999;1000;4395.325913544857;1002.1460638135407;-21.681239112596856;565.54123941748082
7630;4320.9443359375;1000.5501708984375;4574.99999999999;1000;4395.7913288631935;1001.9768666015517;5.2769936227277725;577.55061155208148
7640;4320.9443359375;1000.5501708984375;4574.99999999999;1000;4396.1830542571042;1001.4071137864495;35.744790151615746;577.76077526899542
7650;4320.9443359375;1000.5501708984375;4574.99999999999;1000;4396.5118044530409;1001.0634921931577;-2.9786232070329248;530.99450592396113
7660;4338.68115234375;1001.1390380859375;4574.99999999999;1000;4396.899079372427;1000.9511713615021;-31.3056508778932;520.427980521951
7670;4338.68115234375;1001.1390380859375;4574.99999999999;1000;4414.9754338544244;1001.4527585157558;-45.728648890898214;557.00122558779151
7680;4338.68115234375;1001.1390380859375;4599.99999999999;1000;4415.1476282460517;1001.2899235609326;-45.153672617320069;554.95414245185134
7690;4338.68115234375;1001.1390380859375;4599.99999999999;1000;4415.3322334304194;1000.4725351219524;-10.481072797414569;549.3581063821257
7700;4357.0498046875;999.59173583984375;4599.99999999999;1000;4415.0512692083294;999.71470610819745;15.141224976226965;544.06246088668877
7710;4357.0498046875;999.59173583984375;4599.99999999999;1000;4433.2339714810769;998.37427847033064;-5.7197869788618192;508.843742435932
7720;4357.0498046875;999.59173583984375;4599.99999999999;1000;4433.9280074244525;998.89344143729431;-25.972731210734381;506.73579367431313
7730;4357.0498046875;999.59173583984375;4624.99562957985;1000.4031874413;4434.4164537931865;998.67408260950583;-1.0444610105360539;537.15978744164318
