SymbolBased;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
SymbolName;ControlPRG.observer.xCameraPose.x;ControlPRG.observer.xCameraPose.y;ControlPRG.observer.yObserverdPose.x;ControlPRG.observer.yObserverdPose.y;ControlPRG.trajectory.referencePose.x;ControlPRG.trajectory.referencePose.y;ControlPRG.observer.yKalmanObservedPose.x;ControlPRG.observer.yKalmanObservedPose.y;ControlPRG.observer.yObserverdPose.theta;ControlPRG.trajectory.referencePose.theta;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG;ControlPRG.observer.xCameraPose.x;ControlPRG.observer.xCameraPose.y;ControlPRG.observer.yObserverdPose.y;ControlPRG.observer.yObserverdPose.x;ControlPRG.trajectory.referencePose.x;ControlPRG.trajectory.referencePose.y;ControlPRG.observer.yObserverdPose.theta;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG
NetID;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1
Port;851;851;851;851;851;851;851;851;851;851;354;851;851;851;851;851;851;851;354;354

7900;3880.856689453125;925.458740234375;3970.718072675475;962.49394287385383;4455.9999999999927;1000;3970.718072675475;962.49394287385383;3.1799349548612019;3.1401502972043049;0;3880.856689453125;925.458740234375;962.49394287385383;3970.718072675475;4455.9999999999927;1000;3.1799349548612019;0;0
7910;3880.856689453125;925.458740234375;3966.7921412983337;959.86154725583583;4480.9999999999918;1000;3966.7921412983337;959.86154725583583;3.1726822429093717;3.1401573889080332;1;3880.856689453125;925.458740234375;959.86154725583583;3966.7921412983337;4480.9999999999918;1000;3.1726822429093717;1;1
7920;3880.856689453125;925.458740234375;3967.1902618178106;958.42856118631335;4480.9999999999918;1000;3967.1902618178106;958.42856118631335;3.1692622099880672;3.1401573889080332;0;3880.856689453125;925.458740234375;958.42856118631335;3967.1902618178106;4480.9999999999918;1000;3.1692622099880672;0;0
7930;3880.856689453125;925.458740234375;3971.5193436318332;958.0844054103037;4480.9999999999918;1000;3971.5193436318332;958.0844054103037;3.1693226622725894;3.1401573889080332;0;3880.856689453125;925.458740234375;958.0844054103037;3971.5193436318332;4480.9999999999918;1000;3.1693226622725894;0;0
7940;3880.856689453125;925.458740234375;3979.4259983444113;958.72965221532127;4480.9999999999918;1000;3979.4259983444113;958.72965221532127;3.1725469360614929;3.1401573889080332;0;3880.856689453125;925.458740234375;958.72965221532127;3979.4259983444113;4480.9999999999918;1000;3.1725469360614929;0;0
7950;3897.3310546875;925.3486328125;3990.5925734764892;960.27491121329763;4480.9999999999918;1000;3990.5925734764892;960.27491121329763;3.1786503478716677;3.1401573889080332;0;3897.3310546875;925.3486328125;960.27491121329763;3990.5925734764892;4480.9999999999918;1000;3.1786503478716677;0;0
7960;3897.3310546875;925.3486328125;3986.3175891863098;957.77789621447835;4505.9999999999909;1000;3986.3175891863098;957.77789621447835;3.1717520479246359;3.1401645101922191;1;3897.3310546875;925.3486328125;957.77789621447835;3986.3175891863098;4505.9999999999909;1000;3.1717520479246359;1;1
7970;3897.3310546875;925.3486328125;3986.417946055723;956.46588747676617;4505.9999999999909;1000;3986.417946055723;956.46588747676617;3.1686532453207086;3.1401645101922191;0;3897.3310546875;925.3486328125;956.46588747676617;3986.417946055723;4505.9999999999909;1000;3.1686532453207086;0;0
7980;3897.3310546875;925.3486328125;3990.4955883960756;956.22973742166255;4505.9999999999909;1000;3990.4955883960756;956.22973742166255;3.1690050869990594;3.1401645101922191;0;3897.3310546875;925.3486328125;956.22973742166255;3990.4955883960756;4505.9999999999909;1000;3.1690050869990594;0;0
7990;3897.3310546875;925.3486328125;3998.1926608718522;956.97130675899507;4505.9999999999909;1000;3998.1926608718522;956.97130675899507;3.1724939161716792;3.1401645101922191;0;3897.3310546875;925.3486328125;956.97130675899507;3998.1926608718522;4505.9999999999909;1000;3.1724939161716792;0;0
8000;3930.95263671875;924.1973876953125;4009.1874924132048;958.60236459338932;4505.9999999999909;1000;4009.1874924132048;958.60236459338932;3.1788377558057626;3.1401645101922191;0;3930.95263671875;924.1973876953125;958.60236459338932;4009.1874924132048;4505.9999999999909;1000;3.1788377558057626;0;0
8010;3930.95263671875;924.1973876953125;4006.4318617882004;956.14945673914406;4530.9999999999918;1000;4006.4318617882004;956.14945673914406;3.1723126065272211;3.1401716605887398;1;3930.95263671875;924.1973876953125;956.14945673914406;4006.4318617882004;4530.9999999999918;1000;3.1723126065272211;1;1
8020;3930.95263671875;924.1973876953125;4007.93342541186;954.87591295637424;4530.9999999999918;1000;4007.93342541186;954.87591295637424;3.1695535584395542;3.1401716605887398;0;3930.95263671875;924.1973876953125;954.87591295637424;4007.93342541186;4530.9999999999918;1000;3.1695535584395542;0;0
8030;3930.95263671875;924.1973876953125;4013.3062801711781;954.67313757079285;4530.9999999999918;1000;4013.3062801711781;954.67313757079285;3.1702151372863048;3.1401716605887398;0;3930.95263671875;924.1973876953125;954.67313757079285;4013.3062801711781;4530.9999999999918;1000;3.1702151372863048;0;0
8040;3930.95263671875;924.1973876953125;4022.2035114275695;955.44348788287016;4530.9999999999918;1000;4022.2035114275695;955.44348788287016;3.1739867275952869;3.1401716605887398;0;3930.95263671875;924.1973876953125;955.44348788287016;4022.2035114275695;4530.9999999999918;1000;3.1739867275952869;0;0
8050;3930.95263671875;924.1973876953125;4034.3132981510571;957.09917980443129;4530.9999999999918;1000;4034.3132981510571;957.09917980443129;3.180589089913747;3.1401716605887398;0;3930.95263671875;924.1973876953125;957.09917980443129;4034.3132981510571;4530.9999999999918;1000;3.180589089913747;0;0
8060;3963.1201171875;924.342041015625;4049.3554075808584;959.56130294093475;4555.9999999999918;1000;4049.3554075808584;959.56130294093475;3.1897712263511413;3.1401788396275583;0;3963.1201171875;924.342041015625;959.56130294093475;4049.3554075808584;4555.9999999999918;1000;3.1897712263511413;0;0
8070;3963.1201171875;924.342041015625;4045.8874771856285;957.08061710042909;4555.9999999999918;1000;4045.8874771856285;957.08061710042909;3.1821894331737237;3.1401788396275583;1;3963.1201171875;924.342041015625;957.08061710042909;4045.8874771856285;4555.9999999999918;1000;3.1821894331737237;1;1
8080;3963.1201171875;924.342041015625;4046.78101593355;955.78275428850986;4555.9999999999918;1000;4046.78101593355;955.78275428850986;3.1784797726086249;3.1401788396275583;0;3963.1201171875;924.342041015625;955.78275428850986;4046.78101593355;4555.9999999999918;1000;3.1784797726086249;0;0
8090;3963.1201171875;924.342041015625;4051.6400236713444;955.55877974676378;4555.9999999999918;1000;4051.6400236713444;955.55877974676378;3.1782861709275587;3.1401788396275583;0;3963.1201171875;924.342041015625;955.55877974676378;4051.6400236713444;4555.9999999999918;1000;3.1782861709275587;0;0
8100;3979.1796875;923.06512451171875;4060.1085017286709;956.31074566806342;4555.9999999999918;1000;4060.1085017286709;956.31074566806342;3.1812884731703974;3.1401788396275583;0;3979.1796875;923.06512451171875;956.31074566806342;4060.1085017286709;4555.9999999999918;1000;3.1812884731703974;0;0
8110;3979.1796875;923.06512451171875;4057.1832342262933;954.05864643164773;4580.9999999999918;1000;4057.1832342262933;954.05864643164773;3.173780138555351;3.1401860468367553;1;3979.1796875;923.06512451171875;954.05864643164773;4057.1832342262933;4580.9999999999918;1000;3.173780138555351;1;1
8120;3979.1796875;923.06512451171875;4058.5813493008582;952.96554687217758;4580.9999999999918;1000;4058.5813493008582;952.96554687217758;3.170128842528829;3.1401860468367553;0;3979.1796875;923.06512451171875;952.96554687217758;4058.5813493008582;4580.9999999999918;1000;3.170128842528829;0;0
8130;3979.1796875;923.06512451171875;4063.9108172529386;952.92488491949143;4580.9999999999918;1000;4063.9108172529386;952.92488491949143;3.1699799432832494;3.1401860468367553;0;3979.1796875;923.06512451171875;952.92488491949143;4063.9108172529386;4580.9999999999918;1000;3.1699799432832494;0;0
8140;3979.1796875;923.06512451171875;4072.8192144386326;953.84084808941918;4580.9999999999918;1000;4072.8192144386326;953.84084808941918;3.173014573812301;3.1401860468367553;0;3979.1796875;923.06512451171875;953.84084808941918;4072.8192144386326;4580.9999999999918;1000;3.173014573812301;0;0
8150;4012.99560546875;922.31146240234375;4084.9897666948673;955.62729945897286;4580.9999999999918;1000;4084.9897666948673;955.62729945897286;3.1789460675370211;3.1401860468367553;0;4012.99560546875;922.31146240234375;955.62729945897286;4084.9897666948673;4580.9999999999918;1000;3.1789460675370211;0;0
8160;4012.99560546875;922.31146240234375;4083.0480933337676;953.3975368439892;4605.9999999999909;1000;4083.0480933337676;953.3975368439892;3.1715709309779938;3.1401932817425591;1;4012.99560546875;922.31146240234375;953.3975368439892;4083.0480933337676;4605.9999999999909;1000;3.1715709309779938;1;1
8170;4012.99560546875;922.31146240234375;4085.3661603418618;952.324080163813;4605.9999999999909;1000;4085.3661603418618;952.324080163813;3.1680385027768159;3.1401932817425591;0;4012.99560546875;922.31146240234375;952.324080163813;4085.3661603418618;4605.9999999999909;1000;3.1680385027768159;0;0
8180;4012.99560546875;922.31146240234375;4091.5586494125614;952.30063212169671;4605.9999999999909;1000;4091.5586494125614;952.30063212169671;3.1679955640447219;3.1401932817425591;0;4012.99560546875;922.31146240234375;952.30063212169671;4091.5586494125614;4605.9999999999909;1000;3.1679955640447219;0;0
8190;4012.99560546875;922.31146240234375;4101.27918062724;953.2316184835347;4605.9999999999909;1000;4101.27918062724;953.2316184835347;3.1711245283012932;3.1401932817425591;0;4012.99560546875;922.31146240234375;953.2316184835347;4101.27918062724;4605.9999999999909;1000;3.1711245283012932;0;0
8200;4030.12841796875;922.5433349609375;4114.21642268201;955.031116704929;4605.9999999999909;1000;4114.21642268201;955.031116704929;3.1771398813388179;3.1401932817425591;0;4030.12841796875;922.5433349609375;955.031116704929;4114.21642268201;4605.9999999999909;1000;3.1771398813388179;0;0
8210;4030.12841796875;922.5433349609375;4111.0327980379234;952.86432072589423;4630.9999999999909;1000;4111.0327980379234;952.86432072589423;3.1695333778613546;3.1402005438693776;1;4030.12841796875;922.5433349609375;952.86432072589423;4111.0327980379234;4630.9999999999909;1000;3.1695333778613546;1;1
8220;4030.12841796875;922.5433349609375;4112.2499160344869;951.84756750167753;4630.9999999999909;1000;4112.2499160344869;951.84756750167753;3.1657885995782018;3.1402005438693776;0;4030.12841796875;922.5433349609375;951.84756750167753;4112.2499160344869;4630.9999999999909;1000;3.1657885995782018;0;0
8230;4030.12841796875;922.5433349609375;4117.4685262093981;951.87518638836616;4630.9999999999909;1000;4117.4685262093981;951.87518638836616;3.1655503847183941;3.1402005438693776;0;4030.12841796875;922.5433349609375;951.87518638836616;4117.4685262093981;4630.9999999999909;1000;3.1655503847183941;0;0
8240;4030.12841796875;922.5433349609375;4126.329711384602;952.85216714275452;4630.9999999999909;1000;4126.329711384602;952.85216714275452;3.1684993977955473;3.1402005438693776;0;4030.12841796875;922.5433349609375;952.85216714275452;4126.329711384602;4630.9999999999909;1000;3.1684993977955473;0;0
8250;4063.511962890625;922.6134033203125;4138.5108584202471;954.6930948156363;4630.9999999999909;1000;4138.5108584202471;954.6930948156363;3.1743485500804751;3.1402005438693776;0;4063.511962890625;922.6134033203125;954.6930948156363;4138.5108584202471;4630.9999999999909;1000;3.1743485500804751;0;0
8260;4063.511962890625;922.6134033203125;4136.2517385731444;952.57623966456606;4655.9999999999918;1000;4136.2517385731444;952.57623966456606;3.1673047726470909;3.1402078327398297;1;4063.511962890625;922.6134033203125;952.57623966456606;4136.2517385731444;4655.9999999999918;1000;3.1673047726470909;1;1
8270;4063.511962890625;922.6134033203125;4138.3344503707012;951.6045945719078;4655.9999999999918;1000;4138.3344503707012;951.6045945719078;3.1640692837327915;3.1402078327398297;0;4063.511962890625;922.6134033203125;951.6045945719078;4138.3344503707012;4655.9999999999918;1000;3.1640692837327915;0;0
8280;4063.511962890625;922.6134033203125;4144.365969845051;951.67297377725333;4655.9999999999918;1000;4144.365969845051;951.67297377725333;3.1642922935934261;3.1402078327398297;0;4063.511962890625;922.6134033203125;951.67297377725333;4144.365969845051;4655.9999999999918;1000;3.1642922935934261;0;0
8290;4063.511962890625;922.6134033203125;4153.99298701708;952.68680344868972;4655.9999999999918;1000;4153.99298701708;952.68680344868972;3.1676593018503367;3.1402078327398297;0;4063.511962890625;922.6134033203125;952.68680344868972;4153.99298701708;4655.9999999999918;1000;3.1676593018503367;0;0
8300;4089.50048828125;921.8907470703125;4166.8979386134706;954.561061423474;4655.9999999999918;1000;4166.8979386134706;954.561061423474;3.1738875716577186;3.1402078327398297;0;4089.50048828125;921.8907470703125;954.561061423474;4166.8979386134706;4655.9999999999918;1000;3.1738875716577186;0;0
8310;4089.50048828125;921.8907470703125;4164.4760928859387;952.34862048252148;4680.9999999999909;1000;4164.4760928859387;952.34862048252148;3.1663938443040713;3.140215147874776;1;4089.50048828125;921.8907470703125;952.34862048252148;4164.4760928859387;4680.9999999999909;1000;3.1663938443040713;1;1
8320;4089.50048828125;921.8907470703125;4166.4391112124977;951.28986028767815;4680.9999999999909;1000;4166.4391112124977;951.28986028767815;3.1627484399839103;3.140215147874776;0;4089.50048828125;921.8907470703125;951.28986028767815;4166.4391112124977;4680.9999999999909;1000;3.1627484399839103;0;0
8330;4089.50048828125;921.8907470703125;4172.3899339825521;951.2787371308533;4680.9999999999909;1000;4172.3899339825521;951.2787371308533;3.1625975158968678;3.140215147874776;0;4089.50048828125;921.8907470703125;951.2787371308533;4172.3899339825521;4680.9999999999909;1000;3.1625975158968678;0;0
8340;4089.50048828125;921.8907470703125;4181.971621814514;952.2199049184303;4680.9999999999909;1000;4181.971621814514;952.2199049184303;3.1656229234176432;3.140215147874776;0;4089.50048828125;921.8907470703125;952.2199049184303;4181.971621814514;4680.9999999999909;1000;3.1656229234176432;0;0
8350;4115.578125;922.26947021484375;4194.8633476755822;954.02764634225628;4680.9999999999909;1000;4194.8633476755822;954.02764634225628;3.1715386417774454;3.140215147874776;0;4115.578125;922.26947021484375;954.02764634225628;4194.8633476755822;4680.9999999999909;1000;3.1715386417774454;0;0
8360;4115.578125;922.26947021484375;4192.2327941643562;951.907755182123;4705.9999999999909;1000;4192.2327941643562;951.907755182123;3.1633774091842382;3.1402224887933503;1;4115.578125;922.26947021484375;951.907755182123;4192.2327941643562;4705.9999999999909;1000;3.1633774091842382;1;1
8370;4115.578125;922.26947021484375;4194.0338538168153;950.932681872744;4705.9999999999909;1000;4194.0338538168153;950.932681872744;3.1591222261661973;3.1402224887933503;0;4115.578125;922.26947021484375;950.932681872744;4194.0338538168153;4705.9999999999909;1000;3.1591222261661973;0;0
8380;4115.578125;922.26947021484375;4199.8650508947176;950.99727291639124;4705.9999999999909;1000;4199.8650508947176;950.99727291639124;3.1584133870289643;3.1402224887933503;0;4115.578125;922.26947021484375;950.99727291639124;4199.8650508947176;4705.9999999999909;1000;3.1584133870289643;0;0
8390;4115.578125;922.26947021484375;4209.3654740894253;952.006983447983;4705.9999999999909;1000;4209.3654740894253;952.006983447983;3.1609274656402486;3.1402224887933503;0;4115.578125;922.26947021484375;952.006983447983;4209.3654740894253;4705.9999999999909;1000;3.1609274656402486;0;0
8400;4133.0810546875;923.9281005859375;4222.2107242475049;953.87681730464783;4705.9999999999909;1000;4222.2107242475049;953.87681730464783;3.166373690563546;3.1402224887933503;0;4133.0810546875;923.9281005859375;953.87681730464783;4222.2107242475049;4705.9999999999909;1000;3.166373690563546;0;0
8410;4133.0810546875;923.9281005859375;4218.6481992194167;951.93906355705133;4730.9999999999909;1000;4218.6481992194167;951.93906355705133;3.157980332675006;3.1402298550129921;1;4133.0810546875;923.9281005859375;951.93906355705133;4218.6481992194167;4730.9999999999909;1000;3.157980332675006;1;1
8420;4133.0810546875;923.9281005859375;4219.628512168104;951.12958446404321;4730.9999999999909;1000;4219.628512168104;951.12958446404321;3.1535087506869983;3.1402298550129921;0;4133.0810546875;923.9281005859375;951.12958446404321;4219.628512168104;4730.9999999999909;1000;3.1535087506869983;0;0
8430;4133.0810546875;923.9281005859375;4224.7392451506284;951.34489755296283;4730.9999999999909;1000;4224.7392451506284;951.34489755296283;3.1525975914105864;3.1402298550129921;0;4133.0810546875;923.9281005859375;951.34489755296283;4224.7392451506284;4730.9999999999909;1000;3.1525975914105864;0;0
8440;4133.0810546875;923.9281005859375;4233.6096406768938;952.49196204834379;4730.9999999999909;1000;4233.6096406768938;952.49196204834379;3.1549219452197383;3.1402298550129921;0;4133.0810546875;923.9281005859375;952.49196204834379;4233.6096406768938;4730.9999999999909;1000;3.1549219452197383;0;0
8450;4167.2197265625;923.736328125;4245.9064398509463;954.48713563669344;4730.9999999999909;1000;4245.9064398509463;954.48713563669344;3.1601897047774772;3.1402298550129921;0;4167.2197265625;923.736328125;954.48713563669344;4245.9064398509463;4730.9999999999909;1000;3.1601897047774772;0;0
8460;4167.2197265625;923.736328125;4243.3607364533818;952.47689608679968;4755.9999999999909;1000;4243.3607364533818;952.47689608679968;3.1528985418393631;3.1402372460494767;1;4167.2197265625;923.736328125;952.47689608679968;4243.3607364533818;4755.9999999999909;1000;3.1528985418393631;1;1
8470;4167.2197265625;923.736328125;4245.2900528014488;951.602065232033;4755.9999999999909;1000;4245.2900528014488;951.602065232033;3.1494237732704571;3.1402372460494767;0;4167.2197265625;923.736328125;951.602065232033;4245.2900528014488;4755.9999999999909;1000;3.1494237732704571;0;0
8480;4167.2197265625;923.736328125;4251.2890914146437;951.75844605028226;4755.9999999999909;1000;4251.2890914146437;951.75844605028226;3.1494146324145915;3.1402372460494767;0;4167.2197265625;923.736328125;951.75844605028226;4251.2890914146437;4755.9999999999909;1000;3.1494146324145915;0;0
8490;4167.2197265625;923.736328125;4260.9935066054522;952.852354660121;4755.9999999999909;1000;4260.9935066054522;952.852354660121;3.1525557380090246;3.1402372460494767;0;4167.2197265625;923.736328125;952.852354660121;4260.9935066054522;4755.9999999999909;1000;3.1525557380090246;0;0
8500;4184.2314453125;922.80389404296875;4274.0758135205024;954.79956994112456;4755.9999999999909;1000;4274.0758135205024;954.79956994112456;3.1585635587323733;3.1402372460494767;0;4184.2314453125;922.80389404296875;954.79956994112456;4274.0758135205024;4755.9999999999909;1000;3.1585635587323733;0;0
8510;4184.2314453125;922.80389404296875;4270.4666906988159;952.68361336857174;4780.9999999999909;1000;4270.4666906988159;952.68361336857174;3.1516279206797111;3.1402446614169497;1;4184.2314453125;922.80389404296875;952.68361336857174;4270.4666906988159;4780.9999999999909;1000;3.1516279206797111;1;1
8520;4184.2314453125;922.80389404296875;4271.4564647446023;951.71289245748972;4780.9999999999909;1000;4271.4564647446023;951.71289245748972;3.1484750536105208;3.1402446614169497;0;4184.2314453125;922.80389404296875;951.71289245748972;4271.4564647446023;4780.9999999999909;1000;3.1484750536105208;0;0
8530;4184.2314453125;922.80389404296875;4276.6276258169664;951.78222004177371;4780.9999999999909;1000;4276.6276258169664;951.78222004177371;3.1487575724982375;3.1402446614169497;0;4184.2314453125;922.80389404296875;951.78222004177371;4276.6276258169664;4780.9999999999909;1000;3.1487575724982375;0;0
8540;4224.70556640625;922.98944091796875;4285.6048388575618;952.79702103592967;4780.9999999999909;1000;4285.6048388575618;952.79702103592967;3.1521631397396703;3.1402446614169497;0;4224.70556640625;922.98944091796875;952.79702103592967;4285.6048388575618;4780.9999999999909;1000;3.1521631397396703;0;0
8550;4224.70556640625;922.98944091796875;4284.8369984301326;950.79974873567471;4780.9999999999909;1000;4284.8369984301326;950.79974873567471;3.1455894594096256;3.1402446614169497;1;4224.70556640625;922.98944091796875;950.79974873567471;4284.8369984301326;4780.9999999999909;1000;3.1455894594096256;1;1
8560;4224.70556640625;922.98944091796875;4288.4238684800293;949.93502796347855;4826.0842965695811;1000;4288.4238684800293;949.93502796347855;3.1427595734490246;3.1402580940217808;0;4224.70556640625;922.98944091796875;949.93502796347855;4288.4238684800293;4826.0842965695811;1000;3.1427595734490246;0;0
8570;4224.70556640625;922.98944091796875;4295.9727572238653;950.09893180951576;4826.0842965695811;1000;4295.9727572238653;950.09893180951576;3.1433299666842873;3.1402580940217808;0;4224.70556640625;922.98944091796875;950.09893180951576;4295.9727572238653;4826.0842965695811;1000;3.1433299666842873;0;0
8580;4224.70556640625;922.98944091796875;4307.1306698492363;951.19801933737313;4826.0842965695811;1000;4307.1306698492363;951.19801933737313;3.1469917841018256;3.1402580940217808;0;4224.70556640625;922.98944091796875;951.19801933737313;4307.1306698492363;4826.0842965695811;1000;3.1469917841018256;0;0
8590;4232.908203125;924.27484130859375;4321.5803430955475;953.14828791953278;4826.0842965695811;1000;4321.5803430955475;953.14828791953278;3.1534673679184695;3.1402580940217808;0;4232.908203125;924.27484130859375;953.14828791953278;4321.5803430955475;4826.0842965695811;1000;3.1534673679184695;0;0
8600;4232.908203125;924.27484130859375;4318.154331349835;951.35997291326657;4826.0842965695811;1000;4318.154331349835;951.35997291326657;3.1472527304021716;3.1402580940217808;1;4232.908203125;924.27484130859375;951.35997291326657;4318.154331349835;4826.0842965695811;1000;3.1472527304021716;1;1
8610;4232.908203125;924.27484130859375;4319.3582410043327;950.68575454548386;4848.0191915583364;1000;4319.3582410043327;950.68575454548386;3.1447508776302588;3.1402646565772874;0;4232.908203125;924.27484130859375;950.68575454548386;4319.3582410043327;4848.0191915583364;1000;3.1447508776302588;0;0
8620;4232.908203125;924.27484130859375;4324.7719531212751;951.02357580371483;4848.0191915583364;1000;4324.7719531212751;951.02357580371483;3.14562144433822;3.1402646565772874;0;4232.908203125;924.27484130859375;951.02357580371483;4324.7719531212751;4848.0191915583364;1000;3.14562144433822;0;0
8630;4232.908203125;924.27484130859375;4334.0177893886976;952.28167890325051;4848.0191915583364;1000;4334.0177893886976;952.28167890325051;3.1495584109200956;3.1402646565772874;0;4232.908203125;924.27484130859375;952.28167890325051;4334.0177893886976;4848.0191915583364;1000;3.1495584109200956;0;0
8640;4264.9814453125;923.32147216796875;4346.7562723451729;954.37757629963176;4848.0191915583364;1000;4346.7562723451729;954.37757629963176;3.15628667195394;3.1402646565772874;0;4264.9814453125;923.32147216796875;954.37757629963176;4346.7562723451729;4848.0191915583364;1000;3.15628667195394;0;0
8650;4264.9814453125;923.32147216796875;4344.0781275818372;952.34811805981485;4848.0191915583364;1000;4344.0781275818372;952.34811805981485;3.1504395995719139;3.1402646565772874;1;4264.9814453125;923.32147216796875;952.34811805981485;4344.0781275818372;4848.0191915583364;1000;3.1504395995719139;1;1
8660;4264.9814453125;923.32147216796875;4345.9877721195471;951.455688637881;4867.9540865470908;1000;4345.9877721195471;951.455688637881;3.148275050376224;3.1402706358183843;0;4264.9814453125;923.32147216796875;951.455688637881;4345.9877721195471;4867.9540865470908;1000;3.148275050376224;0;0
8670;4264.9814453125;923.32147216796875;4352.0696267764451;951.59592598198117;4867.9540865470908;1000;4352.0696267764451;951.59592598198117;3.1494557502077178;3.1402706358183843;0;4264.9814453125;923.32147216796875;951.59592598198117;4352.0696267764451;4867.9540865470908;1000;3.1494557502077178;0;0
8680;4264.9814453125;923.32147216796875;4361.9501022863424;952.6749976537501;4867.9540865470908;1000;4361.9501022863424;952.6749976537501;3.1536784621047538;3.1402706358183843;0;4264.9814453125;923.32147216796875;952.6749976537501;4361.9501022863424;4867.9540865470908;1000;3.1536784621047538;0;0
8690;4279.93408203125;922.624267578125;4375.2934046271248;954.60854880104182;4867.9540865470908;1000;4375.2934046271248;954.60854880104182;3.160670585681264;3.1402706358183843;0;4279.93408203125;922.624267578125;954.60854880104182;4375.2934046271248;4867.9540865470908;1000;3.160670585681264;0;0
8700;4279.93408203125;922.624267578125;4371.191672507769;952.43874754051853;4867.9540865470908;1000;4371.191672507769;952.43874754051853;3.1546366652525863;3.1402706358183843;1;4279.93408203125;922.624267578125;952.43874754051853;4371.191672507769;4867.9540865470908;1000;3.1546366652525863;1;1
8710;4279.93408203125;922.624267578125;4371.8343896837823;951.41883694224339;4885.8889815358443;1000;4371.8343896837823;951.41883694224339;3.1523064682481712;3.1402760272174994;0;4279.93408203125;922.624267578125;951.41883694224339;4371.8343896837823;4885.8889815358443;1000;3.1523064682481712;0;0
8720;4279.93408203125;922.624267578125;4376.790453986463;951.44315704535347;4885.8889815358443;1000;4376.790453986463;951.44315704535347;3.1533406256394061;3.1402760272174994;0;4279.93408203125;922.624267578125;951.44315704535347;4376.790453986463;4885.8889815358443;1000;3.1533406256394061;0;0
8730;4279.93408203125;922.624267578125;4385.6723068915853;952.4167071761259;4885.8889815358443;1000;4385.6723068915853;952.4167071761259;3.1574340153336777;3.1402760272174994;0;4279.93408203125;922.624267578125;952.4167071761259;4385.6723068915853;4885.8889815358443;1000;3.1574340153336777;0;0
8740;4311.7587890625;924.46478271484375;4398.1315834892339;954.25408095217415;4885.8889815358443;1000;4398.1315834892339;954.25408095217415;3.1643123405811044;3.1402760272174994;0;4311.7587890625;924.46478271484375;954.25408095217415;4398.1315834892339;4885.8889815358443;1000;3.1643123405811044;0;0
8750;4311.7587890625;924.46478271484375;4394.8994601238264;952.3248296159336;4885.8889815358443;1000;4394.8994601238264;952.3248296159336;3.15809411068449;3.1402760272174994;1;4311.7587890625;924.46478271484375;952.3248296159336;4394.8994601238264;4885.8889815358443;1000;3.15809411068449;1;1
8760;4311.7587890625;924.46478271484375;4396.3563594447951;951.52346498090685;4902.4108233627867;1000.0147080060531;4396.3563594447951;951.52346498090685;3.155599833819152;3.140281003782039;0;4311.7587890625;924.46478271484375;951.52346498090685;4396.3563594447951;4902.4108233627867;1000.0147080060531;3.155599833819152;0;0
8770;4311.7587890625;924.46478271484375;4402.077037287;951.74654799264852;4902.4108233627867;1000.0147080060531;4402.077037287;951.74654799264852;3.1564881359823791;3.140281003782039;0;4311.7587890625;924.46478271484375;951.74654799264852;4402.077037287;4902.4108233627867;1000.0147080060531;3.1564881359823791;0;0
8780;4311.7587890625;924.46478271484375;4411.679210482851;952.90107699831424;4902.4108233627867;1000.0147080060531;4411.679210482851;952.90107699831424;3.1604520907847347;3.140281003782039;0;4311.7587890625;924.46478271484375;952.90107699831424;4411.679210482851;4902.4108233627867;1000.0147080060531;3.1604520907847347;0;0
8790;4327.7392578125;925.6968994140625;4424.8192651283625;954.90344494146279;4902.4108233627867;1000.0147080060531;4424.8192651283625;954.90344494146279;3.1672157777908607;3.140281003782039;0;4327.7392578125;925.6968994140625;954.90344494146279;4424.8192651283625;4902.4108233627867;1000.0147080060531;3.1672157777908607;0;0
8800;4327.7392578125;925.6968994140625;4420.59541362992;953.0185333654332;4902.4108233627867;1000.0147080060531;4420.59541362992;953.0185333654332;3.1610811809770119;3.140281003782039;1;4327.7392578125;925.6968994140625;953.0185333654332;4420.59541362992;4902.4108233627867;1000.0147080060531;3.1610811809770119;1;1
8810;4327.7392578125;925.6968994140625;4421.1765280314648;952.25816727618781;4917.61331905218;1000.8524627432953;4421.1765280314648;952.25816727618781;3.1586659136542004;3.1402855996941397;0;4327.7392578125;925.6968994140625;952.25816727618781;4421.1765280314648;4917.61331905218;1000.8524627432953;3.1586659136542004;0;0
8820;4327.7392578125;925.6968994140625;4426.1259375505015;952.51925266833985;4917.61331905218;1000.8524627432953;4426.1259375505015;952.51925266833985;3.1596291015714186;3.1402855996941397;0;4327.7392578125;925.6968994140625;952.51925266833985;4426.1259375505015;4917.61331905218;1000.8524627432953;3.1596291015714186;0;0
