SymbolBased;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
SymbolName;ControlPRG.observer.xCameraPose.x;ControlPRG.observer.xCameraPose.y;ControlPRG.observer.yObserverdPose.x;ControlPRG.observer.yObserverdPose.y;ControlPRG.trajectory.referencePose.x;ControlPRG.trajectory.referencePose.y;ControlPRG.observer.yKalmanObservedPose.x;ControlPRG.observer.yKalmanObservedPose.y;ControlPRG.observer.yObserverdPose.theta;ControlPRG.trajectory.referencePose.theta;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG;ControlPRG.observer.xCameraPose.x;ControlPRG.observer.xCameraPose.y;ControlPRG.observer.yObserverdPose.y;ControlPRG.observer.yObserverdPose.x;ControlPRG.trajectory.referencePose.x;ControlPRG.trajectory.referencePose.y;ControlPRG.observer.yObserverdPose.theta;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG
NetID;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1
Port;851;851;851;851;851;851;851;851;851;851;354;851;851;851;851;851;851;851;354;354

14930;3591.8037109375;1986.3486328125;3927.7906640660376;2147.7095182855637;3302.2994727928258;2000;3927.7906640660376;2147.7095182855637;3.2150541740714611;3.1411177198698774;1;3591.8037109375;1986.3486328125;2147.7095182855637;3927.7906640660376;3302.2994727928258;2000;3.2150541740714611;1;1
14940;3591.8037109375;1986.3486328125;3901.2140514760035;2135.6776919030713;3302.2994727928258;2000;3901.2140514760035;2135.6776919030713;3.2058789240878465;3.1411177198698774;0;3591.8037109375;1986.3486328125;2135.6776919030713;3901.2140514760035;3302.2994727928258;2000;3.2058789240878465;0;0
14950;3591.8037109375;1986.3486328125;3880.9571246831383;2126.8764394132886;3302.2994727928258;2000;3880.9571246831383;2126.8764394132886;3.2007445007768287;3.1411177198698774;0;3591.8037109375;1986.3486328125;2126.8764394132886;3880.9571246831383;3302.2994727928258;2000;3.2007445007768287;0;0
14960;3591.8037109375;1986.3486328125;3866.4245353531069;2121.0029773394895;3277.2994727928253;2000;3866.4245353531069;2121.0029773394895;3.1992780544878903;3.1411245362888187;0;3591.8037109375;1986.3486328125;2121.0029773394895;3866.4245353531069;3277.2994727928253;2000;3.1992780544878903;0;0
14970;3555.702880859375;1979.6466064453125;3857.0808361874615;2117.7850032917459;3277.2994727928253;2000;3857.0808361874615;2117.7850032917459;3.2011443328657334;3.1411245362888187;0;3555.702880859375;1979.6466064453125;2117.7850032917459;3857.0808361874615;3277.2994727928253;2000;3.2011443328657334;0;0
14980;3555.702880859375;1979.6466064453125;3829.8086510946405;2105.7579374885372;3277.2994727928253;2000;3829.8086510946405;2105.7579374885372;3.1841105566028793;3.1411245362888187;1;3555.702880859375;1979.6466064453125;2105.7579374885372;3829.8086510946405;3277.2994727928253;2000;3.1841105566028793;1;1
14990;3555.702880859375;1979.6466064453125;3808.8480434963608;2096.9310926109092;3277.2994727928253;2000;3808.8480434963608;2096.9310926109092;3.1718109645365478;3.1411245362888187;0;3555.702880859375;1979.6466064453125;2096.9310926109092;3808.8480434963608;3277.2994727928253;2000;3.1718109645365478;0;0
15000;3555.702880859375;1979.6466064453125;3793.603699233021;2091.0044217097561;3277.2994727928253;2000;3793.603699233021;2091.0044217097561;3.163802446312789;3.1411245362888187;0;3555.702880859375;1979.6466064453125;2091.0044217097561;3793.603699233021;3277.2994727928253;2000;3.163802446312789;0;0
15010;3555.702880859375;1979.6466064453125;3783.5401939968779;2087.7080822823177;3252.2994727928253;2000;3783.5401939968779;2087.7080822823177;3.1596865056937053;3.1411313187120506;0;3555.702880859375;1979.6466064453125;2087.7080822823177;3783.5401939968779;3252.2994727928253;2000;3.1596865056937053;0;0
15020;3555.702880859375;1979.6466064453125;3778.1760079312207;2086.7994178250583;3252.2994727928253;2000;3778.1760079312207;2086.7994178250583;3.1591048021766519;3.1411313187120506;0;3555.702880859375;1979.6466064453125;2086.7994178250583;3778.1760079312207;3252.2994727928253;2000;3.1591048021766519;0;0
15030;3566.19580078125;1987.4031982421875;3777.0781388054697;2088.0602412512349;3252.2994727928253;2000;3777.0781388054697;2088.0602412512349;3.1617351384818271;3.1411313187120506;0;3566.19580078125;1987.4031982421875;2088.0602412512349;3777.0781388054697;3252.2994727928253;2000;3.1617351384818271;0;0
15040;3566.19580078125;1987.4031982421875;3779.8572539089673;2091.2943899868806;3252.2994727928253;2000;3779.8572539089673;2091.2943899868806;3.1672878493217129;3.1411313187120506;0;3566.19580078125;1987.4031982421875;2091.2943899868806;3779.8572539089673;3252.2994727928253;2000;3.1672878493217129;0;0
15050;3566.19580078125;1987.4031982421875;3786.1633267919556;2096.3255255775694;3252.2994727928253;2000;3786.1633267919556;2096.3255255775694;3.1755025513244908;3.1411313187120506;0;3566.19580078125;1987.4031982421875;2096.3255255775694;3786.1633267919556;3252.2994727928253;2000;3.1755025513244908;0;0
15060;3566.19580078125;1987.4031982421875;3795.6817103693838;2102.9951533550829;3227.2994727928249;2000;3795.6817103693838;2102.9951533550829;3.1861452179963403;3.141138066693725;0;3566.19580078125;1987.4031982421875;2102.9951533550829;3795.6817103693838;3227.2994727928249;2000;3.1861452179963403;0;0
15070;3537.179931640625;1986.041748046875;3808.1296027516355;2111.160840158198;3227.2994727928249;2000;3808.1296027516355;2111.160840158198;3.199005547219048;3.141138066693725;0;3537.179931640625;1986.041748046875;2111.160840158198;3808.1296027516355;3227.2994727928249;2000;3.199005547219048;0;0
15080;3537.179931640625;1986.041748046875;3823.2528665298541;2120.6946103023874;3227.2994727928249;2000;3823.2528665298541;2120.6946103023874;3.2138945920297082;3.141138066693725;0;3537.179931640625;1986.041748046875;2120.6946103023874;3823.2528665298541;3227.2994727928249;2000;3.2138945920297082;0;0
15090;3537.179931640625;1986.041748046875;3840.8231661707846;2131.4815019737584;3227.2994727928249;2000;3840.8231661707846;2131.4815019737584;3.2306426283546283;3.141138066693725;0;3537.179931640625;1986.041748046875;2131.4815019737584;3840.8231661707846;3227.2994727928249;2000;3.2306426283546283;0;0
15100;3537.179931640625;1986.041748046875;3860.6353917105612;2143.418268005008;3227.2994727928249;2000;3860.6353917105612;2143.418268005008;3.2490972360023354;3.141138066693725;0;3537.179931640625;1986.041748046875;2143.418268005008;3860.6353917105612;3227.2994727928249;2000;3.2490972360023354;0;0
15110;3508.533203125;1978.836181640625;3882.5053401179289;2156.4122065954193;3202.2994727928244;2000;3882.5053401179289;2156.4122065954193;3.2691215715901034;3.1411447797902579;0;3508.533203125;1978.836181640625;2156.4122065954193;3882.5053401179289;3202.2994727928244;2000;3.2691215715901034;0;0
15120;3508.533203125;1978.836181640625;3848.115991562539;2140.6487933049575;3202.2994727928244;2000;3848.115991562539;2140.6487933049575;3.2544935092835496;3.1411447797902579;1;3508.533203125;1978.836181640625;2140.6487933049575;3848.115991562539;3202.2994727928244;2000;3.2544935092835496;1;1
15130;3508.533203125;1978.836181640625;3820.7041897172521;2128.4604994172328;3202.2994727928244;2000;3820.7041897172521;2128.4604994172328;3.2444510941561755;3.1411447797902579;0;3508.533203125;1978.836181640625;2128.4604994172328;3820.7041897172521;3202.2994727928244;2000;3.2444510941561755;0;0
15140;3508.533203125;1978.836181640625;3799.6075660296037;2119.5098007727079;3202.2994727928244;2000;3799.6075660296037;2119.5098007727079;3.2385669898995486;3.1411447797902579;0;3508.533203125;1978.836181640625;2119.5098007727079;3799.6075660296037;3202.2994727928244;2000;3.2385669898995486;0;0
15150;3508.533203125;1978.836181640625;3784.2303426635608;2113.4931255056076;3202.2994727928244;2000;3784.2303426635608;2113.4931255056076;3.2364569061201744;3.1411447797902579;0;3508.533203125;1978.836181640625;2113.4931255056076;3784.2303426635608;3202.2994727928244;2000;3.2364569061201744;0;0
15160;3508.533203125;1978.836181640625;3774.0366769664915;2110.1374608133192;3177.299472792824;2000;3774.0366769664915;2110.1374608133192;3.2377752968708435;3.1411514575603596;0;3508.533203125;1978.836181640625;2110.1374608133192;3774.0366769664915;3177.299472792824;2000;3.2377752968708435;0;0
15170;3497.038818359375;1980.6103515625;3768.5446715248218;2109.1972990688423;3177.299472792824;2000;3768.5446715248218;2109.1972990688423;3.2422114893600726;3.1411514575603596;0;3497.038818359375;1980.6103515625;2109.1972990688423;3768.5446715248218;3177.299472792824;2000;3.2422114893600726;0;0
15180;3497.038818359375;1980.6103515625;3767.3209832498687;2110.4518893421814;3177.299472792824;2000;3767.3209832498687;2110.4518893421814;3.249486199822142;3.1411514575603596;0;3497.038818359375;1980.6103515625;2110.4518893421814;3767.3209832498687;3177.299472792824;2000;3.249486199822142;0;0
15190;3497.038818359375;1980.6103515625;3769.9759715911864;2113.7027637899891;3177.299472792824;2000;3769.9759715911864;2113.7027637899891;3.2593483978319853;3.1411514575603596;0;3497.038818359375;1980.6103515625;2113.7027637899891;3769.9759715911864;3177.299472792824;2000;3.2593483978319853;0;0
15200;3497.038818359375;1980.6103515625;3776.1593319650356;2118.7715114268362;3177.299472792824;2000;3776.1593319650356;2118.7715114268362;3.2715724842207647;3.1411514575603596;0;3497.038818359375;1980.6103515625;2118.7715114268362;3776.1593319650356;3177.299472792824;2000;3.2715724842207647;0;0
15210;3471.453125;1979.5418701171875;3785.5561658768293;2125.497774540157;3152.299472792824;2000;3785.5561658768293;2125.497774540157;3.285955751232386;3.141158099565061;0;3471.453125;1979.5418701171875;2125.497774540157;3785.5561658768293;3152.299472792824;2000;3.285955751232386;0;0
15220;3471.453125;1979.5418701171875;3797.8834440685268;2133.7374454847059;3152.299472792824;2000;3797.8834440685268;2133.7374454847059;3.3023160966971821;3.141158099565061;0;3471.453125;1979.5418701171875;2133.7374454847059;3797.8834440685268;3152.299472792824;2000;3.3023160966971821;0;0
15230;3471.453125;1979.5418701171875;3812.8868233888484;2143.3610438187852;3152.299472792824;2000;3812.8868233888484;2143.3610438187852;3.3204899668213788;3.141158099565061;0;3471.453125;1979.5418701171875;2143.3610438187852;3812.8868233888484;3152.299472792824;2000;3.3204899668213788;0;0
15240;3471.453125;1979.5418701171875;3830.3377820144096;2154.2522557482826;3152.299472792824;2000;3830.3377820144096;2154.2522557482826;3.3403305047310949;3.141158099565061;0;3471.453125;1979.5418701171875;2154.2522557482826;3830.3377820144096;3152.299472792824;2000;3.3403305047310949;0;0
15250;3471.453125;1979.5418701171875;3850.0310411870591;2166.3066196479435;3152.299472792824;2000;3850.0310411870591;2166.3066196479435;3.3617058841957581;3.141158099565061;0;3471.453125;1979.5418701171875;2166.3066196479435;3850.0310411870591;3152.299472792824;2000;3.3617058841957581;0;0
15260;3450.57080078125;1978.3255615234375;3871.7822448161846;2179.4303430523833;3127.2994727928235;2000;3871.7822448161846;2179.4303430523833;3.3844978100133325;3.1411647053677458;0;3450.57080078125;1978.3255615234375;2179.4303430523833;3871.7822448161846;3127.2994727928235;2000;3.3844978100133325;0;0
15270;3450.57080078125;1978.3255615234375;3895.4258711598759;2193.5392379700716;3127.2994727928235;2000;3895.4258711598759;2193.5392379700716;3.408600168391521;3.1411647053677458;0;3450.57080078125;1978.3255615234375;2193.5392379700716;3895.4258711598759;3127.2994727928235;2000;3.408600168391521;0;0
15280;3450.57080078125;1978.3255615234375;3920.8133533774512;2208.55776268822;3127.2994727928235;2000;3920.8133533774512;2208.55776268822;3.4339178123256859;3.1411647053677458;0;3450.57080078125;1978.3255615234375;2208.55776268822;3920.8133533774512;3127.2994727928235;2000;3.4339178123256859;0;0
15290;3450.57080078125;1978.3255615234375;3947.8113880666042;2224.4181594197053;3127.2994727928235;2000;3947.8113880666042;2224.4181594197053;3.4603654684741674;3.1411647053677458;0;3450.57080078125;1978.3255615234375;2224.4181594197053;3947.8113880666042;3127.2994727928235;2000;3.4603654684741674;0;0
15300;3450.57080078125;1978.3255615234375;3976.300412987111;2241.0596782080452;3127.2994727928235;2000;3976.300412987111;2241.0596782080452;3.4878667533816112;3.1411647053677458;0;3450.57080078125;1978.3255615234375;2241.0596782080452;3976.300412987111;3127.2994727928235;2000;3.4878667533816112;0;0
15310;3415.290771484375;1974.009033203125;4006.1732370528389;2258.4278784648541;3102.2994727928231;2000;4006.1732370528389;2258.4278784648541;3.5163532881158597;3.1411712745341758;0;3415.290771484375;1974.009033203125;2258.4278784648541;4006.1732370528389;3102.2994727928231;2000;3.5163532881158597;0;0
15320;3415.290771484375;1974.009033203125;4037.3338073656382;2276.4740003767583;3102.2994727928231;2000;4037.3338073656382;2276.4740003767583;3.5457639014774074;3.1411712745341758;0;3415.290771484375;1974.009033203125;2276.4740003767583;4037.3338073656382;3102.2994727928231;2000;3.5457639014774074;0;0
15330;3415.290771484375;1974.009033203125;4069.6960995873387;2295.1543991950562;3102.2994727928231;2000;4069.6960995873387;2295.1543991950562;3.5760439129245314;3.1411712745341758;0;3415.290771484375;1974.009033203125;2295.1543991950562;4069.6960995873387;3102.2994727928231;2000;3.5760439129245314;0;0
15340;3415.290771484375;1974.009033203125;4103.1831193164517;2314.430036120084;3102.2994727928231;2000;4103.1831193164517;2314.430036120084;3.6071444872428917;3.1411712745341758;0;3415.290771484375;1974.009033203125;2314.430036120084;4103.1831193164517;3102.2994727928231;2000;3.6071444872428917;0;0
15350;3397.82568359375;1973.1788330078125;4137.726003369532;2334.2660201210542;3102.2994727928231;2000;4137.726003369532;2334.2660201210542;3.6390220537855242;3.1411712745341758;0;3397.82568359375;1973.1788330078125;2334.2660201210542;4137.726003369532;3102.2994727928231;2000;3.6390220537855242;0;0
15360;3397.82568359375;1973.1788330078125;4173.2632109771512;2354.6311955980573;3077.2994727928226;2000.0000000000005;4173.2632109771512;2354.6311955980573;3.6716377838265628;3.141177806632522;0;3397.82568359375;1973.1788330078125;2354.6311955980573;4173.2632109771512;3077.2994727928226;2000.0000000000005;3.6716377838265628;0;0
15370;3397.82568359375;1973.1788330078125;4209.7397959034543;2375.4977713022513;3077.2994727928226;2000.0000000000005;4209.7397959034543;2375.4977713022513;3.7049571202176934;3.141177806632522;0;3397.82568359375;1973.1788330078125;2375.4977713022513;4209.7397959034543;3077.2994727928226;2000.0000000000005;3.7049571202176934;0;0
15380;3397.82568359375;1973.1788330078125;4247.1067513973676;2396.8409863886659;3077.2994727928226;2000.0000000000005;4247.1067513973676;2396.8409863886659;3.7389493541174486;3.141177806632522;0;3397.82568359375;1973.1788330078125;2396.8409863886659;4247.1067513973676;3077.2994727928226;2000.0000000000005;3.7389493541174486;0;0
15390;3397.82568359375;1973.1788330078125;4285.3204206927321;2418.6388098886055;3077.2994727928226;2000.0000000000005;4285.3204206927321;2418.6388098886055;3.7735872440864435;3.141177806632522;0;3397.82568359375;1973.1788330078125;2418.6388098886055;4285.3204206927321;3077.2994727928226;2000.0000000000005;3.7735872440864435;0;0
15400;3366.68310546875;1976.851806640625;4324.3419665029114;2440.871670259939;3077.2994727928226;2000.0000000000005;4324.3419665029114;2440.871670259939;3.8088466733123463;3.141177806632522;0;3366.68310546875;1976.851806640625;2440.871670259939;4324.3419665029114;3077.2994727928226;2000.0000000000005;3.8088466733123463;0;0
15410;3366.68310546875;1976.851806640625;4364.1368936108674;2463.522212007741;3052.2994727928221;2000.0000000000005;4364.1368936108674;2463.522212007741;3.8447063411520044;3.141184301233392;0;3366.68310546875;1976.851806640625;2463.522212007741;4364.1368936108674;3052.2994727928221;2000.0000000000005;3.8447063411520044;0;0
15420;3366.68310546875;1976.851806640625;4404.67461924561;2486.575076668501;3052.2994727928221;2000.0000000000005;4404.67461924561;2486.575076668501;3.8811474855594055;3.141184301233392;0;3366.68310546875;1976.851806640625;2486.575076668501;4404.67461924561;3052.2994727928221;2000.0000000000005;3.8811474855594055;0;0
15430;3366.68310546875;1976.851806640625;4445.9280864668372;2510.0167057218;3052.2994727928221;2000.0000000000005;4445.9280864668372;2510.0167057218;3.9181536333112925;3.141184301233392;0;3366.68310546875;1976.851806640625;2510.0167057218;4445.9280864668372;3052.2994727928221;2000.0000000000005;3.9181536333112925;0;0
15440;3357.310302734375;1980.062255859375;4487.8734162573992;2533.8351632369709;3052.2994727928221;2000.0000000000005;4487.8734162573992;2533.8351632369709;3.9557103752510692;3.141184301233392;0;3357.310302734375;1980.062255859375;2533.8351632369709;4487.8734162573992;3052.2994727928221;2000.0000000000005;3.9557103752510692;0;0
15450;3357.310302734375;1980.062255859375;4530.4895944532773;2558.0199762814982;3052.2994727928221;2000.0000000000005;4530.4895944532773;2558.0199762814982;3.9938051640495771;3.141184301233392;0;3357.310302734375;1980.062255859375;2558.0199762814982;4530.4895944532773;3052.2994727928221;2000.0000000000005;3.9938051640495771;0;0
15460;3357.310302734375;1980.062255859375;4573.7581900277837;2582.561991315255;3027.2994727928221;2000.0000000000005;4573.7581900277837;2582.561991315255;4.03242713223147;3.1411907579098584;0;3357.310302734375;1980.062255859375;2582.561991315255;4573.7581900277837;3027.2994727928221;2000.0000000000005;4.03242713223147;0;0
15470;3357.310302734375;1980.062255859375;4617.6631015950379;2607.4532449722551;3027.2994727928221;2000.0000000000005;4617.6631015950379;2607.4532449722551;4.071566928441043;3.1411907579098584;0;3357.310302734375;1980.062255859375;2607.4532449722551;4617.6631015950379;3027.2994727928221;2000.0000000000005;4.071566928441043;0;0
15480;3357.310302734375;1980.062255859375;4662.1903293112664;2632.6868477914404;3027.2994727928221;2000.0000000000005;4662.1903293112664;2632.6868477914404;4.1112165701239851;3.1411907579098584;0;3357.310302734375;1980.062255859375;2632.6868477914404;4662.1903293112664;3027.2994727928221;2000.0000000000005;4.1112165701239851;0;0
15490;3314.1767578125;1979.02294921875;4707.3277696346295;2658.2568796018713;3027.2994727928221;2000.0000000000005;4707.3277696346295;2658.2568796018713;4.1513693109839043;3.1411907579098584;0;3314.1767578125;1979.02294921875;2658.2568796018713;4707.3277696346295;3027.2994727928221;2000.0000000000005;4.1513693109839043;0;0
15500;3314.1767578125;1979.02294921875;4753.0650306582011;2684.1582953971547;3027.2994727928221;2000.0000000000005;4753.0650306582011;2684.1582953971547;4.1920195217365546;3.1411907579098584;0;3314.1767578125;1979.02294921875;2684.1582953971547;4753.0650306582011;3027.2994727928221;2000.0000000000005;4.1920195217365546;0;0
15510;3314.1767578125;1979.02294921875;4799.3932659592865;2710.3868406504644;3002.2994727928217;2000.0000000000005;4799.3932659592865;2710.3868406504644;4.23316258283245;3.1411971762374868;0;3314.1767578125;1979.02294921875;2710.3868406504644;4799.3932659592865;3002.2994727928217;2000.0000000000005;4.23316258283245;0;0
15520;3314.1767578125;1979.02294921875;4846.3050251139321;2736.9389751263734;3002.2994727928217;2000.0000000000005;4846.3050251139321;2736.9389751263734;4.2747947879514516;3.1411971762374868;0;3314.1767578125;1979.02294921875;2736.9389751263734;4846.3050251139321;3002.2994727928217;2000.0000000000005;4.2747947879514516;0;0
15530;3290.4580078125;1986.6474609375;4893.7941192106191;2763.8118043401014;3002.2994727928217;2000.0000000000005;4893.7941192106191;2763.8118043401014;4.3169132571925752;3.1411971762374868;0;3290.4580078125;1986.6474609375;2763.8118043401014;4893.7941192106191;3002.2994727928217;2000.0000000000005;4.3169132571925752;0;0
15540;3290.4580078125;1986.6474609375;4941.8554998637183;2791.00301789972;3002.2994727928217;2000.0000000000005;4941.8554998637183;2791.00301789972;4.3595158589899494;3.1411971762374868;0;3290.4580078125;1986.6474609375;2791.00301789972;4941.8554998637183;3002.2994727928217;2000.0000000000005;4.3595158589899494;0;0
15550;3290.4580078125;1986.6474609375;4990.4851503772488;2818.510834043313;3002.2994727928217;2000.0000000000005;4990.4851503772488;2818.510834043313;4.4026011398827523;3.1411971762374868;0;3290.4580078125;1986.6474609375;2818.510834043313;4990.4851503772488;3002.2994727928217;2000.0000000000005;4.4026011398827523;0;0
15560;3290.4580078125;1986.6474609375;5039.6799878444253;2846.3339497518823;2977.2994727928212;2000.0000000000005;5039.6799878444253;2846.3339497518823;4.4461682613541926;3.1412035557943634;0;3290.4580078125;1986.6474609375;2846.3339497518823;5039.6799878444253;2977.2994727928212;2000.0000000000005;4.4461682613541926;0;0
15570;3290.4580078125;1986.6474609375;5089.437775089933;2874.471495880724;2977.2994727928212;2000.0000000000005;5089.437775089933;2874.471495880724;4.4902169430330865;3.1412035557943634;0;3290.4580078125;1986.6474609375;2874.471495880724;5089.437775089933;2977.2994727928212;2000.0000000000005;4.4902169430330865;0;0
15580;3290.4580078125;1986.6474609375;5139.75704147119;2902.9229968077216;2977.2994727928212;2000.0000000000005;5139.75704147119;2902.9229968077216;4.5347474116222344;3.1412035557943634;0;3290.4580078125;1986.6474609375;2902.9229968077216;5139.75704147119;2977.2994727928212;2000.0000000000005;4.5347474116222344;0;0
15590;3251.609375;1980.5106201171875;5190.6370116532235;2931.6883341471703;2977.2994727928212;2000.0000000000005;5190.6370116532235;2931.6883341471703;4.5797603549813921;3.1412035557943634;0;3251.609375;1980.5106201171875;2931.6883341471703;5190.6370116532235;2977.2994727928212;2000.0000000000005;4.5797603549813921;0;0
15600;3251.609375;1980.5106201171875;5242.0775415603457;2960.767714122876;2977.2994727928212;2000.0000000000005;5242.0775415603457;2960.767714122876;4.6252568808498475;3.1412035557943634;0;3251.609375;1980.5106201171875;2960.767714122876;5242.0775415603457;2977.2994727928212;2000.0000000000005;4.6252568808498475;0;0
15610;3251.609375;1980.5106201171875;5294.07906078748;2990.1616382349157;2952.2994727928208;2000.0000000000005;5294.07906078748;2990.1616382349157;4.6712384797451234;3.1412098961611226;0;3251.609375;1980.5106201171875;2990.1616382349157;5294.07906078748;2952.2994727928208;2000.0000000000005;4.6712384797451234;0;0
15620;3251.609375;1980.5106201171875;5346.6425208257315;3019.8708768909946;2952.2994727928208;2000.0000000000005;5346.6425208257315;3019.8708768909946;4.7177069916206742;3.1412098961611226;0;3251.609375;1980.5106201171875;3019.8708768909946;5346.6425208257315;2952.2994727928208;2000.0000000000005;4.7177069916206742;0;0
15630;3251.609375;1980.5106201171875;5399.7693485213285;3049.8964457062611;2952.2994727928208;2000.0000000000005;5399.7693485213285;3049.8964457062611;4.7646645759071706;3.1412098961611226;0;3251.609375;1980.5106201171875;3049.8964457062611;5399.7693485213285;2952.2994727928208;2000.0000000000005;4.7646645759071706;0;0
15640;3239.783935546875;1997.000732421875;5453.4614042451476;3080.2395842050446;2952.2994727928208;2000.0000000000005;5453.4614042451476;3080.2395842050446;4.8121136845995025;3.1412098961611226;0;3239.783935546875;1997.000732421875;3080.2395842050446;5453.4614042451476;2952.2994727928208;2000.0000000000005;4.8121136845995025;0;0
15650;3239.783935546875;1997.000732421875;5507.7209443023439;3110.9017366846442;2952.2994727928208;2000.0000000000005;5507.7209443023439;3110.9017366846442;4.860057038085432;3.1412098961611226;0;3239.783935546875;1997.000732421875;3110.9017366846442;5507.7209443023439;2952.2994727928208;2000.0000000000005;4.860057038085432;0;0
15660;3239.783935546875;1997.000732421875;5562.5505871586383;3141.8845350252845;2927.2994727928203;2000.0000000000005;5562.5505871586383;3141.8845350252845;4.9084976034422274;3.1412161969209769;0;3239.783935546875;1997.000732421875;3141.8845350252845;5562.5505871586383;2927.2994727928203;2000.0000000000005;4.9084976034422274;0;0
15670;3239.783935546875;1997.000732421875;5617.9532831021688;3173.1897832519521;2927.2994727928203;2000.0000000000005;5617.9532831021688;3173.1897832519521;4.9574385749549972;3.1412161969209769;0;3239.783935546875;1997.000732421875;3173.1897832519521;5617.9532831021688;2927.2994727928203;2000.0000000000005;4.9574385749549972;0;0
15680;3213.4599609375;2007.4822998046875;5673.93228699794;3204.8194436732447;2927.2994727928203;2000.0000000000005;5673.93228699794;3204.8194436732447;5.0068833566350595;3.1412161969209769;0;3213.4599609375;2007.4822998046875;3204.8194436732447;5673.93228699794;2927.2994727928203;2000.0000000000005;5.0068833566350595;0;0
15690;3213.4599609375;2007.4822998046875;5730.4911338261936;3236.7756244398729;2927.2994727928203;2000.0000000000005;5730.4911338261936;3236.7756244398729;5.0568355465388715;3.1412161969209769;0;3213.4599609375;2007.4822998046875;3236.7756244398729;5730.4911338261936;2927.2994727928203;2000.0000000000005;5.0568355465388715;0;0
15700;3213.4599609375;2007.4822998046875;5787.6336167269028;3269.0605683811782;2927.2994727928203;2000.0000000000005;5787.6336167269028;3269.0605683811782;5.107298922707975;3.1412161969209769;0;3213.4599609375;2007.4822998046875;3269.0605683811782;5787.6336167269028;2927.2994727928203;2000.0000000000005;5.107298922707975;0;0
15710;3213.4599609375;2007.4822998046875;5845.3637673003741;3301.6766429922059;2902.2994727928203;2000.0000000000005;5845.3637673003741;3301.6766429922059;5.1582774305683987;3.14122245765974;0;3213.4599609375;2007.4822998046875;3301.6766429922059;5845.3637673003741;2902.2994727928203;2000.0000000000005;5.1582774305683987;0;0
15720;3213.4599609375;2007.4822998046875;5903.68583793896;3334.6263314566222;2902.2994727928203;2000.0000000000005;5903.68583793896;3334.6263314566222;5.2097751716440914;3.14122245765974;0;3213.4599609375;2007.4822998046875;3334.6263314566222;5903.68583793896;2902.2994727928203;2000.0000000000005;5.2097751716440914;0;0
15730;3213.4599609375;2007.4822998046875;5962.6042859873733;3367.912224602233;2902.2994727928203;2000.0000000000005;5962.6042859873733;3367.912224602233;5.26179639345354;3.14122245765974;0;3213.4599609375;2007.4822998046875;3367.912224602233;5962.6042859873733;2902.2994727928203;2000.0000000000005;5.26179639345354;0;0
15740;3157.76220703125;2018.98388671875;6022.1237595493685;3401.5370136961956;2902.2994727928203;2000.0000000000005;6022.1237595493685;3401.5370136961956;5.3143454804717836;3.14122245765974;0;3157.76220703125;2018.98388671875;3401.5370136961956;6022.1237595493685;2902.2994727928203;2000.0000000000005;5.3143454804717836;0;0
15750;3157.76220703125;2018.98388671875;6082.2490847767713;3435.5034839963037;2902.2994727928203;2000.0000000000005;6082.2490847767713;3435.5034839963037;5.3674269460518378;3.14122245765974;0;3157.76220703125;2018.98388671875;3435.5034839963037;6082.2490847767713;2902.2994727928203;2000.0000000000005;5.3674269460518378;0;0
15760;3157.76220703125;2018.98388671875;6142.9852544932573;3469.8145089830982;2877.2994727928194;2000.0000000000005;6142.9852544932573;3469.8145089830982;5.421045425210159;3.1412286779658571;0;3157.76220703125;2018.98388671875;3469.8145089830982;6142.9852544932573;2877.2994727928194;2000.0000000000005;5.421045425210159;0;0
15770;3157.76220703125;2018.98388671875;6204.3374180200362;3504.4730452050776;2877.2994727928194;2000.0000000000005;6204.3374180200362;3504.4730452050776;5.4752056681902834;3.1412286779658571;0;3157.76220703125;2018.98388671875;3504.4730452050776;6204.3374180200362;2877.2994727928194;2000.0000000000005;5.4752056681902834;0;0
15780;3157.76220703125;2018.98388671875;6266.3108720838982;3539.4821276760622;2877.2994727928194;2000.0000000000005;6266.3108720838982;3539.4821276760622;5.5299125347274067;3.1412286779658571;0;3157.76220703125;2018.98388671875;3539.4821276760622;6266.3108720838982;2877.2994727928194;2000.0000000000005;5.5299125347274067;0;0
15790;3168.6904296875;2033.4710693359375;6328.911052700033;3574.8448657698632;2877.2994727928194;2000.0000000000005;6328.911052700033;3574.8448657698632;5.5851709889443795;3.1412286779658571;0;3168.6904296875;2033.4710693359375;3574.8448657698632;6328.911052700033;2877.2994727928194;2000.0000000000005;5.5851709889443795;0;0
