Name;XY Scope Project;
File;E:\hawino\Measurements\VarianceMeasurement\NewVarinaceMeasurements\Scope Project.csv;
Starttime of export;133228407932529000;Donnerstag, 9. März 2023;14:06:33.252
Endtime of export;133228408164213426;Donnerstag, 9. März 2023;14:06:56.421


Name;x, y X;x, y Y;xRef, yRef X;xRef, yRef Y;vYworldToSimulink;vXworldToSimulink
SampleTime[ms];10;10;10;10;10;10
SymbolBased;True;True;True;True;True;True
SymbolName;TrackingController.observer.xCameraPose.x;TrackingController.observer.xCameraPose.y;TrackingController.trajectory.xRef;TrackingController.trajectory.yRef;TrackingController.observer.vYworldToSimulink;TrackingController.observer.vXworldToSimulink
NetID;5.53.207.184.1.1;5.53.207.184.1.1;5.53.207.184.1.1;5.53.207.184.1.1;5.53.207.184.1.1;5.53.207.184.1.1
Port;851;851;851;851;851;851

1380;696.3631591796875;880.74847412109375;1136;1000;283.40348459700738;743.46615039533879
1390;696.3631591796875;880.74847412109375;1136;1000;244.36685410793828;781.15755550776339
1400;696.3631591796875;880.74847412109375;1136;1000;239.33604649965957;705.23900681658
1410;696.3631591796875;880.74847412109375;1153;1000;252.14240865893544;599.92480770098848
1420;696.3631591796875;880.74847412109375;1153;1000;257.242863003126;642.63128907622581
1430;734.5789794921875;896.1944580078125;1153;1000;186.78953551001052;619.95608335411168
1440;734.5789794921875;896.1944580078125;1153;1000;143.76286926588867;644.80414871166431
1450;734.5789794921875;896.1944580078125;1153;1000;160.16519937137139;645.91808367331919
1460;734.5789794921875;896.1944580078125;1171;1000;200.11427228327455;642.66681119093653
1470;752.3934326171875;904.2801513671875;1171;1000;210.27447358538632;692.01530305947915
1480;752.3934326171875;904.2801513671875;1171;1000;220.33377701409683;729.35801579945075
1490;752.3934326171875;904.2801513671875;1171;1000;211.67474376150659;671.07225770155219
1500;752.3934326171875;904.2801513671875;1171;1000;204.82776541381173;655.03474254242155
1510;794.316162109375;915.7698974609375;1190;1000;196.57190191002212;722.1436795816478
1520;794.316162109375;915.7698974609375;1190;1000;182.14613005886096;744.51598811067356
1530;794.316162109375;915.7698974609375;1190;1000;235.51469299984112;668.32192527120844
1540;794.316162109375;915.7698974609375;1190;1000;249.59397573461212;640.26833555090582
1550;814.8603515625;921.3074951171875;1190;1000;194.36500927379984;700.04497024361331
1560;814.8603515625;921.3074951171875;1210;1000;175.39013537046492;734.4492346712484
1570;814.8603515625;921.3074951171875;1210;1000;245.13080778468398;731.181482961399
1580;814.8603515625;921.3074951171875;1210;1000;243.87355224984168;733.14258230699306
1590;814.8603515625;921.3074951171875;1210;1000;188.77863776981729;736.25397410271376
1600;835.1922607421875;926.67266845703125;1210;1000;185.32680533448865;760.95380061452556
1610;835.1922607421875;926.67266845703125;1231;1000;204.98323328375025;699.04587296151067
1620;835.1922607421875;926.67266845703125;1231;1000;192.1186460578983;569.99221441547616
1630;835.1922607421875;926.67266845703125;1231;1000;177.33931484961795;596.550832062807
1640;858.28631591796875;931.780517578125;1231;1000;189.45070144101734;702.26818455678062
1650;858.28631591796875;931.780517578125;1231;1000;188.50608321719528;715.79750257667911
1660;858.28631591796875;931.780517578125;1253;1000;214.51741402929807;678.22864823564078
1670;858.28631591796875;931.780517578125;1253;1000;212.48888030956212;723.01444375591677
1680;858.28631591796875;931.780517578125;1253;1000;192.29755287443263;767.17090172795315
1690;900.88409423828125;944.9549560546875;1253;1000;172.33975375721326;662.776007462363
1700;900.88409423828125;944.9549560546875;1253;1000;142.02420076099409;557.58191612817109
1710;900.88409423828125;944.9549560546875;1276;1000;201.38580770258017;626.75034390592941
1720;900.88409423828125;944.9549560546875;1276;1000;214.31482294781;700.53415790014117
1730;924.4642333984375;951.6605224609375;1276;1000;190.95616514887621;652.75172526238623
1740;924.4642333984375;951.6605224609375;1276;1000;171.57466201834495;641.40590408462242
1750;924.4642333984375;951.6605224609375;1276;1000;161.91371127685443;688.68624121800269
1760;924.4642333984375;951.6605224609375;1300;1000;136.49091573206266;637.09157207189025
1770;924.4642333984375;951.6605224609375;1300;1000;107.58009800318317;563.06159164561222
1780;938.5343017578125;961.63397216796875;1300;1000;152.85160626727026;641.73324219846063
1790;938.5343017578125;961.63397216796875;1300;1000;169.25188728291988;668.56216647093675
1800;938.5343017578125;961.63397216796875;1300;1000;132.93506838413566;584.77496857026961
1810;938.5343017578125;961.63397216796875;1325;1000;105.14825117860819;552.96739274826359
1820;987.5125732421875;970.97564697265625;1325;1000;144.93284558367822;630.1170706173998
1830;987.5125732421875;970.97564697265625;1325;1000;148.35597785174963;670.99854077682471
1840;987.5125732421875;970.97564697265625;1325;1000;131.76955576655553;620.65108173651242
1850;987.5125732421875;970.97564697265625;1325;1000;46.568035794157815;536.56634597670507
1860;1006.9778442382813;977.6258544921875;1350;1000;79.359356648157558;544.84543987017923
1870;1006.9778442382813;977.6258544921875;1350;1000;135.10807629609607;646.25197153296915
1880;1006.9778442382813;977.6258544921875;1350;1000;127.7777306771761;675.72889504002308
1890;1006.9778442382813;977.6258544921875;1350;1000;81.887720105423909;572.42627949475593
1900;1006.9778442382813;977.6258544921875;1350;1000;67.695619583210046;491.24637840425424
1910;1028.896240234375;982.1588134765625;1375;1000;106.79063249908533;616.97853824809181
1920;1028.896240234375;982.1588134765625;1375;1000;51.831295919118823;648.84000118452241
1930;1028.896240234375;982.1588134765625;1375;1000;37.061833105322378;561.27148538012045
1940;1028.896240234375;982.1588134765625;1375;1000;59.327864633012766;531.03872244693741
1950;1071.7449951171875;991.82568359375;1375;1000;85.1937453710893;581.92353790773575
1960;1071.7449951171875;991.82568359375;1400;1000;79.736605443584963;598.10598317502422
1970;1071.7449951171875;991.82568359375;1400;1000;61.4748753018379;592.69136384232991
1980;1071.7449951171875;991.82568359375;1400;1000;29.10664837311225;597.88325086129748
1990;1071.7449951171875;991.82568359375;1400;1000;19.533545962390761;538.26179748374443
2000;1090.484375;994.9595947265625;1400;1000;30.722142406154305;533.76580546326772
2010;1090.484375;994.9595947265625;1425;1000;49.823474727049927;575.64569987691971
2020;1090.484375;994.9595947265625;1425;1000;52.494964610714383;546.976208545996
2030;1090.484375;994.9595947265625;1425;1000;-5.3387779366068031;545.70059022467717
2040;1110.144287109375;997.58233642578125;1425;1000;-29.440300109716674;576.85654529367753
2050;1110.144287109375;997.58233642578125;1425;1000;28.149251674537794;581.7213781645662
2060;1110.144287109375;997.58233642578125;1450;1000;72.1164865988635;539.06307825137014
2070;1110.144287109375;997.58233642578125;1450;1000;42.214856948016731;531.15324657645147
2080;1150.051025390625;1001.0594482421875;1450;1000;5.8891319570944916;559.65996060655425
2090;1150.051025390625;1001.0594482421875;1450;1000;-7.1686970000576054;539.54258171381809
2100;1150.051025390625;1001.0594482421875;1450;1000;5.988526478289387;537.02226865865214
2110;1150.051025390625;1001.0594482421875;1475;1000;5.8477051797883206;526.307247881435
2120;1168.55126953125;1000.6293334960938;1475;1000;35.415498150989009;531.93775205236909
2130;1168.55126953125;1000.6293334960938;1475;1000;48.601231699625828;553.37236650447244
2140;1168.55126953125;1000.6293334960938;1475;1000;10.428795529553497;514.4779923007801
2150;1168.55126953125;1000.6293334960938;1475;1000;-14.547367788581255;455.19918388162404
2160;1168.55126953125;1000.6293334960938;1500;1000;17.696980751956644;491.60917316133492
2170;1187.769775390625;1001.75390625;1500;1000;5.798711877571364;547.1958844339116
2180;1187.769775390625;1001.75390625;1500;1000;-38.284944111995472;554.05072974980681
2190;1187.769775390625;1001.75390625;1500;1000;-28.62341496327268;467.00621987954281
2200;1187.769775390625;1001.75390625;1500;1000;25.414950079272458;454.40784997575372
2210;1205.105712890625;1002.2006225585938;1525;1000;47.14112325882666;532.60445197505828
2220;1205.105712890625;1002.2006225585938;1525;1000;-10.215753856172213;561.18773203661317
2230;1205.105712890625;1002.2006225585938;1525;1000;-57.589097081457822;543.24346361708592
2240;1205.105712890625;1002.2006225585938;1525;1000;-26.155160324691636;453.00781770962891
2250;1205.105712890625;1002.2006225585938;1525;1000;35.732126196264716;426.61878935002659
2260;1243.2919921875;1001.2365112304688;1550;1000;7.7231413521905381;495.19495033380275
2270;1243.2919921875;1001.2365112304688;1550;1000;-28.596465382088894;504.35378597737929
2280;1243.2919921875;1001.2365112304688;1550;1000;-2.7842442920611745;453.23222612029429
2290;1243.2919921875;1001.2365112304688;1550;1000;16.811702825223122;477.4531450822281
2300;1261.45849609375;1000.49462890625;1550;1000;-8.9873977091718018;515.63665349428891
2310;1261.45849609375;1000.49462890625;1575;1000;-2.0766985397820292;477.34238099509611
2320;1261.45849609375;1000.49462890625;1575;1000;16.945911712688456;459.67854941963333
2330;1261.45849609375;1000.49462890625;1575;1000;-11.514979133631272;397.39211049948665
2340;1261.45849609375;1000.49462890625;1575;1000;-13.021390469976723;390.83827910612212
2350;1277.3553466796875;999.97454833984375;1575;1000;-21.619644566269088;436.94352957396512
2360;1277.3553466796875;999.97454833984375;1600;1000;-36.295340450498117;449.37127586776944
2370;1277.3553466796875;999.97454833984375;1600;1000;-35.589364331019155;455.1259395204255
2380;1277.3553466796875;999.97454833984375;1600;1000;-9.367689556845491;441.06159979848331
2390;1277.3553466796875;999.97454833984375;1600;1000;29.545784104414309;460.50807630088644
2400;1307.009765625;998.4674072265625;1600;1000;3.8304131996678308;469.5147651692792
2410;1307.009765625;998.4674072265625;1625;1000;-12.149600394846544;473.917156257281
2420;1307.009765625;998.4674072265625;1625;1000;8.2467881267958774;483.28561254218585
2430;1307.009765625;998.4674072265625;1625;1000;-7.180646539051736;494.38354538407884
2440;1323.0555419921875;997.0865478515625;1625;1000;-19.701890372428892;505.86913742396695
2450;1323.0555419921875;997.0865478515625;1625;1000;9.783705675575419;475.62390000490336
2460;1323.0555419921875;997.0865478515625;1650;1000;12.155245395901829;491.43596099669594
2470;1323.0555419921875;997.0865478515625;1650;1000;4.4941074758052935;492.90424130696437
2480;1352.650390625;995.3076171875;1650;1000;5.0846207729131407;476.27080563502722
2490;1352.650390625;995.3076171875;1650;1000;-15.470546934577811;499.660238008002
2500;1352.650390625;995.3076171875;1650;1000;-22.324604140002378;523.04390904321428
2510;1352.650390625;995.3076171875;1675;1000;11.897962886756815;509.04324447478308
2520;1368.92724609375;996.6134033203125;1675;1000;12.719356073167276;477.04835597620297
2530;1368.92724609375;996.6134033203125;1675;1000;-11.574090199239279;504.39871731736048
2540;1368.92724609375;996.6134033203125;1675;1000;1.4774979025386585;532.73067906035783
2550;1368.92724609375;996.6134033203125;1675;1000;20.325436606611802;513.06654802330911
2560;1368.92724609375;996.6134033203125;1700;1000;35.117452694037986;480.03392399459318
2570;1384.4495849609375;994.9376220703125;1700;1000;32.332380628768355;470.72932443669924
2580;1384.4495849609375;994.9376220703125;1700;1000;10.287456407183839;500.88726240386018
2590;1384.4495849609375;994.9376220703125;1700;1000;-7.79190902984142;516.54746039962629
2600;1384.4495849609375;994.9376220703125;1700;1000;2.8447095667314386;466.56391152812029
2610;1400.4267578125;994.549560546875;1725;1000;42.2768741408915;453.83682758568835
2620;1400.4267578125;994.549560546875;1725;1000;43.316348708477683;535.97224386307244
2630;1400.4267578125;994.549560546875;1725;1000;24.127692094978542;531.41517694867139
2640;1400.4267578125;994.549560546875;1725;1000;8.0462214286710747;453.18579421574003
2650;1400.4267578125;994.549560546875;1725;1000;28.630379616259411;454.31674148052787
2660;1434.6058349609375;995.662353515625;1750;1000;32.1564388494088;515.46549706767394
2670;1434.6058349609375;995.662353515625;1750;1000;22.776523956773033;521.80376588481579
2680;1434.6058349609375;995.662353515625;1750;1000;7.5080634529162324;441.80344965419795
2690;1434.6058349609375;995.662353515625;1750;1000;-4.9873897513347885;427.11253834135209
2700;1452.14697265625;996.614013671875;1750;1000;-6.3392301203560351;438.12372857128889
2710;1452.14697265625;996.614013671875;1775;1000;-13.758194929845217;465.76382930920573
2720;1452.14697265625;996.614013671875;1775;1000;-31.961740539201926;479.8540524221292
2730;1452.14697265625;996.614013671875;1775;1000;-21.147452744905664;458.23352800804207
2740;1468.6827392578125;996.4140625;1775;1000;18.43567171950744;463.23822988196883
2750;1468.6827392578125;996.4140625;1775;1000;10.891174185363411;488.87489196281086
2760;1468.6827392578125;996.4140625;1800;1000;8.5543911864898945;467.03945404349264
2770;1468.6827392578125;996.4140625;1800;1000;14.764803977916088;463.15077774145072
2780;1468.6827392578125;996.4140625;1800;1000;-2.149590843957057;490.78711184694419
2790;1499.50439453125;997.34588623046875;1800;1000;-3.6599698890621539;491.15813250581471
2800;1499.50439453125;997.34588623046875;1800;1000;11.819411526029526;458.99636741639142
2810;1499.50439453125;997.34588623046875;1825;1000;15.43420634540702;458.80613072779443
2820;1499.50439453125;997.34588623046875;1825;1000;-5.51213948266161;481.30147236567581
2830;1515.7724609375;999.18212890625;1825;1000;5.2271879760224351;443.40757488103162
2840;1515.7724609375;999.18212890625;1825;1000;8.0793501931048155;470.8661227991563
2850;1515.7724609375;999.18212890625;1825;1000;5.1488839199467549;472.08121327701423
2860;1515.7724609375;999.18212890625;1850;1000;16.093378690669567;436.42057482440566
2870;1515.7724609375;999.18212890625;1850;1000;7.1121782871134087;467.52943128365047
2880;1530.7042236328125;999.9395751953125;1850;1000;-28.071912133998126;480.6978925702993
2890;1530.7042236328125;999.9395751953125;1850;1000;-26.178093496289733;475.53677334707231
2900;1530.7042236328125;999.9395751953125;1850;1000;-3.075988040512641;478.16608935520054
2910;1530.7042236328125;999.9395751953125;1875;1000;2.3972774706090689;473.63422073156767
2920;1560.54150390625;999.4158935546875;1875;1000;-13.9141000905189;497.95696289519111
2930;1560.54150390625;999.4158935546875;1875;1000;6.7107829680085018;493.5374436440016
2940;1560.54150390625;999.4158935546875;1875;1000;-7.7246646411077222;484.5471614902271
2950;1560.54150390625;999.4158935546875;1875;1000;-12.149600657941804;515.59465660414185
2960;1560.54150390625;999.4158935546875;1900;1000;12.085844965733244;536.15946464166257
2970;1576.045654296875;1000.387451171875;1900;1000;2.3507577443391483;529.03977152570076
2980;1576.045654296875;1000.387451171875;1900;1000;-24.188150674070002;516.96929416646265
2990;1576.045654296875;1000.387451171875;1900;1000;-4.3143582637227809;506.45423766548396
3000;1576.045654296875;1000.387451171875;1900;1000;6.9587898883167014;519.61026076899736
3010;1576.045654296875;1000.387451171875;1925;1000;-17.141642509615082;530.13757320651973
3020;1576.045654296875;1000.387451171875;1925;1000;-7.5997942591426693;537.2389412579264
3030;1576.045654296875;1000.387451171875;1925;1000;-10.789997632101503;571.92498868788766
3040;1576.045654296875;1000.387451171875;1925;1000;-18.051316985822652;543.44712810508281
3050;1623.030517578125;1003.0497436523438;1925;1000;-4.3948997126665859;474.01471419674823
3060;1623.030517578125;1003.0497436523438;1950;1000;-0.59290452274869665;511.24067471916993
3070;1623.030517578125;1003.0497436523438;1950;1000;-13.235057891998039;546.86146843404379
3080;1623.030517578125;1003.0497436523438;1950;1000;-24.2131509073715;544.95041117287576
3090;1639.021728515625;1002.5059814453125;1950;1000;-21.681082740242417;576.29655020307257
3100;1639.021728515625;1002.5059814453125;1950;1000;-9.6628077099237828;581.81250577279764
3110;1639.021728515625;1002.5059814453125;1975;1000;-25.755051802026287;548.20970832789669
3120;1639.021728515625;1002.5059814453125;1975;1000;-33.385908550464961;510.17126768615213
3130;1639.021728515625;1002.5059814453125;1975;1000;-7.011326690155272;501.15855809158285
3140;1655.915283203125;1003.0694580078125;1975;1000;-14.601507839703587;534.75643609083261
3150;1655.915283203125;1003.0694580078125;1975;1000;-13.227075482127162;559.83173267109294
3160;1655.915283203125;1003.0694580078125;2000;1000;26.246136603382141;543.53313811766236
3170;1655.915283203125;1003.0694580078125;2000;1000;31.695076550545522;516.85560909675132
3180;1692.24169921875;1000.5525512695313;2000;1000;7.8646548272953112;542.21065774689941
3190;1692.24169921875;1000.5525512695313;2000;1000;1.3288062230669766;567.51766633266482
3200;1692.24169921875;1000.5525512695313;2000;1000;1.0292495690249552;531.87266302190574
3210;1692.24169921875;1000.5525512695313;2025;1000;-2.4651177900014432;480.73644902602626
3220;1692.24169921875;1000.5525512695313;2025;1000;-8.3604152707473958;507.85567762137356
3230;1711.468505859375;1000.1461181640625;2025;1000;-16.595375838698388;528.77871032525422
3240;1711.468505859375;1000.1461181640625;2025;1000;-13.109838993880388;505.71387437790855
3250;1711.468505859375;1000.1461181640625;2025;1000;-6.4142328469962138;487.62218522599187
3260;1711.468505859375;1000.1461181640625;2050;1000;15.651395835464314;484.10619689751366
3270;1728.977294921875;998.0421142578125;2050;1000;20.357226219968169;498.1053847221612
3280;1728.977294921875;998.0421142578125;2050;1000;13.378437009617713;497.157163574633
