Name;CameraNoise;
File;E:\hawino\Measurements\CameraNoise.csv;
Starttime of export;133204328342999000;Donnerstag, 9. Februar 2023;17:13:54.299
Endtime of export;133204328760099000;Donnerstag, 9. Februar 2023;17:14:36.009


Name;cam2x;Name;cam2y;Name;cam2theta;Name;cam4x;Name;cam4y;Name;cam4theta;Name;cam3x;Name;cam3y;Name;cam3theta;Name;cam2e;Name;cam3e;Name;cam4e
SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10
SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True
SymbolName;CameraNoise.cam2x;SymbolName;CameraNoise.cam2y;SymbolName;CameraNoise.cam2theta;SymbolName;CameraNoise.cam4x;SymbolName;CameraNoise.cam4y;SymbolName;CameraNoise.cam4theta;SymbolName;CameraNoise.cam3x;SymbolName;CameraNoise.cam3y;SymbolName;CameraNoise.cam3theta;SymbolName;CameraNoise.cam2e;SymbolName;CameraNoise.cam3e;SymbolName;CameraNoise.cam4e
NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1
Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851

5370;6617.0126953125;5370;3414.1884765625;5370;-0.47763609886169434;5370;4792.8642578125;5370;2289.4873046875;5370;1.5494507551193237;5370;1885.1256103515625;5370;872.9527587890625;5370;-2.7730836868286133;5370;1.5865834951400757;5370;1.2245442867279053;5370;1.4291197061538696
5380;6617.0126953125;5380;3414.1884765625;5380;-0.47763609886169434;5380;4792.8642578125;5380;2289.4873046875;5380;1.5494507551193237;5380;1885.1256103515625;5380;872.9527587890625;5380;-2.7730836868286133;5380;1.5865834951400757;5380;1.2245442867279053;5380;1.4291197061538696
5390;6617.0341796875;5390;3414.18994140625;5390;-0.47746667265892029;5390;4792.91015625;5390;2289.501708984375;5390;1.5500373840332031;5390;1885.0858154296875;5390;872.99835205078125;5390;-2.7735910415649414;5390;1.6525390148162842;5390;1.813444972038269;5390;1.2215361595153809
5400;6617.0341796875;5400;3414.18994140625;5400;-0.47746667265892029;5400;4792.91015625;5400;2289.501708984375;5400;1.5500373840332031;5400;1885.0858154296875;5400;872.99835205078125;5400;-2.7735910415649414;5400;1.6525390148162842;5400;1.813444972038269;5400;1.2215361595153809
5410;6617.0341796875;5410;3414.18994140625;5410;-0.47746667265892029;5410;4792.91015625;5410;2289.501708984375;5410;1.5500373840332031;5410;1885.0858154296875;5410;872.99835205078125;5410;-2.7735910415649414;5410;1.6525390148162842;5410;1.813444972038269;5410;1.2215361595153809
5420;6617.0341796875;5420;3414.18994140625;5420;-0.47746667265892029;5420;4792.91015625;5420;2289.501708984375;5420;1.5500373840332031;5420;1885.0858154296875;5420;872.99835205078125;5420;-2.7735910415649414;5420;1.6525390148162842;5420;1.813444972038269;5420;1.2215361595153809
5430;6617.0341796875;5430;3414.18994140625;5430;-0.47746667265892029;5430;4792.91015625;5430;2289.501708984375;5430;1.5500373840332031;5430;1885.0858154296875;5430;872.99835205078125;5430;-2.7735910415649414;5430;1.6525390148162842;5430;1.813444972038269;5430;1.2215361595153809
5440;6616.99267578125;5440;3414.18115234375;5440;-0.47762119770050049;5440;4792.8720703125;5440;2289.55859375;5440;1.549140214920044;5440;1885.081298828125;5440;872.9969482421875;5440;-2.7733969688415527;5440;1.431362509727478;5440;1.472062349319458;5440;1.7843080759048462
5450;6616.99267578125;5450;3414.18115234375;5450;-0.47762119770050049;5450;4792.8720703125;5450;2289.55859375;5450;1.549140214920044;5450;1885.081298828125;5450;872.9969482421875;5450;-2.7733969688415527;5450;1.431362509727478;5450;1.472062349319458;5450;1.7843080759048462
5460;6616.99267578125;5460;3414.18115234375;5460;-0.47762119770050049;5460;4792.8720703125;5460;2289.55859375;5460;1.549140214920044;5460;1885.081298828125;5460;872.9969482421875;5460;-2.7733969688415527;5460;1.431362509727478;5460;1.472062349319458;5460;1.7843080759048462
5470;6616.99267578125;5470;3414.18115234375;5470;-0.47762119770050049;5470;4792.8720703125;5470;2289.55859375;5470;1.549140214920044;5470;1885.081298828125;5470;872.9969482421875;5470;-2.7733969688415527;5470;1.431362509727478;5470;1.472062349319458;5470;1.7843080759048462
5480;6616.99267578125;5480;3414.18115234375;5480;-0.47762119770050049;5480;4792.8720703125;5480;2289.55859375;5480;1.549140214920044;5480;1885.081298828125;5480;872.9969482421875;5480;-2.7733969688415527;5480;1.431362509727478;5480;1.472062349319458;5480;1.7843080759048462
5490;6617.0634765625;5490;3414.21533203125;5490;-0.476932555437088;5490;4792.8916015625;5490;2289.498779296875;5490;1.54896879196167;5490;1885.129638671875;5490;872.92669677734375;5490;-2.7731430530548096;5490;1.5381730794906616;5490;1.4146194458007813;5490;1.3858981132507324
5500;6617.0634765625;5500;3414.21533203125;5500;-0.476932555437088;5500;4792.8916015625;5500;2289.498779296875;5500;1.54896879196167;5500;1885.129638671875;5500;872.92669677734375;5500;-2.7731430530548096;5500;1.5381730794906616;5500;1.4146194458007813;5500;1.3858981132507324
5510;6617.0634765625;5510;3414.21533203125;5510;-0.476932555437088;5510;4792.8916015625;5510;2289.498779296875;5510;1.54896879196167;5510;1885.129638671875;5510;872.92669677734375;5510;-2.7731430530548096;5510;1.5381730794906616;5510;1.4146194458007813;5510;1.3858981132507324
5520;6617.0634765625;5520;3414.21533203125;5520;-0.476932555437088;5520;4792.8916015625;5520;2289.498779296875;5520;1.54896879196167;5520;1885.129638671875;5520;872.92669677734375;5520;-2.7731430530548096;5520;1.5381730794906616;5520;1.4146194458007813;5520;1.3858981132507324
5530;6617.048828125;5530;3414.205810546875;5530;-0.47735923528671265;5530;4792.87060546875;5530;2289.57861328125;5530;1.5500112771987915;5530;1885.076904296875;5530;872.93267822265625;5530;-2.7734341621398926;5530;1.4927036762237549;5530;1.2871948480606079;5530;1.2408511638641357
5540;6617.048828125;5540;3414.205810546875;5540;-0.47735923528671265;5540;4792.87060546875;5540;2289.57861328125;5540;1.5500112771987915;5540;1885.076904296875;5540;872.93267822265625;5540;-2.7734341621398926;5540;1.4927036762237549;5540;1.2871948480606079;5540;1.2408511638641357
5550;6617.048828125;5550;3414.205810546875;5550;-0.47735923528671265;5550;4792.87060546875;5550;2289.57861328125;5550;1.5500112771987915;5550;1885.076904296875;5550;872.93267822265625;5550;-2.7734341621398926;5550;1.4927036762237549;5550;1.2871948480606079;5550;1.2408511638641357
5560;6617.048828125;5560;3414.205810546875;5560;-0.47735923528671265;5560;4792.87060546875;5560;2289.57861328125;5560;1.5500112771987915;5560;1885.076904296875;5560;872.93267822265625;5560;-2.7734341621398926;5560;1.4927036762237549;5560;1.2871948480606079;5560;1.2408511638641357
5570;6617.048828125;5570;3414.205810546875;5570;-0.47735923528671265;5570;4792.87060546875;5570;2289.57861328125;5570;1.5500112771987915;5570;1885.076904296875;5570;872.93267822265625;5570;-2.7734341621398926;5570;1.4927036762237549;5570;1.2871948480606079;5570;1.2408511638641357
5580;6617.048828125;5580;3414.205810546875;5580;-0.47735923528671265;5580;4792.87060546875;5580;2289.57861328125;5580;1.5500112771987915;5580;1885.076904296875;5580;872.93267822265625;5580;-2.7734341621398926;5580;1.4927036762237549;5580;1.2871948480606079;5580;1.2408511638641357
5590;6617.0361328125;5590;3414.1904296875;5590;-0.4778086245059967;5590;4792.8486328125;5590;2289.5234375;5590;1.550153374671936;5590;1885.12353515625;5590;872.91375732421875;5590;-2.7738697528839111;5590;1.5483814477920532;5590;1.3645497560501099;5590;1.2601100206375122
5600;6617.0361328125;5600;3414.1904296875;5600;-0.4778086245059967;5600;4792.8486328125;5600;2289.5234375;5600;1.550153374671936;5600;1885.12353515625;5600;872.91375732421875;5600;-2.7738697528839111;5600;1.5483814477920532;5600;1.3645497560501099;5600;1.2601100206375122
5610;6617.0361328125;5610;3414.1904296875;5610;-0.4778086245059967;5610;4792.8486328125;5610;2289.5234375;5610;1.550153374671936;5610;1885.12353515625;5610;872.91375732421875;5610;-2.7738697528839111;5610;1.5483814477920532;5610;1.3645497560501099;5610;1.2601100206375122
5620;6617.0361328125;5620;3414.1904296875;5620;-0.4778086245059967;5620;4792.8486328125;5620;2289.5234375;5620;1.550153374671936;5620;1885.12353515625;5620;872.91375732421875;5620;-2.7738697528839111;5620;1.5483814477920532;5620;1.3645497560501099;5620;1.2601100206375122
5630;6617.0205078125;5630;3414.201171875;5630;-0.47756433486938477;5630;4792.880859375;5630;2289.559326171875;5630;1.5499356985092163;5630;1885.151611328125;5630;872.93359375;5630;-2.7729790210723877;5630;1.5486905574798584;5630;1.6499142646789551;5630;1.2265000343322754
5640;6617.0205078125;5640;3414.201171875;5640;-0.47756433486938477;5640;4792.880859375;5640;2289.559326171875;5640;1.5499356985092163;5640;1885.151611328125;5640;872.93359375;5640;-2.7729790210723877;5640;1.5486905574798584;5640;1.6499142646789551;5640;1.2265000343322754
5650;6617.0205078125;5650;3414.201171875;5650;-0.47756433486938477;5650;4792.880859375;5650;2289.559326171875;5650;1.5499356985092163;5650;1885.151611328125;5650;872.93359375;5650;-2.7729790210723877;5650;1.5486905574798584;5650;1.6499142646789551;5650;1.2265000343322754
5660;6617.0205078125;5660;3414.201171875;5660;-0.47756433486938477;5660;4792.880859375;5660;2289.559326171875;5660;1.5499356985092163;5660;1885.151611328125;5660;872.93359375;5660;-2.7729790210723877;5660;1.5486905574798584;5660;1.6499142646789551;5660;1.2265000343322754
5670;6617.0283203125;5670;3414.2060546875;5670;-0.47715663909912109;5670;4792.8994140625;5670;2289.48193359375;5670;1.5498013496398926;5670;1885.1412353515625;5670;872.94482421875;5670;-2.7740423679351807;5670;1.5471481084823608;5670;1.7885955572128296;5670;1.3886669874191284
5680;6617.0283203125;5680;3414.2060546875;5680;-0.47715663909912109;5680;4792.8994140625;5680;2289.48193359375;5680;1.5498013496398926;5680;1885.1412353515625;5680;872.94482421875;5680;-2.7740423679351807;5680;1.5471481084823608;5680;1.7885955572128296;5680;1.3886669874191284
5690;6617.0283203125;5690;3414.2060546875;5690;-0.47715663909912109;5690;4792.8994140625;5690;2289.48193359375;5690;1.5498013496398926;5690;1885.1412353515625;5690;872.94482421875;5690;-2.7740423679351807;5690;1.5471481084823608;5690;1.7885955572128296;5690;1.3886669874191284
5700;6617.0283203125;5700;3414.2060546875;5700;-0.47715663909912109;5700;4792.8994140625;5700;2289.48193359375;5700;1.5498013496398926;5700;1885.1412353515625;5700;872.94482421875;5700;-2.7740423679351807;5700;1.5471481084823608;5700;1.7885955572128296;5700;1.3886669874191284
5710;6617.0283203125;5710;3414.2060546875;5710;-0.47715663909912109;5710;4792.8994140625;5710;2289.48193359375;5710;1.5498013496398926;5710;1885.1412353515625;5710;872.94482421875;5710;-2.7740423679351807;5710;1.5471481084823608;5710;1.7885955572128296;5710;1.3886669874191284
5720;6617.0283203125;5720;3414.2060546875;5720;-0.47715663909912109;5720;4792.8994140625;5720;2289.48193359375;5720;1.5498013496398926;5720;1885.1412353515625;5720;872.94482421875;5720;-2.7740423679351807;5720;1.5471481084823608;5720;1.7885955572128296;5720;1.3886669874191284
5730;6617.03662109375;5730;3414.19677734375;5730;-0.47743567824363708;5730;4792.84716796875;5730;2289.51904296875;5730;1.5500600337982178;5730;1885.159912109375;5730;872.903076171875;5730;-2.7728204727172852;5730;1.4394980669021606;5730;1.7028517723083496;5730;1.5105295181274414
5740;6617.03662109375;5740;3414.19677734375;5740;-0.47743567824363708;5740;4792.84716796875;5740;2289.51904296875;5740;1.5500600337982178;5740;1885.159912109375;5740;872.903076171875;5740;-2.7728204727172852;5740;1.4394980669021606;5740;1.7028517723083496;5740;1.5105295181274414
5750;6617.03662109375;5750;3414.19677734375;5750;-0.47743567824363708;5750;4792.84716796875;5750;2289.51904296875;5750;1.5500600337982178;5750;1885.159912109375;5750;872.903076171875;5750;-2.7728204727172852;5750;1.4394980669021606;5750;1.7028517723083496;5750;1.5105295181274414
5760;6617.03662109375;5760;3414.19677734375;5760;-0.47743567824363708;5760;4792.84716796875;5760;2289.51904296875;5760;1.5500600337982178;5760;1885.159912109375;5760;872.903076171875;5760;-2.7728204727172852;5760;1.4394980669021606;5760;1.7028517723083496;5760;1.5105295181274414
5770;6617.0341796875;5770;3414.2080078125;5770;-0.47722038626670837;5770;4792.9140625;5770;2289.48876953125;5770;1.5492533445358276;5770;1885.14892578125;5770;872.89007568359375;5770;-2.7731852531433105;5770;1.5851460695266724;5770;1.0871250629425049;5770;1.3787451982498169
5780;6617.0341796875;5780;3414.2080078125;5780;-0.47722038626670837;5780;4792.9140625;5780;2289.48876953125;5780;1.5492533445358276;5780;1885.14892578125;5780;872.89007568359375;5780;-2.7731852531433105;5780;1.5851460695266724;5780;1.0871250629425049;5780;1.3787451982498169
5790;6617.0341796875;5790;3414.2080078125;5790;-0.47722038626670837;5790;4792.9140625;5790;2289.48876953125;5790;1.5492533445358276;5790;1885.14892578125;5790;872.89007568359375;5790;-2.7731852531433105;5790;1.5851460695266724;5790;1.0871250629425049;5790;1.3787451982498169
5800;6617.0341796875;5800;3414.2080078125;5800;-0.47722038626670837;5800;4792.9140625;5800;2289.48876953125;5800;1.5492533445358276;5800;1885.14892578125;5800;872.89007568359375;5800;-2.7731852531433105;5800;1.5851460695266724;5800;1.0871250629425049;5800;1.3787451982498169
5810;6617.0439453125;5810;3414.206787109375;5810;-0.47714552283287048;5810;4792.8447265625;5810;2289.51708984375;5810;1.5495675802230835;5810;1885.1629638671875;5810;872.9642333984375;5810;-2.77285099029541;5810;1.4714576005935669;5810;1.4303182363510132;5810;1.6235470771789551
5820;6617.0439453125;5820;3414.206787109375;5820;-0.47714552283287048;5820;4792.8447265625;5820;2289.51708984375;5820;1.5495675802230835;5820;1885.1629638671875;5820;872.9642333984375;5820;-2.77285099029541;5820;1.4714576005935669;5820;1.4303182363510132;5820;1.6235470771789551
5830;6617.0439453125;5830;3414.206787109375;5830;-0.47714552283287048;5830;4792.8447265625;5830;2289.51708984375;5830;1.5495675802230835;5830;1885.1629638671875;5830;872.9642333984375;5830;-2.77285099029541;5830;1.4714576005935669;5830;1.4303182363510132;5830;1.6235470771789551
5840;6617.0439453125;5840;3414.206787109375;5840;-0.47714552283287048;5840;4792.8447265625;5840;2289.51708984375;5840;1.5495675802230835;5840;1885.1629638671875;5840;872.9642333984375;5840;-2.77285099029541;5840;1.4714576005935669;5840;1.4303182363510132;5840;1.6235470771789551
5850;6617.0439453125;5850;3414.206787109375;5850;-0.47714552283287048;5850;4792.8447265625;5850;2289.51708984375;5850;1.5495675802230835;5850;1885.1629638671875;5850;872.9642333984375;5850;-2.77285099029541;5850;1.4714576005935669;5850;1.4303182363510132;5850;1.6235470771789551
5860;6617.0439453125;5860;3414.206787109375;5860;-0.47714552283287048;5860;4792.8447265625;5860;2289.51708984375;5860;1.5495675802230835;5860;1885.1629638671875;5860;872.9642333984375;5860;-2.77285099029541;5860;1.4714576005935669;5860;1.4303182363510132;5860;1.6235470771789551
5870;6617.017578125;5870;3414.2001953125;5870;-0.47743275761604309;5870;4792.8505859375;5870;2289.49560546875;5870;1.54970121383667;5870;1885.133544921875;5870;872.96337890625;5870;-2.7737476825714111;5870;1.4371393918991089;5870;1.9980745315551758;5870;1.4323209524154663
5880;6617.017578125;5880;3414.2001953125;5880;-0.47743275761604309;5880;4792.8505859375;5880;2289.49560546875;5880;1.54970121383667;5880;1885.133544921875;5880;872.96337890625;5880;-2.7737476825714111;5880;1.4371393918991089;5880;1.9980745315551758;5880;1.4323209524154663
5890;6617.017578125;5890;3414.2001953125;5890;-0.47743275761604309;5890;4792.8505859375;5890;2289.49560546875;5890;1.54970121383667;5890;1885.133544921875;5890;872.96337890625;5890;-2.7737476825714111;5890;1.4371393918991089;5890;1.9980745315551758;5890;1.4323209524154663
5900;6617.017578125;5900;3414.2001953125;5900;-0.47743275761604309;5900;4792.8505859375;5900;2289.49560546875;5900;1.54970121383667;5900;1885.133544921875;5900;872.96337890625;5900;-2.7737476825714111;5900;1.4371393918991089;5900;1.9980745315551758;5900;1.4323209524154663
5910;6617.01953125;5910;3414.1884765625;5910;-0.47734349966049194;5910;4792.865234375;5910;2289.49267578125;5910;1.5495655536651611;5910;1885.131591796875;5910;872.92724609375;5910;-2.7740840911865234;5910;1.6087397336959839;5910;1.6293362379074097;5910;1.2481033802032471
5920;6617.01953125;5920;3414.1884765625;5920;-0.47734349966049194;5920;4792.865234375;5920;2289.49267578125;5920;1.5495655536651611;5920;1885.131591796875;5920;872.92724609375;5920;-2.7740840911865234;5920;1.6087397336959839;5920;1.6293362379074097;5920;1.2481033802032471
5930;6617.01953125;5930;3414.1884765625;5930;-0.47734349966049194;5930;4792.865234375;5930;2289.49267578125;5930;1.5495655536651611;5930;1885.131591796875;5930;872.92724609375;5930;-2.7740840911865234;5930;1.6087397336959839;5930;1.6293362379074097;5930;1.2481033802032471
5940;6617.01953125;5940;3414.1884765625;5940;-0.47734349966049194;5940;4792.865234375;5940;2289.49267578125;5940;1.5495655536651611;5940;1885.131591796875;5940;872.92724609375;5940;-2.7740840911865234;5940;1.6087397336959839;5940;1.6293362379074097;5940;1.2481033802032471
5950;6617.01953125;5950;3414.1884765625;5950;-0.47734349966049194;5950;4792.865234375;5950;2289.49267578125;5950;1.5495655536651611;5950;1885.131591796875;5950;872.92724609375;5950;-2.7740840911865234;5950;1.6087397336959839;5950;1.6293362379074097;5950;1.2481033802032471
5960;6617.03369140625;5960;3414.199951171875;5960;-0.4773765504360199;5960;4792.8251953125;5960;2289.51025390625;5960;1.5498554706573486;5960;1885.10693359375;5960;872.9124755859375;5960;-2.7742538452148438;5960;1.6084874868392944;5960;1.8284120559692383;5960;1.6051201820373535
5970;6617.03369140625;5970;3414.199951171875;5970;-0.4773765504360199;5970;4792.8251953125;5970;2289.51025390625;5970;1.5498554706573486;5970;1885.10693359375;5970;872.9124755859375;5970;-2.7742538452148438;5970;1.6084874868392944;5970;1.8284120559692383;5970;1.6051201820373535
5980;6617.03369140625;5980;3414.199951171875;5980;-0.4773765504360199;5980;4792.8251953125;5980;2289.51025390625;5980;1.5498554706573486;5980;1885.10693359375;5980;872.9124755859375;5980;-2.7742538452148438;5980;1.6084874868392944;5980;1.8284120559692383;5980;1.6051201820373535
5990;6617.03369140625;5990;3414.199951171875;5990;-0.4773765504360199;5990;4792.8251953125;5990;2289.51025390625;5990;1.5498554706573486;5990;1885.10693359375;5990;872.9124755859375;5990;-2.7742538452148438;5990;1.6084874868392944;5990;1.8284120559692383;5990;1.6051201820373535
6000;6617.03369140625;6000;3414.199951171875;6000;-0.4773765504360199;6000;4792.8251953125;6000;2289.51025390625;6000;1.5498554706573486;6000;1885.10693359375;6000;872.9124755859375;6000;-2.7742538452148438;6000;1.6084874868392944;6000;1.8284120559692383;6000;1.6051201820373535
6010;6617.0087890625;6010;3414.198974609375;6010;-0.4773862361907959;6010;4792.9033203125;6010;2289.47265625;6010;1.5495597124099731;6010;1885.13427734375;6010;872.958984375;6010;-2.77341365814209;6010;1.5393686294555664;6010;2.1620666980743408;6010;1.4824048280715942
6020;6617.0087890625;6020;3414.198974609375;6020;-0.4773862361907959;6020;4792.9033203125;6020;2289.47265625;6020;1.5495597124099731;6020;1885.13427734375;6020;872.958984375;6020;-2.77341365814209;6020;1.5393686294555664;6020;2.1620666980743408;6020;1.4824048280715942
6030;6617.0087890625;6030;3414.198974609375;6030;-0.4773862361907959;6030;4792.9033203125;6030;2289.47265625;6030;1.5495597124099731;6030;1885.13427734375;6030;872.958984375;6030;-2.77341365814209;6030;1.5393686294555664;6030;2.1620666980743408;6030;1.4824048280715942
6040;6617.0087890625;6040;3414.198974609375;6040;-0.4773862361907959;6040;4792.9033203125;6040;2289.47265625;6040;1.5495597124099731;6040;1885.13427734375;6040;872.958984375;6040;-2.77341365814209;6040;1.5393686294555664;6040;2.1620666980743408;6040;1.4824048280715942
6050;6617.0087890625;6050;3414.198974609375;6050;-0.4773862361907959;6050;4792.9033203125;6050;2289.47265625;6050;1.5495597124099731;6050;1885.13427734375;6050;872.958984375;6050;-2.77341365814209;6050;1.5393686294555664;6050;2.1620666980743408;6050;1.4824048280715942
6060;6617.03125;6060;3414.196044921875;6060;-0.47726178169250488;6060;4792.8984375;6060;2289.552734375;6060;1.5495425462722778;6060;1885.103271484375;6060;872.9639892578125;6060;-2.773526668548584;6060;1.5772964954376221;6060;1.8206490278244019;6060;1.2697829008102417
6070;6617.03125;6070;3414.196044921875;6070;-0.47726178169250488;6070;4792.8984375;6070;2289.552734375;6070;1.5495425462722778;6070;1885.103271484375;6070;872.9639892578125;6070;-2.773526668548584;6070;1.5772964954376221;6070;1.8206490278244019;6070;1.2697829008102417
6080;6617.03125;6080;3414.196044921875;6080;-0.47726178169250488;6080;4792.8984375;6080;2289.552734375;6080;1.5495425462722778;6080;1885.103271484375;6080;872.9639892578125;6080;-2.773526668548584;6080;1.5772964954376221;6080;1.8206490278244019;6080;1.2697829008102417
6090;6617.03125;6090;3414.196044921875;6090;-0.47726178169250488;6090;4792.8984375;6090;2289.552734375;6090;1.5495425462722778;6090;1885.103271484375;6090;872.9639892578125;6090;-2.773526668548584;6090;1.5772964954376221;6090;1.8206490278244019;6090;1.2697829008102417
6100;6617.03125;6100;3414.196044921875;6100;-0.47726178169250488;6100;4792.8984375;6100;2289.552734375;6100;1.5495425462722778;6100;1885.103271484375;6100;872.9639892578125;6100;-2.773526668548584;6100;1.5772964954376221;6100;1.8206490278244019;6100;1.2697829008102417
6110;6617.03466796875;6110;3414.1962890625;6110;-0.47731989622116089;6110;4792.861328125;6110;2289.44921875;6110;1.5492410659790039;6110;1885.134033203125;6110;872.986328125;6110;-2.7731266021728516;6110;1.3759497404098511;6110;1.4510029554367065;6110;1.5686383247375488
6120;6617.03466796875;6120;3414.1962890625;6120;-0.47731989622116089;6120;4792.861328125;6120;2289.44921875;6120;1.5492410659790039;6120;1885.134033203125;6120;872.986328125;6120;-2.7731266021728516;6120;1.3759497404098511;6120;1.4510029554367065;6120;1.5686383247375488
6130;6617.03466796875;6130;3414.1962890625;6130;-0.47731989622116089;6130;4792.861328125;6130;2289.44921875;6130;1.5492410659790039;6130;1885.134033203125;6130;872.986328125;6130;-2.7731266021728516;6130;1.3759497404098511;6130;1.4510029554367065;6130;1.5686383247375488
6140;6617.03466796875;6140;3414.1962890625;6140;-0.47731989622116089;6140;4792.861328125;6140;2289.44921875;6140;1.5492410659790039;6140;1885.134033203125;6140;872.986328125;6140;-2.7731266021728516;6140;1.3759497404098511;6140;1.4510029554367065;6140;1.5686383247375488
6150;6617.07275390625;6150;3414.201904296875;6150;-0.47740501165390015;6150;4792.8515625;6150;2289.61083984375;6150;1.5498536825180054;6150;1885.111083984375;6150;872.98553466796875;6150;-2.773951530456543;6150;1.5042698383331299;6150;1.5734672546386719;6150;1.3676444292068481
6160;6617.07275390625;6160;3414.201904296875;6160;-0.47740501165390015;6160;4792.8515625;6160;2289.61083984375;6160;1.5498536825180054;6160;1885.111083984375;6160;872.98553466796875;6160;-2.773951530456543;6160;1.5042698383331299;6160;1.5734672546386719;6160;1.3676444292068481
6170;6617.07275390625;6170;3414.201904296875;6170;-0.47740501165390015;6170;4792.8515625;6170;2289.61083984375;6170;1.5498536825180054;6170;1885.111083984375;6170;872.98553466796875;6170;-2.773951530456543;6170;1.5042698383331299;6170;1.5734672546386719;6170;1.3676444292068481
6180;6617.07275390625;6180;3414.201904296875;6180;-0.47740501165390015;6180;4792.8515625;6180;2289.61083984375;6180;1.5498536825180054;6180;1885.111083984375;6180;872.98553466796875;6180;-2.773951530456543;6180;1.5042698383331299;6180;1.5734672546386719;6180;1.3676444292068481
6190;6617.07275390625;6190;3414.201904296875;6190;-0.47740501165390015;6190;4792.8515625;6190;2289.61083984375;6190;1.5498536825180054;6190;1885.111083984375;6190;872.98553466796875;6190;-2.773951530456543;6190;1.5042698383331299;6190;1.5734672546386719;6190;1.3676444292068481
6200;6616.994140625;6200;3414.19921875;6200;-0.47751337289810181;6200;4792.861328125;6200;2289.5224609375;6200;1.5489530563354492;6200;1885.1552734375;6200;872.9600830078125;6200;-2.7739062309265137;6200;1.4592759609222412;6200;1.7361195087432861;6200;1.3272459506988525
6210;6616.994140625;6210;3414.19921875;6210;-0.47751337289810181;6210;4792.861328125;6210;2289.5224609375;6210;1.5489530563354492;6210;1885.1552734375;6210;872.9600830078125;6210;-2.7739062309265137;6210;1.4592759609222412;6210;1.7361195087432861;6210;1.3272459506988525
6220;6616.994140625;6220;3414.19921875;6220;-0.47751337289810181;6220;4792.861328125;6220;2289.5224609375;6220;1.5489530563354492;6220;1885.1552734375;6220;872.9600830078125;6220;-2.7739062309265137;6220;1.4592759609222412;6220;1.7361195087432861;6220;1.3272459506988525
6230;6616.994140625;6230;3414.19921875;6230;-0.47751337289810181;6230;4792.861328125;6230;2289.5224609375;6230;1.5489530563354492;6230;1885.1552734375;6230;872.9600830078125;6230;-2.7739062309265137;6230;1.4592759609222412;6230;1.7361195087432861;6230;1.3272459506988525
6240;6616.994140625;6240;3414.19921875;6240;-0.47751337289810181;6240;4792.861328125;6240;2289.5224609375;6240;1.5489530563354492;6240;1885.1552734375;6240;872.9600830078125;6240;-2.7739062309265137;6240;1.4592759609222412;6240;1.7361195087432861;6240;1.3272459506988525
6250;6616.994140625;6250;3414.19921875;6250;-0.47751337289810181;6250;4792.861328125;6250;2289.5224609375;6250;1.5489530563354492;6250;1885.1552734375;6250;872.9600830078125;6250;-2.7739062309265137;6250;1.4592759609222412;6250;1.7361195087432861;6250;1.3272459506988525
6260;6617.06689453125;6260;3414.219482421875;6260;-0.47738271951675415;6260;4792.89013671875;6260;2289.56005859375;6260;1.5499769449234009;6260;1885.1318359375;6260;873.00140380859375;6260;-2.7743220329284668;6260;1.4919775724411011;6260;1.7379140853881836;6260;1.1054458618164063
6270;6617.06689453125;6270;3414.219482421875;6270;-0.47738271951675415;6270;4792.89013671875;6270;2289.56005859375;6270;1.5499769449234009;6270;1885.1318359375;6270;873.00140380859375;6270;-2.7743220329284668;6270;1.4919775724411011;6270;1.7379140853881836;6270;1.1054458618164063
6280;6617.06689453125;6280;3414.219482421875;6280;-0.47738271951675415;6280;4792.89013671875;6280;2289.56005859375;6280;1.5499769449234009;6280;1885.1318359375;6280;873.00140380859375;6280;-2.7743220329284668;6280;1.4919775724411011;6280;1.7379140853881836;6280;1.1054458618164063
6290;6617.06689453125;6290;3414.219482421875;6290;-0.47738271951675415;6290;4792.89013671875;6290;2289.56005859375;6290;1.5499769449234009;6290;1885.1318359375;6290;873.00140380859375;6290;-2.7743220329284668;6290;1.4919775724411011;6290;1.7379140853881836;6290;1.1054458618164063
6300;6617.06689453125;6300;3414.219482421875;6300;-0.47738271951675415;6300;4792.89013671875;6300;2289.56005859375;6300;1.5499769449234009;6300;1885.1318359375;6300;873.00140380859375;6300;-2.7743220329284668;6300;1.4919775724411011;6300;1.7379140853881836;6300;1.1054458618164063
