SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True
SymbolName;ParameterEstimation_1.vXFromMotor;SymbolName;ParameterEstimation_1.vYFromMotor;SymbolName;ParameterEstimation_1.vThetaFromMotor;SymbolName;ParameterEstimation_1.i1_raw;SymbolName;ParameterEstimation_1.i2_raw;SymbolName;ParameterEstimation_1.i3_raw;SymbolName;ParameterEstimation_1.vx;SymbolName;ParameterEstimation_1.vy;SymbolName;ParameterEstimation_1.vtheta;SymbolName;ParameterEstimation_1.state;SymbolName;ParameterEstimation_1.counter;SymbolName;ParameterEstimation_1.distX;SymbolName;ParameterEstimation_1.distY;SymbolName;ParameterEstimation_1.distTheta;SymbolName;ParameterEstimation_1.taskfreq;SymbolName;ParameterEstimation_1.camX;SymbolName;ParameterEstimation_1.camY;SymbolName;ParameterEstimation_1.camTheta;SymbolName;ParameterEstimation_1.ErrX;SymbolName;ParameterEstimation_1.ErrY;SymbolName;ParameterEstimation_1.ErrTheta;SymbolName;ParameterEstimation_1.ErrCam;SymbolName;ParameterEstimation_1.vSoll;SymbolName;ParameterEstimation_1.i1;SymbolName;ParameterEstimation_1.i2;SymbolName;ParameterEstimation_1.i3
NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1
Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851

3790;379.49854815379666;3790;-5.8802596796666835;3790;-0.11741581324938284;3790;327;3790;0;3790;65463;3790;300;3790;0;3790;0;3790;1;3790;79;3790;5336.5516447385;3790;1314.7836287447447;3790;3.0357032092074987;3790;10;3790;5016.8994140625;3790;1320.0037841796875;3790;3.06064772605896;3790;-319.65223067599982;3790;5.2201554349428534;3790;0.024944516851461263;3790;2.054863452911377;3790;300;3790;328;3790;0;3790;-73
3800;421.56664859091529;3800;21.475731004000011;3800;0.056814103185185282;3800;379;3800;65492;3800;65135;3800;300;3800;0;3800;0;3800;1;3800;80;3800;5340.7673112244092;3800;1314.9983860547848;3800;3.0362713502393506;3800;10;3800;5016.8994140625;3800;1320.0037841796875;3800;3.06064772605896;3800;-323.86789716190924;3800;5.00539812490274;3800;0.024376375819609386;3800;2.054863452911377;3800;300;3800;380;3800;-44;3800;-401
3810;406.067874745661;3810;6.3915866083333412;3810;0.013256624076543322;3810;522;3810;65495;3810;65181;3810;300;3810;0;3810;0;3810;1;3810;81;3810;5344.8279899718655;3810;1315.0623019208681;3810;3.0364039164801162;3810;10;3810;5016.8994140625;3810;1320.0037841796875;3810;3.06064772605896;3810;-327.92857590936546;3810;4.9414822588194056;3810;0.024243809578843756;3810;2.054863452911377;3810;300;3810;523;3810;-41;3810;-355
3820;372.85621650583056;3820;-24.543692576000012;3820;-0.15907948891851859;3820;526;3820;65535;3820;181;3820;300;3820;0;3820;0;3820;1;3820;82;3820;5348.5565521369235;3820;1314.8168649951081;3820;3.0348131215909309;3820;10;3820;5016.8994140625;3820;1320.0037841796875;3820;3.06064772605896;3820;-331.65713807442353;3820;5.1869191845794376;3820;0.0258346044680291;3820;2.054863452911377;3820;300;3820;527;3820;-1;3820;181
3830;379.49854815379666;3830;-6.902913536999999;3830;-0.022725641274074084;3830;404;3830;14;3830;53;3830;300;3830;0;3830;0;3830;1;3830;83;3830;5352.3515376184614;3830;1314.747835859738;3830;3.0345858651781903;3830;10;3830;5016.8994140625;3830;1320.0037841796875;3830;3.06064772605896;3830;-335.45212355596141;3830;5.2559483199495389;3830;0.026061860880769672;3830;2.054863452911377;3830;300;3830;405;3830;14;3830;54
3840;386.14087980176276;3840;16.873788645999998;3840;0.18748654051111102;3840;139;3840;9;3840;65171;3840;300;3840;0;3840;0;3840;1;3840;84;3840;5356.2129464164791;3840;1314.9165737461979;3840;3.0364607305833013;3840;10;3840;5002.8896484375;3840;1321.20361328125;3840;3.0545423030853271;3840;-353.3232979789791;3840;6.2870395350521449;3840;0.0180815725020258;3840;0.65874630212783813;3840;300;3840;140;3840;9;3840;-364
3850;387.9121682412204;3850;-12.271846287999987;3850;-0.017044230955555458;3850;224;3850;35;3850;65282;3850;300;3850;0;3850;0;3850;1;3850;85;3850;5360.0920680988911;3850;1314.793855283318;3850;3.0362902882737459;3850;10;3850;5002.8896484375;3850;1321.20361328125;3850;3.0545423030853271;3850;-357.2024196613911;3850;6.4097579979320471;3850;0.01825201481158123;3850;0.65874630212783813;3850;300;3850;225;3850;35;3850;-254
3860;366.21388485786446;3860;-28.889971469666648;3860;-0.19695555770864193;3860;358;3860;24;3860;83;3860;300;3860;0;3860;0;3860;1;3860;86;3860;5363.7542069474694;3860;1314.5049555686212;3860;3.0343207326966595;3860;10;3860;5002.8896484375;3860;1321.20361328125;3860;3.0545423030853271;3860;-360.86455850996936;3860;6.6986577126288012;3860;0.020221570388667676;3860;0.65874630212783813;3860;300;3860;359;3860;25;3860;83
3870;336.54480349694916;3870;-2.5566346433333251;3870;-0.018938034395061667;3870;65433;3870;8;3870;65346;3870;300;3870;0;3870;0;3870;1;3870;87;3870;5367.119654982439;3870;1314.4793892221878;3870;3.0341313523527087;3870;10;3870;5002.8896484375;3870;1321.20361328125;3870;3.0545423030853271;3870;-364.230006544939;3870;6.7242240590621805;3870;0.020410950732618449;3870;0.65874630212783813;3870;300;3870;-102;3870;8;3870;-189
3880;352.92922156193225;3880;16.106798253000004;3880;0.11930961668888891;3880;65064;3880;5;3880;64865;3880;300;3880;0;3880;0;3880;1;3880;88;3880;5370.6489471980585;3880;1314.6404572047179;3880;3.0353244485195976;3880;10;3880;5002.8896484375;3880;1321.20361328125;3880;3.0545423030853271;3880;-367.75929876055852;3880;6.5631560765320955;3880;0.019217854565729553;3880;0.65874630212783813;3880;300;3880;-472;3880;5;3880;-671
3890;357.35744266057628;3890;-6.902913536999999;3890;0.039769872229629681;3890;65413;3890;5;3890;64653;3890;300;3890;0;3890;0;3890;1;3890;89;3890;5374.2225216246643;3890;1314.5714280693478;3890;3.035722147241894;3890;10;3890;5002.8896484375;3890;1321.20361328125;3890;3.0545423030853271;3890;-371.3328731871643;3890;6.6321852119021969;3890;0.018820155843433106;3890;0.65874630212783813;3890;300;3890;-123;3890;5;3890;-883
3900;347.17253413369497;3900;-19.941750218;3900;0.096583975414814824;3900;65488;3900;59;3900;65055;3900;300;3900;0;3900;0;3900;1;3900;90;3900;5377.6942469660016;3900;1314.3720105671678;3900;3.0366879869960424;3900;10;3900;4990.0908203125;3900;1340.2501220703125;3900;2.8100247383117676;3900;-387.60342665350163;3900;25.878111503144737;3900;-0.22666324868427479;3900;1.471750020980835;3900;300;3900;-48;3900;59;3900;-481
3910;346.28688991396615;3910;-3.0679615719999824;3910;0.19316795082962965;3910;65341;3910;137;3910;65091;3910;300;3910;0;3910;0;3910;1;3910;91;3910;5381.1571158651413;3910;1314.3413309514478;3910;3.0386196665043386;3910;10;3910;4990.0908203125;3910;1340.2501220703125;3910;2.8100247383117676;3910;-391.06629555264135;3910;25.908791118864656;3910;-0.228594928192571;3910;1.471750020980835;3910;300;3910;-195;3910;138;3910;-445
3920;342.3014909251865;3920;6.3915866083333412;3920;0.17801752331358026;3920;65188;3920;97;3920;65098;3920;300;3920;0;3920;0;3920;1;3920;92;3920;5384.5801307743932;3920;1314.4052468175312;3920;3.0403998417374742;3920;10;3920;4990.0908203125;3920;1340.2501220703125;3920;2.8100247383117676;3920;-394.48931046189318;3920;25.844875252781321;3920;-0.23037510342570666;3920;1.471750020980835;3920;300;3920;-348;3920;98;3920;-438
3930;319.27474121223736;3930;8.43689432300001;3930;0.12499102700740747;3930;65363;3930;66;3930;65425;3930;300;3930;0;3930;0;3930;1;3930;93;3930;5387.7728781865153;3930;1314.4896157607611;3930;3.0416497520075483;3930;10;3930;4990.0908203125;3930;1340.2501220703125;3930;2.8100247383117676;3930;-397.6820578740153;3930;25.760506309551374;3930;-0.2316250136957807;3930;1.471750020980835;3930;300;3930;-173;3930;67;3930;-111
3940;300.67621259793225;3940;13.55016360966666;3940;0.12309722356790119;3940;65401;3940;33;3940;65494;3940;300;3940;0;3940;0;3940;1;3940;94;3940;5390.7796403124948;3940;1314.6251173968578;3940;3.0428807242432274;3940;10;3940;4990.0908203125;3940;1340.2501220703125;3940;2.8100247383117676;3940;-400.68881999999485;3940;25.625004673454669;3940;-0.23285598593145984;3940;1.471750020980835;3940;300;3940;-135;3940;34;3940;-42
3950;315.28934222345771;3950;25.05501950466666;3950;0.1855927370716049;3950;0;3950;9;3950;65414;3950;300;3950;0;3950;0;3950;1;3950;95;3950;5393.9325337347291;3950;1314.8756675919044;3950;3.0447366516139436;3950;10;3950;4968.7099609375;3950;1343.5859375;3950;2.7841188907623291;3950;-425.22257279722908;3950;28.710269908095597;3950;-0.26061776085161448;3950;2.1512320041656494;3950;300;3950;0;3950;10;3950;-122
3960;317.06063066291529;3960;17.896442503333333;3960;0.13256624076543208;3960;309;3960;5;3960;65315;3960;300;3960;0;3960;0;3960;1;3960;96;3960;5397.1031400413585;3960;1315.0546320169378;3960;3.0460623140215981;3960;10;3960;4968.7099609375;3960;1343.5859375;3960;2.7841188907623291;3960;-428.39317910385853;3960;28.53130548306217;3960;-0.261943423259269;3960;2.1512320041656494;3960;300;3960;309;3960;5;3960;-221
3970;294.91952516969496;3970;10.737865502000005;3970;0.068176923822222263;3970;448;3970;65535;3970;65491;3970;300;3970;0;3970;0;3970;1;3970;97;3970;5400.0523352930559;3970;1315.1620106719579;3970;3.0467440832598203;3970;10;3970;4968.7099609375;3970;1343.5859375;3970;2.7841188907623291;3970;-431.34237435555588;3970;28.423926828042113;3970;-0.26262519249749117;3970;2.1512320041656494;3970;300;3970;449;3970;-1;3970;-45
3980;271.007131237017;3980;15.851134788666665;3980;0.071964530701234528;3980;248;3980;65532;3980;6;3980;300;3980;0;3980;0;3980;1;3980;98;3980;5402.7624066054259;3980;1315.3205220198445;3980;3.0474637285668327;3980;10;3980;4968.7099609375;3980;1343.5859375;3980;2.7841188907623291;3980;-434.05244566792589;3980;28.265415480155525;3980;-0.26334483780450357;3980;2.1512320041656494;3980;300;3980;249;3980;-4;3980;6
3990;291.37694829077969;3990;19.941750218;3990;0.096583975414814824;3990;311;3990;65519;3990;65313;3990;300;3990;0;3990;0;3990;1;3990;99;3990;5405.6761760883337;3990;1315.5199395220245;3990;3.048429568320981;3990;10;3990;4968.7099609375;3990;1343.5859375;3990;2.7841188907623291;3990;-436.9662151508337;3990;28.065997977975485;3990;-0.2643106775586519;3990;2.1512320041656494;3990;300;3990;312;3990;-17;3990;-223
4000;321.93167387142375;4000;18.663432896333347;4000;0.070070727261728472;4000;517;4000;65525;4000;64981;4000;300;4000;0;4000;0;4000;1;4000;100;4000;5408.8954928270477;4000;1315.7065738509878;4000;3.0491302755935985;4000;10;4000;4948.30517578125;4000;1345.743896484375;4000;2.8056848049163818;4000;-460.59031704579775;4000;30.037322633387248;4000;-0.24344547067721667;4000;2.3776705265045166;4000;300;4000;518;4000;-11;4000;-555
4010;288.72001563159324;4010;19.430423289333323;4010;0.041663675669135751;4010;539;4010;65507;4010;65306;4010;300;4010;0;4010;0;4010;1;4010;101;4010;5411.7826929833636;4010;1315.900878083881;4010;3.04954691235029;4010;10;4010;4948.30517578125;4010;1345.743896484375;4010;2.8056848049163818;4010;-463.47751720211363;4010;29.843018400493975;4010;-0.24386210743390802;4010;2.3776705265045166;4010;300;4010;540;4010;-29;4010;-230
4020;254.1798910621695;4020;11.249192430666673;4020;-0.013256624076543181;4020;234;4020;65484;4020;65434;4020;300;4020;0;4020;0;4020;1;4020;102;4020;5414.3244918939854;4020;1316.0133700081876;4020;3.0494143461095242;4020;10;4020;4948.30517578125;4020;1345.743896484375;4020;2.8056848049163818;4020;-466.0193161127354;4020;29.730526476187379;4020;-0.24372954119314239;4020;2.3776705265045166;4020;300;4020;235;4020;-52;4020;-102
4030;279.42075132444069;4030;4.3462788936666739;4030;-0.018938034395061667;4030;273;4030;65493;4030;65234;4030;300;4030;0;4030;0;4030;1;4030;103;4030;5417.1186994072295;4030;1316.0568327971243;4030;3.0492249657655734;4030;10;4030;4948.30517578125;4030;1345.743896484375;4030;2.8056848049163818;4030;-468.81352362597954;4030;29.687063687250657;4030;-0.24354016084919161;4030;2.3776705265045166;4030;300;4030;274;4030;-43;4030;-302
4040;311.303943234678;4040;21.731394468333338;4040;0.12688483044691362;4040;418;4040;65513;4040;64917;4040;300;4040;0;4040;0;4040;1;4040;104;4040;5420.2317388395759;4040;1316.2741467418077;4040;3.0504938140700424;4040;10;4040;4948.30517578125;4040;1345.743896484375;4040;2.8056848049163818;4040;-471.92656305832588;4040;29.469749742567274;4040;-0.24480900915366055;4040;2.3776705265045166;4040;300;4040;419;4040;-23;4040;-619
4050;282.07768398362714;4050;17.640779039000005;4050;0.12499102700740747;4050;412;4050;65524;4050;64887;4050;300;4050;0;4050;0;4050;1;4050;105;4050;5423.052515679412;4050;1316.4505545321977;4050;3.0517437243401164;4050;10;4050;4948.30517578125;4050;1345.743896484375;4050;2.8056848049163818;4050;-474.74733989816195;4050;29.293341952177343;4050;-0.24605891942373459;4050;2.3776705265045166;4050;300;4050;413;4050;-12;4050;-649
4060;265.6932659186441;4060;-3.0679615720000015;4060;-0.0056814103185185566;4060;424;4060;0;4060;65442;4060;300;4060;0;4060;0;4060;1;4060;106;4060;5425.7094483385981;4060;1316.4198749164777;4060;3.0516869102369313;4060;10;4060;4926.56201171875;4060;1354.908203125;4060;2.9374878406524658;4060;-499.14743661984812;4060;38.488328208522262;4060;-0.11419906958446546;4060;5.8747234344482422;4060;300;4060;425;4060;0;4060;-94
4070;286.94872719213561;4070;4.6019423579999925;4070;0.039769872229629542;4070;521;4070;0;4070;65435;4070;300;4070;0;4070;0;4070;1;4070;107;4070;5428.57893561052;4070;1316.4658943400577;4070;3.0520846089592277;4070;10;4070;4926.56201171875;4070;1354.908203125;4070;2.9374878406524658;4070;-502.01692389176969;4070;38.44230878494227;4070;-0.11459676830676191;4070;5.8747234344482422;4070;300;4070;522;4070;0;4070;-101
4080;296.24799149928816;4080;26.84466375500001;4080;0.18180513019259267;4080;409;4080;0;4080;65064;4080;300;4080;0;4080;0;4080;1;4080;108;4080;5431.541415525513;4080;1316.7343409776076;4080;3.0539026602611536;4080;10;4080;4926.56201171875;4080;1354.908203125;4080;2.9374878406524658;4080;-504.979403806763;4080;38.173862147392356;4080;-0.11641481960868783;4080;5.8747234344482422;4080;300;4080;410;4080;0;4080;-472
4090;290.49130407105088;4090;21.475731004;4090;0.096583975414814824;4090;443;4090;0;4090;65369;4090;300;4090;0;4090;0;4090;1;4090;109;4090;5434.4463285662232;4090;1316.9490982876478;4090;3.054868500015302;4090;10;4090;4926.56201171875;4090;1354.908203125;4090;2.9374878406524658;4090;-507.8843168474732;4090;37.959104837352243;4090;-0.11738065936283615;4090;5.8747234344482422;4090;300;4090;444;4090;0;4090;-167
4100;264.80762169891528;4100;-3.0679615720000015;4100;-0.073858334140740736;4100;683;4100;65502;4100;162;4100;300;4100;0;4100;0;4100;1;4100;110;4100;5437.0944047832127;4100;1316.9184186719278;4100;3.0541299166738947;4100;10;4100;4926.56201171875;4100;1354.908203125;4100;2.9374878406524658;4100;-510.53239306446267;4100;37.989784453072161;4100;-0.11664207602142884;4100;5.8747234344482422;4100;300;4100;684;4100;-34;4100;162
4110;263.03633325945765;4110;-11.249192430666662;4110;-0.077645941019753084;4110;755;4110;65528;4110;83;4110;300;4110;0;4110;0;4110;1;4110;111;4110;5439.7247681158069;4110;1316.8059267476212;4110;3.0533534572636971;4110;10;4110;0;4110;0;4110;0;4110;-5439.7247681158069;4110;-1316.8059267476212;4110;-3.0533534572636971;4110;0;4110;300;4110;756;4110;-8;4110;84
4120;302.44750103738983;4120;2.8122981076666824;4120;0.049238889427160516;4120;527;4120;0;4120;65138;4120;300;4120;0;4120;0;4120;1;4120;112;4120;5442.7492431261808;4120;1316.8340497286979;4120;3.0538458461579685;4120;10;4120;0;4120;0;4120;0;4120;-5442.7492431261808;4120;-1316.8340497286979;4120;-3.0538458461579685;4120;0;4120;300;4120;528;4120;0;4120;-397
4130;305.10443369657634;4130;0.76699039300001459;4130;0.034088461911111131;4130;390;4130;11;4130;65041;4130;300;4130;0;4130;0;4130;1;4130;113;4130;5445.8002874631466;4130;1316.8417196326279;4130;3.05418673077708;4130;10;4130;0;4130;0;4130;0;4130;-5445.8002874631466;4130;-1316.8417196326279;4130;-3.05418673077708;4130;0;4130;300;4130;391;4130;11;4130;-495
4140;257.7224679410848;4140;-10.226538573333329;4140;-0.058707906624691351;4140;319;4140;10;4140;65288;4140;300;4140;0;4140;0;4140;1;4140;114;4140;5448.3775121425579;4140;1316.7394542468946;4140;3.053599651710833;4140;10;4140;0;4140;0;4140;0;4140;-5448.3775121425579;4140;-1316.7394542468946;4140;-3.053599651710833;4140;0;4140;300;4140;320;4140;10;4140;-248
4150;255.06553528189832;4150;1.5339807860000008;4150;-0.034088461911111131;4150;186;4150;5;4150;65371;4150;300;4150;0;4150;0;4150;1;4150;115;4150;5450.9281674953772;4150;1316.7547940547547;4150;3.0532587670917217;4150;10;4150;0;4150;0;4150;0;4150;-5450.9281674953772;4150;-1316.7547940547547;4150;-3.0532587670917217;4150;0;4150;300;4150;187;4150;5;4150;-165
4160;279.86357343430512;4160;15.851134788666665;4160;0.026513248153086363;4160;336;4160;65514;4160;64936;4160;300;4160;0;4160;0;4160;1;4160;116;4160;5453.7268032297206;4160;1316.9133054026413;4160;3.0535238995732525;4160;10;4160;0;4160;0;4160;0;4160;-5453.7268032297206;4160;-1316.9133054026413;4160;-3.0535238995732525;4160;0;4160;300;4160;337;4160;-22;4160;-600
4170;273.66406389620346;4170;-9.7152116446666614;4170;-0.089008761656790059;4170;589;4170;65492;4170;64929;4170;300;4170;0;4170;0;4170;1;4170;117;4170;5456.4634438686826;4170;1316.8161532861946;4170;3.0526338119566847;4170;10;4170;4904.0537109375;4170;1364.94970703125;4170;3.0676882266998291;4170;-552.40973293118259;4170;48.133553745055451;4170;0.015054414743144395;4170;3.9429068565368652;4170;300;4170;590;4170;-44;4170;-607
4180;269.67866490742375;4180;-15.595471324333326;4180;-0.098477778854321033;4180;745;4180;6;4180;65004;4180;300;4180;0;4180;0;4180;1;4180;118;4180;5459.1602305177566;4180;1316.6601985729512;4180;3.0516490341681415;4180;10;4180;4904.0537109375;4180;1364.94970703125;4180;3.0676882266998291;4180;-555.10651958025664;4180;48.289508458298769;4180;0.016039192531687618;4180;3.9429068565368652;4180;300;4180;746;4180;6;4180;-532
4190;286.50590508227123;4190;-0.2556634643333287;4190;0.01515042751604939;4190;493;4190;15;4190;64733;4190;300;4190;0;4190;0;4190;1;4190;119;4190;5462.025289568579;4190;1316.657641938308;4190;3.051800538443302;4190;10;4190;4904.0537109375;4190;1364.94970703125;4190;3.0676882266998291;4190;-557.971578631079;4190;48.292065092942039;4190;0.015887688256527088;4190;3.9429068565368652;4190;300;4190;494;4190;15;4190;-803
4200;281.63486187376276;4200;-4.6019423579999925;4200;-0.022725641274074015;4200;348;4200;10;4200;64491;4200;300;4200;0;4200;0;4200;1;4200;120;4200;5464.8416381873167;4200;1316.611622514728;4200;3.0515732820305614;4200;10;4200;4904.0537109375;4200;1364.94970703125;4200;3.0676882266998291;4200;-560.78792724981668;4200;48.338084516522031;4200;0.016114944669267661;4200;3.9429068565368652;4200;300;4200;349;4200;10;4200;-1045
4210;249.75166996352547;4210;-23.52103871866667;4210;-0.17422991643456792;4210;481;4210;5;4210;65449;4210;300;4210;0;4210;0;4210;1;4210;121;4210;5467.3391548869522;4210;1316.3764121275412;4210;3.0498309828662156;4210;10;4210;4874.4287109375;4210;1349.008544921875;4210;2.8187692165374756;4210;-592.9104439494522;4210;32.632132794333756;4210;-0.23106176632873998;4210;1.3342982530593872;4210;300;4210;482;4210;5;4210;-87
4220;263.92197747918647;4220;-12.783173216666663;4220;-0.094690171975308615;4220;491;4220;0;4220;65270;4220;300;4220;0;4220;0;4220;1;4220;122;4220;5469.9783746617441;4220;1316.2485803953746;4220;3.0488840811464626;4220;10;4220;4874.4287109375;4220;1349.008544921875;4220;2.8187692165374756;4220;-595.549663724244;4220;32.759964526500426;4220;-0.230114864608987;4220;1.3342982530593872;4220;300;4220;492;4220;0;4220;-266
4230;312.63240956427126;4230;7.6699039300000136;4230;0.056814103185185282;4230;367;4230;65532;4230;64722;4230;300;4230;0;4230;0;4230;1;4230;123;4230;5473.1046987573864;4230;1316.3252794346745;4230;3.0494522221783145;4230;10;4230;4874.4287109375;4230;1349.008544921875;4230;2.8187692165374756;4230;-598.67598781988636;4230;32.683265487200515;4230;-0.23068300564083888;4230;1.3342982530593872;4230;300;4230;368;4230;-4;4230;-814
4240;280.30639554416956;4240;-9.4595481803333143;4240;-0.064389316943209832;4240;462;4240;0;4240;64727;4240;300;4240;0;4240;0;4240;1;4240;124;4240;5475.9077627128281;4240;1316.2306839528712;4240;3.0488083290088825;4240;10;4240;4874.4287109375;4240;1349.008544921875;4240;2.8187692165374756;4240;-601.47905177532812;4240;32.777860969003768;4240;-0.23003911247140696;4240;1.3342982530593872;4240;300;4240;463;4240;0;4240;-809
4250;267.02173224823736;4250;-13.55016360966666;4250;-0.094690171975308615;4250;387;4250;0;4250;65131;4250;300;4250;0;4250;0;4250;1;4250;125;4250;5478.57798003531;4250;1316.0951823167745;4250;3.0478614272891296;4250;10;4250;4874.4287109375;4250;1349.008544921875;4250;2.8187692165374756;4250;-604.14926909781025;4250;32.913362605100474;4250;-0.22909221075165398;4250;1.3342982530593872;4250;300;4250;388;4250;0;4250;-405
4260;302.00467892752545;4260;2.5566346433333251;4260;0.018938034395061667;4260;271;4260;10;4260;64899;4260;300;4260;0;4260;0;4260;1;4260;126;4260;5481.5980268245858;4260;1316.1207486632079;4260;3.0480508076330803;4260;10;4260;4863.16455078125;4260;1349.7640380859375;4260;3.075223445892334;4260;-618.43347604333576;4260;33.643289422729595;4260;0.027172638259253645;4260;20.394203186035156;4260;300;4260;272;4260;10;4260;-637
4270;300.67621259793225;4270;6.9029135370000079;4270;0.051132692866666725;4270;386;4270;0;4270;64874;4270;300;4270;0;4270;0;4270;1;4270;127;4270;5484.6047889505653;4270;1316.189777798578;4270;3.0485621345617471;4270;10;4270;4863.16455078125;4270;1349.7640380859375;4270;3.075223445892334;4270;-621.44023816931531;4270;33.574260287359493;4270;0.026661311330586912;4270;20.394203186035156;4270;300;4270;387;4270;0;4270;-662
4280;267.90737646796612;4280;-1.2783173216666721;4280;-0.054920299745679073;4280;438;4280;5;4280;65038;4280;300;4280;0;4280;0;4280;1;4280;128;4280;5487.283862715245;4280;1316.1769946253614;4280;3.04801293156429;4280;10;4280;4863.16455078125;4280;1349.7640380859375;4280;3.075223445892334;4280;-624.119311933995;4280;33.587043460576069;4280;0.027210514328043889;4280;20.394203186035156;4280;300;4280;439;4280;5;4280;-498
4290;283.84897242308477;4290;9.970875109;4290;-0.045451282548148168;4290;422;4290;65509;4290;65135;4290;300;4290;0;4290;0;4290;1;4290;129;4290;5490.1223524394763;4290;1316.2767033764515;4290;3.0475584187388085;4290;10;4290;4863.16455078125;4290;1349.7640380859375;4290;3.075223445892334;4290;-626.95780165822634;4290;33.487334709486049;4290;0.027665027153525479;4290;20.394203186035156;4290;300;4290;423;4290;-27;4290;-401
4300;296.24799149928816;4300;12.016182823666677;4300;0.032194658471604992;4300;569;4300;65493;4300;64938;4300;300;4300;0;4300;0;4300;1;4300;130;4300;5493.08483235447;4300;1316.3968652046881;4300;3.0478803653235245;4300;10;4300;4863.16455078125;4300;1349.7640380859375;4300;3.075223445892334;4300;-629.92028157321965;4300;33.367172881249417;4300;0.027343080568809519;4300;20.394203186035156;4300;300;4300;570;4300;-43;4300;-598
4310;270.56430912715263;4310;-6.3915866083333315;4310;-0.047345085987654308;4310;745;4310;65522;4310;64909;4310;300;4310;0;4310;0;4310;1;4310;131;4310;5495.7904754457413;4310;1316.3329493386048;4310;3.047406914463648;4310;10;4310;4846.3515625;4310;1350.868408203125;4310;2.8091049194335938;4310;-649.43891294574132;4310;34.535458864520251;4310;-0.23830199503005423;4310;1.3788741827011108;4310;300;4310;746;4310;-14;4310;-627
4320;291.81977040064407;4320;-2.3009711789999963;4320;-0.017044230955555528;4320;708;4320;65534;4320;64883;4320;300;4320;0;4320;0;4320;1;4320;132;4320;5498.7086731497475;4320;1316.3099396268146;4320;3.0472364721540925;4320;10;4320;4846.3515625;4320;1350.868408203125;4320;2.8091049194335938;4320;-652.35711064974748;4320;34.558468576310361;4320;-0.2381315527204988;4320;1.3788741827011108;4320;300;4320;709;4320;-2;4320;-653
4330;314.40369800372883;4330;2.0453077146666865;4330;0.020831837834568018;4330;617;4330;0;4330;64656;4330;300;4330;0;4330;0;4330;1;4330;133;4330;5501.852710129785;4330;1316.3303927039613;4330;3.0474447905324382;4330;10;4330;4846.3515625;4330;1350.868408203125;4330;2.8091049194335938;4330;-655.501147629785;4330;34.538015499163748;4330;-0.23833987109884447;4330;1.3788741827011108;4330;300;4330;618;4330;0;4330;-880
4340;290.93412618091531;4340;-2.3009711789999963;4340;-0.011362820637037113;4340;690;4340;0;4340;64817;4340;300;4340;0;4340;0;4340;1;4340;134;4340;5504.7620513915945;4340;1316.3073829921711;4340;3.0473311623260679;4340;10;4340;4846.3515625;4340;1350.868408203125;4340;2.8091049194335938;4340;-658.41048889159447;4340;34.561025210953858;4340;-0.23822624289247418;4340;1.3788741827011108;4340;300;4340;691;4340;0;4340;-719
4350;279.42075132444069;4350;3.834951964999997;4350;0.034088461911111055;4350;441;4350;0;4350;64901;4350;300;4350;0;4350;0;4350;1;4350;135;4350;5507.5562589048386;4350;1316.3457325118211;4350;3.0476720469451792;4350;10;4350;4846.3515625;4350;1350.868408203125;4350;2.8091049194335938;4350;-661.20469640483861;4350;34.5226756913039;4350;-0.23856712751158549;4350;1.3788741827011108;4350;300;4350;442;4350;0;4350;-635
4360;302.89032314725426;4360;-6.64725007266667;4360;-0.049238889427160516;4360;472;4360;0;4360;64840;4360;300;4360;0;4360;0;4360;1;4360;136;4360;5510.5851621363108;4360;1316.2792600110945;4360;3.0471796580509078;4360;10;4360;4846.3515625;4360;1350.868408203125;4360;2.8091049194335938;4360;-664.23359963631083;4360;34.589148192030507;4360;-0.2380747386173141;4360;1.3788741827011108;4360;300;4360;473;4360;0;4360;-696
