SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True
SymbolName;ParameterEstimation_1.vXFromMotor;SymbolName;ParameterEstimation_1.vYFromMotor;SymbolName;ParameterEstimation_1.vThetaFromMotor;SymbolName;ParameterEstimation_1.i1_raw;SymbolName;ParameterEstimation_1.i2_raw;SymbolName;ParameterEstimation_1.i3_raw;SymbolName;ParameterEstimation_1.vx;SymbolName;ParameterEstimation_1.vy;SymbolName;ParameterEstimation_1.vtheta;SymbolName;ParameterEstimation_1.state;SymbolName;ParameterEstimation_1.counter;SymbolName;ParameterEstimation_1.distX;SymbolName;ParameterEstimation_1.distY;SymbolName;ParameterEstimation_1.distTheta;SymbolName;ParameterEstimation_1.taskfreq;SymbolName;ParameterEstimation_1.camX;SymbolName;ParameterEstimation_1.camY;SymbolName;ParameterEstimation_1.camTheta;SymbolName;ParameterEstimation_1.ErrX;SymbolName;ParameterEstimation_1.ErrY;SymbolName;ParameterEstimation_1.ErrTheta;SymbolName;ParameterEstimation_1.ErrCam;SymbolName;ParameterEstimation_1.vSoll;SymbolName;ParameterEstimation_1.i1;SymbolName;ParameterEstimation_1.i2;SymbolName;ParameterEstimation_1.i3
NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1
Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851

7410;-78.379513446000018;7410;4.857605822333336;7410;0.0359822653506173;7410;64413;7410;15;7410;1200;7410;-300;7410;0;7410;0;7410;3;7410;15;7410;5025.5580829500959;7410;2082.4608276559975;7410;-3.090415781166914;7410;10;7410;3869.49609375;7410;2045.9739990234375;7410;-3.0888447761535645;7410;-1156.0619892000959;7410;-36.486828632559991;7410;0.0015710050133495024;7410;1.9881234169006348;7410;300;7410;-1123;7410;15;7410;1200
7420;-81.92209032491526;7420;-4.3462788936666641;7420;-0.026513248153086397;7420;65461;7420;0;7420;104;7420;-300;7420;0;7420;0;7420;3;7420;16;7420;5024.7388620468464;7420;2082.4173648670608;7420;-3.0906809136484448;7420;10;7420;3869.560791015625;7420;2045.8065185546875;7420;-3.09011173248291;7420;-1155.1780710312214;7420;-36.610846312373269;7420;0.00056918116553461573;7420;1.7826288938522339;7420;300;7420;-75;7420;0;7420;105
7430;-84.5790229841017;7430;1.2783173216666672;7430;0.01515042751604939;7430;64397;7430;7;7430;1285;7430;-300;7430;0;7430;0;7430;3;7430;17;7430;5023.893071817005;7430;2082.4301480402773;7430;-3.0905294093732842;7430;10;7430;3869.560791015625;7430;2045.8065185546875;7430;-3.09011173248291;7430;-1154.33228080138;7430;-36.623629485589845;7430;0.00041767689037408573;7430;1.7826288938522339;7430;300;7430;-1139;7430;7;7430;1286
7440;-98.306508389898312;7440;-1.5339807860000008;7440;0;7440;65318;7440;5;7440;113;7440;-300;7440;0;7440;0;7440;3;7440;18;7440;5022.9100067331055;7440;2082.4148082324173;7440;-3.0905294093732842;7440;10;7440;3869.560791015625;7440;2045.8065185546875;7440;-3.09011173248291;7440;-1153.3492157174806;7440;-36.608289677729772;7440;0.00041767689037408573;7440;1.7826288938522339;7440;300;7440;-218;7440;5;7440;114
7450;-97.4208641701695;7450;0.511326928666667;7450;0.02083183783456791;7450;64336;7450;9;7450;1287;7450;-300;7450;0;7450;0;7450;3;7450;19;7450;5021.9357980914037;7450;2082.4199215017038;7450;-3.0903210909949386;7450;10;7450;3869.560791015625;7450;2045.8065185546875;7450;-3.09011173248291;7450;-1152.3750070757787;7450;-36.613402947016311;7450;0.00020935851202841249;7450;1.7826288938522339;7450;300;7450;-1200;7450;9;7450;1288
7460;-108.93423902664408;7460;-4.6019423580000023;7460;0.005681410318518521;7460;65347;7460;11;7460;238;7460;-300;7460;0;7460;0;7460;3;7460;20;7460;5020.8464557011375;7460;2082.3739020781236;7460;-3.0902642768917534;7460;10;7460;3870.9169921875;7460;2045.9241943359375;7460;-3.0901930332183838;7460;-1149.9294635136375;7460;-36.449707742186092;7460;7.124367336963644E-05;7460;0.70244252681732178;7460;300;7460;-189;7460;11;7460;239
7470;-104.50601792800002;7470;-2.5566346433333345;7470;0.0037876068790123475;7470;64297;7470;29;7470;1244;7470;-300;7470;0;7470;0;7470;3;7470;21;7470;5019.8013955218576;7470;2082.3483357316904;7470;-3.0902264008229632;7470;10;7470;3870.9169921875;7470;2045.9241943359375;7470;-3.0901930332183838;7470;-1148.8844033343576;7470;-36.42414139575294;7470;3.3367604579392918E-05;7470;0.70244252681732178;7470;300;7470;-1239;7470;29;7470;1245
7480;-116.46221489433901;7480;1.7896442503333343;7480;0.0359822653506173;7480;65252;7480;0;7480;343;7480;-300;7480;0;7480;0;7480;3;7480;22;7480;5018.6367733729139;7480;2082.3662321741936;7480;-3.089866578169457;7480;10;7480;3870.9169921875;7480;2045.9241943359375;7480;-3.0901930332183838;7480;-1147.7197811854139;7480;-36.442037838256056;7480;-0.00032645504892681032;7480;0.70244252681732178;7480;300;7480;-284;7480;0;7480;344
7490;-116.90503700420339;7490;2.0453077146666629;7490;0.037876068790123438;7490;64283;7490;22;7490;1223;7490;-300;7490;0;7490;0;7490;3;7490;23;7490;5017.4677230028719;7490;2082.38668525134;7490;-3.0894878174815559;7490;10;7490;3870.9169921875;7490;2045.9241943359375;7490;-3.0901930332183838;7490;-1146.5507308153719;7490;-36.462490915402668;7490;-0.00070521573682791328;7490;0.70244252681732178;7490;300;7490;-1253;7490;22;7490;1224
7500;-127.08994553108477;7500;2.3009711789999963;7500;0.056814103185185177;7500;65214;7500;15;7500;438;7500;-300;7500;0;7500;0;7500;3;7500;24;7500;5016.1968235475615;7500;2082.4096949631303;7500;-3.088919676449704;7500;10;7500;3870.9169921875;7500;2045.9241943359375;7500;-3.0901930332183838;7500;-1145.2798313600615;7500;-36.485500627192778;7500;-0.0012733567686797898;7500;0.70244252681732178;7500;300;7500;-322;7500;15;7500;439
7510;-130.63252241;7510;0.76699039300000038;7510;0.10226538573333331;7510;64354;7510;27;7510;1262;7510;-300;7510;0;7510;0;7510;3;7510;25;7510;5014.8904983234615;7510;2082.4173648670603;7510;-3.0878970225923705;7510;10;7510;3875.19580078125;7510;2045.688720703125;7510;-3.0930297374725342;7510;-1139.6946975422115;7510;-36.728644163935314;7510;-0.0051327148801636469;7510;1.2831320762634277;7510;300;7510;-1182;7510;27;7510;1263
7520;-149.23105102430512;7520;-5.8802596796666649;7520;0.053026496306172829;7520;65075;7520;50;7520;508;7520;-300;7520;0;7520;0;7520;3;7520;26;7520;5013.3981878132181;7520;2082.3585622702635;7520;-3.0873667576293089;7520;10;7520;3875.19580078125;7520;2045.688720703125;7520;-3.0930297374725342;7520;-1138.2023870319681;7520;-36.669841567138519;7520;-0.00566297984322528;7520;1.2831320762634277;7520;300;7520;-461;7520;50;7520;509
7530;-151.44516157362713;7530;-1.0226538573333339;7530;0.071964530701234569;7530;64358;7530;36;7530;1337;7530;-300;7530;0;7530;0;7530;3;7530;27;7530;5011.883736197482;7530;2082.34833573169;7530;-3.0866471123222965;7530;10;7530;3875.19580078125;7530;2045.688720703125;7530;-3.0930297374725342;7530;-1136.687935416232;7530;-36.659615028564986;7530;-0.0063826251502376863;7530;1.2831320762634277;7530;300;7530;-1178;7530;37;7530;1338
7540;-158.08749322159324;7540;-0.2556634643333382;7540;0.060601710064197491;7540;65092;7540;35;7540;371;7540;-300;7540;0;7540;0;7540;3;7540;28;7540;5010.3028612652661;7540;2082.3457790970465;7540;-3.0860410952216544;7540;10;7540;3875.19580078125;7540;2045.688720703125;7540;-3.0930297374725342;7540;-1135.1070604840161;7540;-36.657058393921488;7540;-0.0069886422508798063;7540;1.2831320762634277;7540;300;7540;-444;7540;36;7540;372
7550;-151.88798368349154;7550;3.8349519650000019;7550;0.056814103185185177;7550;64356;7550;33;7550;1299;7550;-300;7550;0;7550;0;7550;3;7550;29;7550;5008.7839814284307;7550;2082.3841286166967;7550;-3.0854729541898025;7550;10;7550;3877.925537109375;7550;2046.048583984375;7550;-3.090015172958374;7550;-1130.8584443190557;7550;-36.335544632321671;7550;-0.0045422187685715265;7550;1.9833886623382568;7550;300;7550;-1180;7550;34;7550;1300
7560;-173.14344495698308;7560;5.3689327509999982;7560;0.051132692866666656;7560;64865;7560;11;7560;559;7560;-300;7560;0;7560;0;7560;3;7560;30;7560;5007.0525469788608;7560;2082.4378179442065;7560;-3.0849616272611358;7560;10;7560;3877.925537109375;7560;2046.048583984375;7560;-3.090015172958374;7560;-1129.1270098694859;7560;-36.389233959831472;7560;-0.00505354569723826;7560;1.9833886623382568;7560;300;7560;-671;7560;12;7560;560
7570;-172.25780073725426;7570;7.9255673943333322;7570;0.070070727261728388;7570;64283;7570;10;7570;1230;7570;-300;7570;0;7570;0;7570;3;7570;31;7570;5005.3299689714886;7570;2082.51707361815;7570;-3.0842609199885187;7570;10;7570;3877.925537109375;7570;2046.048583984375;7570;-3.090015172958374;7570;-1127.4044318621136;7570;-36.46848963377488;7570;-0.0057542529698553224;7570;1.9833886623382568;7570;300;7570;-1253;7570;10;7570;1231
7580;-188.64221880223732;7580;4.0906154293333357;7580;0.03030085503209878;7580;65036;7580;0;7580;681;7580;-300;7580;0;7580;0;7580;3;7580;32;7580;5003.4435467834664;7580;2082.5579797724431;7580;-3.0839579114381976;7580;10;7580;3877.925537109375;7580;2046.048583984375;7580;-3.090015172958374;7580;-1125.5180096740915;7580;-36.509395788068105;7580;-0.0060572615201763824;7580;1.9833886623382568;7580;300;7580;-500;7580;0;7580;682
7590;-190.41350724169496;7590;9.7152116446666721;7590;0.066283120382716124;7590;64357;7590;10;7590;1319;7590;-300;7590;0;7590;0;7590;3;7590;33;7590;5001.5394117110491;7590;2082.6551318888896;7590;-3.0832950802343704;7590;10;7590;3877.925537109375;7590;2046.048583984375;7590;-3.090015172958374;7590;-1123.6138746016741;7590;-36.606547904514628;7590;-0.0067200927240036457;7590;1.9833886623382568;7590;300;7590;-1179;7590;10;7590;1320
7600;-209.89768007572883;7600;8.6925577873333282;7600;0.058707906624691351;7600;64930;7600;15;7600;631;7600;-300;7600;0;7600;0;7600;3;7600;34;7600;4999.4404349102915;7600;2082.7420574667631;7600;-3.0827080011681236;7600;10;7600;3881.9931640625;7600;2045.9910888671875;7600;-3.0898580551147461;7600;-1117.4472708477915;7600;-36.750968599575572;7600;-0.0071500539466224922;7600;2.0038669109344482;7600;300;7600;-606;7600;15;7600;632
7610;-216.98283383355934;7610;8.18123085866666;7610;0.060601710064197491;7610;64387;7610;0;7610;1237;7610;-300;7610;0;7610;0;7610;3;7610;35;7610;4997.2706065719558;7610;2082.8238697753495;7610;-3.0821019840674815;7610;10;7610;3881.9931640625;7610;2045.9910888671875;7610;-3.0898580551147461;7610;-1115.2774425094558;7610;-36.832780908162022;7610;-0.0077560710472646122;7610;2.0038669109344482;7610;300;7610;-1149;7610;0;7610;1238
7620;-223.18234337166106;7620;8.6925577873333282;7620;0.064389316943209832;7620;64901;7620;1;7620;567;7620;-300;7620;0;7620;0;7620;3;7620;36;7620;4995.0387831382395;7620;2082.910795353223;7620;-3.0814580908980496;7620;10;7620;3881.9931640625;7620;2045.9910888671875;7620;-3.0898580551147461;7620;-1113.0456190757395;7620;-36.919706486035466;7620;-0.0083999642166965316;7620;2.0038669109344482;7620;300;7620;-635;7620;1;7620;568
7630;-228.93903079989835;7630;8.9482212516666753;7630;0.066283120382716124;7630;64406;7630;6;7630;1140;7630;-300;7630;0;7630;0;7630;3;7630;37;7630;4992.74939283024;7630;2083.0002775657395;7630;-3.0807952596942223;7630;10;7630;3881.9931640625;7630;2045.9910888671875;7630;-3.0898580551147461;7630;-1110.7562287677401;7630;-37.009188698551952;7630;-0.0090627954205237948;7630;2.0038669109344482;7630;300;7630;-1130;7630;6;7630;1141
7640;-238.23829510705087;7640;9.2038847160000046;7640;0.068176923822222263;7640;64843;7640;5;7640;738;7640;-300;7640;0;7640;0;7640;3;7640;38;7640;4990.36700987917;7640;2083.0923164128994;7640;-3.080113490456;7640;10;7640;3881.9931640625;7640;2045.9910888671875;7640;-3.0898580551147461;7640;-1108.37384581667;7640;-37.101227545711936;7640;-0.0097445646587459578;7640;2.0038669109344482;7640;300;7640;-693;7640;5;7640;739
7650;-245.76627097474579;7650;10.482202037666667;7650;0.077645941019753084;7650;64332;7650;9;7650;1153;7650;-300;7650;0;7650;0;7650;3;7650;39;7650;4987.9093471694223;7650;2083.197138433276;7650;-3.0793370310458026;7650;10;7650;3886.203369140625;7650;2046.0792236328125;7650;-3.0893361568450928;7650;-1101.7059780287973;7650;-37.117914800463495;7650;-0.0099991257992901872;7650;1.7256290912628174;7650;300;7650;-1204;7650;9;7650;1154
7660;-264.3647995890509;7660;10.482202037666658;7660;0.089008761656790059;7660;64684;7660;12;7660;770;7660;-300;7660;0;7660;0;7660;3;7660;40;7660;4985.2656991735321;7660;2083.3019604536526;7660;-3.0784469434292348;7660;10;7660;3886.203369140625;7660;2046.0792236328125;7660;-3.0893361568450928;7660;-1099.0623300329071;7660;-37.222736820840055;7660;-0.010889213415858023;7660;1.7256290912628174;7660;300;7660;-852;7660;12;7660;771
7670;-273.66406389620346;7670;11.760519359333339;7670;0.087114958217283989;7670;64442;7670;7;7670;1090;7670;-300;7670;0;7670;0;7670;3;7670;41;7670;4982.52905853457;7670;2083.4195656472457;7670;-3.0775757938470618;7670;10;7670;3886.203369140625;7670;2046.0792236328125;7670;-3.0893361568450928;7670;-1096.3256893939451;7670;-37.34034201443319;7670;-0.01176036299803096;7670;1.7256290912628174;7670;300;7670;-1094;7670;7;7670;1091
7680;-286.50590508227123;7680;15.08414439566665;7680;0.094690171975308615;7680;64786;7680;8;7680;798;7680;-300;7680;0;7680;0;7680;3;7680;42;7680;4979.6639994837478;7680;2083.5704070912025;7680;-3.0766288921273088;7680;10;7680;3886.203369140625;7680;2046.0792236328125;7680;-3.0893361568450928;7680;-1093.4606303431228;7680;-37.491183458389969;7680;-0.012707264717783939;7680;1.7256290912628174;7680;300;7680;-750;7680;8;7680;799
7690;-292.26259251050851;7690;18.407769432;7690;0.090902565096296267;7690;64386;7690;0;7690;1175;7690;-300;7690;0;7690;0;7690;3;7690;43;7690;4976.7413735586424;7690;2083.7544847855224;7690;-3.0757198664763457;7690;10;7690;3896.93115234375;7690;2046.3546142578125;7690;-3.0886425971984863;7690;-1079.8102212148924;7690;-37.399870527709936;7690;-0.012922730722140674;7690;0.61195218563079834;7690;300;7690;-1150;7690;0;7690;1176
7700;-292.70541462037289;7700;23.776702183000008;7700;0.11930961668888898;7700;64668;7700;65528;7700;1009;7700;-300;7700;0;7700;0;7700;3;7700;44;7700;4973.8143194124386;7700;2083.9922518073527;7700;-3.0745267703094568;7700;10;7700;3896.93115234375;7700;2046.3546142578125;7700;-3.0886425971984863;7700;-1076.8831670686886;7700;-37.637637549540159;7700;-0.01411582688902957;7700;0.61195218563079834;7700;300;7700;-868;7700;-8;7700;1010
7710;-302.44750103738983;7710;28.889971469666666;7710;0.1003715822938271;7710;64411;7710;65522;7710;877;7710;-300;7710;0;7710;0;7710;3;7710;45;7710;4970.7898444020648;7710;2084.2811515220492;7710;-3.0735230544865186;7710;10;7710;3896.93115234375;7710;2046.3546142578125;7710;-3.0886425971984863;7710;-1073.8586920583148;7710;-37.926537264236686;7710;-0.015119542711967693;7710;0.61195218563079834;7710;300;7710;-1125;7710;-14;7710;878
7720;-319.7175633221018;7720;34.258904220666658;7720;0.037876068790123472;7720;64605;7720;65492;7720;1092;7720;-300;7720;0;7720;0;7720;3;7720;46;7720;4967.5926687688434;7720;2084.623740564256;7720;-3.0731442937986175;7720;10;7720;3896.93115234375;7720;2046.3546142578125;7720;-3.0886425971984863;7720;-1070.6615164250934;7720;-38.269126306443468;7720;-0.015498303399868796;7720;0.61195218563079834;7720;300;7720;-931;7720;-44;7720;1093
7730;-353.81486578166107;7730;21.731394468333349;7730;-0.020831837834567875;7730;64657;7730;65464;7730;869;7730;-300;7730;0;7730;0;7730;3;7730;47;7730;4964.0545201110272;7730;2084.8410545089391;7730;-3.0733526121769632;7730;10;7730;3896.93115234375;7730;2046.3546142578125;7730;-3.0886425971984863;7730;-1067.1233677672772;7730;-38.486440251126623;7730;-0.015289985021523123;7730;0.61195218563079834;7730;300;7730;-879;7730;-72;7730;870
7740;-368.42799540718653;7740;5.1132692866666689;7740;-0.070070727261728319;7740;64634;7740;65477;7740;933;7740;-300;7740;0;7740;0;7740;3;7740;48;7740;4960.3702401569553;7740;2084.8921872018059;7740;-3.0740533194495803;7740;10;7740;3896.93115234375;7740;2046.3546142578125;7740;-3.0886425971984863;7740;-1063.4390878132053;7740;-38.537572943993382;7740;-0.01458927774890606;7740;0.61195218563079834;7740;300;7740;-902;7740;-59;7740;934
7750;-379.49854815379666;7750;0.76699039299999561;7750;-0.090902565096296337;7750;64530;7750;65497;7750;837;7750;-300;7750;0;7750;0;7750;3;7750;49;7750;4956.5752546754175;7750;2084.8998571057359;7750;-3.0749623451005434;7750;10;7750;3917.33203125;7750;2048.41552734375;7750;-3.0703175067901611;7750;-1039.2432234254175;7750;-36.484329761985919;7750;0.0046448383103823154;7750;0.93948167562484741;7750;300;7750;-1006;7750;-39;7750;838
7760;-362.22848586908481;7760;9.7152116446666614;7760;0.0037876068790122772;7760;64694;7760;65500;7760;623;7760;-300;7760;0;7760;0;7760;3;7760;50;7760;4952.9529698167262;7760;2084.9970092221824;7760;-3.0749244690317532;7760;10;7760;3917.33203125;7760;2048.41552734375;7760;-3.0703175067901611;7760;-1035.6209385667262;7760;-36.581481878432442;7760;0.0046069622415920719;7760;0.93948167562484741;7760;300;7760;-842;7760;-36;7760;624
7770;-365.32824063813564;7770;4.3462788936666739;7770;0.032194658471604992;7770;64753;7770;65517;7770;750;7770;-300;7770;0;7770;0;7770;3;7770;51;7770;4949.2996874103446;7770;2085.0404720111192;7770;-3.0746025224470372;7770;10;7770;3917.33203125;7770;2048.41552734375;7770;-3.0703175067901611;7770;-1031.9676561603446;7770;-36.624944667369164;7770;0.0042850156568761122;7770;0.93948167562484741;7770;300;7770;-783;7770;-19;7770;751
7780;-381.2698365932543;7780;-5.3689327510000071;7780;0.0056814103185184863;7780;64513;7780;12;7780;1178;7780;-300;7780;0;7780;0;7780;3;7780;52;7780;4945.4869890444124;7780;2084.9867826836094;7780;-3.0745457083438521;7780;10;7780;3917.33203125;7780;2048.41552734375;7780;-3.0703175067901611;7780;-1028.1549577944124;7780;-36.571255339859363;7780;0.004228201553690969;7780;0.93948167562484741;7780;300;7780;-1023;7780;12;7780;1179
7790;-379.05572604393222;7790;-15.339807860000008;7790;-0.056814103185185282;7790;64426;7790;27;7790;1096;7790;-300;7790;0;7790;0;7790;3;7790;53;7790;4941.6964317839729;7790;2084.8333846050095;7790;-3.075113849375704;7790;10;7790;3917.33203125;7790;2048.41552734375;7790;-3.0703175067901611;7790;-1024.3644005339729;7790;-36.417857261259542;7790;0.0047963425855428454;7790;0.93948167562484741;7790;300;7790;-1110;7790;27;7790;1097
7800;-375.95597127488139;7800;-15.595471324333326;7800;-0.070070727261728319;7800;64607;7800;29;7800;877;7800;-300;7800;0;7800;0;7800;3;7800;54;7800;4937.9368720712237;7800;2084.6774298917662;7800;-3.075814556648321;7800;10;7800;0;7800;0;7800;0;7800;-4937.9368720712237;7800;-2084.6774298917662;7800;3.075814556648321;7800;0;7800;300;7800;-929;7800;29;7800;878
7810;-401.1968315371526;7810;-3.5792885006666779;7810;0.0075752137580245545;7810;64634;7810;33;7810;780;7810;-300;7810;0;7810;0;7810;3;7810;55;7810;4933.924903755852;7810;2084.6416370067595;7810;-3.075738804510741;7810;10;7810;0;7810;0;7810;0;7810;-4933.924903755852;7810;-2084.6416370067595;7810;3.075738804510741;7810;0;7810;300;7810;-902;7810;33;7810;781
7820;-412.26738428376274;7820;-11.504855894999992;7820;-0.056814103185185143;7820;64875;7820;15;7820;895;7820;-300;7820;0;7820;0;7820;3;7820;56;7820;4929.8022299130143;7820;2084.5265884478094;7820;-3.0763069455425929;7820;10;7820;0;7820;0;7820;0;7820;-4929.8022299130143;7820;-2084.5265884478094;7820;3.0763069455425929;7820;0;7820;300;7820;-661;7820;16;7820;896
7830;-422.89511492050855;7830;-25.822009897666664;7830;-0.15718568547901238;7830;65332;7830;13;7830;996;7830;-300;7830;0;7830;0;7830;3;7830;57;7830;4925.573278763809;7830;2084.2683683488326;7830;-3.0778788023973829;7830;10;7830;0;7830;0;7830;0;7830;-4925.573278763809;7830;-2084.2683683488326;7830;3.0778788023973829;7830;0;7830;300;7830;-204;7830;13;7830;997
7840;-419.35253804159322;7840;-19.686086753666661;7840;-0.1174158132493827;7840;65303;7840;0;7840;1102;7840;-300;7840;0;7840;0;7840;3;7840;58;7840;4921.3797533833931;7840;2084.0715074812961;7840;-3.0790529605298769;7840;10;7840;0;7840;0;7840;0;7840;-4921.3797533833931;7840;-2084.0715074812961;7840;3.0790529605298769;7840;0;7840;300;7840;-233;7840;0;7840;1103
7850;-414.48149483308481;7850;-19.430423289333323;7850;-0.11552200980987649;7850;65028;7850;22;7850;942;7850;-300;7850;0;7850;0;7850;3;7850;59;7850;4917.2349384350618;7850;2083.8772032484026;7850;-3.0802081806279755;7850;10;7850;0;7850;0;7850;0;7850;-4917.2349384350618;7850;-2083.8772032484026;7850;3.0802081806279755;7850;0;7850;300;7850;-508;7850;22;7850;943
7860;-399.86836520755935;7860;-7.9255673943333322;7860;-0.03030085503209878;7860;64738;7860;17;7860;752;7860;-300;7860;0;7860;0;7860;3;7860;60;7860;4913.2362547829862;7860;2083.7979475744592;7860;-3.0805111891782966;7860;10;7860;3931.947509765625;7860;2049.597900390625;7860;-3.0662057399749756;7860;-981.28874501736118;7860;-34.200047183834158;7860;0.014305449203320997;7860;1.2352597713470459;7860;300;7860;-798;7860;17;7860;753
7870;-393.66885566945768;7870;21.220067539666655;7870;0.13446004420493815;7870;64594;7870;27;7870;65534;7870;-300;7870;0;7870;0;7870;3;7870;61;7870;4909.299566226292;7870;2084.0101482498558;7870;-3.0791665887362472;7870;10;7870;3931.947509765625;7870;2049.597900390625;7870;-3.0662057399749756;7870;-977.352056460667;7870;-34.412247859230774;7870;0.012960848761271571;7870;1.2352597713470459;7870;300;7870;-942;7870;27;7870;-1
7880;-411.381740064034;7880;21.73139446833331;7880;0.10984059949135787;7880;64591;7880;0;7880;54;7880;-300;7880;0;7880;0;7880;3;7880;62;7880;4905.1857488256519;7880;2084.2274621945389;7880;-3.0780681827413336;7880;10;7880;3931.947509765625;7880;2049.597900390625;7880;-3.0662057399749756;7880;-973.2382390600269;7880;-34.62956180391393;7880;0.011862442766358061;7880;1.2352597713470459;7880;300;7880;-945;7880;0;7880;54
7890;-429.98026867833909;7890;-16.106798253000004;7890;-0.096583975414814824;7890;64848;7890;65534;7890;628;7890;-300;7890;0;7890;0;7890;3;7890;63;7890;4900.8859461388683;7890;2084.0663942120091;7890;-3.079034022495482;7890;10;7890;3931.947509765625;7890;2049.597900390625;7890;-3.0662057399749756;7890;-968.93843637324335;7890;-34.468493821384072;7890;0.012828282520506384;7890;1.2352597713470459;7890;300;7890;-688;7890;-2;7890;629
7900;-398.5398988779661;7900;-28.634308005333349;7900;-0.15529188203950631;7900;65518;7900;19;7900;737;7900;-300;7900;0;7900;0;7900;3;7900;64;7900;4896.9005471500886;7900;2083.7800511319556;7900;-3.0805869413158771;7900;10;7900;3956.335205078125;7900;2050.929443359375;7900;-3.0668995380401611;7900;-940.56534207196364;7900;-32.850607772580588;7900;0.013687403275715937;7900;0.90500164031982422;7900;300;7900;-18;7900;19;7900;738
7910;-395.44014410891532;7910;-9.4595481803333232;7910;0.0094690171975309045;7910;65355;7910;23;7910;340;7910;-300;7910;0;7910;0;7910;3;7910;65;7910;4892.9461457089992;7910;2083.6854556501521;7910;-3.0804922511439017;7910;10;7910;3956.335205078125;7910;2050.929443359375;7910;-3.0668995380401611;7910;-936.61094063087421;7910;-32.756012290777107;7910;0.01359271310374055;7910;0.90500164031982422;7910;300;7910;-181;7910;23;7910;341
7920;-427.766158129017;7920;9.7152116446666614;7920;0.1174158132493827;7920;64977;7920;42;7920;462;7920;-300;7920;0;7920;0;7920;3;7920;66;7920;4888.6684841277092;7920;2083.7826077665986;7920;-3.0793180930114077;7920;10;7920;3956.335205078125;7920;2050.929443359375;7920;-3.0668995380401611;7920;-932.33327904958423;7920;-32.85316440722363;7920;0.012418554971246554;7920;0.90500164031982422;7920;300;7920;-559;7920;42;7920;463
7930;-430.86591289806785;7930;-4.3462788936666739;7930;-0.032194658471604992;7930;65030;7930;13;7930;913;7930;-300;7930;0;7930;0;7930;3;7930;67;7930;4884.359824998729;7930;2083.7391449776619;7930;-3.0796400395961236;7930;10;7930;3956.335205078125;7930;2050.929443359375;7930;-3.0668995380401611;7930;-928.024619920604;7930;-32.809701618286908;7930;0.012740501555962513;7930;0.90500164031982422;7930;300;7930;-506;7930;14;7930;914
7940;-416.69560538240688;7940;-17.129452110333336;7940;-0.23483162649876541;7940;65390;7940;1;7940;1167;7940;-300;7940;0;7940;0;7940;3;7940;68;7940;4880.1928689449051;7940;2083.5678504565585;7940;-3.0819883558611112;7940;10;7940;3956.335205078125;7940;2050.929443359375;7940;-3.0668995380401611;7940;-923.85766386678006;7940;-32.638407097183517;7940;0.015088817820950062;7940;0.90500164031982422;7940;300;7940;-146;7940;1;7940;1168
7950;-400.31118731742379;7950;22.498384861333324;7950;0.0018938034395060686;7950;65296;7950;65477;7950;765;7950;-300;7950;0;7950;0;7950;3;7950;69;7950;4876.189757071731;7950;2083.7928343051717;7950;-3.0819694178267163;7950;10;7950;3995.69921875;7950;2053.65673828125;7950;-3.0711839199066162;7950;-880.490538321731;7950;-30.136096023921709;7950;0.010785497920100085;7950;1.6731561422348023;7950;300;7950;-240;7950;-59;7950;766
7960;-382.15548081298311;7960;42.184471614999985;7960;0.26702628497037023;7960;64839;7960;65480;7960;65443;7960;-300;7960;0;7960;0;7960;3;7960;70;7960;4872.3682022636012;7960;2084.2146790213219;7960;-3.0792991549770128;7960;10;7960;3995.69921875;7960;2053.65673828125;7960;-3.0711839199066162;7960;-876.66898351360123;7960;-30.5579407400719;7960;0.0081152350703965759;7960;1.6731561422348023;7960;300;7960;-697;7960;-56;7960;-92
