Name;Measurements;
File;E:\hawino\Measurements\WallCrash.csv;
Starttime of export;133262943588028000;Dienstag, 18. April 2023;14:25:58.802
Endtime of export;133262943676393450;Dienstag, 18. April 2023;14:26:07.639


Name;xCam, yCam X;xCam, yCam Y;xObs, yObs X;xObs, yObs Y;xRef, yRef X;xRef, yRef Y;xKalman, yKalman X;xKalman, yKalman Y;xRef;xCam;xKalman;yObs;yRef;yCam;yKalman;thetaObs;thetaCam;thetaKalman;thetaRef;vX;vXRef;vXContr;vY;vYRef;vYContr;vTheta;vThetaRef;vThetaContr;newCamDataArrived;bumper;accuracyTheta;accuracyXY;arcLengthSlow;Name;FeedForwardLinearization;Name;kObsDelayedCycles;maxAcc;maxRadius;maxRotAcc;maxRotVel;maxSlowVel;maxVel;samplingTime;sObsDelayedCycles;thetaDZ;vrot_max;vtrans_max;i1;i2;i3
1700;3008.64794921875;1517.841796875;3004.8380439527068;1517.3325401891289;3007.7338552069682;1524.934112569058;3008.3780529854644;1517.8339897436806;3007.7338552069682;3008.64794921875;3008.3780529854644;1517.3325401891289;1524.934112569058;1517.841796875;1517.8339897436806;0.3352054907156608;0.3528449535369873;0.35185850688577136;0.32280486822128296;-40.046212187436211;-42.730213069797514;-44.018608626789842;14.563885446868028;12.90438331639464;27.104628967149463;0.0542215620952905;0;-0.0581072773289768;0;0;0.01;2;0.2;8496;0;1700;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-288;127;-116
1702;3008.64794921875;1517.841796875;3004.7545001060334;1517.3576635959114;3007.7338552069682;1524.934112569058;3008.2941023616745;1517.8577184741691;3007.7338552069682;3008.64794921875;3008.2941023616745;1517.3576635959114;1524.934112569058;1517.841796875;1517.8577184741691;0.33529438615222906;0.3528449535369873;0.35194740232233962;0.32280486822128296;-41.771923336672018;-42.730213069797514;-43.850707379210121;12.561703391241355;12.90438331639464;27.057171506172406;0.044447718284122258;0;-0.058285068202113322;0;0;0.01;2;0.2;8506;0;1702;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-288;127;-21
1704;3008.64794921875;1517.841796875;3004.6709540263341;1517.382779575928;3007.7338552069682;1524.934112569058;3008.21014962884;1517.8814397417366;3007.7338552069682;3008.64794921875;3008.21014962884;1517.382779575928;1524.934112569058;1517.841796875;1517.8814397417366;0.33538328158879732;0.3528449535369873;0.35203629775890788;0.32280486822128296;-41.773039849728356;-42.730213069797514;-43.682801913541311;12.557990008251144;12.90438331639464;27.0097289710375;0.044447718284122258;0;-0.05846285907524984;0;0;0.01;2;0.2;8516;0;1704;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-288;127;79
1706;3008.64794921875;1517.841796875;3004.5839581606556;1517.4038918375061;3007.7338552069682;1524.934112569058;3008.1228142592745;1517.9011003993278;3007.7338552069682;3008.64794921875;3008.1228142592745;1517.4038918375061;1524.934112569058;1517.841796875;1517.9011003993278;0.33545262933774322;0.3528449535369873;0.35210564550785378;0.32280486822128296;-43.497932839318707;-42.730213069797514;-43.508131174410096;10.556130789021891;12.90438331639464;26.970407655855094;0.03467387447295401;0;-0.058601554573141645;0;0;0.01;2;0.2;8526;0;1706;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-288;127;133
1708;3008.64794921875;1517.841796875;3004.493513554627;1517.4210015355213;3007.7338552069682;1524.934112569058;3008.03209727923;1517.9167016190706;3007.7338552069682;3008.64794921875;3008.03209727923;1517.4210015355213;1524.934112569058;1517.841796875;1517.9167016190706;0.33550242939906677;0.3528449535369873;0.35215544556917733;0.32280486822128296;-45.222303014220223;-42.730213069797514;-43.326697214321371;8.55484900767803;12.90438331639464;26.9392052163694;0.024900030661785762;0;-0.058701154695788738;0;0;0.01;2;0.2;8536;0;1708;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-170;376;138
1710;3008.64794921875;1517.841796875;3004.468284000855;1517.4080787828339;3007.7338552069682;1524.934112569058;3008.0070864166073;1517.9033605294819;3007.7338552069682;3008.64794921875;3008.0070864166073;1517.4080787828339;1524.934112569058;1517.841796875;1517.9033605294819;0.33540515638208895;0.3528449535369873;0.35205817255219951;0.32280486822128296;-12.614776885967439;-42.730213069797514;-43.276675489075728;-6.4613763437269274;12.90438331639464;26.96588739554684;-0.048636508488908652;0;-0.058506608661833104;0;0;0.01;2;0.2;8546;0;1710;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-170;376;114
1712;3008.64794921875;1517.841796875;3004.4465006563619;1517.39915485125;3007.7338552069682;1524.934112569058;3007.9854546960632;1517.8940750936533;3007.7338552069682;3008.64794921875;3007.9854546960632;1517.39915485125;1524.934112569058;1517.841796875;1517.8940750936533;0.33532743105273349;0.3528449535369873;0.35198044722284405;0.32280486822128296;-10.891672246652632;-42.730213069797514;-43.2334120479876;-4.4619657919697033;12.90438331639464;26.984458267204015;-0.038862664677740404;0;-0.058351158003122183;0;0;0.01;2;0.2;8556;0;1712;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-170;376;75
1714;3008.64794921875;1517.841796875;3004.4281643951217;1517.3942287117307;3007.7338552069682;1524.934112569058;3007.9672030085867;1517.8888442972425;3007.7338552069682;3008.64794921875;3007.9672030085867;1517.3942287117307;1524.934112569058;1517.841796875;1517.8888442972425;0.33526925341100033;0.3528449535369873;0.35192226958111089;0.32280486822128296;-9.1681306200502775;-42.730213069797514;-43.1969086730345;-2.4630697596543261;12.90438331639464;26.9949198600257;-0.029088820866572156;0;-0.058234802719655865;0;0;0.01;2;0.2;8566;0;1714;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-170;376;36
1716;3008.64794921875;1517.841796875;3004.413275856602;1517.39329953731;3007.7338552069682;1524.934112569058;3007.9523320073276;1517.8876673240463;3007.7338552069682;3008.64794921875;3007.9523320073276;1517.39329953731;1524.934112569058;1517.841796875;1517.8876673240463;0.33523062345688953;0.3528449535369873;0.35188363962700009;0.32280486822128296;-7.4442692597733924;-42.730213069797514;-43.167166670516394;-0.46458721038508832;12.90438331639464;26.997273806418004;-0.019314977055403915;0;-0.05815754281143426;0;0;0.01;2;0.2;8576;0;1716;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-170;376;25
1718;3008.64794921875;1517.841796875;3004.3983872821996;1517.3923709380335;3007.7338552069682;1524.934112569058;3007.9374609606134;1517.8864909253173;3007.7338552069682;3008.64794921875;3007.9374609606134;1517.3923709380335;1524.934112569058;1517.841796875;1517.8864909253173;0.33519199350277873;0.3528449535369873;0.35184500967288929;0.32280486822128296;-7.4442872012015631;-42.730213069797514;-43.137424577087927;-0.46429963825862064;12.90438331639464;26.99962660387612;-0.019314977055403915;0;-0.058080282903212654;0;0;0.01;2;0.2;8586;0;1718;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;151;723;50
1720;3008.64794921875;1517.841796875;3004.3456721389862;1517.4060780594018;3007.7338552069682;1524.934112569058;3007.8845248724269;1517.8993183205223;3007.7338552069682;3008.64794921875;3007.8845248724269;1517.4060780594018;1524.934112569058;1517.841796875;1517.8993183205223;0.33519571687184962;0.3528449535369873;0.35184873304196018;0.32280486822128296;-26.357571606798253;-42.730213069797514;-43.031552400714986;6.8535606841149868;12.90438331639464;26.973971813466076;0.0018616845354606163;0;-0.058087729641354446;0;0;0.01;2;0.2;8596;0;1720;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;151;723;122
1722;3008.64794921875;1517.841796875;3004.28950864162;1517.4157893397278;3007.7338552069682;1524.934112569058;3007.8282074479607;1517.9080930058981;3007.7338552069682;3008.64794921875;3007.8282074479607;1517.4157893397278;1524.934112569058;1517.841796875;1517.9080930058981;0.33517989255329822;0.3528449535369873;0.35183290872340878;0.32280486822128296;-28.081748682908348;-42.730213069797514;-42.918917551782556;4.8556401629546073;12.90438331639464;26.956422442714508;-0.00791215927570763;0;-0.058056081004251636;0;0;0.01;2;0.2;8606;0;1722;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;151;723;185
1724;3008.64794921875;1517.841796875;3004.2333452979356;1517.4255015088015;3007.7338552069682;1524.934112569058;3007.7718901623552;1517.9168685824577;3007.7338552069682;3008.64794921875;3007.7718901623552;1517.4255015088015;1524.934112569058;1517.841796875;1517.9168685824577;0.33516406823474681;0.3528449535369873;0.35181708440485737;0.32280486822128296;-28.081671842195675;-42.730213069797514;-42.806282980571609;4.85608453688328;12.90438331639464;26.938871289595252;-0.00791215927570763;0;-0.058024432367148826;0;0;0.01;2;0.2;8616;0;1724;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;151;723;244
1726;3008.64794921875;1517.841796875;3004.1702852488047;1517.4272234953644;3007.7338552069682;1524.934112569058;3007.7088101820773;1517.9175402387723;3007.7338552069682;3008.64794921875;3007.7088101820773;1517.4272234953644;1524.934112569058;1517.841796875;1517.9175402387723;0.33510914854095075;0.3528449535369873;0.35176216471106131;0.32280486822128296;-31.530024565349073;-42.730213069797514;-42.680123020015685;0.8609932813990131;12.90438331639464;26.937527976966091;-0.027459846898044121;0;-0.0579145929795567;0;0;0.01;2;0.2;8626;0;1726;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;151;723;281
1728;3008.64794921875;1517.841796875;3004.1038587560311;1517.4250487262191;3007.7338552069682;1524.934112569058;3007.6424291146782;1517.9142596208469;3007.7338552069682;3008.64794921875;3007.6424291146782;1517.4250487262191;1524.934112569058;1517.841796875;1517.9142596208469;0.33503514658066619;0.3528449535369873;0.35168816275077674;0.32280486822128296;-33.213246386727363;-42.730213069797514;-42.547360885217472;-1.0873845726830247;12.90438331639464;26.944089212816859;-0.037000980142279781;0;-0.057766589058987572;0;0;0.01;2;0.2;8636;0;1728;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;35;650;288
1730;3008.64794921875;1517.841796875;3003.9771448371375;1517.4666239514124;3007.7338552069682;1524.934112569058;3007.5150404448204;1517.9537190098829;3007.7338552069682;3008.64794921875;3007.5150404448204;1517.4666239514124;1524.934112569058;1517.841796875;1517.9537190098829;0.33500768673376813;0.3528449535369873;0.35166070290387869;0.32280486822128296;-63.356959446684336;-42.730213069797514;-42.292583545502;20.787612596679509;12.90438331639464;26.865170434744893;-0.013729923449022099;0;-0.057711669365191454;0;0;0.01;2;0.2;8646;0;1730;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;35;650;273
1732;3008.64794921875;1517.841796875;3003.8537989939559;1517.512102533484;3007.7338552069682;1524.934112569058;3007.3909543840023;1517.9971373005913;3007.7338552069682;3008.64794921875;3007.3909543840023;1517.512102533484;1524.934112569058;1517.841796875;1517.9971373005913;0.33499930915335857;0.3528449535369873;0.35165232532346913;0.32280486822128296;-61.672921590755848;-42.730213069797514;-42.044411423865654;22.739291035757688;12.90438331639464;26.778333853328174;-0.0041887902047864373;0;-0.057694914204372338;0;0;0.01;2;0.2;8656;0;1732;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;35;650;208
1734;3008.64794921875;1517.841796875;3003.727086565093;1517.5536822997515;3007.7338552069682;1524.934112569058;3007.2635671283492;1518.0366012548841;3007.7338552069682;3008.64794921875;3007.2635671283492;1517.5536822997515;1524.934112569058;1517.841796875;1518.0366012548841;0.33497184930646051;0.3528449535369873;0.35162486547657107;0.32280486822128296;-63.35621443144381;-42.730213069797514;-41.789636912559558;20.789883133758636;12.90438331639464;26.699405944742491;-0.013729923449022099;0;-0.05763999451057622;0;0;0.01;2;0.2;8666;0;1734;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;35;650;132
1736;3008.64794921875;1517.841796875;3003.6071915493508;1517.6031601748923;3007.7338552069682;1524.934112569058;3007.1428648192709;1518.0840757481558;3007.7338552069682;3008.64794921875;3007.1428648192709;1517.6031601748923;1524.934112569058;1517.841796875;1518.0840757481558;0.33498301941367326;0.3528449535369873;0.35163603558378381;0.32280486822128296;-59.947507871081015;-42.730213069797514;-41.548232294402965;24.738937570474732;12.90438331639464;26.604456958199105;0.0055850536063818054;0;-0.057662334725001707;0;0;0.01;2;0.2;8676;0;1736;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;35;650;78
1738;3006.861572265625;1515.7220458984375;3003.6035866190637;1517.5906927115714;3007.7338552069682;1524.934112569058;3006.6235297924131;1515.8211069766521;3007.7338552069682;3006.861572265625;3006.6235297924131;1517.5906927115714;1524.934112569058;1515.7220458984375;1515.8211069766521;0.33557531545185804;0.35057124495506287;0.347227836784865;0.32280486822128296;-58.223207753230341;-42.730213069797514;-40.509562240687387;26.735723563145214;12.90438331639464;31.130394501206435;0.015358897417550052;0;-0.048845937127164119;1;0;0.01;2;0.2;8686;0;1738;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-282;798;44
1740;3006.861572265625;1515.7220458984375;3003.5344475139091;1517.6075036292018;3007.7338552069682;1524.934112569058;3006.5541994959594;1515.8371111263257;3007.7338552069682;3006.861572265625;3006.5541994959594;1517.6075036292018;1524.934112569058;1515.7220458984375;1515.8371111263257;0.33564093983173304;0.35057124495506287;0.34729346116474;0.32280486822128296;-34.5695525772823;-42.730213069797514;-40.370901647779988;8.4054588152305243;12.90438331639464;31.098386201859309;0.0328121899374934;0;-0.048977185886914132;0;0;0.01;2;0.2;8696;0;1740;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-282;798;52
1742;3006.861572265625;1515.7220458984375;3003.4687538295188;1517.6283071892171;3005.7976573642786;1526.0117072972787;3006.4882678630629;1515.8571477942546;3005.7976573642786;3006.861572265625;3006.4882678630629;1517.6283071892171;1526.0117072972787;1515.7220458984375;1515.8571477942546;0.33572611189923035;0.35057124495506287;0.34737863323223733;0.32280486822128296;-32.846842195157969;-34.000771866504785;-40.239038381986916;10.401780007655287;28.919573479715019;31.05831286600144;0.042586033748661642;0;-0.049147530021908747;0;0;0.01;2;0.2;8706;0;1742;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-282;798;96
1744;3006.861572265625;1515.7220458984375;3003.4030583734848;1517.64910515389;3005.7976573642786;1526.0117072972787;3006.4223345238411;1515.8771788465774;3005.7976573642786;3006.861572265625;3006.4223345238411;1517.64910515389;1526.0117072972787;1515.7220458984375;1515.8771788465774;0.33581128396672766;0.35057124495506287;0.34746380529973464;0.32280486822128296;-32.847728017125689;-34.000771866504785;-35.250126185629689;10.398982336469434;28.919573479715019;49.188630381117584;0.042586033748661642;0;-0.049317874156903363;0;0;0.01;2;0.2;8716;0;1744;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-282;798;160
1746;3006.861572265625;1515.7220458984375;3003.3408069891584;1517.6738952897388;3005.7976573642786;1526.0117072972787;3006.3597985047027;1515.901241930259;3005.7976573642786;3006.861572265625;3006.3597985047027;1517.6738952897388;1526.0117072972787;1515.7220458984375;1515.901241930259;0.33591600372184732;0.35057124495506287;0.3475685250548543;0.32280486822128296;-31.125692163152237;-34.000771866504785;-35.125054147352877;12.395067924380779;28.919573479715019;49.140504213754504;0.052359877559829883;0;-0.049527313667142692;0;0;0.01;2;0.2;8726;0;1746;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-282;798;243
1748;3006.861572265625;1515.7220458984375;3003.2751075849451;1517.6946807790068;3005.7976573642786;1526.0117072972787;3006.2938613629367;1515.9212604620188;3005.7976573642786;3006.861572265625;3006.2938613629367;1517.6946807790068;1526.0117072972787;1515.7220458984375;1515.9212604620188;0.33600117578934463;0.35057124495506287;0.34765369712235161;0.32280486822128296;-32.849702106596517;-34.000771866504785;-34.993179863820934;10.392744634076967;28.919573479715019;49.100467150234728;0.042586033748661642;0;-0.049697657802137307;0;0;0.01;2;0.2;8736;0;1748;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-248;910;338
1750;3006.861572265625;1515.7220458984375;3003.2647784662158;1517.696530781348;3005.7976573642786;1526.0117072972787;3006.2835113887463;1515.922989981211;3005.7976573642786;3006.861572265625;3006.2835113887463;1517.696530781348;1526.0117072972787;1515.7220458984375;1515.922989981211;0.33586620366052372;0.35057124495506287;0.3475187249935307;0.32280486822128296;-5.1645593645496186;-34.000771866504785;-34.972479915440182;0.92500117057291331;28.919573479715019;49.097008111850393;-0.0674860644104474;0;-0.049427713544495488;0;0;0.01;2;0.2;8746;0;1750;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-248;910;403
1752;3006.861572265625;1515.7220458984375;3003.2544495972797;1517.6983821778154;3005.7976573642786;1526.0117072972787;3006.2731616480869;1515.9247208973454;3005.7976573642786;3006.861572265625;3006.2731616480869;1517.6983821778154;1526.0117072972787;1515.7220458984375;1515.9247208973454;0.33573123153170281;0.35057124495506287;0.34738375286470979;0.32280486822128296;-5.164434468130227;-34.000771866504785;-34.951780434121339;0.92569823371705939;28.919573479715019;49.093546279581552;-0.0674860644104474;0;-0.04915776928685367;0;0;0.01;2;0.2;8756;0;1752;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-248;910;433
1754;3006.861572265625;1515.7220458984375;3003.24756714122;1517.7042324591835;3005.7976573642786;1526.0117072972787;3006.26621149029;1515.9304905853876;3005.7976573642786;3006.861572265625;3006.26621149029;1517.7042324591835;1526.0117072972787;1515.7220458984375;1515.9304905853876;0.33561580709050426;0.35057124495506287;0.34726832842351124;0.32280486822128296;-3.4412280300158455;-34.000771866504785;-34.937880118527666;2.9251406840705529;28.919573479715019;49.082006903497224;-0.057712220599279163;0;-0.048926920404456564;0;0;0.01;2;0.2;8766;0;1754;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-248;910;420
1756;3006.861572265625;1515.7220458984375;3003.247496546549;1517.7179825520552;3005.7976573642786;1526.0117072972787;3006.2659806807874;1515.9442389221802;3005.7976573642786;3006.861572265625;3006.2659806807874;1517.7179825520552;1526.0117072972787;1515.7220458984375;1515.9442389221802;0.33553901260341651;0.35057124495506287;0.34719153393642349;0.32280486822128296;-0.035297335388261963;-34.000771866504785;-34.9374184995223;6.875046435902207;28.919573479715019;49.054510229912104;-0.038397243543875248;0;-0.048773331430281064;0;0;0.01;2;0.2;8776;0;1756;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-248;910;217
1758;3006.861572265625;1515.7220458984375;3003.2542388004686;1517.739631144362;3005.7976573642786;1526.0117072972787;3006.2724702220012;1515.9659646072466;3005.7976573642786;3006.861572265625;3006.2724702220012;1517.739631144362;1526.0117072972787;1515.7220458984375;1515.9659646072466;0.33550084807043956;0.35057124495506287;0.34715336940344654;0.32280486822128296;3.3711269597985818;-34.000771866504785;-34.950397581949893;10.824296153349909;28.919573479715019;49.011058859779133;-0.019082266488471333;0;-0.048697002364327169;0;0;0.01;2;0.2;8786;0;1758;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-46;42;-57
1760;3006.861572265625;1515.7220458984375;3003.2169220907367;1517.82516794475;3005.7976573642786;1526.0117072972787;3006.2341593488604;1516.0510607766375;3005.7976573642786;3006.861572265625;3006.2341593488604;1517.82516794475;1526.0117072972787;1515.7220458984375;1516.0510607766375;0.33549340133229771;0.35057124495506287;0.3471459226653047;0.32280486822128296;-18.658354865814218;-34.000771866504785;-34.873775835668404;42.768400194039316;28.919573479715019;48.840866520997317;-0.0037233690709212413;0;-0.048682108888043474;0;0;0.01;2;0.2;8796;0;1760;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-46;42;-212
1762;3006.861572265625;1515.7220458984375;3003.1830531314981;1517.914701694117;3005.7976573642786;1526.0117072972787;3006.1992494186661;1516.1401937977321;3005.7976573642786;3006.861572265625;3006.1992494186661;1517.914701694117;1526.0117072972787;1515.7220458984375;1516.1401937977321;0.33550550228177822;0.35057124495506287;0.3471580236147852;0.32280486822128296;-16.934479619325835;-34.000771866504785;-34.80395597527977;44.766874683481426;28.919573479715019;48.662600478808237;0.006050474740247001;0;-0.048706310787004492;0;0;0.01;2;0.2;8806;0;1762;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-46;42;-241
1764;3006.861572265625;1515.7220458984375;3003.1491830888185;1518.0042350336307;3005.7976573642786;1526.0117072972787;3006.1643384098797;1516.2293263963768;3005.7976573642786;3006.861572265625;3006.1643384098797;1518.0042350336307;1526.0117072972787;1515.7220458984375;1516.2293263963768;0.33551760323125873;0.35057124495506287;0.34717012456426571;0.32280486822128296;-16.935021339774888;-34.000771866504785;-34.734133957707037;44.7666697569214;28.919573479715019;48.484335281518817;0.006050474740247001;0;-0.04873051268596551;0;0;0.01;2;0.2;8816;0;1764;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-46;42;-175
1766;3006.861572265625;1515.7220458984375;3003.1084179291156;1518.0857744542402;3005.7976573642786;1526.0117072972787;3006.1226258993811;1516.3103852751433;3005.7976573642786;3006.861572265625;3006.1226258993811;1518.0857744542402;1526.0117072972787;1515.7220458984375;1516.3103852751433;0.33549060880549453;0.35057124495506287;0.34714313013850151;0.32280486822128296;-20.382579851492686;-34.000771866504785;-34.650708936709727;40.7697103047932;28.919573479715019;48.32221752398582;-0.013497212882089488;0;-0.0486765238344371;0;0;0.01;2;0.2;8826;0;1766;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-46;42;-59
1768;3006.861572265625;1515.7220458984375;3003.0676549705372;1518.1673149752521;3005.7976573642786;1526.0117072972787;3006.0809155770357;1516.3914452798854;3005.7976573642786;3006.861572265625;3006.0809155770357;1518.1673149752521;1526.0117072972787;1515.7220458984375;1516.3914452798854;0.33546361437973032;0.35057124495506287;0.34711613571273731;0.32280486822128296;-20.381479289148185;-34.000771866504785;-34.567288292019022;40.7702605059774;28.919573479715019;48.160097514501651;-0.013497212882089488;0;-0.048622534982908694;0;0;0.01;2;0.2;8836;0;1768;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-164;287;73
1770;3006.861572265625;1515.7220458984375;3002.9884597101063;1518.2569494946677;3005.7976573642786;1526.0117072972787;3006.0006812486467;1516.480150910448;3005.7976573642786;3006.861572265625;3006.0006812486467;1518.2569494946677;1526.0117072972787;1515.7220458984375;1516.480150910448;0.33540124794779241;0.35057124495506287;0.3470537692807994;0.32280486822128296;-39.597630215408131;-34.000771866504785;-34.406819635241028;44.817259707793824;28.919573479715019;47.982686253376507;-0.03118321596896537;0;-0.048497802119032873;0;0;0.01;2;0.2; ; ;1770;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-164;287;138
1772;3006.861572265625;1515.7220458984375;3002.9092700400147;1518.3465889530348;3005.7976573642786;1526.0117072972787;3005.9204524526672;1516.5688615447668;3005.7976573642786;3006.861572265625;3005.9204524526672;1518.3465889530348;1526.0117072972787;1515.7220458984375;1516.5688615447668;0.3353388815158545;0.35057124495506287;0.34699140284886149;0.32280486822128296;-39.594835045823828;-34.000771866504785;-34.2463620432819;44.81972918354198;28.919573479715019;47.805264984738734;-0.03118321596896537;0;-0.048373069255157053;0;0;0.01;2;0.2; ; ;1772;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-164;287;153
1774;3006.861572265625;1515.7220458984375;3002.823354676148;1518.4284313655126;3005.7976573642786;1526.0117072972787;3005.8335892727068;1516.6496972930202;3005.7976573642786;3006.861572265625;3005.8335892727068;1518.4284313655126;1526.0117072972787;1515.7220458984375;1516.6496972930202;0.33523835055093965;0.35057124495506287;0.34689087188394663;0.32280486822128296;-42.957681933332594;-34.000771866504785;-34.072635683361206;40.9212062388735;28.919573479715019;47.643593488232092;-0.050265482457436714;0;-0.048172007325327337;0;0;0.01;2;0.2; ; ;1774;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-164;287;123
1776;3006.861572265625;1515.7220458984375;3002.7408135747769;1518.5141830686064;3005.7976573642786;1526.0117072972787;3005.7500545741023;1516.7344813842642;3005.7976573642786;3006.861572265625;3005.7500545741023;1518.5141830686064;1526.0117072972787;1515.7220458984375;1516.7344813842642;0.33515690185251323;0.35057124495506287;0.34680942318552022;0.32280486822128296;-41.270550685612179;-34.000771866504785;-33.905566286152045;42.8758515468549;28.919573479715019;47.474025305744;-0.04072434921320104;0;-0.048009109928474514;0;0;0.01;2;0.2; ; ;1776;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-164;287;44
1778;3006.861572265625;1515.7220458984375;3002.658279458044;1518.599941494281;3005.7976573642786;1526.0117072972787;3005.6665267813287;1516.8192722790195;3005.7976573642786;3006.861572265625;3005.6665267813287;1518.599941494281;1526.0117072972787;1515.7220458984375;1516.8192722790195;0.33507545315408682;0.35057124495506287;0.3467279744870938;0.32280486822128296;-41.267058366421466;-34.000771866504785;-33.738510700604913;42.879212837271012;28.919573479715019;47.30444351623337;-0.04072434921320104;0;-0.04784621253162169;0;0;0.01;2;0.2; ; ;1778;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-650;398;-47
1780;3006.861572265625;1515.7220458984375;3002.6332628005207;1518.630417897288;3005.7976573642786;1526.0117072972787;3005.6411567032828;1516.8494551124491;3005.7976573642786;3006.861572265625;3005.6411567032828;1518.630417897288;1526.0117072972787;1515.7220458984375;1516.8494551124491;0.33508289989222867;0.35057124495506287;0.34673542122523565;0.32280486822128296;-12.508328761773482;-34.000771866504785;-33.687770544513207;15.23820150347569;28.919573479715019;47.2440778493743;0.0037233690709212392;0;-0.047861106007905385;0;0;0.01;2;0.2; ; ;1780;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-650;398;-133
1782;3006.861572265625;1515.7220458984375;3002.608245916048;1518.6608941140016;3005.7976573642786;1526.0117072972787;3005.615786400474;1516.8796377569536;3005.7976573642786;3006.861572265625;3005.615786400474;1518.6608941140016;1526.0117072972787;1515.7220458984375;1516.8796377569536;0.33509034663037052;0.35057124495506287;0.3467428679633775;0.32280486822128296;-12.508442236323011;-34.000771866504785;-33.637029938895559;15.238108356804299;28.919573479715019;47.183712560365258;0.0037233690709212392;0;-0.04787599948418908;0;0;0.01;2;0.2; ; ;1782;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-650;398;-189
1784;3006.861572265625;1515.7220458984375;3002.5866775287463;1518.6953654258139;3005.7976573642786;1526.0117072972787;3005.5938178088409;1516.9138554081076;3005.7976573642786;3006.861572265625;3005.5938178088409;1518.6953654258139;1526.0117072972787;1515.7220458984375;1516.9138554081076;0.33511734105613472;0.35057124495506287;0.3467698623891417;0.32280486822128296;-10.784193650767067;-34.000771866504785;-33.593092755629279;17.235655906077394;28.919573479715019;47.115277258057269;0.013497212882089485;0;-0.047929988335717488;0;0;0.01;2;0.2; ; ;1784;80;0.4;0.1;100;100;0.08;0.5;0.05;80;0.2;1.57;934;-650;398;-210
