t;xObs;xRef;xCam;xKalman
6530;3135.5324025616787;3123.96158153246;3159.579833984375;3146.5911927811358
6532;3134.5151752647239;3123.96158153246;3159.579833984375;3145.5747329747364
6534;3133.4936754043106;3123.96158153246;3159.579833984375;3144.5537231755757
6536;3132.4693408214976;3123.96158153246;3159.579833984375;3143.5296947130855
6538;3131.4464055333369;3123.96158153246;3159.579833984375;3142.5071551832775
6540;3130.393469817061;3123.96158153246;3159.579833984375;3141.4542735135115
6542;3129.3476272841867;3123.96158153246;3159.579833984375;3140.4089369325479
6544;3128.3032073568406;3099.2114157317183;3159.579833984375;3139.3651077457221
6546;3127.2615992798965;3099.2114157317183;3159.579833984375;3138.3242650992133
6548;3126.8049551136914;3099.2114157317183;3144.630859375;3142.5461255468826
6550;3125.6641098042514;3099.2114157317183;3144.630859375;3141.4054034192195
6552;3124.5218388276144;3099.2114157317183;3144.630859375;3140.2631960881913
6554;3123.3781818621073;3099.2114157317183;3144.630859375;3139.1195447093733
6556;3122.2373286282909;3099.2114157317183;3144.630859375;3137.9787955750689
6558;3121.0964733387063;3099.2114157317183;3144.630859375;3136.8380377933804
6560;3119.9261322864613;3099.2114157317183;3144.630859375;3135.6677508323041
6562;3118.7487805589735;3099.2114157317183;3144.630859375;3134.4901831512593
6564;3117.5700670431843;3099.2114157317183;3144.630859375;3133.3111967268128
6566;3116.3816004524488;3099.2114157317183;3144.630859375;3132.1220837722922
6568;3115.1889756512655;3099.2114157317183;3144.630859375;3130.9286515113208
6570;3114.147378561016;3099.2114157317183;3144.630859375;3129.8862520380185
6572;3113.1113512768247;3099.2114157317183;3144.630859375;3128.849634163761
6574;3112.0850427265877;3099.2114157317183;3144.630859375;3127.8231024541474
6576;3111.0712575840639;3099.2114157317183;3144.630859375;3126.8095661522143
6578;3110.0644376383934;3099.2114157317183;3144.630859375;3125.803255744047
6580;3109.1185712296683;3099.2114157317183;3144.630859375;3124.8584107016854
6582;3108.1699380472242;3099.2114157317183;3144.630859375;3123.9106938236237
6584;3107.2157441079557;3099.2114157317183;3144.630859375;3122.9572054780474
6586;3106.26571969949;3099.2114157317183;3144.630859375;3122.0080453039322
6588;3105.4947653006216;3099.2114157317183;3112.113037109375;3110.217685722916
6590;3104.4691291554122;3099.2114157317183;3112.113037109375;3109.1927457426923
6592;3103.4421123343914;3099.2114157317183;3112.113037109375;3108.166401080066
6594;3102.4095748616178;3074.362610217278;3112.113037109375;3107.1344387773547
6596;3101.3784363800009;3074.362610217278;3112.113037109375;3106.1039008678094
6598;3100.3487304497512;3074.362610217278;3112.113037109375;3105.0748214019422
6600;3099.2955220035628;3074.362610217278;3112.113037109375;3104.0222936637706
6602;3098.2409391299248;3074.362610217278;3112.113037109375;3102.9683679772256
6604;3097.1808231943769;3074.362610217278;3112.113037109375;3101.9088127540067
6606;3096.1221218959035;3074.362610217278;3112.113037109375;3100.8506980554826
6608;3095.0606677788705;3074.362610217278;3112.113037109375;3099.7897832790013
6610;3093.9962781608483;3074.362610217278;3112.113037109375;3098.7256652290926
6612;3092.9248554659994;3074.362610217278;3112.113037109375;3097.6543913663309
6614;3091.8492263129338;3074.362610217278;3112.113037109375;3096.5788382982114
6616;3090.7736001241437;3074.362610217278;3112.113037109375;3095.503289376345
6618;3089.7036121892688;3074.362610217278;3112.113037109375;3094.4334782355736
6620;3088.575996037363;3074.362610217278;3112.113037109375;3093.3058626393085
6622;3087.4483808541436;3074.362610217278;3112.113037109375;3092.1782461287321
6624;3086.3193859419366;3074.362610217278;3112.113037109375;3091.0492238578872
6626;3085.1875680757576;3074.362610217278;3112.113037109375;3089.9173273736019
6628;3084.05155500499;3074.362610217278;3112.113037109375;3088.7811604798344
6630;3082.84525483915;3074.362610217278;3112.113037109375;3087.574453383309
6632;3081.6404013652609;3074.362610217278;3112.113037109375;3086.3692151060422
6634;3080.4397695838438;3074.362610217278;3112.113037109375;3085.1682694497126
6636;3079.2419457745914;3074.362610217278;3112.113037109375;3083.9701776213419
6638;3078.6217104473835;3074.362610217278;3096.444091796875;3094.04930785637
6640;3077.5387132620849;3074.362610217278;3096.444091796875;3092.966267476806
6642;3076.4543648779086;3074.362610217278;3096.444091796875;3091.8818697707711
6644;3075.3686342534347;3049.43960984809;3096.444091796875;3090.7960835796111
6646;3074.2801633312147;3049.43960984809;3096.444091796875;3089.7075451180413
6648;3073.1889216385043;3049.43960984809;3096.444091796875;3088.6162238201555
6650;3072.1458054557934;3049.43960984809;3096.444091796875;3087.57307196346
6652;3071.1026835576149;3049.43960984809;3096.444091796875;3086.5299146115967
6654;3070.0637015320121;3049.43960984809;3096.444091796875;3085.4909148879628
6656;3069.0302585143481;3049.43960984809;3096.444091796875;3084.4574777481557
6658;3067.9954219308529;3049.43960984809;3096.444091796875;3083.4226412065918
6660;3066.8979521751667;3049.43960984809;3096.444091796875;3082.3251625125977
6662;3065.7990890540755;3049.43960984809;3096.444091796875;3081.226284491253
6664;3064.7016200652956;3049.43960984809;3096.444091796875;3080.1288064482778
6666;3063.6055117367855;3049.43960984809;3096.444091796875;3079.0326947466656
6668;3062.510796662028;3049.43960984809;3096.444091796875;3077.9379820961744
6670;3061.4350528625282;3049.43960984809;3096.444091796875;3076.8622124892104
6672;3060.35517124828;3049.43960984809;3096.444091796875;3075.7822873170853
6674;3059.2711539395304;3049.43960984809;3096.444091796875;3074.6982087714014
6676;3058.192669577064;3049.43960984809;3096.444091796875;3073.6196865324214
6678;3058.000488161983;3049.43960984809;3083.775634765625;3081.6227599480085
6680;3056.9180285021384;3049.43960984809;3083.775634765625;3080.54024512951
6682;3055.8355730041676;3049.43960984809;3083.775634765625;3079.4577334034789
6684;3054.7475977697691;3049.43960984809;3083.775634765625;3078.3696220618854
6686;3053.6527533577628;3049.43960984809;3083.775634765625;3077.2745426341862
6688;3052.55513796684;3049.43960984809;3083.775634765625;3076.1766522465487
6690;3051.3842548155353;3049.43960984809;3083.775634765625;3075.005540295947
6692;3050.2161522042047;3049.43960984809;3083.775634765625;3073.8372480804287
6694;3049.0480566240435;3024.4673776418231;3083.775634765625;3072.668962269277
6696;3047.8799680972206;3024.4673776418231;3083.775634765625;3071.5006828846649
6698;3046.7105014942053;3024.4673776418231;3083.775634765625;3070.3310049722618
6700;3045.4572099708207;3024.4673776418231;3083.775634765625;3069.0774936165117
6702;3044.2039291289084;3024.4673776418231;3083.775634765625;3067.8239920584174
6704;3042.95065900955;3024.4673776418231;3083.775634765625;3066.5705003390672
6706;3041.6987485373852;3024.4673776418231;3083.775634765625;3065.3183867393968
6708;3040.4427396001533;3024.4673776418231;3083.775634765625;3064.0621146824733
6710;3039.23962444247;3024.4673776418231;3083.775634765625;3062.8585035607025
6712;3038.0351842952509;3024.4673776418231;3083.775634765625;3061.6535457061441
6714;3036.8294207599088;3024.4673776418231;3083.775634765625;3060.4472428077079
6716;3035.625083327167;3024.4673776418231;3083.775634765625;3059.242384117
6718;3034.7529689363446;3024.4673776418231;3046.094482421875;3043.6835060723743
6720;3033.6735653647461;3024.4673776418231;3046.094482421875;3042.60234114529
6722;3032.590112761;3024.4673776418231;3046.094482421875;3041.5169428403537
6724;3031.5066855326959;3024.4673776418231;3046.094482421875;3040.4315679554538
6726;3030.4260230879854;3024.4673776418231;3046.094482421875;3039.3490779736112
6728;3029.3453907525382;3024.4673776418231;3046.094482421875;3038.2666156435789
6730;3028.2800293272553;3024.4673776418231;3046.094482421875;3037.2001019683435
6732;3027.2200908679679;3024.4673776418231;3046.094482421875;3036.1392563841805
6734;3026.1682938366257;3024.4673776418231;3046.094482421875;3035.08691696859
6736;3025.1219415268347;3024.4673776418231;3046.094482421875;3034.0402649119155
6738;3024.076928061917;3024.4673776418231;3046.094482421875;3032.9950102470684
6740;3022.9990712039894;3024.4673776418231;3046.094482421875;3031.9166741324152
6742;3021.9185211321187;3024.4673776418231;3046.094482421875;3030.8355216873374
6744;3020.8339125978018;2999.4710681487436;3046.094482421875;3029.75012710504
6746;3019.7506444633859;2999.4710681487436;3046.094482421875;3028.6661312827241
6748;3018.6728134811665;2999.4710681487436;3046.094482421875;3027.5878138816925
6750;3017.5618765369732;2999.4710681487436;3046.094482421875;3026.4766784999688
6752;3016.450945613466;2999.4710681487436;3046.094482421875;3025.3655457027457
6754;3015.34138267707;2999.4710681487436;3046.094482421875;3024.255838519497
6756;3014.2291040091027;2999.4710681487436;3046.094482421875;3023.1432897773157
6758;3013.1114600034625;2999.4710681487436;3046.094482421875;3022.0251311394595
6760;3011.9865796828149;2999.4710681487436;3046.094482421875;3020.8993271851664
6762;3010.8563171810761;2999.4710681487436;3046.094482421875;3019.7678957003141
6764;3009.7274227975322;2999.4710681487436;3046.094482421875;3018.637891960831
6766;3008.6052579402535;2999.4710681487436;3046.094482421875;3017.5149185303926
6768;3008.4311477390806;2999.4710681487436;3036.024169921875;3033.7796260120185
6770;3007.3645896874114;2999.4710681487436;3036.024169921875;3032.7130414577232
6772;3006.2953588655796;2999.4710681487436;3036.024169921875;3031.6437805082519
6774;3005.22484419992;2999.4710681487436;3036.024169921875;3030.5732338780685
6776;3004.1516662240956;2999.4710681487436;3036.024169921875;3029.5000203325653
6778;3003.0718489998212;2999.4710681487436;3036.024169921875;3028.4201588283713
6780;3001.9831710834105;2999.4710681487436;3036.024169921875;3027.3314334987053
6782;3000.8945141196837;2999.4710681487436;3036.024169921875;3026.2427290662868
6784;2999.8072231956439;2999.4710681487436;3036.024169921875;3025.1553923521165
6786;2998.7252679319245;2999.4710681487436;3036.024169921875;3024.073398089402
6788;2997.6433410593781;2999.4710681487436;3036.024169921875;3022.9914321271776
6790;2996.5207233068022;2999.4710681487436;3036.024169921875;3021.8687823428613
6792;2995.3968130076159;2999.4710681487436;3036.024169921875;3020.7448382529874
6794;2994.2702379968287;2974.4756817322059;3036.024169921875;3019.6182259239631
6796;2993.1410286219511;2974.4756817322059;3036.024169921875;3018.4889757593187
6798;2992.0104893297275;2974.4756817322059;3036.024169921875;3017.3583939136852
6800;2990.8665113456004;2974.4756817322059;3036.024169921875;3016.214380424045
6802;2989.7265273384141;2974.4756817322059;3036.024169921875;3015.0743660322646
6804;2988.5892328840564;2974.4756817322059;3036.024169921875;3013.9370445986842
6806;2987.4532592211676;2974.4756817322059;3036.024169921875;3012.8010455710919
6808;2987.3045432477961;2974.4756817322059;3016.1591796875;3013.8818892181457
6810;2986.1738713463228;2974.4756817322059;3016.1591796875;3012.7488486009925
6812;2985.0458497346622;2974.4756817322059;3016.1591796875;3011.6186521216132
6814;2983.9231558474762;2974.4756817322059;3016.1591796875;3010.4941737433196
6816;2982.8004794210183;2974.4756817322059;3016.1591796875;3009.36970913698
6818;2981.6751498167882;2974.4756817322059;3016.1591796875;3008.2423902797382
6820;2980.5460898996062;2974.4756817322059;3016.1591796875;3007.1108445070317
6822;2979.4183447500222;2974.4756817322059;3016.1591796875;3005.9807079130674
6824;2978.2906140504592;2974.4756817322059;3016.1591796875;3004.8505834170119
6826;2977.1655640546005;2974.4756817322059;3016.1591796875;3003.723334680245
6828;2976.0391999330723;2974.4756817322059;3016.1591796875;3002.5946699105584
6830;2974.9027537380689;2974.4756817322059;3016.1591796875;3001.4555227717951
6832;2973.761054390804;2974.4756817322059;3016.1591796875;3000.3107309961679
6834;2972.6193521843679;2974.4756817322059;3016.1591796875;2999.1659367325797
6836;2971.480278584404;2974.4756817322059;3016.1591796875;2998.0239665201607
6838;2970.342539969261;2974.4756817322059;3016.1591796875;2996.8834295215529
6840;2969.19153762555;2974.4756817322059;3016.1591796875;2995.729413047874
6842;2968.0431890809327;2974.4756817322059;3016.1591796875;2994.5782421834988
6844;2966.8922421202547;2949.5044681601053;3016.1591796875;2993.424273681429
6846;2965.7413196679026;2949.5044681601053;3016.1591796875;2992.27032641346
6848;2964.5851410932705;2949.5044681601053;3016.1591796875;2991.1107271786418
6850;2963.4068526569044;2949.5044681601053;3016.1591796875;2989.9284276558542
6852;2962.2299059471516;2949.5044681601053;3016.1591796875;2988.74756136039
6854;2961.0530089954455;2949.5044681601053;3016.1591796875;2987.566739506568
6856;2959.8801030802897;2949.5044681601053;3016.1591796875;2986.3901972725671
6858;2959.6175899489431;2949.5044681601053;2986.340087890625;2983.9871075742735
6860;2958.4190250453616;2949.5044681601053;2986.340087890625;2982.7883741015553
6862;2957.21923166001;2949.5044681601053;2986.340087890625;2981.5884078127597
6864;2956.0156040190213;2949.5044681601053;2986.340087890625;2980.3845951545491
6866;2954.8120588061006;2949.5044681601053;2986.340087890625;2979.1808646056274
6868;2953.6099112491315;2949.5044681601053;2986.340087890625;2977.9785353399525
6870;2952.4346179593945;2949.5044681601053;2986.340087890625;2976.8030752731675
6872;2951.2593617614825;2949.5044681601053;2986.340087890625;2975.6276521427794
6874;2950.0841426898719;2949.5044681601053;2986.340087890625;2974.4522659832696
6876;2948.91024018032;2949.5044681601053;2986.340087890625;2973.2782000833668
6878;2947.7363780621249;2949.5044681601053;2986.340087890625;2972.1041744022805
6880;2946.6312524370314;2949.5044681601053;2986.340087890625;2970.9989021423335
6882;2945.5274178893574;2949.5044681601053;2986.340087890625;2969.8949249880557
6884;2944.4222598557644;2949.5044681601053;2986.340087890625;2968.7896204649674
6886;2943.3209826296825;2949.5044681601053;2986.340087890625;2967.6882085776087
6888;2942.2210091799211;2949.5044681601053;2986.340087890625;2966.588104444857
6890;2941.0602213015536;2949.5044681601053;2986.340087890625;2965.4271756639273
6892;2939.9033551261114;2949.5044681601053;2986.340087890625;2964.270180215718
6894;2938.7491380773772;2924.5828349421963;2986.340087890625;2963.1158416196713
6896;2937.6001248112457;2924.5828349421963;2986.340087890625;2961.9667222048306
6898;2937.19559161707;2924.5828349421963;2959.46337890625;2957.1638833506377
6900;2935.9995652584712;2924.5828349421963;2959.46337890625;2955.9656332056311
6902;2934.7996767494183;2924.5828349421963;2959.46337890625;2954.763222660391
6904;2933.5998074100357;2924.5828349421963;2959.46337890625;2953.5608281474456
6906;2932.40253524002;2924.5828349421963;2959.46337890625;2952.36122274718
6908;2931.2014061775162;2924.5828349421963;2959.46337890625;2951.1574626185425
6910;2930.030352250883;2924.5828349421963;2959.46337890625;2949.9833313016529
6912;2928.8554185857079;2924.5828349421963;2959.46337890625;2948.8050266289024
6914;2927.6778656281272;2924.5828349421963;2959.46337890625;2947.6239067476413
6916;2926.4990189827618;2924.5828349421963;2959.46337890625;2946.4413992325913
6918;2925.320147232384;2924.5828349421963;2959.46337890625;2945.2588694731639
6920;2924.196357646194;2924.5828349421963;2959.46337890625;2944.1305939086933
6922;2923.0751656769803;2924.5828349421963;2959.46337890625;2943.0051093346178
6924;2921.9553051525695;2924.5828349421963;2959.46337890625;2941.8810523826714
6926;2920.8380517674013;2924.5828349421963;2959.46337890625;2940.7597946995133
6928;2919.7234108135726;2924.5828349421963;2959.46337890625;2939.6413407567243
6930;2918.5665346373016;2924.5828349421963;2959.46337890625;2938.4805908379858
6932;2917.4110249852533;2924.5828349421963;2959.46337890625;2937.3212991268679
6934;2916.2542861979223;2924.5828349421963;2959.46337890625;2936.1606720482941
6936;2915.0976142106738;2924.5828349421963;2959.46337890625;2935.0001047151754
6938;2915.0053451788763;2924.5828349421963;2945.783203125;2943.4635068886023
6940;2913.8283962916057;2924.5828349421963;2945.783203125;2942.2856048741251
6942;2912.6553973939858;2924.5828349421963;2945.783203125;2941.1117154914086
6944;2911.4812456264449;2899.735960055817;2945.783203125;2939.9366494247342
6946;2910.3084569618418;2899.735960055817;2945.783203125;2938.762965314007
6948;2909.135775879955;2899.735960055817;2945.783203125;2937.5893862580965
6950;2908.004022208585;2899.735960055817;2945.783203125;2936.456704675556
6952;2906.8698030235569;2899.735960055817;2945.783203125;2935.32151300676
6954;2905.733115251267;2899.735960055817;2945.783203125;2934.1838083588705
6956;2904.5990091870149;2899.735960055817;2945.783203125;2933.0487274402726
6958;2903.4662417693235;2899.735960055817;2945.783203125;2931.9150057085712
6960;2902.3648048938085;2899.735960055817;2945.783203125;2930.8126028398178
6962;2901.2621492929566;2899.735960055817;2945.783203125;2929.7089582738945
6964;2900.1570295262413;2899.735960055817;2945.783203125;2928.6028053561886
6966;2899.0506827521567;2899.735960055817;2945.783203125;2927.495402727347
6968;2897.9431059295734;2899.735960055817;2945.783203125;2926.3867474365766
6970;2896.8391706556986;2899.735960055817;2945.783203125;2925.2816157266752
6972;2895.7378700362187;2899.735960055817;2945.783203125;2924.1791607311861
6974;2894.637909957115;2899.735960055817;2945.783203125;2923.0780658109179
6976;2893.5418225920707;2899.735960055817;2945.783203125;2921.9809067181327
6978;2892.4446178627568;2899.735960055817;2945.783203125;2920.88260681873
6980;2891.3254694088805;2899.735960055817;2945.783203125;2919.7623384212525
6982;2890.2026472613711;2899.735960055817;2945.783203125;2918.6383299957083
6984;2889.0761428384126;2899.735960055817;2945.783203125;2917.5105732308693
6986;2887.9484296980072;2899.735960055817;2945.783203125;2916.3815851188115
6988;2887.6536479717474;2899.735960055817;2912.2119140625;2909.9540623432122
6990;2886.4886376363752;2899.735960055817;2912.2119140625;2908.78779607123
6992;2885.3286326930279;2899.735960055817;2912.2119140625;2907.626628562512
6994;2884.1699357250809;2874.9889453044148;2912.2119140625;2906.4667917345373
6996;2883.017512050867;2874.9889453044148;2912.2119140625;2905.3133448619146
6998;2881.863935412443;2874.9889453044148;2912.2119140625;2904.15872008451
7000;2880.6492624805751;2874.9889453044148;2912.2119140625;2902.9427829580432
7002;2879.431043212403;2874.9889453044148;2912.2119140625;2901.7232251282753
7004;2878.2080625860472;2874.9889453044148;2912.2119140625;2900.4988086406852
7006;2876.9864484838845;2874.9889453044148;2912.2119140625;2899.2757791495651
7008;2875.7625375132452;2874.9889453044148;2912.2119140625;2898.0504028505711
7010;2874.5630546380744;2874.9889453044148;2912.2119140625;2896.8492683667664
7012;2873.361363966078;2874.9889453044148;2912.2119140625;2895.6458753788652
7014;2872.1586675335816;2874.9889453044148;2912.2119140625;2894.441449382427
7016;2870.9561939297596;2874.9889453044148;2912.2119140625;2893.2372428974959
7018;2869.7539435780477;2874.9889453044148;2912.2119140625;2892.0332563481184
7020;2868.6734654269162;2874.9889453044148;2912.2119140625;2890.9512499833004
7022;2867.5954599119123;2874.9889453044148;2912.2119140625;2889.8717624937281
7024;2866.519935608068;2874.9889453044148;2912.2119140625;2888.7948022652631
7026;2865.4493398475329;2874.9889453044148;2912.2119140625;2887.7228641189881
7028;2864.3800577891984;2874.9889453044148;2912.2119140625;2886.6522618871345
7030;2863.3587476306143;2874.9889453044148;2912.2119140625;2885.6298684725803
7032;2862.3361813325141;2874.9889453044148;2912.2119140625;2884.6061958592577
7034;2861.3160072871806;2874.9889453044148;2912.2119140625;2883.5849640550891
7036;2860.3018369465208;2874.9889453044148;2912.2119140625;2882.5698547059046
7038;2860.1580519299023;2874.9889453044148;2885.49365234375;2883.4633896096493
7040;2859.0860986952689;2874.9889453044148;2885.49365234375;2882.3856986846336
7042;2858.0129636469223;2874.9889453044148;2885.49365234375;2881.3066789625282
7044;2856.937390170518;2850.3664864494185;2885.49365234375;2880.2249222787236
7046;2855.8593989405031;2850.3664864494185;2885.49365234375;2879.1404540675826
7048;2854.7826232694679;2850.3664864494185;2885.49365234375;2878.0573511301068
7050;2853.6511914236189;2850.3664864494185;2885.49365234375;2876.9194724882354
7052;2852.5222443979796;2850.3664864494185;2885.49365234375;2875.7843628593987
7054;2851.3957848910004;2850.3664864494185;2885.49365234375;2874.6520237179648
7056;2850.2706244437363;2850.3664864494185;2885.49365234375;2873.5211202888195
7058;2849.1419242374118;2850.3664864494185;2885.49365234375;2872.3862220635956
7060;2848.0587993326076;2850.3664864494185;2885.49365234375;2871.2965789644522
7062;2846.9744665690955;2850.3664864494185;2885.49365234375;2870.2055783693631
7064;2845.8937531487636;2850.3664864494185;2885.49365234375;2869.1186392292648
7066;2844.8154564043048;2850.3664864494185;2885.49365234375;2868.0344083832351
7068;2843.7371834175215;2850.3664864494185;2885.49365234375;2866.9501979030492
7070;2842.6990113097122;2850.3664864494185;2885.49365234375;2865.9055922857233
7072;2841.6572227403872;2850.3664864494185;2885.49365234375;2864.8569282191
7074;2840.611801659179;2850.3664864494185;2885.49365234375;2863.8041914296514
7076;2839.569960717487;2850.3664864494185;2885.49365234375;2862.7554813081897
7078;2840.35271319137;2850.3664864494185;2891.26171875;2889.1654814106782
7080;2839.2949472022165;2850.3664864494185;2891.26171875;2888.2034359420359
7082;2838.2349289346616;2850.3664864494185;2891.26171875;2887.2416143195173
7084;2837.1703130806463;2850.3664864494185;2891.26171875;2886.2801184735677
7086;2836.1057258199394;2850.3664864494185;2891.26171875;2885.3186726630788
7088;2835.0365233684174;2850.3664864494185;2891.26171875;2884.3575166486257
7090;2833.9416109985427;2850.3664864494185;2891.26171875;2883.382265335807
7092;2832.8501907211676;2850.3664864494185;2891.26171875;2882.4068615291671
7094;2831.7541956395762;2825.8924512882304;2891.26171875;2881.4317622356866
7096;2830.6570434329819;2825.8924512882304;2891.26171875;2880.4567401708869
7098;2829.55525352348;2825.8924512882304;2891.26171875;2879.4819654104349
7100;2828.4440306329248;2825.8924512882304;2891.26171875;2878.4971125811726
7102;2827.3327971753442;2825.8924512882304;2891.26171875;2877.5122428632617
7104;2826.2227207112614;2825.8924512882304;2891.26171875;2876.5272956114413
7106;2825.114949163029;2825.8924512882304;2891.26171875;2875.542224615177
7108;2824.0037160896914;2825.8924512882304;2891.26171875;2874.5573555113879
7110;2822.9008841231371;2825.8924512882304;2891.26171875;2873.5873533135805
7112;2821.8003595668106;2825.8924512882304;2891.26171875;2872.617186445289
7114;2820.7009643777455;2825.8924512882304;2891.26171875;2871.6469438612926
7116;2819.6027346561737;2825.8924512882304;2891.26171875;2870.6766370760674
7118;2819.7482680794737;2825.8924512882304;2855.2822265625;2853.3418620175125
7120;2818.67411697707;2825.8924512882304;2855.2822265625;2852.4126162621546
7122;2817.6009051480623;2825.8924512882304;2855.2822265625;2851.4827858265057
7124;2816.5286451333977;2825.8924512882304;2855.2822265625;2850.5523885895359
7126;2815.4584478462789;2825.8924512882304;2855.2822265625;2849.621171746513
7128;2814.3825247762884;2825.8924512882304;2855.2822265625;2848.6910739880968
7130;2813.306449410135;2825.8924512882304;2855.2822265625;2847.7482913860258
7132;2812.2288856987057;2825.8924512882304;2855.2822265625;2846.8051554433532
7134;2811.1498173503069;2825.8924512882304;2855.2822265625;2845.8616441909448
7136;2810.0726639130162;2825.8924512882304;2855.2822265625;2844.9169654951834
7138;2808.9940098083944;2825.8924512882304;2855.2822265625;2843.971920385939
7140;2807.9509450356677;2825.8924512882304;2855.2822265625;2843.0889751417694
7142;2806.9076348266526;2825.8924512882304;2855.2822265625;2842.205647836809
7144;2805.8594906561011;2801.5832678661109;2855.2822265625;2841.3228896574715
7146;2804.8110534772586;2801.5832678661109;2855.2822265625;2840.4396814254546
7148;2803.7611564231347;2801.5832678661109;2855.2822265625;2839.5562576877073
7150;2802.6156929826434;2801.5832678661109;2855.2822265625;2838.585747566689
7152;2801.4735534981191;2801.5832678661109;2855.2822265625;2837.61429850279
7154;2800.3301096998343;2801.5832678661109;2855.2822265625;2836.6428708915628
7156;2799.1923709347911;2801.5832678661109;2855.2822265625;2835.6700940926166
7158;2798.0521917045739;2801.5832678661109;2855.2822265625;2834.6976259716334
7160;2797.0292437606568;2801.5832678661109;2855.2822265625;2833.839951412921
7162;2796.0001859898057;2801.5832678661109;2855.2822265625;2832.9829678772257
7164;2794.9731368348239;2801.5832678661109;2855.2822265625;2832.1250609590693
7166;2793.9469706877444;2801.5832678661109;2855.2822265625;2831.2664827406174
7168;2793.4560591360873;2801.5832678661109;2809.718017578125;2807.9997776985292
7170;2792.5651431885435;2801.5832678661109;2809.718017578125;2807.1129154288542
7172;2791.6773891601651;2801.5832678661109;2809.718017578125;2806.2290596250427
7174;2790.7880696702314;2801.5832678661109;2809.718017578125;2805.3436800953268
7176;2789.9031740989335;2801.5832678661109;2809.718017578125;2804.4625199941838
7178;2789.0155303000079;2801.5832678661109;2809.718017578125;2803.5787033319357
7180;2788.0191143995935;2801.5832678661109;2809.718017578125;2802.5856828396768
7182;2787.0284085338685;2801.5832678661109;2809.718017578125;2801.5981184461343
7184;2786.0422952492777;2801.5832678661109;2809.718017578125;2800.6149419452508
7186;2785.06569125897;2801.5832678661109;2809.718017578125;2799.6408756422638
7188;2784.0938236285679;2801.5832678661109;2809.718017578125;2798.671343373931
7190;2783.0168562182835;2801.5832678661109;2809.718017578125;2797.5971923605525
7192;2781.9411033480906;2801.5832678661109;2809.718017578125;2796.52420574449
7194;2780.8616561707704;2777.4701213819321;2809.718017578125;2795.4476712144883
7196;2779.77973151055;2777.4701213819321;2809.718017578125;2794.3687556103787
7198;2778.6903943992456;2777.4701213819321;2809.718017578125;2793.2827198770519
7200;2777.5604164731981;2777.4701213819321;2809.718017578125;2792.1558650324919
7202;2776.4315553099923;2777.4701213819321;2809.718017578125;2791.0300733689351
7204;2775.3037915062359;2777.4701213819321;2809.718017578125;2789.9053268785128
7206;2774.18211279911;2777.4701213819321;2809.718017578125;2788.7864160811769
7208;2774.4040503119822;2777.4701213819321;2812.56005859375;2810.3244460093124
7210;2773.43487248386;2777.4701213819321;2812.56005859375;2809.4250210531941
7212;2772.46193566319;2777.4701213819321;2812.56005859375;2808.5246654445582
7214;2771.4864247655264;2777.4701213819321;2812.56005859375;2807.6235733921012
7216;2770.5083164827461;2777.4701213819321;2812.56005859375;2806.7217144219853
7218;2769.5251372800985;2777.4701213819321;2812.56005859375;2805.8185674371675
7220;2768.6808586157345;2777.4701213819321;2812.56005859375;2805.0742312032553
7222;2767.8266821107995;2777.4701213819321;2812.56005859375;2804.32771645601
7224;2766.966166160958;2777.4701213819321;2812.56005859375;2803.5796418243158
7226;2766.1090278289967;2777.4701213819321;2812.56005859375;2802.8319426751605
7228;2765.2589976953927;2777.4701213819321;2812.56005859375;2802.0854437499643
7230;2764.3040981165545;2777.4701213819321;2812.56005859375;2801.2347281306056
7232;2763.3554300284595;2777.4701213819321;2812.56005859375;2800.3854283044279
7234;2762.4093703314556;2777.4701213819321;2812.56005859375;2799.5368289772691
7236;2761.4609869797896;2777.4701213819321;2812.56005859375;2798.6879226016881
7238;2760.5053917922751;2777.4701213819321;2812.56005859375;2797.8376861567108
7240;2759.4896112487459;2777.4701213819321;2812.56005859375;2796.9176183294244
7242;2758.4773339738645;2777.4701213819321;2812.56005859375;2795.9980628190251
7244;2757.4710399796372;2753.5780381286936;2812.56005859375;2795.07957488843
7246;2756.4671251257705;2753.5780381286936;2812.56005859375;2794.1614600553312
7248;2757.0323160766743;2753.5780381286936;2801.12841796875;2799.291551246306
7250;2756.0241826220777;2753.5780381286936;2801.12841796875;2798.5649399983995
7252;2755.0089322878416;2753.5780381286936;2801.12841796875;2797.8463681976327
7254;2753.9887534092904;2753.5780381286936;2801.12841796875;2797.1328217875625
7256;2752.9705127117104;2753.5780381286936;2801.12841796875;2796.4155542381568
7258;2751.9519151157206;2753.5780381286936;2801.12841796875;2795.6975010789379
7260;2750.9505449171174;2753.5780381286936;2801.12841796875;2795.0440203397411
7262;2749.9430547035622;2753.5780381286936;2801.12841796875;2794.3970555304227
7264;2748.9410252742787;2753.5780381286936;2801.12841796875;2793.7423241360621
7266;2747.9433854502959;2753.5780381286936;2801.12841796875;2793.0813403246711
7268;2746.9407805346668;2753.5780381286936;2801.12841796875;2792.4255151423831
7270;2745.9101052228207;2753.5780381286936;2801.12841796875;2791.763400265354
7272;2744.8816142952969;2753.5780381286936;2801.12841796875;2791.098089937253
7274;2743.8505706927635;2753.5780381286936;2801.12841796875;2790.4352929050187
7276;2742.819333261245;2753.5780381286936;2801.12841796875;2789.7721365938642
